OBJECTNUMMER;Naam;Bron;ProjectID;Uitvoerder;Datum;Maaiveld_hoogte;Diepte_to_maaiveld;Top_Pleistoceen;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
16147;"F61056";"Waternet";"12.014";"OMEGAM";"12-1-2000";"0.7";"23.3";-11.4;"POINT(4.890061,52.339675)";"POINT(52.339675,4.890061)";4.890061;52.339675;
16148;"F61057";"Waternet";"12.014";"OMEGAM";"12-1-2000";"0.7";"25.0";-11.4;"POINT(4.890087,52.339945)";"POINT(52.339945,4.890087)";4.890087;52.339945;
16149;"F61058";"Waternet";"12.014";"OMEGAM";"12-1-2000";"0.6";"23.9";-11.4;"POINT(4.890142,52.340233)";"POINT(52.340233,4.890142)";4.890142;52.340233;
16150;"F61059";"Waternet";"12.014";"OMEGAM";"12-1-2000";"0.7";"24.2";-11.6;"POINT(4.890169,52.340503)";"POINT(52.340503,4.890169)";4.890169;52.340503;
16151;"F61060";"Waternet";"12.014";"OMEGAM";"12-1-2000";"0.7";"24.7";-11.4;"POINT(4.890392,52.338877)";"POINT(52.338877,4.890392)";4.890392;52.338877;
16152;"F61061";"Waternet";"12.014";"OMEGAM";"13-1-2000";"0.7";"23.8";-11.1;"POINT(4.890404,52.339156)";"POINT(52.339156,4.890404)";4.890404;52.339156;
16153;"F61062";"Waternet";"12.014";"OMEGAM";"13-1-2000";"0.7";"23.8";-12.1;"POINT(4.89034,52.33965)";"POINT(52.33965,4.89034)";4.89034;52.33965;
16154;"F61063";"Waternet";"12.014";"OMEGAM";"13-1-2000";"0.6";"24.4";-11.5;"POINT(4.890448,52.340504)";"POINT(52.340504,4.890448)";4.890448;52.340504;
16155;"F61064";"Waternet";"12.014";"OMEGAM";"13-1-2000";"0.6";"23.1";-11.4;"POINT(4.890548,52.339363)";"POINT(52.339363,4.890548)";4.890548;52.339363;
16156;"F61065";"Waternet";"12.014";"OMEGAM";"13-1-2000";"0.7";"23.0";-11.9;"POINT(4.890619,52.339633)";"POINT(52.339633,4.890619)";4.890619;52.339633;
16157;"F61066";"Waternet";"12.014";"OMEGAM";"13-1-2000";"0.8";"23.2";-11.5;"POINT(4.890645,52.339903)";"POINT(52.339903,4.890645)";4.890645;52.339903;
16158;"F61067";"Waternet";"12.014";"OMEGAM";"13-1-2000";"0.8";"24.9";-11.4;"POINT(4.890686,52.340208)";"POINT(52.340208,4.890686)";4.890686;52.340208;
16159;"F61068";"Waternet";"12.014";"OMEGAM";"13-1-2000";"0.7";"24.5";-11.4;"POINT(4.890727,52.340478)";"POINT(52.340478,4.890727)";4.890727;52.340478;
16160;"F61069";"Waternet";"12.014";"OMEGAM";"13-1-2000";"0.6";"23.7";-11.6;"POINT(4.891003,52.339347)";"POINT(52.339347,4.891003)";4.891003;52.339347;
16161;"F61070";"Waternet";"12.014";"OMEGAM";"13-1-2000";"0.7";"24.9";-11.5;"POINT(4.891059,52.339617)";"POINT(52.339617,4.891059)";4.891059;52.339617;
16162;"F61071";"Waternet";"12.014";"OMEGAM";"13-1-2000";"0.7";"23.5";-11.5;"POINT(4.8911,52.339895)";"POINT(52.339895,4.8911)";4.8911;52.339895;
16163;"F61072";"Waternet";"12.014";"OMEGAM";"13-1-2000";"0.6";"24.7";-11.6;"POINT(4.891098,52.340057)";"POINT(52.340057,4.891098)";4.891098;52.340057;
16164;"F61073";"Waternet";"12.014";"OMEGAM";"13-1-2000";"0.7";"24.8";-11.1;"POINT(4.891126,52.340183)";"POINT(52.340183,4.891126)";4.891126;52.340183;
16165;"F61074";"Waternet";"12.014";"OMEGAM";"7-1-2000";"0.7";"24.9";-11.5;"POINT(4.891167,52.340453)";"POINT(52.340453,4.891167)";4.891167;52.340453;
16166;"F61122";"Waternet";"12.014";"OMEGAM";"7-1-2000";"0.6";"30.0";-11.3;"POINT(4.890394,52.340081)";"POINT(52.340081,4.890394)";4.890394;52.340081;
16167;"F61123";"Waternet";"12.014";"OMEGAM";"6-1-2000";"0.3";"23.4";-12.3;"POINT(4.889329,52.340823)";"POINT(52.340823,4.889329)";4.889329;52.340823;
16168;"F61130";"Waternet";"12.014";"OMEGAM";"7-1-2000";"0.1";"23.5";-11.9;"POINT(4.890429,52.339497)";"POINT(52.339497,4.890429)";4.890429;52.339497;
16169;"F61131";"Waternet";"12.014";"OMEGAM";"7-1-2000";"0.1";"24.5";-11.7;"POINT(4.890769,52.339301)";"POINT(52.339301,4.890769)";4.890769;52.339301;
16170;"F61132";"Waternet";"12.014";"OMEGAM";"7-1-2000";"0.1";"22.2";-11.4;"POINT(4.89065,52.339498)";"POINT(52.339498,4.89065)";4.89065;52.339498;
16171;"F61133";"Waternet";"12.014";"OMEGAM";"7-1-2000";"0.1";"22.8";-11.7;"POINT(4.89087,52.339436)";"POINT(52.339436,4.89087)";4.89087;52.339436;
16172;"F61134";"Waternet";"12.014";"OMEGAM";"7-1-2000";"0.1";"23.1";-11.7;"POINT(4.890869,52.339571)";"POINT(52.339571,4.890869)";4.890869;52.339571;
16173;"F61135";"Waternet";"12.014";"OMEGAM";"7-1-2000";"0.1";"23.0";-11.5;"POINT(4.890986,52.339571)";"POINT(52.339571,4.890986)";4.890986;52.339571;
16174;"F61155";"Waternet";"3924";"OMEGAM";"22-3-1985";"0.4";"26.2";-12.4;"POINT(4.911766,52.342083)";"POINT(52.342083,4.911766)";4.911766;52.342083;
16175;"F61156";"Waternet";"4075";"OMEGAM";"2-5-1985";"0.2";"27.4";-12.4;"POINT(4.908413,52.337351)";"POINT(52.337351,4.908413)";4.908413;52.337351;
16176;"F61157";"Waternet";"4075";"OMEGAM";"2-5-1985";"0.2";"26.9";-21.8;"POINT(4.908678,52.337262)";"POINT(52.337262,4.908678)";4.908678;52.337262;
16177;"F61158";"Waternet";"4075";"OMEGAM";"2-5-1985";"-0.1";"28.1";-14.4;"POINT(4.90859,52.33719)";"POINT(52.33719,4.90859)";4.90859;52.33719;
16178;"F61159";"Waternet";"4081";"OMEGAM";"10-5-1985";"0.2";"30.2";-11.5;"POINT(4.90058,52.34379)";"POINT(52.34379,4.90058)";4.90058;52.34379;
16179;"F61160";"Waternet";"4081";"OMEGAM";"10-5-1985";"-0.1";"26.3";-11.5;"POINT(4.900419,52.343754)";"POINT(52.343754,4.900419)";4.900419;52.343754;
16180;"F61161";"Waternet";"4081";"OMEGAM";"10-5-1985";"0.1";"27.1";-11.4;"POINT(4.900157,52.343627)";"POINT(52.343627,4.900157)";4.900157;52.343627;
16181;"F61162";"Waternet";"4081";"OMEGAM";"10-5-1985";"0.1";"27.3";-11.6;"POINT(4.900435,52.343637)";"POINT(52.343637,4.900435)";4.900435;52.343637;
16182;"F61163";"Waternet";"4081";"OMEGAM";"10-5-1985";"0.2";"28.2";-11.5;"POINT(4.900626,52.343629)";"POINT(52.343629,4.900626)";4.900626;52.343629;
16183;"F61164";"Waternet";"4081";"OMEGAM";"10-5-1985";"0.1";"27.1";-11.1;"POINT(4.900363,52.343538)";"POINT(52.343538,4.900363)";4.900363;52.343538;
16184;"F61165";"Waternet";"4081";"OMEGAM";"10-5-1985";"0.1";"27.2";-11.2;"POINT(4.900627,52.343521)";"POINT(52.343521,4.900627)";4.900627;52.343521;
16185;"F61172";"Waternet";"3996";"OMEGAM";"20-11-1986";"0.6";"19.5";-10.9;"POINT(4.903027,52.345499)";"POINT(52.345499,4.903027)";4.903027;52.345499;
16186;"F61173";"Waternet";"3996";"OMEGAM";"20-11-1986";"0.5";"24.2";-10.8;"POINT(4.896258,52.34317)";"POINT(52.34317,4.896258)";4.896258;52.34317;
16187;"F61174";"Waternet";"3996";"OMEGAM";"21-11-1986";"0.7";"23.4";-11.5;"POINT(4.89076,52.344046)";"POINT(52.344046,4.89076)";4.89076;52.344046;
16188;"F61177";"Waternet";"4166";"OMEGAM";"4-5-1987";"0.6";"26.5";-11;"POINT(4.922525,52.33339)";"POINT(52.33339,4.922525)";4.922525;52.33339;
16189;"F61178";"Waternet";"4166";"OMEGAM";"4-5-1987";"0.7";"23.9";-10.9;"POINT(4.922584,52.333318)";"POINT(52.333318,4.922584)";4.922584;52.333318;
16190;"F61181";"Waternet";"4292";"OMEGAM";"13-3-1987";"0.7";"25.9";-12.4;"POINT(4.919883,52.337721)";"POINT(52.337721,4.919883)";4.919883;52.337721;
16191;"F61182";"Waternet";"4292";"OMEGAM";"13-3-1987";"0.8";"25.9";-12.3;"POINT(4.920031,52.337595)";"POINT(52.337595,4.920031)";4.920031;52.337595;
16192;"F61191";"Waternet";"4166";"OMEGAM";"29-10-1987";"2.1";"26.0";-11;"POINT(4.890043,52.337294)";"POINT(52.337294,4.890043)";4.890043;52.337294;
16193;"F61192";"Waternet";"4166";"OMEGAM";"29-10-1987";"0.2";"25.1";-10.3;"POINT(4.890368,52.337151)";"POINT(52.337151,4.890368)";4.890368;52.337151;
16194;"F61193";"Waternet";"4166";"OMEGAM";"29-10-1987";"-0.2";"26.2";-10.5;"POINT(4.890515,52.337071)";"POINT(52.337071,4.890515)";4.890515;52.337071;
16195;"F61194";"Waternet";"4166";"OMEGAM";"29-10-1987";"1.5";"26.6";-10.8;"POINT(4.890781,52.336937)";"POINT(52.336937,4.890781)";4.890781;52.336937;
16196;"F61195";"Waternet";"4166";"OMEGAM";"29-10-1987";"1.0";"28.1";-11.5;"POINT(4.891002,52.33683)";"POINT(52.33683,4.891002)";4.891002;52.33683;
16197;"F61196";"Waternet";"4166";"OMEGAM";"29-10-1987";"0.7";"27.2";-11.2;"POINT(4.891209,52.336723)";"POINT(52.336723,4.891209)";4.891209;52.336723;
16198;"F61197";"Waternet";"4166";"OMEGAM";"29-10-1987";"-0.3";"27.1";-10.8;"POINT(4.89143,52.336607)";"POINT(52.336607,4.89143)";4.89143;52.336607;
16199;"F61198";"Waternet";"4166";"OMEGAM";"29-10-1987";"-0.1";"25.4";-11.1;"POINT(4.891622,52.336509)";"POINT(52.336509,4.891622)";4.891622;52.336509;
16200;"F61199";"Waternet";"4166";"OMEGAM";"29-10-1987";"1.3";"24.5";-10.7;"POINT(4.890146,52.337267)";"POINT(52.337267,4.890146)";4.890146;52.337267;
16201;"F61200";"Waternet";"4166";"OMEGAM";"29-10-1987";"-0.2";"26.5";-10.8;"POINT(4.890617,52.337143)";"POINT(52.337143,4.890617)";4.890617;52.337143;
16202;"F61201";"Waternet";"4166";"OMEGAM";"30-10-1987";"1.9";"28.0";-11;"POINT(4.890883,52.337001)";"POINT(52.337001,4.890883)";4.890883;52.337001;
16203;"F61202";"Waternet";"4166";"OMEGAM";"29-10-1987";"1.5";"27.3";-10.9;"POINT(4.891089,52.336894)";"POINT(52.336894,4.891089)";4.891089;52.336894;
16204;"F61203";"Waternet";"4166";"OMEGAM";"29-10-1987";"1.2";"25.8";-10.9;"POINT(4.891311,52.336787)";"POINT(52.336787,4.891311)";4.891311;52.336787;
16205;"F61204";"Waternet";"4166";"OMEGAM";"29-10-1987";"-0.2";"27.1";-10.8;"POINT(4.891517,52.336671)";"POINT(52.336671,4.891517)";4.891517;52.336671;
16206;"F61206";"Waternet";"4362";"OMEGAM";"14-12-1987";"0.8";"24.9";-11.1;"POINT(4.890148,52.337132)";"POINT(52.337132,4.890148)";4.890148;52.337132;
16207;"F61207";"Waternet";"4362";"OMEGAM";"14-12-1987";"1.1";"24.9";-10.9;"POINT(4.889987,52.337042)";"POINT(52.337042,4.889987)";4.889987;52.337042;
16208;"F61208";"Waternet";"4362";"OMEGAM";"14-12-1987";"0.2";"27.9";-10.5;"POINT(4.890076,52.33697)";"POINT(52.33697,4.890076)";4.890076;52.33697;
16209;"F61209";"Waternet";"4362";"OMEGAM";"14-12-1987";"0.3";"24.9";-10.6;"POINT(4.890326,52.336899)";"POINT(52.336899,4.890326)";4.890326;52.336899;
16210;"F61210";"Waternet";"4362";"OMEGAM";"14-12-1987";"1.0";"27.1";-10.5;"POINT(4.890489,52.336756)";"POINT(52.336756,4.890489)";4.890489;52.336756;
16211;"F61211";"Waternet";"4362";"OMEGAM";"14-12-1987";"0.4";"28.0";-11;"POINT(4.890725,52.336649)";"POINT(52.336649,4.890725)";4.890725;52.336649;
16212;"F61212";"Waternet";"4362";"OMEGAM";"14-12-1987";"0.2";"22.8";-10.7;"POINT(4.890961,52.336533)";"POINT(52.336533,4.890961)";4.890961;52.336533;
16213;"F61213";"Waternet";"4362";"OMEGAM";"14-12-1987";"-0.3";"27.0";-11;"POINT(4.891168,52.336453)";"POINT(52.336453,4.891168)";4.891168;52.336453;
16214;"F61214";"Waternet";"4362";"OMEGAM";"14-12-1987";"0.1";"24.6";-10.6;"POINT(4.891389,52.336356)";"POINT(52.336356,4.891389)";4.891389;52.336356;
16215;"F61215";"Waternet";"3924";"OMEGAM";"30-5-1988";"0.5";"37.2";-11.3;"POINT(4.894592,52.34257)";"POINT(52.34257,4.894592)";4.894592;52.34257;
16216;"F61216";"Waternet";"5109";"OMEGAM";"6-7-1988";"0.5";"25.1";-12.7;"POINT(4.908965,52.345982)";"POINT(52.345982,4.908965)";4.908965;52.345982;
16217;"F61217";"Waternet";"5109";"OMEGAM";"6-7-1988";"0.5";"25.0";-13;"POINT(4.909317,52.346028)";"POINT(52.346028,4.909317)";4.909317;52.346028;
16218;"F61218";"Waternet";"5109";"OMEGAM";"6-7-1988";"0.5";"24.1";-12.8;"POINT(4.909669,52.346074)";"POINT(52.346074,4.909669)";4.909669;52.346074;
16219;"F61219";"Waternet";"5102";"OMEGAM";"11-7-1988";"-0.4";"23.6";-14.4;"POINT(5.0426,52.349609)";"POINT(52.349609,5.0426)";5.0426;52.349609;
16220;"F61220";"Waternet";"5102";"OMEGAM";"11-7-1988";"-0.4";"19.2";-12.1;"POINT(5.043303,52.349746)";"POINT(52.349746,5.043303)";5.043303;52.349746;
16221;"F61221";"Waternet";"5103";"OMEGAM";"11-7-1988";"-0.4";"24.7";-12.1;"POINT(5.044066,52.349883)";"POINT(52.349883,5.044066)";5.044066;52.349883;
16222;"F61224";"Waternet";"3924";"OMEGAM";"18-8-1988";"0.5";"25.2";-12.2;"POINT(4.903174,52.349508)";"POINT(52.349508,4.903174)";4.903174;52.349508;
16223;"F61227";"Waternet";"3924";"OMEGAM";"5-10-1988";"0.4";"25.0";-14.5;"POINT(4.908412,52.346941)";"POINT(52.346941,4.908412)";4.908412;52.346941;
16224;"F61231";"Waternet";"6239";"OMEGAM";"20-2-1991";"0.6";"24.8";-11;"POINT(4.888018,52.339972)";"POINT(52.339972,4.888018)";4.888018;52.339972;
16225;"F61232";"Waternet";"6239";"OMEGAM";"20-2-1991";"0.6";"27.4";-11.1;"POINT(4.887978,52.339631)";"POINT(52.339631,4.887978)";4.887978;52.339631;
16226;"F61233";"Waternet";"3924";"OMEGAM";"22-3-1989";"1.9";"24.0";-13.2;"POINT(4.904649,52.348858)";"POINT(52.348858,4.904649)";4.904649;52.348858;
16227;"F61234";"Waternet";"3924";"OMEGAM";"22-3-1989";"0.5";"30.4";-14.5;"POINT(4.906441,52.345989)";"POINT(52.345989,4.906441)";4.906441;52.345989;
16228;"F61235";"Waternet";"3924";"OMEGAM";"22-3-1989";"0.5";"26.0";-11.9;"POINT(4.907109,52.345273)";"POINT(52.345273,4.907109)";4.907109;52.345273;
16229;"F61236";"Waternet";"5274";"OMEGAM";"30-6-1989";"-4.1";"22.1";-12.4;"POINT(4.922128,52.347535)";"POINT(52.347535,4.922128)";4.922128;52.347535;
16230;"F61237";"Waternet";"5274";"OMEGAM";"30-6-1989";"-4.0";"22.1";-12.4;"POINT(4.922626,52.347627)";"POINT(52.347627,4.922626)";4.922626;52.347627;
16231;"F61238";"Waternet";"5274";"OMEGAM";"30-6-1989";"-3.8";"22.0";-12.3;"POINT(4.922948,52.347709)";"POINT(52.347709,4.922948)";4.922948;52.347709;
16232;"F61239";"Waternet";"5274";"OMEGAM";"30-6-1989";"-3.9";"22.1";-11.8;"POINT(4.923299,52.347791)";"POINT(52.347791,4.923299)";4.923299;52.347791;
16233;"F61240";"Waternet";"6040";"OMEGAM";"6-3-1990";"-3.7";"25.5";-11.3;"POINT(4.920408,52.349209)";"POINT(52.349209,4.920408)";4.920408;52.349209;
16234;"F61241";"Waternet";"6117";"OMEGAM";"12-6-1990";"0.6";"26.0";-11.8;"POINT(4.899773,52.346456)";"POINT(52.346456,4.899773)";4.899773;52.346456;
16235;"F61242";"Waternet";"6168";"OMEGAM";"31-10-1990";"2.1";"25.0";-12.2;"POINT(4.904217,52.349405)";"POINT(52.349405,4.904217)";4.904217;52.349405;
16236;"F61243";"Waternet";"6168";"OMEGAM";"31-10-1990";"1.9";"25.0";-12.6;"POINT(4.904519,52.348705)";"POINT(52.348705,4.904519)";4.904519;52.348705;
16237;"F61244";"Waternet";"6168";"OMEGAM";"31-10-1990";"0.7";"25.0";-13.1;"POINT(4.904671,52.348166)";"POINT(52.348166,4.904671)";4.904671;52.348166;
16238;"F61245";"Waternet";"6168";"OMEGAM";"31-10-1990";"0.5";"25.0";-12.4;"POINT(4.905018,52.347305)";"POINT(52.347305,4.905018)";4.905018;52.347305;
16239;"F61246";"Waternet";"6168";"OMEGAM";"31-10-1990";"0.6";"28.0";-13.9;"POINT(4.905335,52.346524)";"POINT(52.346524,4.905335)";4.905335;52.346524;
16240;"F61252";"Waternet";"6270";"OMEGAM";"15-4-1991";"7.4";"29.0";-10.8;"POINT(4.889318,52.337848)";"POINT(52.337848,4.889318)";4.889318;52.337848;
16241;"F61253";"Waternet";"6268";"OMEGAM";"23-1-1992";"0.7";"23.1";-11.1;"POINT(4.921018,52.33298)";"POINT(52.33298,4.921018)";4.921018;52.33298;
16242;"F61254";"Waternet";"6268";"OMEGAM";"23-1-1992";"1.1";"23.6";-11.1;"POINT(4.921687,52.33353)";"POINT(52.33353,4.921687)";4.921687;52.33353;
16243;"F61255";"Waternet";"6268";"OMEGAM";"30-1-1992";"0.7";"23.3";-11.4;"POINT(4.922614,52.333282)";"POINT(52.333282,4.922614)";4.922614;52.333282;
16244;"F61256";"Waternet";"6268";"OMEGAM";"30-1-1992";"0.7";"24.1";-11.5;"POINT(4.922703,52.333184)";"POINT(52.333184,4.922703)";4.922703;52.333184;
16245;"F61257";"Waternet";"6623";"OMEGAM";"4-11-1992";"0.8";"20.3";-12.5;"POINT(4.91101,52.348273)";"POINT(52.348273,4.91101)";4.91101;52.348273;
16246;"F61258";"Waternet";"6637";"OMEGAM";"22-12-1992";"6.9";"31.7";-11.7;"POINT(4.890011,52.337554)";"POINT(52.337554,4.890011)";4.890011;52.337554;
16247;"F61259";"Waternet";"6637";"OMEGAM";"22-12-1992";"7.0";"32.4";-11.6;"POINT(4.890217,52.337519)";"POINT(52.337519,4.890217)";4.890217;52.337519;
16248;"F6126";"Waternet";"6639";"OMEGAM";"18-8-1993";"2.4";"29.6";-9.5;"POINT(5.022035,52.339302)";"POINT(52.339302,5.022035)";5.022035;52.339302;
16249;"F61260";"Waternet";"6637";"OMEGAM";"22-12-1992";"7.1";"33.0";-12.1;"POINT(4.890437,52.337484)";"POINT(52.337484,4.890437)";4.890437;52.337484;
16250;"F61261";"Waternet";"6707";"OMEGAM";"26-3-1993";"-1.3";"26.3";-12.1;"POINT(4.921481,52.333656)";"POINT(52.333656,4.921481)";4.921481;52.333656;
16251;"F61262";"Waternet";"6707";"OMEGAM";"26-3-1993";"-1.3";"26.4";-11.6;"POINT(4.92116,52.333448)";"POINT(52.333448,4.92116)";4.92116;52.333448;
16252;"F61268";"Waternet";"6770";"OMEGAM";"1-3-1994";"-0.4";"26.1";-12.6;"POINT(4.912274,52.338508)";"POINT(52.338508,4.912274)";4.912274;52.338508;
16253;"F61269";"Waternet";"6770";"OMEGAM";"1-3-1994";"-0.4";"26.0";-11.6;"POINT(4.912815,52.338654)";"POINT(52.338654,4.912815)";4.912815;52.338654;
16254;"F61270";"Waternet";"6770";"OMEGAM";"23-2-1994";"0.4";"25.0";-11.4;"POINT(4.913064,52.338736)";"POINT(52.338736,4.913064)";4.913064;52.338736;
16255;"F61271";"Waternet";"6770";"OMEGAM";"23-2-1994";"0.3";"25.0";-11.4;"POINT(4.912901,52.338897)";"POINT(52.338897,4.912901)";4.912901;52.338897;
16256;"F61272";"Waternet";"6770";"OMEGAM";"23-2-1994";"0.6";"25.0";-12;"POINT(4.91306,52.339087)";"POINT(52.339087,4.91306)";4.91306;52.339087;
16257;"F61273";"Waternet";"6780";"OMEGAM";"20-12-1993";"0.6";"24.4";-10.6;"POINT(4.902353,52.340041)";"POINT(52.340041,4.902353)";4.902353;52.340041;
16258;"F61274";"Waternet";"6780";"OMEGAM";"20-12-1993";"0.6";"24.9";-10.6;"POINT(4.902017,52.339896)";"POINT(52.339896,4.902017)";4.902017;52.339896;
16259;"F61275";"Waternet";"6901";"OMEGAM";"5-1-1994";"0.7";"26.1";-10.7;"POINT(4.902074,52.340022)";"POINT(52.340022,4.902074)";4.902074;52.340022;
16260;"F61276";"Waternet";"6901";"OMEGAM";"5-1-1994";"0.7";"26.1";-10.8;"POINT(4.902048,52.33977)";"POINT(52.33977,4.902048)";4.902048;52.33977;
16261;"F61277";"Waternet";"6901";"OMEGAM";"5-1-1994";"0.6";"26.0";-10.6;"POINT(4.902459,52.339754)";"POINT(52.339754,4.902459)";4.902459;52.339754;
16262;"F61278";"Waternet";"10.109";"OMEGAM";"25-10-1994";"0.5";"25.2";-11.6;"POINT(4.914648,52.345699)";"POINT(52.345699,4.914648)";4.914648;52.345699;
16263;"F61279";"Waternet";"10.109";"OMEGAM";"25-10-1994";"0.4";"27.4";-11.6;"POINT(4.914575,52.345636)";"POINT(52.345636,4.914575)";4.914575;52.345636;
16264;"F61280";"Waternet";"10.109";"OMEGAM";"25-10-1994";"0.5";"31.6";-12.3;"POINT(4.914739,52.345394)";"POINT(52.345394,4.914739)";4.914739;52.345394;
16265;"F61281";"Waternet";"10.109";"OMEGAM";"25-10-1994";"0.3";"30.6";-11.6;"POINT(4.914785,52.34525)";"POINT(52.34525,4.914785)";4.914785;52.34525;
16266;"F61282";"Waternet";"10.109";"OMEGAM";"25-10-1994";"-0.4";"30.4";-11.8;"POINT(4.914772,52.345016)";"POINT(52.345016,4.914772)";4.914772;52.345016;
16267;"F61283";"Waternet";"10.109";"OMEGAM";"25-10-1994";"0.1";"31.4";-11.8;"POINT(4.915053,52.344838)";"POINT(52.344838,4.915053)";4.915053;52.344838;
16268;"F61284";"Waternet";"10.109";"OMEGAM";"25-10-1994";"onbekend";"30.3";-12.7;"POINT(4.915173,52.344631)";"POINT(52.344631,4.915173)";4.915173;52.344631;
16269;"F61285";"Waternet";"10.109";"OMEGAM";"25-10-1994";"0.0";"30.2";-12.6;"POINT(4.915307,52.344425)";"POINT(52.344425,4.915307)";4.915307;52.344425;
16270;"F61286";"Waternet";"10.109";"OMEGAM";"25-10-1994";"0.0";"29.7";-14.7;"POINT(4.915441,52.344219)";"POINT(52.344219,4.915441)";4.915441;52.344219;
16271;"F61287";"Waternet";"10.109";"OMEGAM";"25-10-1994";"-0.1";"30.5";-14.2;"POINT(4.915546,52.344022)";"POINT(52.344022,4.915546)";4.915546;52.344022;
16272;"F61288";"Waternet";"6811";"OMEGAM";"14-11-1994";"0.8";"36.6";-12;"POINT(4.914427,52.345797)";"POINT(52.345797,4.914427)";4.914427;52.345797;
16273;"F61289";"Waternet";"6811";"OMEGAM";"6-1-1995";"-0.1";"35.4";-11.4;"POINT(4.914255,52.345338)";"POINT(52.345338,4.914255)";4.914255;52.345338;
16274;"F61290";"Waternet";"6811";"OMEGAM";"14-11-1994";"0.1";"36.5";-12.5;"POINT(4.914098,52.344996)";"POINT(52.344996,4.914098)";4.914098;52.344996;
16275;"F61291";"Waternet";"6811";"OMEGAM";"6-1-1995";"0.1";"35.3";-13.2;"POINT(4.914263,52.34461)";"POINT(52.34461,4.914263)";4.914263;52.34461;
16276;"F61292";"Waternet";"6811";"OMEGAM";"14-11-1994";"-0.1";"36.6";-14.4;"POINT(4.9144,52.344197)";"POINT(52.344197,4.9144)";4.9144;52.344197;
16277;"F61293";"Waternet";"6811";"OMEGAM";"6-1-1995";"onbekend";"35.5";-14.3;"POINT(4.914653,52.343865)";"POINT(52.343865,4.914653)";4.914653;52.343865;
16278;"F61294";"Waternet";"6811";"OMEGAM";"14-11-1994";"0.0";"36.5";-14;"POINT(4.914786,52.343722)";"POINT(52.343722,4.914786)";4.914786;52.343722;
16279;"F61295";"Waternet";"6811";"OMEGAM";"20-12-1994";"0.1";"35.7";-14.8;"POINT(4.915023,52.343543)";"POINT(52.343543,4.915023)";4.915023;52.343543;
16280;"F61296";"Waternet";"6811";"OMEGAM";"14-11-1994";"0.2";"36.8";-14.2;"POINT(4.915349,52.34323)";"POINT(52.34323,4.915349)";4.915349;52.34323;
16281;"F61297";"Waternet";"6811";"OMEGAM";"27-12-1994";"0.1";"35.4";-13.9;"POINT(4.915541,52.343078)";"POINT(52.343078,4.915541)";4.915541;52.343078;
16282;"F61298";"Waternet";"6811";"OMEGAM";"14-11-1994";"0.2";"35.8";-15.7;"POINT(4.915852,52.342855)";"POINT(52.342855,4.915852)";4.915852;52.342855;
16283;"F61299";"Waternet";"6811";"OMEGAM";"2-1-1995";"0.3";"34.2";-13;"POINT(4.916279,52.342677)";"POINT(52.342677,4.916279)";4.916279;52.342677;
16284;"F61300";"Waternet";"6811";"OMEGAM";"14-11-1994";"0.2";"35.7";-14.4;"POINT(4.91694,52.342634)";"POINT(52.342634,4.91694)";4.91694;52.342634;
16285;"F61301";"Waternet";"6811";"OMEGAM";"6-1-1995";"0.4";"36.3";-11.5;"POINT(4.917396,52.342528)";"POINT(52.342528,4.917396)";4.917396;52.342528;
16286;"F61302";"Waternet";"10.168";"OMEGAM";"6-12-1994";"0.4";"24.8";-10.8;"POINT(4.92087,52.334507)";"POINT(52.334507,4.92087)";4.92087;52.334507;
16287;"F61303";"Waternet";"10.168";"OMEGAM";"6-12-1994";"0.2";"24.3";-11.6;"POINT(4.920711,52.334327)";"POINT(52.334327,4.920711)";4.920711;52.334327;
16288;"F61304";"Waternet";"10.168";"OMEGAM";"6-12-1994";"0.3";"23.9";-11.4;"POINT(4.922004,52.334125)";"POINT(52.334125,4.922004)";4.922004;52.334125;
16289;"F61305";"Waternet";"10.168";"OMEGAM";"6-12-1994";"0.3";"24.3";-11.2;"POINT(4.92183,52.333944)";"POINT(52.333944,4.92183)";4.92183;52.333944;
16290;"F61306";"Waternet";"10.168";"OMEGAM";"6-12-1994";"0.5";"24.5";-10.7;"POINT(4.920883,52.333294)";"POINT(52.333294,4.920883)";4.920883;52.333294;
16291;"F61307";"Waternet";"10.168";"OMEGAM";"6-12-1994";"0.4";"24.5";-10.1;"POINT(4.920694,52.333158)";"POINT(52.333158,4.920694)";4.920694;52.333158;
16292;"F61308";"Waternet";"10.168";"OMEGAM";"6-12-1994";"0.4";"24.5";-9.9;"POINT(4.920402,52.333013)";"POINT(52.333013,4.920402)";4.920402;52.333013;
16293;"F61309";"Waternet";"10.228";"OMEGAM";"6-2-1995";"0.6";"24.5";-11.1;"POINT(4.897468,52.347903)";"POINT(52.347903,4.897468)";4.897468;52.347903;
16294;"F61310";"Waternet";"10.258";"OMEGAM";"8-3-1995";"0.5";"26.3";-10.7;"POINT(4.904877,52.342676)";"POINT(52.342676,4.904877)";4.904877;52.342676;
16295;"F61311";"Waternet";"10.668";"OMEGAM";"5-6-1996";"0.6";"25.5";-13.5;"POINT(4.912219,52.346426)";"POINT(52.346426,4.912219)";4.912219;52.346426;
16296;"F61314";"Waternet";"10.784";"OMEGAM";"31-10-1996";"0.6";"25.4";-11;"POINT(4.902482,52.334963)";"POINT(52.334963,4.902482)";4.902482;52.334963;
