OBJECTNUMMER;Soort;Soortcode;Standplaats;Bouwjaar;Voeding;Objectnummer_Amsterdam;Objectnummer_leverancier;VRI_nummer;Rotatie;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
1;"TV Camera";"111";"De Ruyterkade - Havengebouw";2015;"Uit havengebouw";"TV-117-054";"TAC64";117;0;"POINT(4.895867,52.381536)";"POINT(52.381536,4.895867)";4.895867;52.381536;
2;"TV Camera";"111";"Barentszplein";2011;"VRI 119";"TV-119-046";"";119;0;"POINT(4.891525,52.389551)";"POINT(52.389551,4.891525)";4.891525;52.389551;
3;"TV Camera";"111";"Dam";2006;"Eigen voeding";"TV-153-016";"TAC22";153;0;"POINT(4.893107,52.373323)";"POINT(52.373323,4.893107)";4.893107;52.373323;
4;"TV Camera";"111";"A10/ Verlengde Stellingweg";2011;"Eigen voeding";"TV-220-041";"TAC41";220;0;"POINT(4.882198,52.424801)";"POINT(52.424801,4.882198)";4.882198;52.424801;
5;"TV Camera";"111";"A10/ Nw. Leeuwarderweg";2006;"VRI 224";"TV-224-013";"TAC31";0;0;"POINT(4.938318,52.406595)";"POINT(52.406595,4.938318)";4.938318;52.406595;
6;"TV Camera";"111";"A10/ Johannes Blookerweg";2010;"Eigen voeding";"TV-302-039";"TAC45";302;0;"POINT(4.929152,52.334874)";"POINT(52.334874,4.929152)";4.929152;52.334874;
7;"TV Camera";"111";"A10/ Spaklerweg";2008;"Eigen voeding";"TV-303-032";"TAC36";303;0;"POINT(4.92519,52.330871)";"POINT(52.330871,4.92519)";4.92519;52.330871;
8;"TV Camera";"111";"Gooiseweg/ Daalwijkdreef";2010;"VRI 306";"TV-306-030";"TAC44";306;0;"POINT(4.956738,52.323721)";"POINT(52.323721,4.956738)";4.956738;52.323721;
9;"TV Camera";"111";"De Passage/ Holterbergweg";2015;"VRI 307";"TV-307-050";"TAC32";307;0;"POINT(4.932764,52.317006)";"POINT(52.317006,4.932764)";4.932764;52.317006;
10;"TV Camera";"111";"Holterbergweg/ Burg. Stramanweg";2011;"VRI 308";"TV-308-018";"TAC40";308;0;"POINT(4.936637,52.312737)";"POINT(52.312737,4.936637)";4.936637;52.312737;
11;"TV Camera";"111";"Dolingadreef/ Burg. Stramanweg";2007;"VRI 310";"TV-310-020";"TAC23";310;0;"POINT(4.950378,52.317032)";"POINT(52.317032,4.950378)";4.950378;52.317032;
12;"TV Camera";"111";"Bijlmerdreef/ Flierbosdreef";2015;"VRI 312";"TV-312-051";"TAC57";312;0;"POINT(4.954974,52.316168)";"POINT(52.316168,4.954974)";4.954974;52.316168;
13;"TV Camera";"111";"Foppingadreef/ Hoogoorddreef";2015;"VRI 319";"TV-319-049";"TAC52";319;0;"POINT(4.950621,52.311753)";"POINT(52.311753,4.950621)";4.950621;52.311753;
14;"TV Camera";"111";"Karspeldreef/ Huntumdreef";2010;"VRI 321";"TV-321-028";"TAC03";321;0;"POINT(4.958524,52.3090293)";"POINT(52.3090293,4.958524)";4.958524;52.3090293;
15;"TV Camera";"111";"Karspeldreef/ Gooiseweg";2010;"VRI 323";"TV-323-045";"TAC49";323;0;"POINT(4.967499,52.311953)";"POINT(52.311953,4.967499)";4.967499;52.311953;
16;"TV Camera";"111";"De Entree/ Holterbergweg";2010;"VRI 324";"TV-324-043";"TAC51";324;0;"POINT(4.937898,52.31039)";"POINT(52.31039,4.937898)";4.937898;52.31039;
17;"TV Camera";"111";"Hondsrugweg/ Hoogoorddreef";0;"VRI 326";"TV-326-017";"TAC11";326;0;"POINT(4.942636,52.309396)";"POINT(52.309396,4.942636)";4.942636;52.309396;
18;"TV Camera";"111";"Laarderhoogtweg/ Holterbergweg";2010;"VRI 329";"TV-329-042";"TAC48";329;0;"POINT(4.944998,52.302272)";"POINT(52.302272,4.944998)";4.944998;52.302272;
19;"TV Camera";"111";"A9/ Muntbergweg";2010;"VRI 330";"TV-330-025";"TAC01";330;0;"POINT(4.946642,52.300204)";"POINT(52.300204,4.946642)";4.946642;52.300204;
20;"TV Camera";"111";"Meibergdreef/ Tafelbergweg";2006;"VRI 333";"TV-333-029";"TAC13";333;0;"POINT(4.947836,52.293883)";"POINT(52.293883,4.947836)";4.947836;52.293883;
21;"TV Camera";"111";"A9/ Gooiseweg";2011;"VRI 342";"TV-342-024";"TAC10";342;0;"POINT(4.971504,52.307435)";"POINT(52.307435,4.971504)";4.971504;52.307435;
22;"TV Camera";"111";"Hondsrugweg/ Karspeldreef";2010;"VRI 357";"TV-357-044";"TAC50";357;0;"POINT(4.946869,52.305004)";"POINT(52.305004,4.946869)";4.946869;52.305004;
23;"TV Camera";"111";"A2/ Burg. Stramanweg";0;"VRI 392";"TV-392-019";"TAC52";392;0;"POINT(4.927502,52.308518)";"POINT(52.308518,4.927502)";4.927502;52.308518;
24;"TV Camera";"111";"Mr. Visserplein";2006;"Eigen voeding";"TV-404-027";"TAC12";404;0;"POINT(4.90373,52.368342)";"POINT(52.368342,4.90373)";4.90373;52.368342;
25;"TV Camera";"111";"Rhijnspoorplein";2007;"Eigen voeding";"TV-140-006";"TAC27";410;0;"POINT(4.908603,52.360461)";"POINT(52.360461,4.908603)";4.908603;52.360461;
26;"TV Camera";"111";"Pr. Bernhardplein 1";2007;"VRI 415";"TV-415-003";"TAC58";415;0;"POINT(4.918452,52.34861)";"POINT(52.34861,4.918452)";4.918452;52.34861;
27;"TV Camera";"111";"Pr. Bernhardplein 2";2015;"VRI 415";"TV-416-052";"TAC59";416;0;"POINT(4.91926,52.348099)";"POINT(52.348099,4.91926)";4.91926;52.348099;
28;"TV Camera";"111";"Tropenmuseum";2011;"Eigen voeding";"TV-420-005";"TAC04";420;0;"POINT(4.923421,52.363074)";"POINT(52.363074,4.923421)";4.923421;52.363074;
29;"TV Camera";"111";"De Ruyterkade Oost";2015;"Eigen voeding";"TV-459-053";"TAC65";459;0;"POINT(4.90792,52.378006)";"POINT(52.378006,4.90792)";4.90792;52.378006;
30;"TV Camera";"111";"Kattenburgerstraat";2012;"Eigen voeding";"TV-463-048";"TAC56";463;0;"POINT(4.921046,52.374309)";"POINT(52.374309,4.921046)";4.921046;52.374309;
31;"TV Camera";"111";"Panamaweg/ IJburglaan";2005;"VRI 466";"TV-466-021";"TAC09";466;0;"POINT(4.933943,52.37272)";"POINT(52.37272,4.933943)";4.933943;52.37272;
32;"TV Camera";"111";"Zuiderzeeweg/ IJburglaan";2005;"VRI 467";"TV-467-022";"TAC21";467;0;"POINT(4.962616,52.371978)";"POINT(52.371978,4.962616)";4.962616;52.371978;
33;"TV Camera";"111";"A10/ IJburglaan";2009;"Eigen voeding";"TV-470-023";"TAC25";470;0;"POINT(4.972365,52.367049)";"POINT(52.367049,4.972365)";4.972365;52.367049;
34;"TV Camera";"111";"IJburglaan/ Cas Oorthuyskade";2009;"VRI 472";"TV-472-034";"TAC55";472;0;"POINT(4.987226,52.359473)";"POINT(52.359473,4.987226)";4.987226;52.359473;
35;"TV Camera";"111";"A10/ Middenweg";2015;"Eigen voeding";"TV-478-015";"TAC62";478;0;"POINT(4.950977,52.341035)";"POINT(52.341035,4.950977)";4.950977;52.341035;
36;"TV Camera";"111";"A10/ Gooiseweg";2004;"VRI 480";"TV-480-014";"TAC53";480;0;"POINT(4.941689,52.337279)";"POINT(52.337279,4.941689)";4.941689;52.337279;
37;"TV Camera";"111";"Stadhouderskade/ v. Woustraat";2009;"Eigen voeding";"TV-526-008";"TAC02";526;0;"POINT(4.898262,52.357523)";"POINT(52.357523,4.898262)";4.898262;52.357523;
38;"TV Camera";"111";"Stadhouderskade/ Amsteldijk";2007;"VRI 528";"TV-528-007";"TAC17";528;0;"POINT(4.903658,52.358853)";"POINT(52.358853,4.903658)";4.903658;52.358853;
39;"TV Camera";"111";"Muntplein";2009;"Eigen voeding";"TV-548-026";"TAC05";548;0;"POINT(4.893602,52.367372)";"POINT(52.367372,4.893602)";4.893602;52.367372;
40;"TV Camera";"111";"Overtoom/ Stadhouderskade";2015;"VRI 577";"TV-577-010";"TAC60";577;0;"POINT(4.878678,52.363738)";"POINT(52.363738,4.878678)";4.878678;52.363738;
41;"TV Camera";"111";"Rijksmuseum";2007;"Eigen voeding";"TV-590-009";"TAC06";590;0;"POINT(4.886522,52.360331)";"POINT(52.360331,4.886522)";4.886522;52.360331;
42;"TV Camera";"111";"Europaplein";2010;"Eigen voeding";"TV-635-011";"TAC47";635;0;"POINT(4.892168,52.34044)";"POINT(52.34044,4.892168)";4.892168;52.34044;
43;"TV Camera";"111";"A10/ Europaboulevard";2015;"VRI 642";"TV-642-004";"TAC30";642;0;"POINT(4.892019,52.33747)";"POINT(52.33747,4.892019)";4.892019;52.33747;
44;"TV Camera";"111";"De Boelelaan/ Europaboulevard";2011;"Eigen voeding";"TV-643-047";"TAC54";643;0;"POINT(4.890463,52.334558)";"POINT(52.334558,4.890463)";4.890463;52.334558;
45;"TV Camera";"111";"Utrechtsebrug";2007;"VRI 651";"TV-651-002";"TAC16";651;0;"POINT(4.907544,52.340178)";"POINT(52.340178,4.907544)";4.907544;52.340178;
46;"TV Camera";"111";"Berlagebrug";2008;"Eigen voeding";"TV-662-001";"TAC39";662;0;"POINT(4.911916,52.347341)";"POINT(52.347341,4.911916)";4.911916;52.347341;
47;"TV Camera";"111";"A10 / Amstelveenseweg / t.o.v. afrit buitenring";2008;"Eigen voeding";"TV-689-012";"TAC38";689;0;"POINT(4.857448,52.336953)";"POINT(52.336953,4.857448)";4.857448;52.336953;
48;"TV Camera";"111";"Bos en Lommerplein";2010;"Eigen voeding";"TV-910-035";"TAC14";910;0;"POINT(4.845037,52.377662)";"POINT(52.377662,4.845037)";4.845037;52.377662;
49;"TV Camera";"111";"A10/ Basisweg";2011;"VRI 915";"TV-915-033";"TAC37";915;0;"POINT(4.843865,52.391913)";"POINT(52.391913,4.843865)";4.843865;52.391913;
50;"TV Camera";"111";"A10/ Jan van Galenstraat";2010;"VRI 922";"TV-922-036";"TAC43";922;0;"POINT(4.841428,52.372238)";"POINT(52.372238,4.841428)";4.841428;52.372238;
51;"TV Camera";"111";"A10/ Cornelis Lelylaan";2009;"VRI 936";"TV-936-037";"TAC42";936;0;"POINT(4.841752,52.358022)";"POINT(52.358022,4.841752)";4.841752;52.358022;
52;"TV Camera";"111";"Anthony Fokkerweg/ Aalsmeerweg";2010;"Eigen voeding";"TV-952-038";"TAC26";952;0;"POINT(4.845478,52.34579)";"POINT(52.34579,4.845478)";4.845478;52.34579;
53;"TV Camera";"111";"Transformatorweg/ Nw. Hemweg";2010;"Eigen voeding";"TV-975-031";"TAC20";975;0;"POINT(4.866907,52.393061)";"POINT(52.393061,4.866907)";4.866907;52.393061;
54;"Kentekencamera, reistijd (MoCo)";"124";"Westerpark (s100) nabij Nassauplein (s103)";2019;"VRI 101";"ANPR-03040";"";101;0;"POINT(4.8815472,52.3851821)";"POINT(52.3851821,4.8815472)";4.8815472;52.3851821;
55;"Kentekencamera, reistijd (MoCo)";"124";"Haarlemmerplein (s103) nabij Nassauplein (s100)";2010;"VRI 101";"ZX3711";"0311-C";101;112;"POINT(4.8816779,52.3849837)";"POINT(52.3849837,4.8816779)";4.8816779;52.3849837;
56;"Kentekencamera, reistijd (MoCo)";"124";"Haarlemmerweg (s103) nabij Nassauplein (s100)";2019;"VRI 101";"ANPR-03039";"";101;292;"POINT(4.8810408,52.3851897)";"POINT(52.3851897,4.8810408)";4.8810408;52.3851897;
57;"Kentekencamera, reistijd (MoCo)";"124";"Nassaukade (s100) nabij Nassauplein (s103)";2010;"VRI 101";"ZX3712";"0313-L";101;180;"POINT(4.8814189,52.3848845)";"POINT(52.3848845,4.8814189)";4.8814189;52.3848845;
58;"Kentekencamera, reistijd (MoCo)";"124";"2e Hugo de Grootstraat (s106) nabij Nassaukade (s100)";2010;"VRI 130";"ZX3720";"0515-A";130;292;"POINT(4.8747952,52.3742415)";"POINT(52.3742415,4.8747952)";4.8747952;52.3742415;
59;"Kentekencamera, reistijd (MoCo)";"124";"Nassaukade (s100) nabij 2e Hugo de Grootstraat (s106)";2010;"VRI 130";"ZX3721";"0517-R";130;20;"POINT(4.8752549,52.374272)";"POINT(52.374272,4.8752549)";4.8752549;52.374272;
60;"Kentekencamera, reistijd (MoCo)";"124";"Nassaukade (s100) nabij 2e Hugo de grootstraat (s106)";2010;"VRI 130";"ZX3719";"0531-L";130;180;"POINT(4.8749282,52.3739745)";"POINT(52.3739745,4.8749282)";4.8749282;52.3739745;
61;"Kentekencamera, reistijd (MoCo)";"124";"Tasmanstraat (s101) nabij Houtmankade (s100)";2019;"VRI 144";"ANPR-03038";"";144;292;"POINT(4.8912251,52.3896109)";"POINT(52.3896109,4.8912251)";4.8912251;52.3896109;
62;"Kentekencamera, reistijd (MoCo)";"124";"Van Diemenstraat (s100) nabij Houtmankade (s100)";2019;"IDP";"ANPR-03036";"";144;157;"POINT(4.8913629,52.3893515)";"POINT(52.3893515,4.8913629)";4.8913629;52.3893515;
63;"Kentekencamera, reistijd (MoCo)";"124";"Houtmankade (s100) nabij Nova Zemblastraat";2019;"VRI 144";"ANPR-03037";"";144;202;"POINT(4.8848622,52.3901183)";"POINT(52.3901183,4.8848622)";4.8848622;52.3901183;
70;"Kentekencamera, reistijd (MoCo)";"124";"Slochterweg (N246/s116) nabij Ringweg noord (A10)";2019;"VRI 223";"ANPR-03017 ";"";223;22;"POINT(4.9407513,52.4087035)";"POINT(52.4087035,4.9407513)";4.9407513;52.4087035;
72;"Kentekencamera, reistijd (MoCo)";"124";"Ringweg noord (A10), oprit buitenringnabij Slochterweg (N246/s116)";2019;"VRI 223";"ANPR-03022 ";"";223;292;"POINT(4.939061,52.4076662)";"POINT(52.4076662,4.939061)";4.939061;52.4076662;
73;"Kentekencamera, reistijd (MoCo)";"124";"Ringweg noord (A10) oprit binnenringnabij Nieuwe Leeuwarderweg (s116)";2019;"VRI 224";"ANPR-03021 ";"";224;112;"POINT(4.9386618,52.4065367)";"POINT(52.4065367,4.9386618)";4.9386618;52.4065367;
74;"Kentekencamera, reistijd (MoCo)";"124";"Nieuwe Leeuwarderweg (s116) nabij Ringweg noord (A10) afrit binnenring";2019;"VRI 224";"ANPR-03009-B";"";224;225;"POINT(4.9370511,52.4060174)";"POINT(52.4060174,4.9370511)";4.9370511;52.4060174;
76;"Kentekencamera, reistijd (MoCo)";"124";"Zuiderzeeweg (s115) nabij brug over A10";2011;"VRI 246";"ZX3805";"1531-L";246;67;"POINT(4.9659698,52.3897025)";"POINT(52.3897025,4.9659698)";4.9659698;52.3897025;
77;"Kentekencamera, reistijd (MoCo)";"124";"Zuiderzeeweg (s115) nabij brug over A10";2011;"VRI 246";"ZX3805";"1532-L";246;67;"POINT(4.9659698,52.3897025)";"POINT(52.3897025,4.9659698)";4.9659698;52.3897025;
78;"Kentekencamera, reistijd (MoCo)";"124";"Oprit (A10) binnenring nabij Zuiderzeeweg (s115)";2011;"VRI 246";"ZX3806";"1535-R";246;157;"POINT(4.965574,52.389466)";"POINT(52.389466,4.965574)";4.965574;52.389466;
79;"Kentekencamera, reistijd (MoCo)";"124";"Johannes Blookerweg (s111) nabij Verlengde Van Marwijk Kooystraweg";2012;"VRI 302";"ZX3901";"1135-C";302;247;"POINT(4.9289329,52.3347403)";"POINT(52.3347403,4.9289329)";4.9289329;52.3347403;
80;"Kentekencamera, reistijd (MoCo)";"124";"Johannes Blookerweg (s111) nabij Verlengde Van Marwijk Kooystraweg";2012;"VRI 302";"ZX3902";"1133-A";302;157;"POINT(4.9291241,52.3345725)";"POINT(52.3345725,4.9291241)";4.9291241;52.3345725;
81;"Kentekencamera, reistijd (MoCo)";"124";"Daalwijkdreef nabij oprit Gooiseweg (s112)";2012;"VRI 306";"ZX3906";"1245-A";306;247;"POINT(4.9547999,52.323178)";"POINT(52.323178,4.9547999)";4.9547999;52.323178;
82;"Kentekencamera, reistijd (MoCo)";"124";"Gooiseweg (112) nabij Daalwijkdreef";2012;"Eigen voeding (NUON)";"ZX3905";"1244-A";306;157;"POINT(4.9584262,52.3221327)";"POINT(52.3221327,4.9584262)";4.9584262;52.3221327;
83;"Kentekencamera, reistijd (MoCo)";"124";"Holterbergweg (s111) nabij Burgemeester Stramanweg";2012;"VRI 309";"ZX3907";"1148-C";309;337;"POINT(4.9352128,52.3138053)";"POINT(52.3138053,4.9352128)";4.9352128;52.3138053;
84;"Kentekencamera, reistijd (MoCo)";"124";"Burgemeester Stramanweg nabij Holterbergweg";2012;"VRI 313";"ZX3908";"1146-C";313;247;"POINT(4.9369829,52.3126647)";"POINT(52.3126647,4.9369829)";4.9369829;52.3126647;
85;"Kentekencamera, reistijd (MoCo)";"124";"Gooiseweg (s112) nabij Daalwijkdreef";2012;"Eigen voeding (NUON)";"ZX3903";"1248-C";317;337;"POINT(4.9557869,52.3254401)";"POINT(52.3254401,4.9557869)";4.9557869;52.3254401;
86;"Kentekencamera, reistijd (MoCo)";"124";"Daalwijkdreef nabij oprit Gooiseweg (s112)";2012;"VRI 317";"ZX3904";"1241-A";317;67;"POINT(4.9589398,52.3243796)";"POINT(52.3243796,4.9589398)";4.9589398;52.3243796;
87;"Kentekencamera, reistijd (MoCo)";"124";"Holterbergweg (s111) nabij De entree";2012;"VRI 324";"ZX3910";"1144-A";324;157;"POINT(4.9381759,52.3101126)";"POINT(52.3101126,4.9381759)";4.9381759;52.3101126;
88;"Kentekencamera, reistijd (MoCo)";"124";"Muntbergweg (s111) nabij afrit (A9) uit oost";2012;"VRI 330";"ZX3913";"1158-C";330;330;"POINT(4.9459279,52.3012396)";"POINT(52.3012396,4.9459279)";4.9459279;52.3012396;
89;"Kentekencamera, reistijd (MoCo)";"124";"Oprit (A9) ri. West nabij Muntbergweg (s111)";2012;"VRI 330";"ZX3914";"1155-R";330;60;"POINT(4.9474661,52.3009039)";"POINT(52.3009039,4.9474661)";4.9474661;52.3009039;
90;"Kentekencamera, reistijd (MoCo)";"124";"Oprit (A9) ri. Oost nabij Muntbergweg (s111)";2012;"VRI 331";"ZX3915";"1151-L";331;60;"POINT(4.9493668,52.2988745)";"POINT(52.2988745,4.9493668)";4.9493668;52.2988745;
91;"Kentekencamera, reistijd (MoCo)";"124";"Meibergdreef (s111) nabij Snijdersbergweg";2012;"Eigen voeding (NUON)";"ZX3925";"1052-C";333;30;"POINT(4.945431,52.2922751)";"POINT(52.2922751,4.945431)";4.945431;52.2922751;
92;"Kentekencamera, reistijd (MoCo)";"124";"Meibergdreef (s111) nabij Snijdersbergweg";2012;"Eigen voeding (NUON)";"ZX3924";"1056-A";333;165;"POINT(4.9447119,52.2913443)";"POINT(52.2913443,4.9447119)";4.9447119;52.2913443;
93;"Kentekencamera, reistijd (MoCo)";"124";"Gooiseweg (s112) nabij Gaasperdammerweg (A9)";2010;"VRI 342";"ZX3762";"1258-C";342;337;"POINT(4.970732,52.3085046)";"POINT(52.3085046,4.970732)";4.970732;52.3085046;
94;"Kentekencamera, reistijd (MoCo)";"124";"Gaasperdammerweg nabij Langbroekdreef";2010;"VRI 342";"ZX3759";"1251-L";342;45;"POINT(4.9718078,52.3075756)";"POINT(52.3075756,4.9718078)";4.9718078;52.3075756;
95;"Kentekencamera, reistijd (MoCo)";"124";"Gaasperdammerwegnabij Gooiseweg";2010;"VRI 342";"ZX3761";"1256-R";342;60;"POINT(4.9707766,52.308656)";"POINT(52.308656,4.9707766)";4.9707766;52.308656;
96;"Kentekencamera, reistijd (MoCo)";"124";"Langbroekdreef / Gooiseweg nabij Gaasperdammerweg (A9)";2010;"VRI 342";"ZX3760";"1253-A";342;145;"POINT(4.9716598,52.3071314)";"POINT(52.3071314,4.9716598)";4.9716598;52.3071314;
97;"Kentekencamera, reistijd (MoCo)";"124";"Burgemeester Stramanweg (N522) nabij oprit (A2) ri. Zuid";2012;"VRI 392";"ZX3911";"1041-C";392;45;"POINT(4.9307849,52.3099715)";"POINT(52.3099715,4.9307849)";4.9307849;52.3099715;
98;"Kentekencamera, reistijd (MoCo)";"124";"Burgemeester Stramanweg (N522) nabij oprit (A2) ri. Zuid";2012;"VRI 393";"ZX3912";"1043-A";393;315;"POINT(4.9257681,52.3077475)";"POINT(52.3077475,4.9257681)";4.9257681;52.3077475;
99;"Kentekencamera, reistijd (MoCo)";"124";"Weesperstraat nabij Nieuwe Keizersgracht";2009;"DRIP SD118";"ZX3399";"1602-A";0;340;"POINT(4.9055278,52.3654791)";"POINT(52.3654791,4.9055278)";4.9055278;52.3654791;
100;"Kentekencamera, reistijd (MoCo)";"124";"Rhijnspoorplein (s112) nabij Mauritskade (s100)";2010;"VRI 410";"ZX3750";"1218-C";410;337;"POINT(4.9086091,52.3604247)";"POINT(52.3604247,4.9086091)";4.9086091;52.3604247;
101;"Kentekencamera, reistijd (MoCo)";"124";"Mauritskade (s100) nabij Andreas Bonnstraat";2010;"Eigen voeding (NUON)";"ZX3744";"1211-L";410;45;"POINT(4.9106371,52.3602149)";"POINT(52.3602149,4.9106371)";4.9106371;52.3602149;
102;"Kentekencamera, reistijd (MoCo)";"124";"Rhijnspoorplein (s112) nabij Mauritskade (s100)";2010;"VRI 410";"ZX3749";"1214-A";410;165;"POINT(4.9086049,52.3598677)";"POINT(52.3598677,4.9086049)";4.9086049;52.3598677;
103;"Kentekencamera, reistijd (MoCo)";"124";"Wiboutstraat (s112) nabij Prins Bernhardplein";2019;"VRI 415";"ANPR-03028";"";415;315;"POINT(4.9184568,52.3487097)";"POINT(52.3487097,4.9184568)";4.9184568;52.3487097;
104;"Kentekencamera, reistijd (MoCo)";"124";"Gooiseweg (s112) nabij Prins Bernhardplein";2019;"VRI 415";"ANPR-03025";"";415;67;"POINT(4.9196989,52.3482825)";"POINT(52.3482825,4.9196989)";4.9196989;52.3482825;
105;"Kentekencamera, reistijd (MoCo)";"124";"Mr. Treublaan nabij Prins Bernhardplein";2019;"VRI 415";"ANPR-03027 ";"1227-R";415;225;"POINT(4.9175808,52.3481604)";"POINT(52.3481604,4.9175808)";4.9175808;52.3481604;
106;"Kentekencamera, reistijd (MoCo)";"124";"Julianaplein nabij Prins Bernhardplein";2019;"VRI 415";"ANPR-03026";"1224-A";415;157;"POINT(4.9191229,52.3475997)";"POINT(52.3475997,4.9191229)";4.9191229;52.3475997;
109;"Kentekencamera, reistijd (MoCo)";"124";"Zuiderzeeweg nabij Insulindeweg";2019;"VRI 450";"ANPR-03029 ";"";450;90;"POINT(4.949178,52.3652655)";"POINT(52.3652655,4.949178)";4.949178;52.3652655;
110;"Kentekencamera, reistijd (MoCo)";"124";"Piet Heinkade (s100) nabij Kattenburgerstraat";2019;"VRI 463";"ANPR-03014 ";"";463;112;"POINT(4.9220159,52.3761565)";"POINT(52.3761565,4.9220159)";4.9220159;52.3761565;
111;"Kentekencamera, reistijd (MoCo)";"124";"Piet Heinkade (s100) nabij Kattenburgerstraat";2019;"VRI 463";"ANPR-03015 ";"";463;292;"POINT(4.9214222,52.3763815)";"POINT(52.3763815,4.9214222)";4.9214222;52.3763815;
112;"Kentekencamera, reistijd (MoCo)";"124";"Kattenburgstraat N-Z nabij Piet Heinkade (s100)";2019;"VRI 463";"ANPR-03006";"";463;202;"POINT(4.9216378,52.3760077)";"POINT(52.3760077,4.9216378)";4.9216378;52.3760077;
113;"Kentekencamera, reistijd (MoCo)";"124";"Piet Heinkade (s100) nabij Piet Heintunnel (s114)";2019;"VRI 466";"ANPR-03034 ";"";466;337;"POINT(4.9332302,52.3731658)";"POINT(52.3731658,4.9332302)";4.9332302;52.3731658;
114;"Kentekencamera, reistijd (MoCo)";"124";"Piet Heintunnel inrit (s114) nabij Panamalaan (s100)";2019;"VRI 466";"ANPR-03032 ";"";466;67;"POINT(4.9343851,52.3724982)";"POINT(52.3724982,4.9343851)";4.9343851;52.3724982;
115;"Kentekencamera, reistijd (MoCo)";"124";"Panamalaan (s100) nabij Piet Heintunnel (s114)";2019;"IDP";"ANPR-03033 ";"";466;180;"POINT(4.9336321,52.3723113)";"POINT(52.3723113,4.9336321)";4.9336321;52.3723113;
116;"Kentekencamera, reistijd (MoCo)";"124";"Zuiderzeeweg nabij IJburglaan (s114)";2019;"VRI 467";"ANPR-03024";"";467;0;"POINT(4.962435,52.3722922)";"POINT(52.3722922,4.962435)";4.962435;52.3722922;
117;"Kentekencamera, reistijd (MoCo)";"124";"Zuiderzeeweg nabij IJburglaan (s114)";2019;"VRI 467";"ANPR-03023";"1423-C";467;180;"POINT(4.9622632,52.3708962)";"POINT(52.3708962,4.9622632)";4.9622632;52.3708962;
118;"Kentekencamera, reistijd (MoCo)";"124";"IJburglaan (s114) nabij Oprit Ringweg-Oost (A10)";2010;"VRI 469";"ZX3775";"1436-C";469;315;"POINT(4.9708459,52.3684241)";"POINT(52.3684241,4.9708459)";4.9708459;52.3684241;
119;"Kentekencamera, reistijd (MoCo)";"124";"Oprit Ringweg-Oost nabij IJburglaan (s114)";2010;"VRI 469";"ZX3774";"1434-R";469;225;"POINT(4.9702189,52.3680503)";"POINT(52.3680503,4.9702189)";4.9702189;52.3680503;
120;"Kentekencamera, reistijd (MoCo)";"124";"IJburglaan (s114) nabij Afrit Ringweg-Oost (A10)";2010;"VRI 470";"ZX3773";"1431-A";470;135;"POINT(4.9751751,52.365956)";"POINT(52.365956,4.9751751)";4.9751751;52.365956;
121;"Kentekencamera, reistijd (MoCo)";"124";"Oprit Ringweg-Oost nabij IJburglaan (s114)";2010;"VRI 470";"ZX3776";"1438-L";470;202;"POINT(4.9740369,52.3661315)";"POINT(52.3661315,4.9740369)";4.9740369;52.3661315;
122;"Kentekencamera, reistijd (MoCo)";"124";"IJburglaan (s114) nabij Lumierestraat";2019;"VRI 475";"ANPR-03031";"";475;315;"POINT(4.9996598,52.3530318)";"POINT(52.3530318,4.9996598)";4.9996598;52.3530318;
123;"Kentekencamera, reistijd (MoCo)";"124";"IJburglaan (s114) nabij Lumierestraat";2019;"VRI 475";"ANPR-03030";"";475;135;"POINT(4.999676,52.352719)";"POINT(52.352719,4.999676)";4.999676;52.352719;
124;"Kentekencamera, reistijd (MoCo)";"124";"Oprit Ringweg-Oost (A10) nabij Middenweg (s113)";2010;"VRI 478";"ZX3767";"1334-R";478;45;"POINT(4.951071,52.3412253)";"POINT(52.3412253,4.951071)";4.951071;52.3412253;
125;"Kentekencamera, reistijd (MoCo)";"124";"Oprit Ringweg-Oost (A10) nabij Middenweg (s113)";2010;"VRI 479";"ZX3769";"1337-L";479;45;"POINT(4.9532168,52.3404738)";"POINT(52.3404738,4.9532168)";4.9532168;52.3404738;
126;"Kentekencamera, reistijd (MoCo)";"124";"Hartveldseweg (s113) nabij Afrit Ringweg-Oost (A10)";2010;"VRI 479";"ZX3766";"1331-A";479;112;"POINT(4.9527819,52.3399626)";"POINT(52.3399626,4.9527819)";4.9527819;52.3399626;
127;"Kentekencamera, reistijd (MoCo)";"124";"Gooiseweg nabij Afrit Ringweg Zuid (A10)";2010;"VRI 480";"ZX3756";"1234-A";480;135;"POINT(4.9435251,52.3360907)";"POINT(52.3360907,4.9435251)";4.9435251;52.3360907;
128;"Kentekencamera, reistijd (MoCo)";"124";"Oprit ringweg Oost (A10) nabij Gooiseweg";2010;"VRI 480";"ZX3755";"1232-L";480;225;"POINT(4.9431131,52.3361365)";"POINT(52.3361365,4.9431131)";4.9431131;52.3361365;
129;"Kentekencamera, reistijd (MoCo)";"124";"Oprit Ringweg Zuid nabij Gooiseweg (s112)";2010;"VRI 481";"ZX3757";"1237-R";481;202;"POINT(4.9391839,52.3378607)";"POINT(52.3378607,4.9391839)";4.9391839;52.3378607;
