OBJECTNUMMER;SidewalkID;Streetname;Segments;NetworkType;ComfortLevelCode;ComfortLevel;SpaceclaimCode;Spaceclaim;SpaceclaimAantal;SituationCode;Situation;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
1695;1695;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.857237 52.347609,4.857241 52.347519)";"LINESTRING(52.347609 4.857237,52.347519 4.857241)";4.85724405;52.3475577;
1696;1696;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.857269 52.34714,4.857273 52.34704)";"LINESTRING(52.34714 4.857269,52.34704 4.857273)";4.85727595;52.3470828;
1697;1697;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.857273 52.34704,4.857943 52.34709)";"LINESTRING(52.34704 4.857273,52.34709 4.857943)";4.8576131;52.347058;
1698;1698;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.857309 52.346367,4.857312 52.346235)";"LINESTRING(52.346367 4.857309,52.346235 4.857312)";4.85731555;52.34629315;
1699;1699;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.857354 52.345429,4.85802 52.345611)";"LINESTRING(52.345429 4.857354,52.345611 4.85802)";4.857692;52.34551305;
1700;1700;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.856758 52.349516,4.856783 52.349751)";"LINESTRING(52.349516 4.856758,52.349751 4.856783)";4.8567755;52.34962715;
1701;1701;"Amstelveenseweg";"";"";"29";"2.9m";"FIETSREG|MEUBEL";"Geparkeerde fietsen gereguleerd - Straatmeubilair";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.858167 52.349733,4.858076 52.349501)";"LINESTRING(52.349733 4.858167,52.349501 4.858076)";4.85812665;52.34961;
1702;1702;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.858167 52.349733,4.857721 52.350017)";"LINESTRING(52.349733 4.858167,52.350017 4.857721)";4.85794905;52.34986745;
1703;1703;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.857850 52.349367,4.856758 52.349516)";"LINESTRING(52.349367 4.857850,52.349516 4.856758)";4.8573091;52.3494345;
1704;1704;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.857721 52.350017,4.857004 52.349975)";"LINESTRING(52.350017 4.857721,52.349975 4.857004)";4.85736755;52.34998955;
1705;1705;"Zeilstraat";"0001";"";"09";"0.9m";"BROM|WINKEL|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen ongereguleerd - Winkeluitstalling & reclameborden";3;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.853669 52.350870,4.854232 52.350913,4.854913 52.351115,4.856143 52.351467,4.856340 52.351548)";"LINESTRING(52.350870 4.853669,52.350913 4.854232,52.351115 4.854913,52.351467 4.856143,52.351548 4.856340)";4.85500955;52.3512007;
1706;1706;"Zeilstraat";"0002";"";"18";"1.8m";"WINKEL|TERRAS";"Terrassen - Winkeluitstalling & reclameborden";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.852754 52.350975,4.852838 52.350945,4.853470 52.350878)";"LINESTRING(52.350975 4.852754,52.350945 4.852838,52.350878 4.853470)";4.85311695;52.35092035;
1707;1707;"Zeilbrug";"0001";"";"22";"2.2m";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.852199 52.351057,4.852643 52.350992)";"LINESTRING(52.351057 4.852199,52.350992 4.852643)";4.85242605;52.3510157;
1708;1708;"Zeilbrug";"0002";"";"22";"2.2m";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.852579 52.350813,4.852144 52.350874)";"LINESTRING(52.350813 4.852579,52.350874 4.852144)";4.85236645;52.35083835;
1709;1709;"Zeilstraat";"0003";"";"18";"1.8m";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.853405 52.350731,4.852759 52.350807)";"LINESTRING(52.350731 4.853405,52.350807 4.852759)";4.85308695;52.35076205;
1710;1710;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.852754 52.350975,4.852643 52.350992)";"LINESTRING(52.350975 4.852754,52.350992 4.852643)";4.85270355;52.35097565;
1711;1711;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.852759 52.350807,4.852579 52.350813)";"LINESTRING(52.350807 4.852759,52.350813 4.852579)";4.852674;52.350804;
1712;1712;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.85347 52.350878,4.853669 52.35087)";"LINESTRING(52.350878 4.85347,52.35087 4.853669)";4.8535745;52.35086695;
1713;1713;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.853405 52.350731,4.853596 52.350713)";"LINESTRING(52.350731 4.853405,52.350713 4.853596)";4.8535056;52.35071435;
1714;1714;"Zeilstraat";"0004";"";"09";"0.9m";"WINKEL";"Winkeluitstalling & reclameborden";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.854047 52.350744,4.853596 52.350713)";"LINESTRING(52.350744 4.854047,52.350713 4.853596)";4.8538265;52.35072005;
1715;1715;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.854047 52.350744,4.85422 52.35076)";"LINESTRING(52.350744 4.854047,52.35076 4.85422)";4.85413835;52.35074485;
1716;1716;"Zeilstraat";"0005";"";"09";"0.9m";"BROM|WINKEL|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen ongereguleerd - Winkeluitstalling & reclameborden";3;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.856437 52.351343,4.856308 52.351339,4.854412 52.350799,4.854220 52.350760)";"LINESTRING(52.351343 4.856437,52.351339 4.856308,52.350799 4.854412,52.350760 4.854220)";4.85533355;52.3510443;
1717;1717;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.852199 52.351057,4.851988 52.351097)";"LINESTRING(52.351057 4.852199,52.351097 4.851988)";4.85209845;52.3510691;
1718;1718;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.852144 52.350874,4.851895 52.350905)";"LINESTRING(52.350874 4.852144,52.350905 4.851895)";4.85202435;52.35088415;
1719;1719;"Hoofddorpweg";"0001";"";"18";"1.8m";"FIETSREG|BROM";"Geparkeerde brommers/motoren - Geparkeerde fietsen gereguleerd";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.850564 52.351116,4.851369 52.351112,4.851988 52.351097)";"LINESTRING(52.351116 4.850564,52.351112 4.851369,52.351097 4.851988)";4.8512809;52.35109965;
1720;1720;"Hoofddorpweg";"0002";"";"09";"0.9m";"FIETSREG|BROM|WINKEL";"Geparkeerde brommers/motoren - Geparkeerde fietsen gereguleerd - Winkeluitstalling & reclameborden";3;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.850586 52.350926,4.851515 52.350933,4.851895 52.350905)";"LINESTRING(52.350926 4.850586,52.350933 4.851515,52.350905 4.851895)";4.8512454;52.35091275;
1721;1721;"Hoofddorpplein";"0001";"";"29";"2.9m";"GROEN";"Groen";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.850550 52.351610,4.850564 52.351116)";"LINESTRING(52.351610 4.850550,52.351116 4.850564)";4.8505621;52.35135525;
1722;1722;"Hoofddorpplein";"0002";"";"22";"2.2m";"GROEN|TERRAS";"Groen - Terrassen";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.849567 52.351689,4.850237 52.351691)";"LINESTRING(52.351689 4.849567,52.351691 4.850237)";4.8499069;52.3516833;
1723;1723;"Hoofddorpplein";"0003";"";"18";"1.8m";"BROM|WINKEL|GROEN|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen ongereguleerd - Groen - Winkeluitstalling & reclameborden";4;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.849296 52.351491,4.849292 52.350948)";"LINESTRING(52.351491 4.849296,52.350948 4.849292)";4.84929895;52.35121215;
1724;1724;"Hoofddorpplein";"0004";"";"22";"2.2m";"FIETSREG|GROEN|TERRAS|FIETSONREG";"Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd - Groen - Terrassen";4;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.849633 52.350926,4.850446 52.350928)";"LINESTRING(52.350926 4.849633,52.350928 4.850446)";4.8500447;52.35092035;
1725;1725;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.850446 52.350928,4.850586 52.350926)";"LINESTRING(52.350928 4.850446,52.350926 4.850586)";4.85052105;52.35092035;
1726;1726;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.850564 52.351116,4.850586 52.350926)";"LINESTRING(52.351116 4.850564,52.350926 4.850586)";4.85057995;52.3510138;
1727;1727;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.85055 52.35161,4.850237 52.351691)";"LINESTRING(52.35161 4.85055,52.351691 4.850237)";4.85039855;52.35164325;
1728;1728;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.849567 52.351689,4.849296 52.351491)";"LINESTRING(52.351689 4.849567,52.351491 4.849296)";4.8494365;52.3515822;
1729;1729;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.849292 52.350948,4.849633 52.350926)";"LINESTRING(52.350948 4.849292,52.350926 4.849633)";4.8494675;52.35092985;
1730;1730;"Aalsmeerweg";"0001";"";"18";"1.8m";"FIETSREG|BROM|WINKEL|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd - Winkeluitstalling & reclameborden";4;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.848913 52.349457,4.849257 52.349841,4.849316 52.350113,4.849311 52.350712,4.849292 52.350948)";"LINESTRING(52.349457 4.848913,52.349841 4.849257,52.350113 4.849316,52.350712 4.849311,52.350948 4.849292)";4.84911965;52.35019555;
1731;1731;"Aalsmeerweg";"0002";"";"18";"1.8m";"FIETSREG|BROM|GROEN";"Geparkeerde brommers/motoren - Geparkeerde fietsen gereguleerd - Groen";3;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.849633 52.350926,4.849618 52.350090,4.849596 52.349883,4.849398 52.349591,4.849174 52.349355)";"LINESTRING(52.350926 4.849633,52.350090 4.849618,52.349883 4.849596,52.349591 4.849398,52.349355 4.849174)";4.8494086;52.3501326;
1732;1732;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.85055 52.35161,4.850544 52.351723)";"LINESTRING(52.35161 4.85055,52.351723 4.850544)";4.8505521;52.3516585;
1733;1733;"Haarlemmermeerstraat";"0001";"";"09";"0.9m";"FIETSREG|BROM|GROEN|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd - Groen";4;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.850521 52.353379,4.850534 52.352627,4.850553 52.352193,4.850559 52.351903,4.850544 52.351723)";"LINESTRING(52.353379 4.850521,52.352627 4.850534,52.352193 4.850553,52.351903 4.850559,52.351723 4.850544)";4.85054515;52.3525435;
1734;1734;"Haarlemmermeerstraat";"0002";"";"09";"0.9m";"FIETSREG|BROM|GROEN";"Geparkeerde brommers/motoren - Geparkeerde fietsen gereguleerd - Groen";3;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.850502 52.354796,4.850512 52.353961,4.850509 52.353467)";"LINESTRING(52.354796 4.850502,52.353961 4.850512,52.353467 4.850509)";4.850512;52.3541247;
1735;1735;"Haarlemmermeerstraat";"0003";"";"22";"2.2m";"MEUBEL";"Straatmeubilair";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.850475 52.355468,4.850491 52.354978)";"LINESTRING(52.355468 4.850475,52.354978 4.850491)";4.8504879;52.35521575;
1736;1736;"Haarlemmermeerstraat";"0004";"";"09";"0.9m";"FIETSREG|BROM|GROEN";"Geparkeerde brommers/motoren - Geparkeerde fietsen gereguleerd - Groen";3;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.850471 52.356050,4.850479 52.355614)";"LINESTRING(52.356050 4.850471,52.355614 4.850479)";4.85048005;52.35582415;
1737;1737;"Haarlemmermeerstraat";"0005";"";"09";"0.9m";"FIETSREG|BROM|GROEN|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd - Groen";4;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.850459 52.357127,4.850473 52.356142)";"LINESTRING(52.357127 4.850459,52.356142 4.850473)";4.850471;52.3566271;
1738;1738;"Haarlemmermeerstraat";"0006";"";"09";"0.9m";"FIETSREG|BROM|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd";3;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.850168 52.355617,4.850145 52.357120)";"LINESTRING(52.355617 4.850168,52.357120 4.850145)";4.85016155;52.356362;
1739;1739;"Haarlemmermeerstraat";"0007";"";"29";"2.9m";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.850186 52.354986,4.850178 52.355477)";"LINESTRING(52.354986 4.850186,52.355477 4.850178)";4.85018685;52.35522335;
1740;1740;"Haarlemmermeerstraat";"0008";"";"09";"0.9m";"FIETSREG|BROM|GROEN";"Geparkeerde brommers/motoren - Geparkeerde fietsen gereguleerd - Groen";3;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.850193 52.354781,4.850203 52.353476)";"LINESTRING(52.354781 4.850193,52.353476 4.850203)";4.850203;52.3541228;
1741;1741;"Haarlemmermeerstraat";"0009";"";"09";"0.9m";"FIETSREG|BROM|GROEN|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd - Groen";4;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.850237 52.351691,4.850223 52.353368)";"LINESTRING(52.351691 4.850237,52.353368 4.850223)";4.850235;52.35252255;
1742;1742;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.850521 52.353379,4.850509 52.353467)";"LINESTRING(52.353379 4.850521,52.353467 4.850509)";4.85052015;52.35341515;
1743;1743;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.850203 52.353476,4.850223 52.353368)";"LINESTRING(52.353476 4.850203,52.353368 4.850223)";4.85021805;52.3534152;
1744;1744;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.850203 52.353476,4.850509 52.353467)";"LINESTRING(52.353476 4.850203,52.353467 4.850509)";4.8503611;52.35346475;
1745;1745;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.850491 52.354978,4.850502 52.354796)";"LINESTRING(52.354978 4.850491,52.354796 4.850502)";4.8505015;52.35488005;
1746;1746;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.850186 52.354986,4.850193 52.354781)";"LINESTRING(52.354986 4.850186,52.354781 4.850193)";4.85019445;52.3548762;
1747;1747;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.850186 52.354986,4.850491 52.354978)";"LINESTRING(52.354986 4.850186,52.354978 4.850491)";4.85034345;52.3549735;
1748;1748;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.850178 52.355477,4.850168 52.355617)";"LINESTRING(52.355477 4.850178,52.355617 4.850168)";4.850178;52.35553995;
1749;1749;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.850479 52.355614,4.850475 52.355468)";"LINESTRING(52.355614 4.850479,52.355468 4.850475)";4.85048195;52.35553425;
1750;1750;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.850479 52.355614,4.850168 52.355617)";"LINESTRING(52.355614 4.850479,52.355617 4.850168)";4.85032865;52.3556086;
1751;1751;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.850471 52.35605,4.850473 52.356142)";"LINESTRING(52.35605 4.850471,52.356142 4.850473)";4.85047695;52.35608735;
1752;1752;"Surinameplein";"0001";"";"22";"2.2m";"FIETSREG|BROM";"Geparkeerde brommers/motoren - Geparkeerde fietsen gereguleerd";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.850539 52.357791,4.850534 52.357256)";"LINESTRING(52.357791 4.850539,52.357256 4.850534)";4.8505416;52.35751785;
1753;1753;"Surinameplein";"0002";"";"22";"2.2m";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.850138 52.357245,4.850128 52.357809)";"LINESTRING(52.357245 4.850138,52.357809 4.850128)";4.8501382;52.3575198;
1754;1754;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.850145 52.35712,4.850138 52.357245)";"LINESTRING(52.35712 4.850145,52.357245 4.850138)";4.85014655;52.35717645;
1755;1755;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.850534 52.357256,4.850459 52.357127)";"LINESTRING(52.357256 4.850534,52.357127 4.850459)";4.85050155;52.35718595;
1756;1756;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.850145 52.35712,4.850459 52.357127)";"LINESTRING(52.35712 4.850145,52.357127 4.850459)";4.850307;52.3571173;
1757;1757;"Vondelbrug";"0001";"";"29";"2.9m";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.876910 52.360651,4.877106 52.360393)";"LINESTRING(52.360651 4.876910,52.360393 4.877106)";4.8770132;52.3605143;
1758;1758;"Eerste Constantijn Hugensstraat";"0001";"";"09";"0.9m";"GROEN";"Groen";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.876910 52.360651,4.876798 52.360819,4.876724 52.360927,4.876552 52.361177)";"LINESTRING(52.360651 4.876910,52.360819 4.876798,52.360927 4.876724,52.361177 4.876552)";4.87673615;52.3609053;
1759;1759;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.876552 52.361177,4.87647 52.361291)";"LINESTRING(52.361177 4.876552,52.361291 4.87647)";4.8765161;52.36122575;
1760;1760;"Eerste Constantijn Hugensstraat";"0002";"";"09";"0.9m";"GROEN";"Groen";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.876055 52.361865,4.876257 52.361589,4.876470 52.361291)";"LINESTRING(52.361865 4.876055,52.361589 4.876257,52.361291 4.876470)";4.87626745;52.361571;
1761;1761;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.876055 52.361865,4.875972 52.361964)";"LINESTRING(52.361865 4.876055,52.361964 4.875972)";4.8760183;52.3619086;
1762;1762;"Eerste Constantijn Hugensstraat";"0003";"";"09";"0.9m";"GROEN";"Groen";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.875504 52.362642,4.875628 52.362458,4.875776 52.362236,4.875972 52.361964)";"LINESTRING(52.362642 4.875504,52.362458 4.875628,52.362236 4.875776,52.361964 4.875972)";4.8757429;52.3622958;
1763;1763;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.875504 52.362642,4.875396 52.362914)";"LINESTRING(52.362642 4.875504,52.362914 4.875396)";4.8754549;52.3627707;
1764;1764;"Eerste Constantijn Hugensstraat";"0004";"";"18";"1.8m";"BROM|GROEN";"Geparkeerde brommers/motoren - Groen";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.875030 52.363420,4.875396 52.362914)";"LINESTRING(52.363420 4.875030,52.362914 4.875396)";4.8752179;52.3631598;
1765;1765;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.87503 52.36342,4.874972 52.363502)";"LINESTRING(52.36342 4.87503,52.363502 4.874972)";4.87500595;52.36345355;
1766;1766;"Eerste Constantijn Hugensstraat";"0005";"";"09";"0.9m";"FIETSREG|BROM|WINKEL|GROEN|TERRAS|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd - Groen - Terrassen - Winkeluitstalling & reclameborden";6;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.874711 52.363887,4.874972 52.363502)";"LINESTRING(52.363887 4.874711,52.363502 4.874972)";4.87484645;52.36368815;
1767;1767;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.874711 52.363887,4.874654 52.363964)";"LINESTRING(52.363887 4.874711,52.363964 4.874654)";4.8746874;52.36391895;
1768;1768;"Eerste Constantijn Hugensstraat";"0006";"";"09";"0.9m";"WINKEL|TERRAS|FIETSONREG";"Geparkeerde fietsen ongereguleerd - Terrassen - Winkeluitstalling & reclameborden";3;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.874377 52.364384,4.874654 52.363964)";"LINESTRING(52.364384 4.874377,52.363964 4.874654)";4.8745203;52.3641669;
1769;1769;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.874377 52.364384,4.874327 52.364456)";"LINESTRING(52.364384 4.874377,52.364456 4.874327)";4.874357;52.36441295;
1770;1770;"Eerste Constantijn Hugensstraat";"0007";"";"09";"0.9m";"FIETSONREG";"Geparkeerde fietsen ongereguleerd";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.873992 52.364947,4.874134 52.364733,4.874327 52.364456)";"LINESTRING(52.364947 4.873992,52.364733 4.874134,52.364456 4.874327)";4.8741646;52.36469525;
1771;1771;"Eerste Constantijn Hugensstraat";"0008";"";"09";"0.9m";"BROM|WINKEL|TERRAS";"Geparkeerde brommers/motoren - Terrassen - Winkeluitstalling & reclameborden";3;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.873992 52.364947,4.873665 52.365404)";"LINESTRING(52.364947 4.873992,52.365404 4.873665)";4.87383345;52.36516825;
1772;1772;"Eerste Constantijn Hugensstraat";"0009";"";"09";"0.9m";"WINKEL|GROEN|FIETSONREG";"Geparkeerde fietsen ongereguleerd - Groen - Winkeluitstalling & reclameborden";3;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.873613 52.364848,4.873376 52.365183,4.873291 52.365312)";"LINESTRING(52.364848 4.873613,52.365183 4.873376,52.365312 4.873291)";4.87345695;52.3650729;
1773;1773;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.873613 52.364848,4.873992 52.364947)";"LINESTRING(52.364848 4.873613,52.364947 4.873992)";4.87380745;52.3648917;
