OBJECTNUMMER;SidewalkID;Streetname;Segments;NetworkType;ComfortLevelCode;ComfortLevel;SpaceclaimCode;Spaceclaim;SpaceclaimAantal;SituationCode;Situation;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
3554;3554;"Dapperplein";"0004";"";"36PLUS";"3.6m of breder";"WINKEL|MEUBEL|GROEN";"Groen - Straatmeubilair - Winkeluitstalling & reclameborden";3;"VOETGEENFI";"Voetgangersgebied, fietsen verboden";"LINESTRING(4.927653 52.362586,4.927696 52.362452,4.927816 52.362448,4.927940 52.362402,4.928121 52.362240)";"LINESTRING(52.362586 4.927653,52.362452 4.927696,52.362448 4.927816,52.362402 4.927940,52.362240 4.928121)";4.92789195;52.3624064;
3555;3555;"Dapperstraat";"0003";"";"22";"2.2m";"FIETSONREG";"Geparkeerde fietsen ongereguleerd";1;"VOETGEENFI";"Voetgangersgebied, fietsen verboden";"LINESTRING(4.927904 52.361747,4.927826 52.361858)";"LINESTRING(52.361747 4.927904,52.361858 4.927826)";4.92787;52.36179605;
3556;3556;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.927904 52.361747,4.927964 52.361665)";"LINESTRING(52.361747 4.927904,52.361665 4.927964)";4.92793915;52.36169875;
3557;3557;"Dapperstraat";"0004";"";"18";"1.8m";"BROM|WINKEL|GROEN|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen ongereguleerd - Groen - Winkeluitstalling & reclameborden";4;"VOETGEENFI";"Voetgangersgebied, fietsen verboden";"LINESTRING(4.927964 52.361665,4.928214 52.361308)";"LINESTRING(52.361665 4.927964,52.361308 4.928214)";4.92809415;52.36147945;
3558;3558;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.928214 52.361308,4.928249 52.361204)";"LINESTRING(52.361308 4.928214,52.361204 4.928249)";4.9282365;52.36124865;
3559;3559;"Dapperstraat";"0005";"";"18";"1.8m";"WINKEL|GROEN|FIETSONREG";"Geparkeerde fietsen ongereguleerd - Groen - Winkeluitstalling & reclameborden";3;"VOETGEENFI";"Voetgangersgebied, fietsen verboden";"LINESTRING(4.928249 52.361204,4.928456 52.360929)";"LINESTRING(52.361204 4.928249,52.360929 4.928456)";4.92835735;52.3610579;
3560;3560;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.928456 52.360929,4.928688 52.360992)";"LINESTRING(52.360929 4.928456,52.360992 4.928688)";4.9285769;52.360953;
3561;3561;"Dapperstraat";"0006";"";"18";"1.8m";"WINKEL|GROEN";"Groen - Winkeluitstalling & reclameborden";2;"VOETGEENFI";"Voetgangersgebied, fietsen verboden";"LINESTRING(4.928505 52.361260,4.928688 52.360992)";"LINESTRING(52.361260 4.928505,52.360992 4.928688)";4.92860145;52.36111895;
3562;3562;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.928505 52.36126,4.928436 52.361371)";"LINESTRING(52.36126 4.928505,52.361371 4.928436)";4.92847535;52.3613078;
3563;3563;"Dapperstraat";"0007";"";"18";"1.8m";"WINKEL|FIETSONREG";"Geparkeerde fietsen ongereguleerd - Winkeluitstalling & reclameborden";2;"VOETGEENFI";"Voetgangersgebied, fietsen verboden";"LINESTRING(4.928436 52.361371,4.928237 52.361727)";"LINESTRING(52.361371 4.928436,52.361727 4.928237)";4.9283414;52.3615424;
3564;3564;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.928237 52.361727,4.928188 52.3618)";"LINESTRING(52.361727 4.928237,52.3618 4.928188)";4.9282174;52.3617579;
3565;3565;"Dapperstraat";"0008";"";"29";"2.9m";"GEEN";"Geen obstakels";0;"VOETGEENFI";"Voetgangersgebied, fietsen verboden";"LINESTRING(4.928188 52.361800,4.928027 52.361934)";"LINESTRING(52.361800 4.928188,52.361934 4.928027)";4.9281125;52.3618609;
3566;3566;"Wijttenbachstraat";"0001";"";"18";"1.8m";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.928688 52.360992,4.928917 52.361034,4.930047 52.361311,4.930272 52.361347,4.930331 52.361378)";"LINESTRING(52.360992 4.928688,52.361034 4.928917,52.361311 4.930047,52.361347 4.930272,52.361378 4.930331)";4.9295146;52.36117805;
3567;3567;"Wijttenbachstraat";"0002";"";"09";"0.9m";"GROEN|FIETSONREG";"Geparkeerde fietsen ongereguleerd - Groen";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.925517 52.360158,4.926589 52.360420,4.928421 52.360890,4.928456 52.360929)";"LINESTRING(52.360158 4.925517,52.360420 4.926589,52.360890 4.928421,52.360929 4.928456)";4.92699145;52.3605353;
3568;3568;"Wijttenbachstraat";"0003";"";"18";"1.8m";"FIETSONREG";"Geparkeerde fietsen ongereguleerd";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.928572 52.360695,4.925957 52.360041,4.925626 52.359961)";"LINESTRING(52.360695 4.928572,52.360041 4.925957,52.359961 4.925626)";4.927104;52.3603217;
3569;3569;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.928572 52.360695,4.928421 52.36089)";"LINESTRING(52.360695 4.928572,52.36089 4.928421)";4.9285016;52.36078515;
3570;3570;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.928572 52.360695,4.928895 52.360778)";"LINESTRING(52.360695 4.928572,52.360778 4.928895)";4.9287386;52.36072985;
3571;3571;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.928895 52.360778,4.928688 52.360992)";"LINESTRING(52.360778 4.928895,52.360992 4.928688)";4.9287965;52.3608786;
3572;3572;"Wijttenbachstraat";"0004";"";"09";"0.9m";"BROM|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen ongereguleerd";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.930324 52.361087,4.930095 52.361079,4.929854 52.361015,4.928895 52.360778)";"LINESTRING(52.361087 4.930324,52.361079 4.930095,52.361015 4.929854,52.360778 4.928895)";4.92961455;52.3609263;
3573;3573;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.930324 52.361087,4.930331 52.361378)";"LINESTRING(52.361087 4.930324,52.361378 4.930331)";4.93033265;52.36122575;
3574;3574;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.925626 52.359961,4.925517 52.360158)";"LINESTRING(52.359961 4.925626,52.360158 4.925517)";4.92557645;52.36005275;
3575;3575;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.924304 52.361878,4.924189 52.362084)";"LINESTRING(52.361878 4.924304,52.362084 4.924189)";4.92425155;52.3619734;
3576;3576;"Linnaeusstraat";"0001";"";"18";"1.8m";"PAAL";"Palen en masten";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.925475 52.359463,4.925210 52.359888)";"LINESTRING(52.359463 4.925475,52.359888 4.925210)";4.92534755;52.35966745;
3577;3577;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.925475 52.359463,4.925516 52.359388)";"LINESTRING(52.359463 4.925475,52.359388 4.925516)";4.9255006;52.35941755;
3578;3578;"Linnaeusstraat";"0002";"";"18";"1.8m";"PAAL";"Palen en masten";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.925798 52.358962,4.925516 52.359388)";"LINESTRING(52.358962 4.925798,52.359388 4.925516)";4.925662;52.3591677;
3579;3579;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.925798 52.358962,4.925849 52.358873)";"LINESTRING(52.358962 4.925798,52.358873 4.925849)";4.92582845;52.35891025;
3580;3580;"Linnaeusstraat";"0003";"";"22";"2.2m";"PAAL";"Palen en masten";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.926083 52.358502,4.925849 52.358873)";"LINESTRING(52.358502 4.926083,52.358873 4.925849)";4.92597105;52.35867945;
3581;3581;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.926083 52.358502,4.92613 52.358422)";"LINESTRING(52.358502 4.926083,52.358422 4.92613)";4.92611145;52.35845435;
3582;3582;"Linnaeusstraat";"0004";"";"29";"2.9m";"PAAL";"Palen en masten";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.926363 52.358036,4.926130 52.358422)";"LINESTRING(52.358036 4.926363,52.358422 4.926130)";4.9262514;52.35822165;
3583;3583;"Linnaeusstraat";"0005";"";"18";"1.8m";"WINKEL";"Winkeluitstalling & reclameborden";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.926639 52.357567,4.926430 52.357927)";"LINESTRING(52.357567 4.926639,52.357927 4.926430)";4.92653965;52.3577391;
3584;3584;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.926363 52.358036,4.92643 52.357927)";"LINESTRING(52.358036 4.926363,52.357927 4.92643)";4.9264016;52.3579737;
3585;3585;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.926639 52.357567,4.926721 52.357472)";"LINESTRING(52.357567 4.926639,52.357472 4.926721)";4.9266851;52.35751215;
3586;3586;"Linnaeusstraat";"0006";"";"18";"1.8m";"BROM|WINKEL|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen ongereguleerd - Winkeluitstalling & reclameborden";3;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.927309 52.356421,4.927273 52.356590,4.926721 52.357472)";"LINESTRING(52.356421 4.927309,52.356590 4.927273,52.357472 4.926721)";4.92702005;52.35693995;
3587;3587;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.927309 52.356421,4.927397 52.356263)";"LINESTRING(52.356421 4.927309,52.356263 4.927397)";4.9273579;52.3563353;
3588;3588;"Linnaeusstraat";"0007";"";"18";"1.8m";"WINKEL|PAAL";"Palen en masten - Winkeluitstalling & reclameborden";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.927738 52.355816,4.927554 52.356127,4.927397 52.356263)";"LINESTRING(52.355816 4.927738,52.356127 4.927554,52.356263 4.927397)";4.9275725;52.35603205;
3589;3589;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.927738 52.355816,4.9278 52.355727)";"LINESTRING(52.355816 4.927738,52.355727 4.9278)";4.9277742;52.355765;
3590;3590;"Linnaeusstraat";"0008";"";"18";"1.8m";"BROM|FIETSONREG|PAAL";"Geparkeerde brommers/motoren - Geparkeerde fietsen ongereguleerd - Palen en masten";3;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.928000 52.355407,4.927800 52.355727)";"LINESTRING(52.355407 4.928000,52.355727 4.927800)";4.9279051;52.3555609;
3591;3591;"Linnaeusstraat";"0009";"";"18";"1.8m";"WINKEL|FIETSONREG|PAAL";"Geparkeerde fietsen ongereguleerd - Palen en masten - Winkeluitstalling & reclameborden";3;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.927315 52.357192,4.927528 52.356828,4.927590 52.356599,4.927662 52.356506,4.927810 52.356237,4.928045 52.355890,4.928084 52.355819,4.928189 52.355655,4.928329 52.355423)";"LINESTRING(52.357192 4.927315,52.356828 4.927528,52.356599 4.927590,52.356506 4.927662,52.356237 4.927810,52.355890 4.928045,52.355819 4.928084,52.355655 4.928189,52.355423 4.928329)";4.9278271;52.356301;
3592;3592;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.927315 52.357192,4.927235 52.357341)";"LINESTRING(52.357192 4.927315,52.357341 4.927235)";4.92728015;52.3572604;
3593;3593;"Linnaeusstraat";"0010";"";"18";"1.8m";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.926753 52.358025,4.926854 52.357849,4.927005 52.357696,4.927158 52.357465,4.927235 52.357341)";"LINESTRING(52.358025 4.926753,52.357849 4.926854,52.357696 4.927005,52.357465 4.927158,52.357341 4.927235)";4.92699905;52.3576762;
3594;3594;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.926753 52.358025,4.926708 52.358126)";"LINESTRING(52.358025 4.926753,52.358126 4.926708)";4.9267356;52.3580691;
3595;3595;"Linnaeusstraat";"0011";"";"09";"0.9m";"FIETSONREG|PAAL";"Geparkeerde fietsen ongereguleerd - Palen en masten";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.926337 52.358653,4.926543 52.358320,4.926708 52.358126)";"LINESTRING(52.358653 4.926337,52.358320 4.926543,52.358126 4.926708)";4.9265275;52.3583838;
3596;3596;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.926337 52.358653,4.926292 52.358735)";"LINESTRING(52.358653 4.926337,52.358735 4.926292)";4.92631935;52.35868705;
3597;3597;"Linnaeusstraat";"0012";"";"22";"2.2m";"PAAL";"Palen en masten";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.925862 52.359442,4.926098 52.359051,4.926292 52.358735)";"LINESTRING(52.359442 4.925862,52.359051 4.926098,52.358735 4.926292)";4.92608185;52.3590819;
3598;3598;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.925862 52.359442,4.925769 52.359566)";"LINESTRING(52.359442 4.925862,52.359566 4.925769)";4.92582035;52.3594977;
3599;3599;"Linnaeusstraat";"0013";"";"18";"1.8m";"TERRAS|PAAL";"Palen en masten - Terrassen";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.925626 52.359961,4.925585 52.359895,4.925769 52.359566)";"LINESTRING(52.359961 4.925626,52.359895 4.925585,52.359566 4.925769)";4.92568185;52.3597571;
3600;3600;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.925626 52.359961,4.92521 52.359888)";"LINESTRING(52.359961 4.925626,52.359888 4.92521)";4.9254229;52.35991735;
3601;3601;"Oetewalerbrug";"0001";"";"22";"2.2m";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.928391 52.355351,4.928329 52.355423)";"LINESTRING(52.355351 4.928391,52.355423 4.928329)";4.928365;52.35537975;
3602;3602;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.928 52.355407,4.928066 52.355304)";"LINESTRING(52.355407 4.928,52.355304 4.928066)";4.9280379;52.3553492;
3603;3603;"Oetewalerbrug";"0002";"";"22";"2.2m";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.928127 52.355219,4.928066 52.355304)";"LINESTRING(52.355219 4.928127,52.355304 4.928066)";4.9281013;52.35525575;
3604;3604;"Middenweg";"0001";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.928391 52.355351,4.928557 52.355241)";"LINESTRING(52.355351 4.928391,52.355241 4.928557)";4.92847895;52.3552882;
3605;3605;"Middenweg";"0002";"";"18";"1.8m";"BROM|WINKEL|OVERIG|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen ongereguleerd - Overig - Winkeluitstalling & reclameborden";4;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.930579 52.353871,4.928661 52.355087)";"LINESTRING(52.353871 4.930579,52.355087 4.928661)";4.92962505;52.35447185;
3606;3606;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.928557 52.355241,4.928661 52.355087)";"LINESTRING(52.355241 4.928557,52.355087 4.928661)";4.9286139;52.3551566;
3607;3607;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.930579 52.353871,4.93081 52.353765)";"LINESTRING(52.353871 4.930579,52.353765 4.93081)";4.9306996;52.35381;
3608;3608;"Middenweg";"0003";"";"36PLUS";"3.6m of breder";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.931186 52.353525,4.930810 52.353765)";"LINESTRING(52.353525 4.931186,52.353765 4.930810)";4.9310031;52.35363645;
3609;3609;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.931186 52.353525,4.931304 52.353464)";"LINESTRING(52.353525 4.931186,52.353464 4.931304)";4.9312501;52.35348575;
3610;3610;"Middenweg";"0004";"";"36PLUS";"3.6m of breder";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.931699 52.353188,4.931304 52.353464)";"LINESTRING(52.353188 4.931699,52.353464 4.931304)";4.9315064;52.3533179;
3611;3611;"Middenweg";"0005";"";"09";"0.9m";"BROM|WINKEL|TERRAS|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen ongereguleerd - Terrassen - Winkeluitstalling & reclameborden";4;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.932176 52.352903,4.931778 52.353143)";"LINESTRING(52.352903 4.932176,52.353143 4.931778)";4.93198205;52.35301465;
3612;3612;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.931699 52.353188,4.931778 52.353143)";"LINESTRING(52.353188 4.931699,52.353143 4.931778)";4.9317434;52.3531577;
3613;3613;"Middenweg";"0006";"";"18";"1.8m";"FIETSREG|BROM|GROEN|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd - Groen";4;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.935199 52.351031,4.932310 52.352835)";"LINESTRING(52.351031 4.935199,52.352835 4.932310)";4.93375945;52.35192745;
3614;3614;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.932176 52.352903,4.93231 52.352835)";"LINESTRING(52.352903 4.932176,52.352835 4.93231)";4.9322481;52.35286205;
3615;3615;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.935199 52.351031,4.93486 52.350862)";"LINESTRING(52.351031 4.935199,52.350862 4.93486)";4.9350345;52.35093945;
3616;3616;"Middenweg";"0007";"";"09";"0.9m";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.933439 52.351738,4.933606 52.351634,4.934120 52.351320,4.934702 52.350965,4.934860 52.350862)";"LINESTRING(52.351738 4.933439,52.351634 4.933606,52.351320 4.934120,52.350965 4.934702,52.350862 4.934860)";4.9341545;52.3512923;
3617;3617;"Middenweg";"0008";"";"06";"0.6m";"GROEN";"Groen";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.931220 52.353072,4.931896 52.352721,4.931973 52.352617,4.932315 52.352476,4.932628 52.352272,4.933439 52.351738)";"LINESTRING(52.353072 4.931220,52.352721 4.931896,52.352617 4.931973,52.352476 4.932315,52.352272 4.932628,52.351738 4.933439)";4.93233445;52.35239855;
3618;3618;"Middenweg";"0009";"";"06";"0.6m";"OVERIG|PAAL";"Overig - Palen en masten";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.930936 52.353268,4.931175 52.353102)";"LINESTRING(52.353268 4.930936,52.353102 4.931175)";4.93106055;52.35317865;
3619;3619;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.93122 52.353072,4.931175 52.353102)";"LINESTRING(52.353072 4.93122,52.353102 4.931175)";4.93120265;52.35308135;
3620;3620;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.930936 52.353268,4.930861 52.353316)";"LINESTRING(52.353268 4.930936,52.353316 4.930861)";4.93090345;52.3532855;
3621;3621;"Middenweg";"0010";"";"06";"0.6m";"PAAL";"Palen en masten";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.930861 52.353316,4.930529 52.353552)";"LINESTRING(52.353316 4.930861,52.353552 4.930529)";4.93070005;52.35342855;
3622;3622;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.930529 52.353552,4.930325 52.353739)";"LINESTRING(52.353552 4.930529,52.353739 4.930325)";4.93043205;52.35364025;
3623;3623;"Middenweg";"0011";"";"09";"0.9m";"WINKEL";"Winkeluitstalling & reclameborden";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.929879 52.354042,4.930325 52.353739)";"LINESTRING(52.354042 4.929879,52.353739 4.930325)";4.9301071;52.3538844;
3624;3624;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.929879 52.354042,4.929811 52.354086)";"LINESTRING(52.354042 4.929879,52.354086 4.929811)";4.9298501;52.35405795;
3625;3625;"Middenweg";"0012";"";"09";"0.9m";"TERRAS";"Terrassen";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.929375 52.354370,4.929811 52.354086)";"LINESTRING(52.354370 4.929375,52.354086 4.929811)";4.9295981;52.35422195;
3626;3626;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.929375 52.35437,4.929287 52.354436)";"LINESTRING(52.35437 4.929375,52.354436 4.929287)";4.9293361;52.35439555;
3627;3627;"Middenweg";"0013";"";"18";"1.8m";"BROM|WINKEL";"Geparkeerde brommers/motoren - Winkeluitstalling & reclameborden";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.929287 52.354436,4.928423 52.355012)";"LINESTRING(52.354436 4.929287,52.355012 4.928423)";4.92885995;52.354716;
3628;3628;"Middenweg";"0014";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.928305 52.355081,4.928127 52.355219)";"LINESTRING(52.355081 4.928305,52.355219 4.928127)";4.92822095;52.35514325;
3629;3629;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.928305 52.355081,4.928423 52.355012)";"LINESTRING(52.355081 4.928305,52.355012 4.928423)";4.928369;52.35503835;
3630;3630;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.930529 52.353552,4.93081 52.353765)";"LINESTRING(52.353552 4.930529,52.353765 4.93081)";4.93067455;52.3536517;
3631;3631;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.930579 52.353871,4.930325 52.353739)";"LINESTRING(52.353871 4.930579,52.353739 4.930325)";4.9304571;52.35379855;
3632;3632;"Hogeweg";"0001";"";"18";"1.8m";"FIETSREG|GROEN";"Geparkeerde fietsen gereguleerd - Groen";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.931713 52.354455,4.930749 52.353924,4.930579 52.353871)";"LINESTRING(52.354455 4.931713,52.353924 4.930749,52.353871 4.930579)";4.93115115;52.3541552;
3633;3633;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.931713 52.354455,4.931919 52.354582)";"LINESTRING(52.354455 4.931713,52.354582 4.931919)";4.9318211;52.35451185;
3634;3634;"Hogeweg";"0002";"";"29";"2.9m";"FIETSREG";"Geparkeerde fietsen gereguleerd";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.932319 52.354810,4.931919 52.354582)";"LINESTRING(52.354810 4.932319,52.354582 4.931919)";4.93212415;52.35468925;
3635;3635;"Hogeweg";"0004";"";"09";"0.9m";"GROEN|OVERIG|FIETSONREG";"Geparkeerde fietsen ongereguleerd - Groen - Overig";3;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.932903 52.355142,4.932518 52.355152)";"LINESTRING(52.355142 4.932903,52.355152 4.932518)";4.9327154;52.3551394;
3636;3636;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.932328 52.355038,4.932518 52.355152)";"LINESTRING(52.355038 4.932328,52.355152 4.932518)";4.9324281;52.3550879;
3637;3637;"Hogeweg";"0005";"";"22";"2.2m";"GROEN|FIETSONREG";"Geparkeerde fietsen ongereguleerd - Groen";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.933323 52.355393,4.932903 52.355142)";"LINESTRING(52.355393 4.933323,52.355142 4.932903)";4.93311785;52.3552596;
3638;3638;"Hogeweg";"0006";"";"18";"1.8m";"FIETSREG|GROEN|FIETSONREG";"Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd - Groen";3;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.934122 52.355868,4.933471 52.355498)";"LINESTRING(52.355868 4.934122,52.355498 4.933471)";4.93380165;52.3556773;
3639;3639;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.934122 52.355868,4.934254 52.355775)";"LINESTRING(52.355868 4.934122,52.355775 4.934254)";4.93419315;52.3558146;
3640;3640;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.933471 52.355498,4.933323 52.355393)";"LINESTRING(52.355498 4.933471,52.355393 4.933323)";4.93340205;52.3554389;
3641;3641;"Hogeweg";"0007";"";"22";"2.2m";"FIETSREG|GROEN";"Geparkeerde fietsen gereguleerd - Groen";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.933622 52.355400,4.934254 52.355775)";"LINESTRING(52.355400 4.933622,52.355775 4.934254)";4.93394305;52.35558;
3642;3642;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.933622 52.3554,4.933489 52.355324)";"LINESTRING(52.3554 4.933622,52.355324 4.933489)";4.93356035;52.35535495;
