OBJECTNUMMER;LABEL;BlokStraatCode;WON;VZN;WRK;TOTAAL;WON_PERC;VZN_PERC;WRK_PERC;CAT;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
24;"Wonen 100% - Voorzieningen 0% - Werken 0%";"AA08_00004981";3966;0;0;3966;100;0;0;"WON";"MULTIPOLYGON(((4.872885 52.392657,4.872889 52.39273,4.87309 52.392779,4.873406 52.392774,4.873428 52.392751,4.873448 52.392773,4.873526 52.392772,4.873525 52.392749,4.873578 52.392695,4.8736 52.392718,4.87384 52.392715,4.87386 52.392693,4.87384 52.39267,4.873861 52.392648,4.87368 52.392627,4.87361 52.392634,4.873567 52.392656,4.87357 52.392679,4.873538 52.392645,4.873475 52.392645,4.873474 52.392672,4.873414 52.392696,4.873411 52.392721,4.87339 52.392698,4.873312 52.392698,4.873281 52.39272,4.873257 52.392694,4.873052 52.392696,4.872994 52.392696,4.872962 52.392663,4.87295 52.392651,4.872918 52.392651,4.872885 52.392651,4.872885 52.392657)),((4.874375 52.392686,4.874333 52.392629,4.874289 52.392618,4.874265 52.39263,4.874146 52.392627,4.874081 52.392658,4.874054 52.392628,4.873932 52.39263,4.873905 52.392657,4.873954 52.392712,4.874048 52.392711,4.874088 52.392684,4.874104 52.392701,4.874197 52.392709,4.874355 52.392707,4.874375 52.392686)),((4.875271 52.392693,4.875227 52.392643,4.875177 52.392643,4.875161 52.392643,4.875155 52.392645,4.875095 52.392668,4.874998 52.39266,4.874961 52.392664,4.874874 52.392673,4.874835 52.39266,4.87477 52.392695,4.874745 52.392678,4.874703 52.392649,4.874703 52.392619,4.874627 52.39263,4.874462 52.392616,4.874439 52.392627,4.874482 52.392705,4.874614 52.392703,4.874664 52.392731,4.874665 52.392754,4.875214 52.392745,4.875213 52.392722,4.875271 52.392693)))";"MULTIPOLYGON(((52.392657 4.872885,52.39273 4.872889,52.392779 4.87309,52.392774 4.873406,52.392751 4.873428,52.392773 4.873448,52.392772 4.873526,52.392749 4.873525,52.392695 4.873578,52.392718 4.8736,52.392715 4.87384,52.392693 4.87386,52.39267 4.87384,52.392648 4.873861,52.392627 4.87368,52.392634 4.87361,52.392656 4.873567,52.392679 4.87357,52.392645 4.873538,52.392645 4.873475,52.392672 4.873474,52.392696 4.873414,52.392721 4.873411,52.392698 4.87339,52.392698 4.873312,52.39272 4.873281,52.392694 4.873257,52.392696 4.873052,52.392696 4.872994,52.392663 4.872962,52.392651 4.87295,52.392651 4.872918,52.392651 4.872885,52.392657 4.872885)),((52.392686 4.874375,52.392629 4.874333,52.392618 4.874289,52.39263 4.874265,52.392627 4.874146,52.392658 4.874081,52.392628 4.874054,52.39263 4.873932,52.392657 4.873905,52.392712 4.873954,52.392711 4.874048,52.392684 4.874088,52.392701 4.874104,52.392709 4.874197,52.392707 4.874355,52.392686 4.874375)),((52.392693 4.875271,52.392643 4.875227,52.392643 4.875177,52.392643 4.875161,52.392645 4.875155,52.392668 4.875095,52.39266 4.874998,52.392664 4.874961,52.392673 4.874874,52.39266 4.874835,52.392695 4.87477,52.392678 4.874745,52.392649 4.874703,52.392619 4.874703,52.39263 4.874627,52.392616 4.874462,52.392627 4.874439,52.392705 4.874482,52.392703 4.874614,52.392731 4.874664,52.392754 4.874665,52.392745 4.875214,52.392722 4.875213,52.392693 4.875271)))";4.874083;52.3926905;
25;"Wonen 100% - Voorzieningen 0% - Werken 0%";"AA08_00005173";306;0;0;306;100;0;0;"WON";"POLYGON((4.875281 52.392587,4.875258 52.392518,4.87517 52.392517,4.875133 52.392565,4.875147 52.392608,4.875257 52.392611,4.875281 52.392587))";"POLYGON((52.392587 4.875281,52.392518 4.875258,52.392517 4.87517,52.392565 4.875133,52.392608 4.875147,52.392611 4.875257,52.392587 4.875281))";4.875212;52.392557;
26;"Wonen 100% - Voorzieningen 0% - Werken 0%";"AA09_00003371";812;0;0;812;100;0;0;"WON";"POLYGON((4.876537 52.391924,4.876557 52.391952,4.876573 52.391953,4.876638 52.391961,4.876674 52.392015,4.876708 52.392015,4.876762 52.39206,4.876825 52.39207,4.876849 52.392097,4.876889 52.392097,4.876923 52.392133,4.877039 52.392187,4.877041 52.392187,4.877128 52.392188,4.877154 52.392161,4.87711 52.392139,4.876599 52.391889,4.876559 52.391918,4.876526 52.391908,4.876537 52.391924))";"POLYGON((52.391924 4.876537,52.391952 4.876557,52.391953 4.876573,52.391961 4.876638,52.392015 4.876674,52.392015 4.876708,52.39206 4.876762,52.39207 4.876825,52.392097 4.876849,52.392097 4.876889,52.392133 4.876923,52.392187 4.877039,52.392187 4.877041,52.392188 4.877128,52.392161 4.877154,52.392139 4.87711,52.391889 4.876599,52.391918 4.876559,52.391908 4.876526,52.391924 4.876537))";4.876845;52.3920315;
27;"Wonen 100% - Voorzieningen 0% - Werken 0%";"AA09_00003604";1664;0;0;1664;100;0;0;"WON";"POLYGON((4.876587 52.391968,4.876573 52.391953,4.876543 52.391921,4.876537 52.391924,4.876497 52.391945,4.876326 52.392158,4.876359 52.392168,4.876383 52.392208,4.876257 52.392364,4.875677 52.392379,4.875656 52.392395,4.8757 52.392442,4.87613 52.392435,4.876149 52.392455,4.876203 52.392454,4.876302 52.392432,4.876332 52.39238,4.876318 52.392364,4.876362 52.392364,4.876466 52.392246,4.876481 52.392219,4.876445 52.392179,4.876587 52.391968))";"POLYGON((52.391968 4.876587,52.391953 4.876573,52.391921 4.876543,52.391924 4.876537,52.391945 4.876497,52.392158 4.876326,52.392168 4.876359,52.392208 4.876383,52.392364 4.876257,52.392379 4.875677,52.392395 4.875656,52.392442 4.8757,52.392435 4.87613,52.392455 4.876149,52.392454 4.876203,52.392432 4.876302,52.39238 4.876332,52.392364 4.876318,52.392364 4.876362,52.392246 4.876466,52.392219 4.876481,52.392179 4.876445,52.391968 4.876587))";4.8761265;52.392181;
28;"Wonen 100% - Voorzieningen 0% - Werken 0%";"AA09_00004942";274;0;0;274;100;0;0;"WON";"POLYGON((4.875493 52.392498,4.875581 52.392505,4.875599 52.392491,4.87567 52.39244,4.875627 52.392393,4.875568 52.392393,4.875521 52.392433,4.875484 52.392434,4.875487 52.392498,4.875493 52.392498))";"POLYGON((52.392498 4.875493,52.392505 4.875581,52.392491 4.875599,52.39244 4.87567,52.392393 4.875627,52.392393 4.875568,52.392433 4.875521,52.392434 4.875484,52.392498 4.875487,52.392498 4.875493))";4.875582;52.392442;
29;"Wonen 100% - Voorzieningen 0% - Werken 0%";"AA09_00004981";3568;0;0;3568;100;0;0;"WON";"POLYGON((4.877209 52.392254,4.87718 52.392239,4.877172 52.392199,4.877195 52.392181,4.87711 52.392139,4.877039 52.392185,4.877041 52.392187,4.877073 52.392222,4.877044 52.392264,4.876953 52.392322,4.876877 52.392399,4.876817 52.392398,4.876655 52.392533,4.876449 52.392583,4.876378 52.39263,4.87569 52.392671,4.875609 52.392626,4.875595 52.392618,4.875514 52.392617,4.875507 52.392617,4.875494 52.392686,4.875531 52.392689,4.87558 52.392718,4.875582 52.39274,4.876372 52.392709,4.876588 52.392619,4.876698 52.392609,4.876725 52.392581,4.876787 52.392566,4.876808 52.39253,4.876956 52.392421,4.877011 52.3924,4.877209 52.392254))";"POLYGON((52.392254 4.877209,52.392239 4.87718,52.392199 4.877172,52.392181 4.877195,52.392139 4.87711,52.392185 4.877039,52.392187 4.877041,52.392222 4.877073,52.392264 4.877044,52.392322 4.876953,52.392399 4.876877,52.392398 4.876817,52.392533 4.876655,52.392583 4.876449,52.39263 4.876378,52.392671 4.87569,52.392626 4.875609,52.392618 4.875595,52.392617 4.875514,52.392617 4.875507,52.392686 4.875494,52.392689 4.875531,52.392718 4.87558,52.39274 4.875582,52.392709 4.876372,52.392619 4.876588,52.392609 4.876698,52.392581 4.876725,52.392566 4.876787,52.39253 4.876808,52.392421 4.876956,52.3924 4.877011,52.392254 4.877209))";4.8763565;52.3924325;
30;"Wonen 100% - Voorzieningen 0% - Werken 0%";"AA09_00005173";258;0;0;258;100;0;0;"WON";"POLYGON((4.875514 52.392617,4.875521 52.392648,4.875609 52.392648,4.875609 52.392626,4.875609 52.392618,4.875636 52.392604,4.87563 52.392519,4.875605 52.392492,4.875599 52.392491,4.875508 52.392483,4.875493 52.392498,4.875487 52.392504,4.875514 52.392617))";"POLYGON((52.392617 4.875514,52.392648 4.875521,52.392648 4.875609,52.392626 4.875609,52.392618 4.875609,52.392604 4.875636,52.392519 4.87563,52.392492 4.875605,52.392491 4.875599,52.392483 4.875508,52.392498 4.875493,52.392504 4.875487,52.392617 4.875514))";4.8755665;52.3925585;
31;"Wonen 90% - Voorzieningen 2% - Werken 8%";"AA10_00003371";3622;66;339;4027;90;2;8;"WON";"MULTIPOLYGON(((4.87639 52.391834,4.87638 52.391816,4.875774 52.391634,4.875734 52.391635,4.875611 52.391584,4.875279 52.391485,4.87515 52.391451,4.875117 52.391484,4.875085 52.391491,4.875123 52.391532,4.875192 52.391532,4.875221 52.391564,4.875632 52.391687,4.875694 52.391687,4.875721 52.391714,4.875942 52.391796,4.876019 52.391796,4.876102 52.391832,4.876265 52.391851,4.876323 52.391888,4.87639 52.391834)),((4.874954 52.39139,4.873774 52.391034,4.873757 52.391054,4.873703 52.391066,4.873746 52.391122,4.873823 52.391132,4.873922 52.391176,4.874014 52.391186,4.874068 52.391222,4.874176 52.391231,4.874199 52.391257,4.874287 52.391284,4.874366 52.391286,4.874391 52.391313,4.874449 52.391331,4.874512 52.391332,4.874566 52.391367,4.87465 52.391368,4.874682 52.391402,4.874805 52.391423,4.87483 52.39145,4.874915 52.391459,4.874954 52.39139)))";"MULTIPOLYGON(((52.391834 4.87639,52.391816 4.87638,52.391634 4.875774,52.391635 4.875734,52.391584 4.875611,52.391485 4.875279,52.391451 4.87515,52.391484 4.875117,52.391491 4.875085,52.391532 4.875123,52.391532 4.875192,52.391564 4.875221,52.391687 4.875632,52.391687 4.875694,52.391714 4.875721,52.391796 4.875942,52.391796 4.876019,52.391832 4.876102,52.391851 4.876265,52.391888 4.876323,52.391834 4.87639)),((52.39139 4.874954,52.391034 4.873774,52.391054 4.873757,52.391066 4.873703,52.391122 4.873746,52.391132 4.873823,52.391176 4.873922,52.391186 4.874014,52.391222 4.874068,52.391231 4.874176,52.391257 4.874199,52.391284 4.874287,52.391286 4.874366,52.391313 4.874391,52.391331 4.874449,52.391332 4.874512,52.391367 4.874566,52.391368 4.87465,52.391402 4.874682,52.391423 4.874805,52.39145 4.87483,52.391459 4.874915,52.39139 4.874954)))";4.8750515;52.391454;
32;"Wonen 100% - Voorzieningen 0% - Werken 0%";"AA10_00003604";1109;0;0;1109;100;0;0;"WON";"MULTIPOLYGON(((4.875631 52.39227,4.875633 52.392271,4.876016 52.392265,4.876053 52.392255,4.876162 52.392121,4.876071 52.392117,4.876001 52.392188,4.875879 52.392206,4.875856 52.392229,4.875835 52.392205,4.875688 52.392196,4.875671 52.392207,4.875614 52.392251,4.875631 52.39227)),((4.876327 52.391913,4.876308 52.391893,4.87622 52.391893,4.876086 52.392056,4.87613 52.392102,4.876177 52.392103,4.876327 52.391913)))";"MULTIPOLYGON(((52.39227 4.875631,52.392271 4.875633,52.392265 4.876016,52.392255 4.876053,52.392121 4.876162,52.392117 4.876071,52.392188 4.876001,52.392206 4.875879,52.392229 4.875856,52.392205 4.875835,52.392196 4.875688,52.392207 4.875671,52.392251 4.875614,52.39227 4.875631)),((52.391913 4.876327,52.391893 4.876308,52.391893 4.87622,52.392056 4.876086,52.392102 4.87613,52.392103 4.876177,52.391913 4.876327)))";4.8759755;52.392075;
33;"Wonen 100% - Voorzieningen 0% - Werken 0%";"AA10_00004037";331;0;0;331;100;0;0;"WON";"POLYGON((4.873749 52.3915,4.873775 52.391473,4.873786 52.391461,4.873732 52.391446,4.873747 52.391426,4.873645 52.391387,4.873544 52.391385,4.873548 52.391372,4.873553 52.39136,4.873523 52.391351,4.873447 52.39135,4.873435 52.39135,4.873391 52.391392,4.873743 52.391506,4.873749 52.3915))";"POLYGON((52.3915 4.873749,52.391473 4.873775,52.391461 4.873786,52.391446 4.873732,52.391426 4.873747,52.391387 4.873645,52.391385 4.873544,52.391372 4.873548,52.39136 4.873553,52.391351 4.873523,52.39135 4.873447,52.39135 4.873435,52.391392 4.873391,52.391506 4.873743,52.3915 4.873749))";4.8735935;52.391421;
34;"Wonen 100% - Voorzieningen 0% - Werken 0%";"AA10_00004738";466;0;0;466;100;0;0;"WON";"MULTIPOLYGON(((4.873447 52.39135,4.873464 52.391372,4.873548 52.391372,4.873552 52.391372,4.873612 52.391299,4.873569 52.391252,4.873504 52.391252,4.873435 52.391336,4.873447 52.39135)),((4.873716 52.391165,4.873673 52.391118,4.873611 52.391117,4.87354 52.391207,4.873569 52.391238,4.873657 52.391238,4.873716 52.391165)))";"MULTIPOLYGON(((52.39135 4.873447,52.391372 4.873464,52.391372 4.873548,52.391372 4.873552,52.391299 4.873612,52.391252 4.873569,52.391252 4.873504,52.391336 4.873435,52.39135 4.873447)),((52.391165 4.873716,52.391118 4.873673,52.391117 4.873611,52.391207 4.87354,52.391238 4.873569,52.391238 4.873657,52.391165 4.873716)))";4.8735805;52.3912375;
35;"Wonen 50% - Voorzieningen 50% - Werken 0%";"AA10_00004942";2295;2266;0;4561;50;50;0;"WON_VZN";"MULTIPOLYGON(((4.875631 52.39227,4.875687 52.392225,4.875671 52.392207,4.87566 52.392195,4.875623 52.392196,4.875593 52.392177,4.875571 52.392138,4.875605 52.392088,4.875602 52.391991,4.87557 52.391956,4.875594 52.391935,4.875529 52.391836,4.87542 52.391808,4.875415 52.391787,4.875277 52.391746,4.875246 52.39175,4.87522 52.391729,4.875172 52.391789,4.875193 52.391811,4.875314 52.391847,4.875376 52.391848,4.87538 52.391866,4.875452 52.391888,4.875483 52.392137,4.875474 52.392222,4.875511 52.392221,4.875561 52.392249,4.875561 52.392271,4.87563 52.392271,4.875631 52.39227)),((4.874915 52.391664,4.874843 52.391586,4.874696 52.391585,4.874625 52.391659,4.874851 52.39173,4.874915 52.391664)),((4.873749 52.3915,4.873833 52.391531,4.873914 52.391456,4.873969 52.391444,4.874464 52.391592,4.874538 52.391525,4.874473 52.391522,4.874415 52.391488,4.874383 52.391495,4.874358 52.391471,4.873952 52.391361,4.873819 52.391414,4.873831 52.391433,4.873775 52.391473,4.873742 52.391497,4.873749 52.3915)))";"MULTIPOLYGON(((52.39227 4.875631,52.392225 4.875687,52.392207 4.875671,52.392195 4.87566,52.392196 4.875623,52.392177 4.875593,52.392138 4.875571,52.392088 4.875605,52.391991 4.875602,52.391956 4.87557,52.391935 4.875594,52.391836 4.875529,52.391808 4.87542,52.391787 4.875415,52.391746 4.875277,52.39175 4.875246,52.391729 4.87522,52.391789 4.875172,52.391811 4.875193,52.391847 4.875314,52.391848 4.875376,52.391866 4.87538,52.391888 4.875452,52.392137 4.875483,52.392222 4.875474,52.392221 4.875511,52.392249 4.875561,52.392271 4.875561,52.392271 4.87563,52.39227 4.875631)),((52.391664 4.874915,52.391586 4.874843,52.391585 4.874696,52.391659 4.874625,52.39173 4.874851,52.391664 4.874915)),((52.3915 4.873749,52.391531 4.873833,52.391456 4.873914,52.391444 4.873969,52.391592 4.874464,52.391525 4.874538,52.391522 4.874473,52.391488 4.874415,52.391495 4.874383,52.391471 4.874358,52.391361 4.873952,52.391414 4.873819,52.391433 4.873831,52.391473 4.873775,52.391497 4.873742,52.3915 4.873749)))";4.8747195;52.391809;
36;"Wonen 100% - Voorzieningen 0% - Werken 0%";"AA11_00003371";3445;0;0;3445;100;0;0;"WON";"MULTIPOLYGON(((4.875115 52.391184,4.875083 52.391151,4.874987 52.391141,4.874985 52.391123,4.874865 52.391087,4.874831 52.391121,4.874783 52.391069,4.874633 52.391059,4.8746 52.391023,4.874514 52.391022,4.874468 52.390995,4.874404 52.390995,4.87438 52.390968,4.874311 52.390959,4.874278 52.390922,4.874052 52.390872,4.873971 52.390869,4.873992 52.390848,4.873986 52.390847,4.873845 52.390831,4.873824 52.390855,4.873801 52.390881,4.874032 52.390961,4.87409 52.390961,4.874112 52.390985,4.87445 52.391087,4.874594 52.391116,4.874611 52.391134,4.874925 52.391229,4.875066 52.391244,4.875115 52.391184)),((4.87579 52.391463,4.875805 52.391443,4.87577 52.391405,4.875729 52.391405,4.875719 52.391394,4.875713 52.391389,4.875558 52.39135,4.875554 52.391331,4.875479 52.391308,4.875382 52.391301,4.875302 52.391295,4.875267 52.39133,4.875266 52.391332,4.875774 52.391483,4.87579 52.391463)))";"MULTIPOLYGON(((52.391184 4.875115,52.391151 4.875083,52.391141 4.874987,52.391123 4.874985,52.391087 4.874865,52.391121 4.874831,52.391069 4.874783,52.391059 4.874633,52.391023 4.8746,52.391022 4.874514,52.390995 4.874468,52.390995 4.874404,52.390968 4.87438,52.390959 4.874311,52.390922 4.874278,52.390872 4.874052,52.390869 4.873971,52.390848 4.873992,52.390847 4.873986,52.390831 4.873845,52.390855 4.873824,52.390881 4.873801,52.390961 4.874032,52.390961 4.87409,52.390985 4.874112,52.391087 4.87445,52.391116 4.874594,52.391134 4.874611,52.391229 4.874925,52.391244 4.875066,52.391184 4.875115)),((52.391463 4.87579,52.391443 4.875805,52.391405 4.87577,52.391405 4.875729,52.391394 4.875719,52.391389 4.875713,52.39135 4.875558,52.391331 4.875554,52.391308 4.875479,52.391301 4.875382,52.391295 4.875302,52.39133 4.875267,52.391332 4.875266,52.391483 4.875774,52.391463 4.87579)))";4.874808;52.39115;
37;"Wonen 100% - Voorzieningen 0% - Werken 0%";"AA11_00004017";942;0;0;942;100;0;0;"WON";"POLYGON((4.876141 52.39021,4.87618 52.390251,4.876233 52.390258,4.876257 52.390261,4.876264 52.39023,4.876333 52.39025,4.876417 52.390253,4.876385 52.390295,4.876406 52.390318,4.876574 52.390351,4.876624 52.390332,4.876689 52.390343,4.876726 52.390297,4.876488 52.390231,4.876445 52.390231,4.876448 52.390219,4.876198 52.390138,4.876141 52.390209,4.876141 52.39021))";"POLYGON((52.39021 4.876141,52.390251 4.87618,52.390258 4.876233,52.390261 4.876257,52.39023 4.876264,52.39025 4.876333,52.390253 4.876417,52.390295 4.876385,52.390318 4.876406,52.390351 4.876574,52.390332 4.876624,52.390343 4.876689,52.390297 4.876726,52.390231 4.876488,52.390231 4.876445,52.390219 4.876448,52.390138 4.876198,52.390209 4.876141,52.39021 4.876141))";4.8764385;52.3902375;
38;"Wonen 100% - Voorzieningen 0% - Werken 0%";"AA11_00004067";354;0;0;354;100;0;0;"WON";"POLYGON((4.875267 52.39133,4.875345 52.391344,4.875382 52.391301,4.875475 52.391195,4.875375 52.391164,4.875245 52.391326,4.875267 52.39133))";"POLYGON((52.39133 4.875267,52.391344 4.875345,52.391301 4.875382,52.391195 4.875475,52.391164 4.875375,52.391326 4.875245,52.39133 4.875267))";4.875365;52.391247;
39;"Wonen 89% - Voorzieningen 11% - Werken 0%";"AA11_00004557";2333;282;0;2615;89;11;0;"WON";"POLYGON((4.87579 52.391463,4.876597 52.390458,4.876488 52.390425,4.876457 52.390457,4.876353 52.390583,4.876367 52.390599,4.876219 52.390735,4.875841 52.391226,4.875787 52.391272,4.875723 52.391392,4.875719 52.391394,4.875682 52.391416,4.875726 52.391463,4.87579 52.391463))";"POLYGON((52.391463 4.87579,52.390458 4.876597,52.390425 4.876488,52.390457 4.876457,52.390583 4.876353,52.390599 4.876367,52.390735 4.876219,52.391226 4.875841,52.391272 4.875787,52.391392 4.875723,52.391394 4.875719,52.391416 4.875682,52.391463 4.875726,52.391463 4.87579))";4.8761445;52.390937;
40;"Wonen 60% - Voorzieningen 36% - Werken 4%";"AA11_00004738";1402;837;88;2327;60;36;4;"WON_VZN";"POLYGON((4.873824 52.390855,4.873837 52.39087,4.873955 52.39088,4.873986 52.390847,4.873999 52.390833,4.874053 52.390773,4.87403 52.390748,4.874049 52.390727,4.874089 52.390728,4.874116 52.3907,4.874113 52.390658,4.874521 52.390152,4.874561 52.390056,4.874595 52.390055,4.874607 52.390038,4.874626 52.390009,4.874626 52.390008,4.874603 52.389984,4.874547 52.389966,4.873823 52.390854,4.873824 52.390855))";"POLYGON((52.390855 4.873824,52.39087 4.873837,52.39088 4.873955,52.390847 4.873986,52.390833 4.873999,52.390773 4.874053,52.390748 4.87403,52.390727 4.874049,52.390728 4.874089,52.3907 4.874116,52.390658 4.874113,52.390152 4.874521,52.390056 4.874561,52.390055 4.874595,52.390038 4.874607,52.390009 4.874626,52.390008 4.874626,52.389984 4.874603,52.389966 4.874547,52.390854 4.873823,52.390855 4.873824))";4.8742295;52.390416;
41;"Wonen 93% - Voorzieningen 0% - Werken 7%";"AA11_00004982";1879;0;149;2028;93;0;7;"WON";"MULTIPOLYGON(((4.874607 52.390038,4.87464 52.390074,4.874681 52.390074,4.874736 52.390105,4.874827 52.39012,4.874842 52.390136,4.875555 52.390347,4.875638 52.390357,4.875663 52.390376,4.87559 52.390451,4.875683 52.390478,4.875791 52.390345,4.874644 52.389997,4.874626 52.390008,4.874596 52.390027,4.874607 52.390038)),((4.876262 52.390288,4.876233 52.390258,4.876181 52.390203,4.876147 52.390203,4.876141 52.39021,4.875862 52.390557,4.875912 52.390583,4.876 52.390583,4.875921 52.390551,4.876057 52.390583,4.876111 52.390513,4.876089 52.39049,4.876034 52.39049,4.876071 52.390452,4.876128 52.390458,4.876136 52.39042,4.876217 52.390359,4.876262 52.390288)),((4.875471 52.390642,4.875427 52.390595,4.875339 52.390595,4.875294 52.390641,4.875338 52.390688,4.875426 52.390688,4.875471 52.390642)))";"MULTIPOLYGON(((52.390038 4.874607,52.390074 4.87464,52.390074 4.874681,52.390105 4.874736,52.39012 4.874827,52.390136 4.874842,52.390347 4.875555,52.390357 4.875638,52.390376 4.875663,52.390451 4.87559,52.390478 4.875683,52.390345 4.875791,52.389997 4.874644,52.390008 4.874626,52.390027 4.874596,52.390038 4.874607)),((52.390288 4.876262,52.390258 4.876233,52.390203 4.876181,52.390203 4.876147,52.39021 4.876141,52.390557 4.875862,52.390583 4.875912,52.390583 4.876,52.390551 4.875921,52.390583 4.876057,52.390513 4.876111,52.39049 4.876089,52.39049 4.876034,52.390452 4.876071,52.390458 4.876128,52.39042 4.876136,52.390359 4.876217,52.390288 4.876262)),((52.390642 4.875471,52.390595 4.875427,52.390595 4.875339,52.390641 4.875294,52.390688 4.875338,52.390688 4.875426,52.390642 4.875471)))";4.875434;52.3903355;
