OBJECTNUMMER;LABEL;BlokStraatCode;WON;VZN;WRK;TOTAAL;WON_PERC;VZN_PERC;WRK_PERC;CAT;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
251;"Wonen 93% - Voorzieningen 0% - Werken 7%";"AB38_00002546";1822;0;135;1957;93;0;7;"WON";"POLYGON((4.871551 52.38093,4.871615 52.380942,4.872548 52.381115,4.87294 52.381096,4.873215 52.381022,4.873332 52.380981,4.873324 52.380944,4.873233 52.380942,4.873185 52.380989,4.873173 52.380977,4.873085 52.380977,4.87306 52.381004,4.873012 52.381004,4.872994 52.381022,4.872923 52.381021,4.872905 52.381039,4.872506 52.381046,4.872441 52.381037,4.872424 52.381019,4.872336 52.381019,4.872315 52.381041,4.872277 52.381001,4.872221 52.381,4.872204 52.380982,4.872066 52.380973,4.872016 52.380963,4.871999 52.380945,4.87187 52.380936,4.871852 52.380918,4.871694 52.380908,4.871676 52.38089,4.871626 52.38089,4.871588 52.38089,4.87155 52.38093,4.871551 52.38093))";"POLYGON((52.38093 4.871551,52.380942 4.871615,52.381115 4.872548,52.381096 4.87294,52.381022 4.873215,52.380981 4.873332,52.380944 4.873324,52.380942 4.873233,52.380989 4.873185,52.380977 4.873173,52.380977 4.873085,52.381004 4.87306,52.381004 4.873012,52.381022 4.872994,52.381021 4.872923,52.381039 4.872905,52.381046 4.872506,52.381037 4.872441,52.381019 4.872424,52.381019 4.872336,52.381041 4.872315,52.381001 4.872277,52.381 4.872221,52.380982 4.872204,52.380973 4.872066,52.380963 4.872016,52.380945 4.871999,52.380936 4.87187,52.380918 4.871852,52.380908 4.871694,52.38089 4.871676,52.38089 4.871626,52.38089 4.871588,52.38093 4.87155,52.38093 4.871551))";4.872446;52.3809955;
252;"Wonen 49% - Voorzieningen 51% - Werken 0%";"AB38_00005205";3976;4084;0;8060;49;51;0;"WON_VZN";"MULTIPOLYGON(((4.872354 52.379448,4.872354 52.379421,4.872282 52.379343,4.872089 52.37941,4.871987 52.37947,4.872008 52.379498,4.872272 52.379506,4.872309 52.379494,4.872354 52.379448)),((4.871893 52.380021,4.871748 52.38001,4.871712 52.38009,4.871862 52.380113,4.871893 52.380021)),((4.871846 52.380183,4.871803 52.380136,4.87171 52.380126,4.871671 52.380206,4.871801 52.380229,4.871846 52.380183)),((4.871716 52.380528,4.871578 52.380503,4.871536 52.380592,4.871684 52.380615,4.871716 52.380528)),((4.87155 52.38093,4.871551 52.38093,4.871563 52.380943,4.871608 52.38095,4.871615 52.380942,4.871647 52.38091,4.871626 52.38089,4.87156 52.380827,4.87159 52.380757,4.871567 52.380731,4.87164 52.380741,4.87168 52.380681,4.87167 52.380655,4.871532 52.380638,4.871452 52.38083,4.87155 52.38093)),((4.873029 52.379512,4.872952 52.379433,4.872868 52.379433,4.872809 52.379495,4.872867 52.379557,4.872984 52.379558,4.873029 52.379512)),((4.871939 52.379752,4.871868 52.379726,4.871825 52.379731,4.871791 52.379779,4.871809 52.379798,4.871895 52.379798,4.871939 52.379752)),((4.871944 52.379929,4.871934 52.379906,4.871788 52.379875,4.871759 52.379956,4.871906 52.379987,4.871944 52.379929)),((4.872146 52.379672,4.872095 52.379617,4.872039 52.379616,4.872073 52.379581,4.87203 52.379535,4.871942 52.379534,4.871897 52.379581,4.871935 52.379621,4.871989 52.379613,4.872005 52.379658,4.871991 52.379726,4.872094 52.379726,4.872146 52.379672)),((4.871827 52.380327,4.871805 52.380267,4.871656 52.380261,4.871583 52.380457,4.871622 52.38048,4.87171 52.38048,4.871755 52.380434,4.871719 52.380394,4.871741 52.380371,4.871727 52.380355,4.8718 52.380355,4.871827 52.380327)))";"MULTIPOLYGON(((52.379448 4.872354,52.379421 4.872354,52.379343 4.872282,52.37941 4.872089,52.37947 4.871987,52.379498 4.872008,52.379506 4.872272,52.379494 4.872309,52.379448 4.872354)),((52.380021 4.871893,52.38001 4.871748,52.38009 4.871712,52.380113 4.871862,52.380021 4.871893)),((52.380183 4.871846,52.380136 4.871803,52.380126 4.87171,52.380206 4.871671,52.380229 4.871801,52.380183 4.871846)),((52.380528 4.871716,52.380503 4.871578,52.380592 4.871536,52.380615 4.871684,52.380528 4.871716)),((52.38093 4.87155,52.38093 4.871551,52.380943 4.871563,52.38095 4.871608,52.380942 4.871615,52.38091 4.871647,52.38089 4.871626,52.380827 4.87156,52.380757 4.87159,52.380731 4.871567,52.380741 4.87164,52.380681 4.87168,52.380655 4.87167,52.380638 4.871532,52.38083 4.871452,52.38093 4.87155)),((52.379512 4.873029,52.379433 4.872952,52.379433 4.872868,52.379495 4.872809,52.379557 4.872867,52.379558 4.872984,52.379512 4.873029)),((52.379752 4.871939,52.379726 4.871868,52.379731 4.871825,52.379779 4.871791,52.379798 4.871809,52.379798 4.871895,52.379752 4.871939)),((52.379929 4.871944,52.379906 4.871934,52.379875 4.871788,52.379956 4.871759,52.379987 4.871906,52.379929 4.871944)),((52.379672 4.872146,52.379617 4.872095,52.379616 4.872039,52.379581 4.872073,52.379535 4.87203,52.379534 4.871942,52.379581 4.871897,52.379621 4.871935,52.379613 4.871989,52.379658 4.872005,52.379726 4.871991,52.379726 4.872094,52.379672 4.872146)),((52.380327 4.871827,52.380267 4.871805,52.380261 4.871656,52.380457 4.871583,52.38048 4.871622,52.38048 4.87171,52.380434 4.871755,52.380394 4.871719,52.380371 4.871741,52.380355 4.871727,52.380355 4.8718,52.380327 4.871827)))";4.8722455;52.3801395;
253;"Wonen 100% - Voorzieningen 0% - Werken 0%";"AB39_00005186";2090;0;0;2090;100;0;0;"WON";"MULTIPOLYGON(((4.869456 52.378613,4.869437 52.378585,4.86942 52.378558,4.869319 52.378543,4.869317 52.378544,4.869265 52.378581,4.869297 52.378618,4.869332 52.378658,4.869263 52.378751,4.869281 52.37877,4.869248 52.378805,4.86927 52.378829,4.869232 52.378868,4.86925 52.378887,4.869187 52.378967,4.869202 52.378983,4.869142 52.379074,4.869164 52.379098,4.869097 52.379191,4.869114 52.37921,4.869081 52.379245,4.869099 52.379264,4.869066 52.379299,4.869109 52.379346,4.869198 52.379346,4.869456 52.378613)),((4.869206 52.37948,4.869201 52.37946,4.869101 52.37946,4.869049 52.379514,4.869099 52.379569,4.86916 52.379571,4.869206 52.37948)))";"MULTIPOLYGON(((52.378613 4.869456,52.378585 4.869437,52.378558 4.86942,52.378543 4.869319,52.378544 4.869317,52.378581 4.869265,52.378618 4.869297,52.378658 4.869332,52.378751 4.869263,52.37877 4.869281,52.378805 4.869248,52.378829 4.86927,52.378868 4.869232,52.378887 4.86925,52.378967 4.869187,52.378983 4.869202,52.379074 4.869142,52.379098 4.869164,52.379191 4.869097,52.37921 4.869114,52.379245 4.869081,52.379264 4.869099,52.379299 4.869066,52.379346 4.869109,52.379346 4.869198,52.378613 4.869456)),((52.37948 4.869206,52.37946 4.869201,52.37946 4.869101,52.379514 4.869049,52.379569 4.869099,52.379571 4.86916,52.37948 4.869206)))";4.8692575;52.37905;
254;"Wonen 100% - Voorzieningen 0% - Werken 0%";"AB39_00005235";177;0;0;177;100;0;0;"WON";"POLYGON((4.869297 52.378618,4.869397 52.378628,4.869437 52.378585,4.869441 52.378581,4.86942 52.378558,4.869317 52.378544,4.869225 52.378531,4.869197 52.378608,4.869297 52.378618))";"POLYGON((52.378618 4.869297,52.378628 4.869397,52.378585 4.869437,52.378581 4.869441,52.378558 4.86942,52.378544 4.869317,52.378531 4.869225,52.378608 4.869197,52.378618 4.869297))";4.869324;52.3785725;
255;"Wonen 100% - Voorzieningen 0% - Werken 0%";"AB40_00004230";1726;0;0;1726;100;0;0;"WON";"POLYGON((4.870012 52.379415,4.869876 52.37939,4.869791 52.379618,4.869828 52.379651,4.869582 52.379629,4.869679 52.379363,4.869541 52.379344,4.869519 52.379383,4.869538 52.37941,4.869505 52.379444,4.869545 52.379489,4.869479 52.379496,4.869449 52.379567,4.869458 52.37964,4.869414 52.379687,4.86955 52.379713,4.869712 52.379717,4.869747 52.37974,4.869874 52.379758,4.869908 52.379721,4.869972 52.379549,4.869967 52.379484,4.870004 52.379463,4.870012 52.379415))";"POLYGON((52.379415 4.870012,52.37939 4.869876,52.379618 4.869791,52.379651 4.869828,52.379629 4.869582,52.379363 4.869679,52.379344 4.869541,52.379383 4.869519,52.37941 4.869538,52.379444 4.869505,52.379489 4.869545,52.379496 4.869479,52.379567 4.869449,52.37964 4.869458,52.379687 4.869414,52.379713 4.86955,52.379717 4.869712,52.37974 4.869747,52.379758 4.869874,52.379721 4.869908,52.379549 4.869972,52.379484 4.869967,52.379463 4.870004,52.379415 4.870012))";4.869718;52.379544;
256;"Wonen 96% - Voorzieningen 0% - Werken 4%";"AB41_00003216";946;0;42;988;96;0;4;"WON";"POLYGON((4.869993 52.379268,4.870058 52.379277,4.870285 52.378682,4.870226 52.378671,4.870219 52.378669,4.870214 52.378668,4.87016 52.378692,4.870174 52.378709,4.870148 52.378736,4.870131 52.378753,4.870147 52.378774,4.870114 52.378809,4.870136 52.378832,4.870069 52.378926,4.870086 52.378945,4.869977 52.379091,4.869987 52.37915,4.869969 52.379184,4.869933 52.379249,4.869993 52.379268))";"POLYGON((52.379268 4.869993,52.379277 4.870058,52.378682 4.870285,52.378671 4.870226,52.378669 4.870219,52.378668 4.870214,52.378692 4.87016,52.378709 4.870174,52.378736 4.870148,52.378753 4.870131,52.378774 4.870147,52.378809 4.870114,52.378832 4.870136,52.378926 4.870069,52.378945 4.870086,52.379091 4.869977,52.37915 4.869987,52.379184 4.869969,52.379249 4.869933,52.379268 4.869993))";4.870114;52.3789655;
257;"Wonen 100% - Voorzieningen 0% - Werken 0%";"AB41_00004230";646;0;0;646;100;0;0;"WON";"POLYGON((4.869597 52.379205,4.869993 52.379268,4.870036 52.379231,4.869992 52.379184,4.869969 52.379184,4.869937 52.379184,4.869919 52.379166,4.869635 52.37915,4.869567 52.379146,4.869522 52.379193,4.869597 52.379205))";"POLYGON((52.379205 4.869597,52.379268 4.869993,52.379231 4.870036,52.379184 4.869992,52.379184 4.869969,52.379184 4.869937,52.379166 4.869919,52.37915 4.869635,52.379146 4.869567,52.379193 4.869522,52.379205 4.869597))";4.869784;52.3792;
258;"Wonen 95% - Voorzieningen 0% - Werken 5%";"AB41_00005186";1022;0;49;1071;95;0;5;"WON";"POLYGON((4.869597 52.379205,4.869625 52.379175,4.869635 52.37915,4.869641 52.37913,4.869617 52.379105,4.869686 52.379059,4.869716 52.379005,4.869679 52.378965,4.869746 52.378897,4.869726 52.378875,4.869778 52.378838,4.869797 52.378785,4.86977 52.378721,4.86979 52.378694,4.869837 52.378628,4.869774 52.378612,4.869719 52.378599,4.869492 52.379195,4.86959 52.379212,4.869597 52.379205))";"POLYGON((52.379205 4.869597,52.379175 4.869625,52.37915 4.869635,52.37913 4.869641,52.379105 4.869617,52.379059 4.869686,52.379005 4.869716,52.378965 4.869679,52.378897 4.869746,52.378875 4.869726,52.378838 4.869778,52.378785 4.869797,52.378721 4.86977,52.378694 4.86979,52.378628 4.869837,52.378612 4.869774,52.378599 4.869719,52.379195 4.869492,52.379212 4.86959,52.379205 4.869597))";4.8696695;52.3788985;
259;"Wonen 100% - Voorzieningen 0% - Werken 0%";"AB41_00005235";586;0;0;586;100;0;0;"WON";"POLYGON((4.86979 52.378694,4.870013 52.378711,4.870042 52.37873,4.870148 52.378736,4.870203 52.378739,4.870248 52.378693,4.870226 52.378671,4.870226 52.37867,4.870219 52.378669,4.870214 52.378668,4.869782 52.378608,4.869774 52.378612,4.86972 52.378645,4.869763 52.378692,4.86979 52.378694))";"POLYGON((52.378694 4.86979,52.378711 4.870013,52.37873 4.870042,52.378736 4.870148,52.378739 4.870203,52.378693 4.870248,52.378671 4.870226,52.37867 4.870226,52.378669 4.870219,52.378668 4.870214,52.378608 4.869782,52.378612 4.869774,52.378645 4.86972,52.378692 4.869763,52.378694 4.86979))";4.869989;52.3786665;
260;"Wonen 100% - Voorzieningen 0% - Werken 0%";"AB42_00003216";594;0;0;594;100;0;0;"WON";"MULTIPOLYGON(((4.870407 52.379396,4.870403 52.379367,4.870262 52.379347,4.870229 52.37944,4.870368 52.379459,4.870407 52.379396)),((4.870148 52.379689,4.870239 52.379707,4.870254 52.37971,4.870294 52.379644,4.870289 52.379616,4.870193 52.379607,4.870136 52.379687,4.870148 52.379689)),((4.870356 52.379491,4.870217 52.379473,4.87018 52.379566,4.870321 52.379585,4.870356 52.379491)))";"MULTIPOLYGON(((52.379396 4.870407,52.379367 4.870403,52.379347 4.870262,52.37944 4.870229,52.379459 4.870368,52.379396 4.870407)),((52.379689 4.870148,52.379707 4.870239,52.37971 4.870254,52.379644 4.870294,52.379616 4.870289,52.379607 4.870193,52.379687 4.870136,52.379689 4.870148)),((52.379491 4.870356,52.379473 4.870217,52.379566 4.87018,52.379585 4.870321,52.379491 4.870356)))";4.8702765;52.3795215;
261;"Wonen 91% - Voorzieningen 9% - Werken 0%";"AB42_00004468";1164;119;0;1283;91;9;0;"WON";"MULTIPOLYGON(((4.870739 52.37967,4.870621 52.379663,4.870589 52.379707,4.870577 52.379783,4.870418 52.379742,4.870243 52.379738,4.870239 52.379707,4.870236 52.379688,4.870148 52.379688,4.870148 52.379689,4.870109 52.379759,4.870143 52.379794,4.870651 52.379866,4.870739 52.37967)),((4.870739 52.37967,4.870754 52.379646,4.871003 52.379564,4.871068 52.379543,4.871032 52.379503,4.87098 52.379503,4.870943 52.379503,4.870918 52.37953,4.870855 52.379529,4.870825 52.379561,4.870798 52.379531,4.870661 52.379565,4.870641 52.379582,4.870739 52.37967)))";"MULTIPOLYGON(((52.37967 4.870739,52.379663 4.870621,52.379707 4.870589,52.379783 4.870577,52.379742 4.870418,52.379738 4.870243,52.379707 4.870239,52.379688 4.870236,52.379688 4.870148,52.379689 4.870148,52.379759 4.870109,52.379794 4.870143,52.379866 4.870651,52.37967 4.870739)),((52.37967 4.870739,52.379646 4.870754,52.379564 4.871003,52.379543 4.871068,52.379503 4.871032,52.379503 4.87098,52.379503 4.870943,52.37953 4.870918,52.379529 4.870855,52.379561 4.870825,52.379531 4.870798,52.379565 4.870661,52.379582 4.870641,52.37967 4.870739)))";4.8705935;52.3796775;
262;"Wonen 55% - Voorzieningen 45% - Werken 0%";"AB42_00005205";744;614;0;1358;55;45;0;"WON_VZN";"POLYGON((4.87098 52.379503,4.87099 52.379514,4.870972 52.379532,4.871003 52.379564,4.871509 52.379399,4.871484 52.379371,4.87164 52.37932,4.871558 52.379225,4.871462 52.379256,4.871278 52.379387,4.871194 52.379387,4.871148 52.379428,4.871102 52.379414,4.871012 52.379444,4.870973 52.379496,4.87098 52.379503))";"POLYGON((52.379503 4.87098,52.379514 4.87099,52.379532 4.870972,52.379564 4.871003,52.379399 4.871509,52.379371 4.871484,52.37932 4.87164,52.379225 4.871558,52.379256 4.871462,52.379387 4.871278,52.379387 4.871194,52.379428 4.871148,52.379414 4.871102,52.379444 4.871012,52.379496 4.870973,52.379503 4.87098))";4.871311;52.3793875;
263;"Wonen 100% - Voorzieningen 0% - Werken 0%";"AB43_00003216";942;0;0;942;100;0;0;"WON";"MULTIPOLYGON(((4.870848 52.378893,4.870752 52.37878,4.870636 52.378818,4.870583 52.378892,4.870649 52.378962,4.87083 52.378912,4.870848 52.378893)),((4.870509 52.378972,4.870465 52.378926,4.87043 52.378925,4.870384 52.379019,4.870464 52.379019,4.870509 52.378972)),((4.87034 52.379223,4.870359 52.379243,4.870447 52.379244,4.870459 52.379232,4.870492 52.379197,4.870448 52.37915,4.870367 52.37915,4.87034 52.379223)))";"MULTIPOLYGON(((52.378893 4.870848,52.37878 4.870752,52.378818 4.870636,52.378892 4.870583,52.378962 4.870649,52.378912 4.87083,52.378893 4.870848)),((52.378972 4.870509,52.378926 4.870465,52.378925 4.87043,52.379019 4.870384,52.379019 4.870464,52.378972 4.870509)),((52.379223 4.87034,52.379243 4.870359,52.379244 4.870447,52.379232 4.870459,52.379197 4.870492,52.37915 4.870448,52.37915 4.870367,52.379223 4.87034)))";4.870599;52.379005;
264;"Wonen 94% - Voorzieningen 0% - Werken 6%";"AB43_00003294";1252;0;75;1327;94;0;6;"WON";"MULTIPOLYGON(((4.871264 52.379122,4.871293 52.379154,4.871381 52.379154,4.871384 52.379154,4.871388 52.379152,4.871412 52.379141,4.87146 52.379118,4.871369 52.379014,4.871294 52.379014,4.871227 52.379083,4.871264 52.379122)),((4.871165 52.37878,4.871089 52.378687,4.871048 52.378686,4.870981 52.378759,4.871025 52.378806,4.871113 52.378806,4.871165 52.37878)))";"MULTIPOLYGON(((52.379122 4.871264,52.379154 4.871293,52.379154 4.871381,52.379154 4.871384,52.379152 4.871388,52.379141 4.871412,52.379118 4.87146,52.379014 4.871369,52.379014 4.871294,52.379083 4.871227,52.379122 4.871264)),((52.37878 4.871165,52.378687 4.871089,52.378686 4.871048,52.378759 4.870981,52.378806 4.871025,52.378806 4.871113,52.37878 4.871165)))";4.8712255;52.378913;
265;"Wonen 100% - Voorzieningen 0% - Werken 0%";"AB43_00005236";469;0;0;469;100;0;0;"WON";"MULTIPOLYGON(((4.871208 52.379211,4.871149 52.379144,4.87109 52.37918,4.871019 52.37918,4.870972 52.379215,4.870917 52.379215,4.870892 52.379242,4.870805 52.379251,4.87077 52.379288,4.870802 52.379322,4.870837 52.379311,4.870851 52.379328,4.870906 52.37931,4.87089 52.379293,4.870937 52.379278,4.870952 52.379295,4.871006 52.379278,4.87099 52.37926,4.871037 52.379245,4.871052 52.379262,4.871106 52.379245,4.871091 52.379228,4.871138 52.379212,4.871152 52.37923,4.871208 52.379211)),((4.870621 52.379277,4.870579 52.379232,4.870491 52.379231,4.870475 52.379249,4.870459 52.379232,4.870433 52.379204,4.870348 52.379204,4.87034 52.379223,4.870322 52.379273,4.870575 52.379325,4.870621 52.379277)),((4.871381 52.379154,4.871388 52.379152,4.871415 52.379144,4.871412 52.379141,4.871374 52.3791,4.871286 52.3791,4.871264 52.379122,4.871261 52.379126,4.871306 52.379176,4.871381 52.379154)))";"MULTIPOLYGON(((52.379211 4.871208,52.379144 4.871149,52.37918 4.87109,52.37918 4.871019,52.379215 4.870972,52.379215 4.870917,52.379242 4.870892,52.379251 4.870805,52.379288 4.87077,52.379322 4.870802,52.379311 4.870837,52.379328 4.870851,52.37931 4.870906,52.379293 4.87089,52.379278 4.870937,52.379295 4.870952,52.379278 4.871006,52.37926 4.87099,52.379245 4.871037,52.379262 4.871052,52.379245 4.871106,52.379228 4.871091,52.379212 4.871138,52.37923 4.871152,52.379211 4.871208)),((52.379277 4.870621,52.379232 4.870579,52.379231 4.870491,52.379249 4.870475,52.379232 4.870459,52.379204 4.870433,52.379204 4.870348,52.379223 4.87034,52.379273 4.870322,52.379325 4.870575,52.379277 4.870621)),((52.379154 4.871381,52.379152 4.871388,52.379144 4.871415,52.379141 4.871412,52.3791 4.871374,52.3791 4.871286,52.379122 4.871264,52.379126 4.871261,52.379176 4.871306,52.379154 4.871381)))";4.8708735;52.379207;
266;"Wonen 0% - Voorzieningen 0% - Werken 100%";"AB44_00003294";0;0;7269;7269;0;0;100;"WRK";"MULTIPOLYGON(((4.872007 52.379006,4.871869 52.378857,4.871626 52.378856,4.871656 52.378825,4.871569 52.378733,4.871479 52.378756,4.871889 52.379227,4.871969 52.379201,4.871901 52.379116,4.872007 52.379006)),((4.871936 52.378736,4.871893 52.378689,4.871805 52.378689,4.87176 52.378735,4.871804 52.378782,4.871892 52.378783,4.871936 52.378736)))";"MULTIPOLYGON(((52.379006 4.872007,52.378857 4.871869,52.378856 4.871626,52.378825 4.871656,52.378733 4.871569,52.378756 4.871479,52.379227 4.871889,52.379201 4.871969,52.379116 4.871901,52.379006 4.872007)),((52.378736 4.871936,52.378689 4.871893,52.378689 4.871805,52.378735 4.87176,52.378782 4.871804,52.378783 4.871892,52.378736 4.871936)))";4.871748;52.378951;
267;"Wonen 5% - Voorzieningen 15% - Werken 80%";"AB44_00005205";86;278;1500;1864;5;15;80;"WRK";"MULTIPOLYGON(((4.872618 52.37899,4.87255 52.378911,4.872514 52.378911,4.872399 52.378991,4.872447 52.379046,4.872618 52.37899)),((4.87232 52.379087,4.872285 52.37905,4.872197 52.37905,4.872172 52.379077,4.872094 52.379076,4.872049 52.379123,4.872086 52.379163,4.87232 52.379087)))";"MULTIPOLYGON(((52.37899 4.872618,52.378911 4.87255,52.378911 4.872514,52.378991 4.872399,52.379046 4.872447,52.37899 4.872618)),((52.379087 4.87232,52.37905 4.872285,52.37905 4.872197,52.379077 4.872172,52.379076 4.872094,52.379123 4.872049,52.379163 4.872086,52.379087 4.87232)))";4.8723385;52.37903;
268;"Wonen 100% - Voorzieningen 0% - Werken 0%";"AB45_00003294";261;0;0;261;100;0;0;"WON";"POLYGON((4.870875 52.378406,4.870912 52.378446,4.870978 52.378446,4.871 52.378446,4.871048 52.37833,4.870935 52.378316,4.870868 52.378399,4.870875 52.378406))";"POLYGON((52.378406 4.870875,52.378446 4.870912,52.378446 4.870978,52.378446 4.871,52.37833 4.871048,52.378316 4.870935,52.378399 4.870868,52.378406 4.870875))";4.870963;52.378374;
269;"Wonen 100% - Voorzieningen 0% - Werken 0%";"AB45_00005235";1954;0;0;1954;100;0;0;"WON";"POLYGON((4.870985 52.378453,4.870978 52.378446,4.870941 52.378406,4.870875 52.378406,4.870853 52.378406,4.870836 52.378424,4.870783 52.378424,4.870651 52.378477,4.870607 52.378477,4.870578 52.378504,4.870538 52.378503,4.870488 52.378494,4.870471 52.378476,4.870349 52.378476,4.870324 52.378449,4.870276 52.378456,4.869583 52.378369,4.869479 52.378356,4.869471 52.378355,4.869446 52.378423,4.870588 52.378583,4.870966 52.378474,4.870985 52.378453))";"POLYGON((52.378453 4.870985,52.378446 4.870978,52.378406 4.870941,52.378406 4.870875,52.378406 4.870853,52.378424 4.870836,52.378424 4.870783,52.378477 4.870651,52.378477 4.870607,52.378504 4.870578,52.378503 4.870538,52.378494 4.870488,52.378476 4.870471,52.378476 4.870349,52.378449 4.870324,52.378456 4.870276,52.378369 4.869583,52.378356 4.869479,52.378355 4.869471,52.378423 4.869446,52.378583 4.870588,52.378474 4.870966,52.378453 4.870985))";4.8702205;52.378462;
270;"Wonen 54% - Voorzieningen 0% - Werken 46%";"AB45_00005296";260;0;225;485;54;0;46;"WON_WRK";"POLYGON((4.869479 52.378356,4.869488 52.378377,4.869576 52.378377,4.869583 52.378369,4.869592 52.378361,4.869569 52.378346,4.869636 52.378277,4.869638 52.378235,4.869666 52.378205,4.869662 52.3782,4.869626 52.378161,4.869652 52.378133,4.869609 52.378086,4.869596 52.378086,4.869572 52.378086,4.869545 52.378158,4.869543 52.378161,4.869475 52.378344,4.869479 52.378356))";"POLYGON((52.378356 4.869479,52.378377 4.869488,52.378377 4.869576,52.378369 4.869583,52.378361 4.869592,52.378346 4.869569,52.378277 4.869636,52.378235 4.869638,52.378205 4.869666,52.3782 4.869662,52.378161 4.869626,52.378133 4.869652,52.378086 4.869609,52.378086 4.869596,52.378086 4.869572,52.378158 4.869545,52.378161 4.869543,52.378344 4.869475,52.378356 4.869479))";4.8695755;52.3782245;
271;"Wonen 93% - Voorzieningen 0% - Werken 7%";"AB45_10914241";2728;0;217;2945;93;0;7;"WON";"MULTIPOLYGON(((4.869741 52.378115,4.869775 52.378153,4.870182 52.37821,4.870225 52.378153,4.870219 52.378133,4.870245 52.378167,4.870224 52.378189,4.870253 52.37822,4.870815 52.378299,4.870737 52.378328,4.870797 52.378335,4.87083 52.378301,4.871048 52.37833,4.871092 52.378211,4.871048 52.378205,4.87106 52.378173,4.870777 52.378151,4.870754 52.378127,4.870586 52.378123,4.870563 52.378099,4.870387 52.378089,4.870371 52.378107,4.870329 52.378062,4.870241 52.378062,4.870197 52.378044,4.870109 52.378043,4.87007 52.378083,4.870006 52.378016,4.8698 52.378033,4.869741 52.378115)),((4.869543 52.37816,4.869543 52.378161,4.869578 52.378197,4.869662 52.3782,4.869701 52.378201,4.869741 52.378115,4.869726 52.378099,4.869786 52.378026,4.869742 52.377979,4.869695 52.377978,4.869682 52.378015,4.869626 52.378008,4.869594 52.378052,4.869609 52.378068,4.869596 52.378086,4.869545 52.378158,4.869543 52.37816)))";"MULTIPOLYGON(((52.378115 4.869741,52.378153 4.869775,52.37821 4.870182,52.378153 4.870225,52.378133 4.870219,52.378167 4.870245,52.378189 4.870224,52.37822 4.870253,52.378299 4.870815,52.378328 4.870737,52.378335 4.870797,52.378301 4.87083,52.37833 4.871048,52.378211 4.871092,52.378205 4.871048,52.378173 4.87106,52.378151 4.870777,52.378127 4.870754,52.378123 4.870586,52.378099 4.870563,52.378089 4.870387,52.378107 4.870371,52.378062 4.870329,52.378062 4.870241,52.378044 4.870197,52.378043 4.870109,52.378083 4.87007,52.378016 4.870006,52.378033 4.8698,52.378115 4.869741)),((52.37816 4.869543,52.378161 4.869543,52.378197 4.869578,52.3782 4.869662,52.378201 4.869701,52.378115 4.869741,52.378099 4.869726,52.378026 4.869786,52.377979 4.869742,52.377978 4.869695,52.378015 4.869682,52.378008 4.869626,52.378052 4.869594,52.378068 4.869609,52.378086 4.869596,52.378158 4.869545,52.37816 4.869543)))";4.8703225;52.3781495;
272;"Wonen 63% - Voorzieningen 37% - Werken 0%";"AB46_00002591";764;454;0;1218;63;37;0;"WON_VZN";"POLYGON((4.877209 52.382915,4.877257 52.382931,4.877322 52.382931,4.877365 52.382887,4.877397 52.382887,4.877627 52.382753,4.877666 52.382693,4.877613 52.382659,4.877612 52.382659,4.877545 52.382659,4.87752 52.382686,4.877486 52.382686,4.877473 52.382698,4.877414 52.382757,4.87726 52.382837,4.877213 52.382819,4.87725 52.382843,4.877227 52.382855,4.877192 52.382833,4.877179 52.382846,4.877161 52.382866,4.877205 52.382913,4.877209 52.382915))";"POLYGON((52.382915 4.877209,52.382931 4.877257,52.382931 4.877322,52.382887 4.877365,52.382887 4.877397,52.382753 4.877627,52.382693 4.877666,52.382659 4.877613,52.382659 4.877612,52.382659 4.877545,52.382686 4.87752,52.382686 4.877486,52.382698 4.877473,52.382757 4.877414,52.382837 4.87726,52.382819 4.877213,52.382843 4.87725,52.382855 4.877227,52.382833 4.877192,52.382846 4.877179,52.382866 4.877161,52.382913 4.877205,52.382915 4.877209))";4.8774185;52.382788;
