OBJECTNUMMER;Soort;Plantjaar;Stamdiameter;Hoogte;Beplantingssituatie;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
28018;"ULHWREDE";2000;"Onbekend";"0-6 m";"";"POINT(4.7793329,52.3730742)";"POINT(52.3730742,4.7793329)";4.7793329;52.3730742;
28019;"ULHWREDE";2000;"Onbekend";"0-6 m";"";"POINT(4.7793739,52.3724906)";"POINT(52.3724906,4.7793739)";4.7793739;52.3724906;
28020;"ULHWREDE";2000;"Onbekend";"0-6 m";"";"POINT(4.7794721,52.372338)";"POINT(52.372338,4.7794721)";4.7794721;52.372338;
28021;"ULHWREDE";2000;"Onbekend";"0-6 m";"";"POINT(4.7795451,52.372399)";"POINT(52.372399,4.7795451)";4.7795451;52.372399;
28022;"ULHWREDE";2000;"Onbekend";"6-9 m";"";"POINT(4.779669,52.372502)";"POINT(52.372502,4.779669)";4.779669;52.372502;
28023;"ULHWREDE";1990;"Onbekend";"6-9 m";"";"POINT(4.7798421,52.3723685)";"POINT(52.3723685,4.7798421)";4.7798421;52.3723685;
28024;"ULHWREDE";2000;"Onbekend";"0-6 m";"";"POINT(4.7799342,52.3727271)";"POINT(52.3727271,4.7799342)";4.7799342;52.3727271;
28025;"ULCARPIN";2000;"Onbekend";"0-6 m";"";"POINT(4.7800181,52.3721167)";"POINT(52.3721167,4.7800181)";4.7800181;52.3721167;
28026;"ULHWREDE";2000;"Onbekend";"0-6 m";"";"POINT(4.7801378,52.3727233)";"POINT(52.3727233,4.7801378)";4.7801378;52.3727233;
28027;"ULHWREDE";1995;"Onbekend";"6-9 m";"";"POINT(4.7801759,52.3715254)";"POINT(52.3715254,4.7801759)";4.7801759;52.3715254;
28028;"ULHWREDE";1990;"Onbekend";"9-12 m";"";"POINT(4.7801378,52.3753668)";"POINT(52.3753668,4.7801378)";4.7801378;52.3753668;
28029;"ULHWREDE";1990;"Onbekend";"9-12 m";"";"POINT(4.780494,52.3718077)";"POINT(52.3718077,4.780494)";4.780494;52.3718077;
28030;"ULHWREDE";1985;"Onbekend";"6-9 m";"";"POINT(4.7805369,52.3713194)";"POINT(52.3713194,4.7805369)";4.7805369;52.3713194;
28031;"ULCARPIN";2000;"Onbekend";"0-6 m";"";"POINT(4.7807419,52.3718344)";"POINT(52.3718344,4.7807419)";4.7807419;52.3718344;
28032;"ULCARPIN";1990;"Onbekend";"6-9 m";"";"POINT(4.7808978,52.3720938)";"POINT(52.3720938,4.7808978)";4.7808978;52.3720938;
28033;"ULHWREDE";2005;"Onbekend";"0-6 m";"";"POINT(4.7809188,52.3714072)";"POINT(52.3714072,4.7809188)";4.7809188;52.3714072;
28034;"ULHWREDE";2005;"Onbekend";"0-6 m";"";"POINT(4.7809732,52.3714911)";"POINT(52.3714911,4.7809732)";4.7809732;52.3714911;
28035;"ULCARPIN";2000;"Onbekend";"0-6 m";"";"POINT(4.7810109,52.3720862)";"POINT(52.3720862,4.7810109)";4.7810109;52.3720862;
28036;"ULCARPIN";1990;"Onbekend";"6-9 m";"";"POINT(4.7810242,52.3721396)";"POINT(52.3721396,4.7810242)";4.7810242;52.3721396;
28037;"ULCARPIN";2005;"Onbekend";"0-6 m";"";"POINT(4.7812388,52.3715178)";"POINT(52.3715178,4.7812388)";4.7812388;52.3715178;
28038;"ULCARPIN";2005;"Onbekend";"0-6 m";"";"POINT(4.781265,52.3720023)";"POINT(52.3720023,4.781265)";4.781265;52.3720023;
28039;"ULCARPIN";2005;"Onbekend";"0-6 m";"";"POINT(4.781326,52.3715293)";"POINT(52.3715293,4.781326)";4.781326;52.3715293;
28040;"ULCARPIN";2005;"Onbekend";"0-6 m";"";"POINT(4.7813718,52.3714491)";"POINT(52.3714491,4.7813718)";4.7813718;52.3714491;
28041;"ULHWREDE";2005;"Onbekend";"0-6 m";"";"POINT(4.781429,52.3722731)";"POINT(52.3722731,4.781429)";4.781429;52.3722731;
28042;"ULCARPIN";2005;"Onbekend";"0-6 m";"";"POINT(4.7814419,52.3714911)";"POINT(52.3714911,4.7814419)";4.7814419;52.3714911;
28043;"ULCARPIN";2005;"Onbekend";"0-6 m";"";"POINT(4.7814982,52.371514)";"POINT(52.371514,4.7814982)";4.7814982;52.371514;
28044;"ULHWREDE";1995;"Onbekend";"6-9 m";"";"POINT(4.7817061,52.3711058)";"POINT(52.3711058,4.7817061)";4.7817061;52.3711058;
28045;"ULHWREDE";1990;"Onbekend";"6-9 m";"";"POINT(4.7816808,52.3729102)";"POINT(52.3729102,4.7816808)";4.7816808;52.3729102;
28046;"ULHWREDE";2005;"Onbekend";"0-6 m";"";"POINT(4.7817528,52.3710219)";"POINT(52.3710219,4.7817528)";4.7817528;52.3710219;
28047;"ULCARPIN";2005;"Onbekend";"0-6 m";"";"POINT(4.781853,52.3716628)";"POINT(52.3716628,4.781853)";4.781853;52.3716628;
28048;"ULCARPIN";2005;"Onbekend";"0-6 m";"";"POINT(4.7818849,52.3716437)";"POINT(52.3716437,4.7818849)";4.7818849;52.3716437;
28049;"ULHWREDE";2005;"Onbekend";"0-6 m";"";"POINT(4.7819059,52.3711135)";"POINT(52.3711135,4.7819059)";4.7819059;52.3711135;
28050;"ULHWREDE";1990;"Onbekend";"6-9 m";"";"POINT(4.7818801,52.3731085)";"POINT(52.3731085,4.7818801)";4.7818801;52.3731085;
28051;"ULCARPIN";2005;"Onbekend";"0-6 m";"";"POINT(4.7819059,52.3716323)";"POINT(52.3716323,4.7819059)";4.7819059;52.3716323;
28052;"ULCARPIN";2005;"Onbekend";"0-6 m";"";"POINT(4.7819269,52.3716132)";"POINT(52.3716132,4.7819269)";4.7819269;52.3716132;
28053;"ULCARPIN";2005;"Onbekend";"0-6 m";"";"POINT(4.7819459,52.3716055)";"POINT(52.3716055,4.7819459)";4.7819459;52.3716055;
28054;"ULCARPIN";2005;"Onbekend";"0-6 m";"";"POINT(4.782366,52.3721663)";"POINT(52.3721663,4.782366)";4.782366;52.3721663;
28055;"ULHWREDE";1995;"Onbekend";"6-9 m";"";"POINT(4.7823799,52.3714224)";"POINT(52.3714224,4.7823799)";4.7823799;52.3714224;
28056;"ULHWREDE";1990;"Onbekend";"6-9 m";"";"POINT(4.7824871,52.3749739)";"POINT(52.3749739,4.7824871)";4.7824871;52.3749739;
28057;"ULHWREDE";1990;"Onbekend";"6-9 m";"";"POINT(4.7826378,52.3751151)";"POINT(52.3751151,4.7826378)";4.7826378;52.3751151;
28058;"ULHWREDE";1990;"Onbekend";"0-6 m";"";"POINT(4.7828152,52.3718688)";"POINT(52.3718688,4.7828152)";4.7828152;52.3718688;
28059;"ULHWREDE";1990;"Onbekend";"0-6 m";"";"POINT(4.7830861,52.3719641)";"POINT(52.3719641,4.7830861)";4.7830861;52.3719641;
28060;"ULHWREDE";1980;"Onbekend";"6-9 m";"";"POINT(4.7830961,52.3733946)";"POINT(52.3733946,4.7830961)";4.7830961;52.3733946;
28061;"ULHWREDE";1990;"Onbekend";"0-6 m";"";"POINT(4.7831261,52.3720862)";"POINT(52.3720862,4.7831261)";4.7831261;52.3720862;
28062;"ULHWREDE";1990;"Onbekend";"0-6 m";"";"POINT(4.7831132,52.3741957)";"POINT(52.3741957,4.7831132)";4.7831132;52.3741957;
28063;"ULHWREDE";2000;"Onbekend";"6-9 m";"";"POINT(4.783098,52.3754012)";"POINT(52.3754012,4.783098)";4.783098;52.3754012;
28064;"ULHWREDE";1990;"Onbekend";"6-9 m";"";"POINT(4.7832301,52.3728644)";"POINT(52.3728644,4.7832301)";4.7832301;52.3728644;
28065;"WW";2000;"Onbekend";"0-6 m";"";"POINT(4.7832301,52.3740546)";"POINT(52.3740546,4.7832301)";4.7832301;52.3740546;
28066;"ULCARPIN";1990;"Onbekend";"0-6 m";"";"POINT(4.7833102,52.3721358)";"POINT(52.3721358,4.7833102)";4.7833102;52.3721358;
28067;"ULCARPIN";1990;"Onbekend";"0-6 m";"";"POINT(4.7833259,52.3721892)";"POINT(52.3721892,4.7833259)";4.7833259;52.3721892;
28068;"ULCARPIN";1990;"Onbekend";"0-6 m";"";"POINT(4.783385,52.3721549)";"POINT(52.3721549,4.783385)";4.783385;52.3721549;
28069;"ULHWREDE";2000;"Onbekend";"6-9 m";"";"POINT(4.7835009,52.375714)";"POINT(52.375714,4.7835009)";4.7835009;52.375714;
28070;"ULHWREDE";1990;"Onbekend";"6-9 m";"";"POINT(4.7835538,52.3743331)";"POINT(52.3743331,4.7835538)";4.7835538;52.3743331;
28071;"WW";2005;"Onbekend";"0-6 m";"";"POINT(4.7838652,52.3751685)";"POINT(52.3751685,4.7838652)";4.7838652;52.3751685;
28072;"WW";1990;"Onbekend";"0-6 m";"";"POINT(4.7838948,52.3758628)";"POINT(52.3758628,4.7838948)";4.7838948;52.3758628;
28073;"ULCARPIN";1995;"Onbekend";"6-9 m";"";"POINT(4.7839091,52.3758399)";"POINT(52.3758399,4.7839091)";4.7839091;52.3758399;
28074;"ULCARPIN";1995;"Onbekend";"6-9 m";"";"POINT(4.7839239,52.3758093)";"POINT(52.3758093,4.7839239)";4.7839239;52.3758093;
28075;"ULHWREDE";2000;"Onbekend";"0-6 m";"";"POINT(4.784054,52.3753134)";"POINT(52.3753134,4.784054)";4.784054;52.3753134;
28076;"ULHWREDE";2000;"Onbekend";"6-9 m";"";"POINT(4.7840688,52.3753783)";"POINT(52.3753783,4.7840688)";4.7840688;52.3753783;
28077;"ULHWREDE";2000;"Onbekend";"0-6 m";"";"POINT(4.7841742,52.3751189)";"POINT(52.3751189,4.7841742)";4.7841742;52.3751189;
28078;"ULHWREDE";2000;"Onbekend";"0-6 m";"";"POINT(4.7842991,52.3752448)";"POINT(52.3752448,4.7842991)";4.7842991;52.3752448;
28079;"ULHWREDE";2000;"Onbekend";"0-6 m";"";"POINT(4.7844179,52.3752448)";"POINT(52.3752448,4.7844179)";4.7844179;52.3752448;
28080;"ULHWREDE";1990;"Onbekend";"6-9 m";"";"POINT(4.7844479,52.3741843)";"POINT(52.3741843,4.7844479)";4.7844479;52.3741843;
28081;"ULHWREDE";1990;"Onbekend";"9-12 m";"";"POINT(4.7847722,52.3759581)";"POINT(52.3759581,4.7847722)";4.7847722;52.3759581;
28082;"ULCARPIN";1990;"Onbekend";"0-6 m";"";"POINT(4.7850301,52.3742682)";"POINT(52.3742682,4.7850301)";4.7850301;52.3742682;
28083;"ULCARPIN";1990;"Onbekend";"6-9 m";"";"POINT(4.7852199,52.3743865)";"POINT(52.3743865,4.7852199)";4.7852199;52.3743865;
28084;"ULHWREDE";1990;"Onbekend";"6-9 m";"";"POINT(4.7853548,52.3740431)";"POINT(52.3740431,4.7853548)";4.7853548;52.3740431;
28085;"ULHWREDE";1990;"Onbekend";"6-9 m";"";"POINT(4.7855499,52.3755423)";"POINT(52.3755423,4.7855499)";4.7855499;52.3755423;
28086;"ULHWREDE";1990;"Onbekend";"6-9 m";"";"POINT(4.7855909,52.3749434)";"POINT(52.3749434,4.7855909)";4.7855909;52.3749434;
28087;"ULHWREDE";1990;"Onbekend";"6-9 m";"";"POINT(4.7855852,52.3753668)";"POINT(52.3753668,4.7855852)";4.7855852;52.3753668;
28088;"ULHWREDE";1990;"Onbekend";"6-9 m";"";"POINT(4.7856219,52.3755385)";"POINT(52.3755385,4.7856219)";4.7856219;52.3755385;
28089;"ULHWREDE";1990;"Onbekend";"6-9 m";"";"POINT(4.7856638,52.3754775)";"POINT(52.3754775,4.7856638)";4.7856638;52.3754775;
28090;"ULHWREDE";1990;"Onbekend";"6-9 m";"";"POINT(4.7860911,52.3759314)";"POINT(52.3759314,4.7860911)";4.7860911;52.3759314;
28091;"ULHWREDE";1990;"Onbekend";"9-12 m";"";"POINT(4.786102,52.3753554)";"POINT(52.3753554,4.786102)";4.786102;52.3753554;
28092;"ULHWREDE";1990;"Onbekend";"6-9 m";"";"POINT(4.786309,52.3749472)";"POINT(52.3749472,4.786309)";4.786309;52.3749472;
28093;"ULHWREDE";2000;"Onbekend";"0-6 m";"";"POINT(4.7966268,52.3377959)";"POINT(52.3377959,4.7966268)";4.7966268;52.3377959;
28094;"ULHWREDE";1995;"Onbekend";"6-9 m";"";"POINT(4.7975061,52.3370024)";"POINT(52.3370024,4.7975061)";4.7975061;52.3370024;
28095;"ULHWREDE";1990;"Onbekend";"6-9 m";"";"POINT(4.797549,52.3377883)";"POINT(52.3377883,4.797549)";4.797549;52.3377883;
28096;"ULHWREDE";2000;"Onbekend";"6-9 m";"";"POINT(4.7982328,52.3380019)";"POINT(52.3380019,4.7982328)";4.7982328;52.3380019;
28097;"ULHWREDE";2000;"Onbekend";"6-9 m";"";"POINT(4.798373,52.3379447)";"POINT(52.3379447,4.798373)";4.798373;52.3379447;
28098;"ULCARPIN";1990;"Onbekend";"9-12 m";"";"POINT(4.7983892,52.3367888)";"POINT(52.3367888,4.7983892)";4.7983892;52.3367888;
28099;"ULCARPIN";2000;"Onbekend";"6-9 m";"";"POINT(4.7984221,52.3369643)";"POINT(52.3369643,4.7984221)";4.7984221;52.3369643;
28100;"ULCARPIN";2005;"Onbekend";"0-6 m";"";"POINT(4.7985098,52.3373496)";"POINT(52.3373496,4.7985098)";4.7985098;52.3373496;
28101;"ULHWREDE";2000;"Onbekend";"6-9 m";"";"POINT(4.7987831,52.3379599)";"POINT(52.3379599,4.7987831)";4.7987831;52.3379599;
28102;"ULHWREDE";1990;"Onbekend";"6-9 m";"";"POINT(4.7991259,52.3373458)";"POINT(52.3373458,4.7991259)";4.7991259;52.3373458;
28103;"ULHWREDE";1990;"Onbekend";"6-9 m";"";"POINT(4.7992718,52.3396002)";"POINT(52.3396002,4.7992718)";4.7992718;52.3396002;
28104;"ULCARPIN";2000;"Onbekend";"6-9 m";"";"POINT(4.7994168,52.3404395)";"POINT(52.3404395,4.7994168)";4.7994168;52.3404395;
28105;"ULCARPIN";1990;"Onbekend";"9-12 m";"";"POINT(4.7998149,52.3402526)";"POINT(52.3402526,4.7998149)";4.7998149;52.3402526;
28106;"ULHWREDE";1990;"Onbekend";"6-9 m";"";"POINT(4.7999232,52.3360259)";"POINT(52.3360259,4.7999232)";4.7999232;52.3360259;
28107;"ULHWREDE";2000;"Onbekend";"0-6 m";"";"POINT(4.8004048,52.3371283)";"POINT(52.3371283,4.8004048)";4.8004048;52.3371283;
28108;"ULCARPIN";1985;"Onbekend";"9-12 m";"";"POINT(4.8004939,52.3376433)";"POINT(52.3376433,4.8004939)";4.8004939;52.3376433;
28109;"ULCARPIN";2000;"Onbekend";"6-9 m";"";"POINT(4.800751,52.3397414)";"POINT(52.3397414,4.800751)";4.800751;52.3397414;
28110;"ULCARPIN";1995;"Onbekend";"9-12 m";"";"POINT(4.800843,52.3389937)";"POINT(52.3389937,4.800843)";4.800843;52.3389937;
28111;"ULCARPIN";1990;"Onbekend";"6-9 m";"";"POINT(4.8009078,52.3410422)";"POINT(52.3410422,4.8009078)";4.8009078;52.3410422;
28112;"ULCARPIN";2000;"Onbekend";"0-6 m";"";"POINT(4.801007,52.3407675)";"POINT(52.3407675,4.801007)";4.801007;52.3407675;
28113;"ULHWREDE";1990;"Onbekend";"6-9 m";"";"POINT(4.8014848,52.3365637)";"POINT(52.3365637,4.8014848)";4.8014848;52.3365637;
28114;"ULHWREDE";1990;"Onbekend";"9-12 m";"";"POINT(4.8015039,52.3367354)";"POINT(52.3367354,4.8015039)";4.8015039;52.3367354;
28115;"ULHWREDE";2000;"Onbekend";"9-12 m";"";"POINT(4.8103511,52.386521)";"POINT(52.386521,4.8103511)";4.8103511;52.386521;
28116;"ULHWREDE";2000;"Onbekend";"0-6 m";"";"POINT(4.8105299,52.3864066)";"POINT(52.3864066,4.8105299)";4.8105299;52.3864066;
28117;"ULHWREDE";1990;"Onbekend";"9-12 m";"";"POINT(4.810632,52.3869101)";"POINT(52.3869101,4.810632)";4.810632;52.3869101;
28118;"ULHWREDE";2000;"Onbekend";"0-6 m";"";"POINT(4.8107169,52.3864638)";"POINT(52.3864638,4.8107169)";4.8107169;52.3864638;
28119;"ULHWREDE";2000;"Onbekend";"6-9 m";"";"POINT(4.8108151,52.3867613)";"POINT(52.3867613,4.8108151)";4.8108151;52.3867613;
28120;"ULHWREDE";2000;"Onbekend";"6-9 m";"";"POINT(4.8108289,52.3866507)";"POINT(52.3866507,4.8108289)";4.8108289;52.3866507;
28121;"ULHWREDE";2000;"Onbekend";"0-6 m";"";"POINT(4.810827,52.3869597)";"POINT(52.3869597,4.810827)";4.810827;52.3869597;
28122;"ULCARPIN";2000;"Onbekend";"0-6 m";"";"POINT(4.8112128,52.3870055)";"POINT(52.3870055,4.8112128)";4.8112128;52.3870055;
28123;"ULHWREDE";2005;"Onbekend";"0-6 m";"";"POINT(4.8112719,52.3857924)";"POINT(52.3857924,4.8112719)";4.8112719;52.3857924;
28124;"ULHWREDE";2005;"Onbekend";"0-6 m";"";"POINT(4.8114068,52.3859831)";"POINT(52.3859831,4.8114068)";4.8114068;52.3859831;
28125;"ULHWREDE";2005;"Onbekend";"0-6 m";"";"POINT(4.811404,52.3862044)";"POINT(52.3862044,4.811404)";4.811404;52.3862044;
28126;"ULHWREDE";1995;"Onbekend";"6-9 m";"";"POINT(4.811547,52.3869254)";"POINT(52.3869254,4.811547)";4.811547;52.3869254;
28127;"ULHWREDE";2005;"Onbekend";"0-6 m";"";"POINT(4.8116472,52.3871314)";"POINT(52.3871314,4.8116472)";4.8116472;52.3871314;
28128;"ULCARPIN";2000;"Onbekend";"0-6 m";"";"POINT(4.8116658,52.3858229)";"POINT(52.3858229,4.8116658)";4.8116658;52.3858229;
28129;"ULHWREDE";1995;"Onbekend";"6-9 m";"";"POINT(4.8117378,52.386933)";"POINT(52.386933,4.8117378)";4.8117378;52.386933;
28130;"ULCARPIN";1990;"Onbekend";"0-6 m";"";"POINT(4.8118341,52.3856093)";"POINT(52.3856093,4.8118341)";4.8118341;52.3856093;
28131;"ULCARPIN";1990;"Onbekend";"0-6 m";"";"POINT(4.8118479,52.3855826)";"POINT(52.3855826,4.8118479)";4.8118479;52.3855826;
28132;"ULCARPIN";1990;"Onbekend";"0-6 m";"";"POINT(4.8118508,52.3856589)";"POINT(52.3856589,4.8118508)";4.8118508;52.3856589;
28133;"ULHWREDE";1995;"Onbekend";"6-9 m";"";"POINT(4.8118989,52.386933)";"POINT(52.386933,4.8118989)";4.8118989;52.386933;
28134;"ULHWREDE";1990;"Onbekend";"9-12 m";"";"POINT(4.8131511,52.3406836)";"POINT(52.3406836,4.8131511)";4.8131511;52.3406836;
28135;"ULCARPIN";2005;"Onbekend";"0-6 m";"";"POINT(4.8125679,52.3868987)";"POINT(52.3868987,4.8125679)";4.8125679;52.3868987;
28136;"ULHWREDE";2005;"Onbekend";"0-6 m";"";"POINT(4.8131788,52.3406493)";"POINT(52.3406493,4.8131788)";4.8131788;52.3406493;
28137;"ULHWREDE";1990;"Onbekend";"6-9 m";"";"POINT(4.8126061,52.3854491)";"POINT(52.3854491,4.8126061)";4.8126061;52.3854491;
28138;"ULHWREDE";1995;"Onbekend";"6-9 m";"";"POINT(4.8126419,52.3870246)";"POINT(52.3870246,4.8126419)";4.8126419;52.3870246;
28139;"ULHWREDE";1995;"Onbekend";"6-9 m";"";"POINT(4.8128159,52.3872)";"POINT(52.3872,4.8128159)";4.8128159;52.3872;
28140;"ULHWREDE";1995;"Onbekend";"6-9 m";"";"POINT(4.8130252,52.3873908)";"POINT(52.3873908,4.8130252)";4.8130252;52.3873908;
28141;"ULCARPIN";2000;"Onbekend";"6-9 m";"";"POINT(4.8137348,52.3413436)";"POINT(52.3413436,4.8137348)";4.8137348;52.3413436;
28142;"ULHWREDE";1990;"Onbekend";"9-12 m";"";"POINT(4.813225,52.3859603)";"POINT(52.3859603,4.813225)";4.813225;52.3859603;
28143;"ULHWREDE";1990;"Onbekend";"9-12 m";"";"POINT(4.8135769,52.3855788)";"POINT(52.3855788,4.8135769)";4.8135769;52.3855788;
28144;"ULHWREDE";1995;"Onbekend";"9-12 m";"";"POINT(4.814224,52.3406607)";"POINT(52.3406607,4.814224)";4.814224;52.3406607;
28145;"ULCARPIN";2005;"Onbekend";"0-6 m";"";"POINT(4.8138382,52.3869635)";"POINT(52.3869635,4.8138382)";4.8138382;52.3869635;
28146;"ULCARPIN";2000;"Onbekend";"6-9 m";"";"POINT(4.814533,52.3413893)";"POINT(52.3413893,4.814533)";4.814533;52.3413893;
28147;"ULHWREDE";2005;"Onbekend";"0-6 m";"";"POINT(4.8146679,52.3400961)";"POINT(52.3400961,4.8146679)";4.8146679;52.3400961;
28148;"ULHWREDE";1990;"Onbekend";"9-12 m";"";"POINT(4.8149579,52.340203)";"POINT(52.340203,4.8149579)";4.8149579;52.340203;
28149;"ULHWREDE";2000;"Onbekend";"0-6 m";"";"POINT(4.8150322,52.3406722)";"POINT(52.3406722,4.8150322)";4.8150322;52.3406722;
28150;"ULCARPIN";2010;"Onbekend";"0-6 m";"";"POINT(4.8145201,52.3856856)";"POINT(52.3856856,4.8145201)";4.8145201;52.3856856;
28151;"ULHWREDE";2005;"Onbekend";"0-6 m";"";"POINT(4.8145769,52.3869521)";"POINT(52.3869521,4.8145769)";4.8145769;52.3869521;
28152;"ULHWREDE";2005;"Onbekend";"0-6 m";"";"POINT(4.8146808,52.387078)";"POINT(52.387078,4.8146808)";4.8146808;52.387078;
28153;"ULHWREDE";1995;"Onbekend";"6-9 m";"";"POINT(4.8148081,52.3869216)";"POINT(52.3869216,4.8148081)";4.8148081;52.3869216;
28154;"ULHWREDE";1995;"Onbekend";"6-9 m";"";"POINT(4.8148882,52.3869483)";"POINT(52.3869483,4.8148882)";4.8148882;52.3869483;
28155;"ULHWREDE";1995;"Onbekend";"6-9 m";"";"POINT(4.8149559,52.3869177)";"POINT(52.3869177,4.8149559)";4.8149559;52.3869177;
28156;"ULCARPIN";2010;"Onbekend";"0-6 m";"";"POINT(4.8153012,52.3853957)";"POINT(52.3853957,4.8153012)";4.8153012;52.3853957;
28157;"ULCARPIN";2010;"Onbekend";"0-6 m";"";"POINT(4.8153269,52.3856322)";"POINT(52.3856322,4.8153269)";4.8153269;52.3856322;
28158;"ULHWREDE";2000;"Onbekend";"0-6 m";"";"POINT(4.8159168,52.3404357)";"POINT(52.3404357,4.8159168)";4.8159168;52.3404357;
28159;"ULHWREDE";2005;"Onbekend";"0-6 m";"";"POINT(4.8154881,52.3869254)";"POINT(52.3869254,4.8154881)";4.8154881;52.3869254;
28160;"ULHWREDE";1995;"Onbekend";"6-9 m";"";"POINT(4.8155248,52.387448)";"POINT(52.387448,4.8155248)";4.8155248;52.387448;
28161;"ULHWREDE";1995;"Onbekend";"6-9 m";"";"POINT(4.8157971,52.3872611)";"POINT(52.3872611,4.8157971)";4.8157971;52.3872611;
28162;"ULHWREDE";1990;"Onbekend";"9-12 m";"";"POINT(4.8165071,52.3413703)";"POINT(52.3413703,4.8165071)";4.8165071;52.3413703;
28163;"ULHWREDE";1980;"Onbekend";"9-12 m";"";"POINT(4.8165848,52.3406302)";"POINT(52.3406302,4.8165848)";4.8165848;52.3406302;
28164;"ULCARPIN";2010;"Onbekend";"0-6 m";"";"POINT(4.8164232,52.3853881)";"POINT(52.3853881,4.8164232)";4.8164232;52.3853881;
28165;"ULCARPIN";1990;"Onbekend";"9-12 m";"";"POINT(4.817414,52.3405768)";"POINT(52.3405768,4.817414)";4.817414;52.3405768;
28166;"ULCAMPER";1980;"Onbekend";"0-6 m";"";"POINT(4.817445,52.3399512)";"POINT(52.3399512,4.817445)";4.817445;52.3399512;
28167;"ULCARPIN";1980;"Onbekend";"9-12 m";"";"POINT(4.817455,52.3401152)";"POINT(52.3401152,4.817455)";4.817455;52.3401152;
28168;"ULHWREDE";1990;"Onbekend";"6-9 m";"";"POINT(4.832484,52.3366629)";"POINT(52.3366629,4.832484)";4.832484;52.3366629;
28169;"ULCARPIN";2000;"Onbekend";"0-6 m";"";"POINT(4.8325689,52.3373534)";"POINT(52.3373534,4.8325689)";4.8325689;52.3373534;
28170;"ULHWREDE";1990;"Onbekend";"6-9 m";"";"POINT(4.832586,52.3370825)";"POINT(52.3370825,4.832586)";4.832586;52.3370825;
28171;"ULCARPIN";2000;"Onbekend";"0-6 m";"";"POINT(4.8326199,52.3373801)";"POINT(52.3373801,4.8326199)";4.8326199;52.3373801;
28172;"ULHWREDE";1990;"Onbekend";"9-12 m";"";"POINT(4.83271,52.3332106)";"POINT(52.3332106,4.83271)";4.83271;52.3332106;
28173;"ULCARPIN";2000;"Onbekend";"0-6 m";"";"POINT(4.8326628,52.3373839)";"POINT(52.3373839,4.8326628)";4.8326628;52.3373839;
28174;"ULCARPIN";2000;"Onbekend";"0-6 m";"";"POINT(4.8327591,52.3373953)";"POINT(52.3373953,4.8327591)";4.8327591;52.3373953;
28175;"ULCARPIN";2000;"Onbekend";"0-6 m";"";"POINT(4.8327982,52.3373839)";"POINT(52.3373839,4.8327982)";4.8327982;52.3373839;
28176;"ULHWREDE";1990;"Onbekend";"6-9 m";"";"POINT(4.8328741,52.3369452)";"POINT(52.3369452,4.8328741)";4.8328741;52.3369452;
28177;"ULHWREDE";1990;"Onbekend";"6-9 m";"";"POINT(4.8329351,52.3368155)";"POINT(52.3368155,4.8329351)";4.8329351;52.3368155;
28178;"ULHWREDE";1990;"Onbekend";"9-12 m";"";"POINT(4.8335268,52.3336302)";"POINT(52.3336302,4.8335268)";4.8335268;52.3336302;
28179;"ULHWREDE";1980;"Onbekend";"9-12 m";"";"POINT(4.8335488,52.3370597)";"POINT(52.3370597,4.8335488)";4.8335488;52.3370597;
28180;"ULHWREDE";1990;"Onbekend";"6-9 m";"";"POINT(4.8339159,52.3342749)";"POINT(52.3342749,4.8339159)";4.8339159;52.3342749;
28181;"ULHWREDE";2000;"Onbekend";"0-6 m";"";"POINT(4.8340442,52.3370635)";"POINT(52.3370635,4.8340442)";4.8340442;52.3370635;
28182;"ULHWREDE";2000;"Onbekend";"0-6 m";"";"POINT(4.8344972,52.3346411)";"POINT(52.3346411,4.8344972)";4.8344972;52.3346411;
28183;"ULHWREDE";2000;"Onbekend";"0-6 m";"";"POINT(4.8347542,52.3342635)";"POINT(52.3342635,4.8347542)";4.8347542;52.3342635;
28184;"ULHWREDE";1995;"Onbekend";"0-6 m";"";"POINT(4.8349569,52.3337638)";"POINT(52.3337638,4.8349569)";4.8349569;52.3337638;
28185;"ULHWREDE";1995;"Onbekend";"0-6 m";"";"POINT(4.8351319,52.3340003)";"POINT(52.3340003,4.8351319)";4.8351319;52.3340003;
28186;"ULHWREDE";1990;"Onbekend";"0-6 m";"";"POINT(4.8351738,52.3336836)";"POINT(52.3336836,4.8351738)";4.8351738;52.3336836;
28187;"ULCARPIN";1990;"Onbekend";"12-15 m";"";"POINT(4.8360841,52.3369528)";"POINT(52.3369528,4.8360841)";4.8360841;52.3369528;
28188;"ULHWREDE";2005;"Onbekend";"0-6 m";"";"POINT(4.8361409,52.335446)";"POINT(52.335446,4.8361409)";4.8361409;52.335446;
28189;"ULCARPIN";2000;"Onbekend";"6-9 m";"";"POINT(4.8361981,52.3353469)";"POINT(52.3353469,4.8361981)";4.8361981;52.3353469;
28190;"ULHWREDE";2000;"Onbekend";"0-6 m";"";"POINT(4.8362429,52.3355834)";"POINT(52.3355834,4.8362429)";4.8362429;52.3355834;
28191;"ULCARPIN";1995;"Onbekend";"6-9 m";"";"POINT(4.8364208,52.3361899)";"POINT(52.3361899,4.8364208)";4.8364208;52.3361899;
28192;"ULCARPIN";1995;"Onbekend";"6-9 m";"";"POINT(4.8364379,52.3360983)";"POINT(52.3360983,4.8364379)";4.8364379;52.3360983;
