OBJECTNUMMER;Soort;Plantjaar;Stamdiameter;Hoogte;Beplantingssituatie;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
27264;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8727419,52.3482253)";"POINT(52.3482253,4.8727419)";4.8727419;52.3482253;
27265;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8727519,52.3480078)";"POINT(52.3480078,4.8727519)";4.8727519;52.3480078;
27266;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8727982,52.3476454)";"POINT(52.3476454,4.8727982)";4.8727982;52.3476454;
27267;"ULCWREDE";0;"Onbekend";"";"";"POINT(4.8728211,52.3475424)";"POINT(52.3475424,4.8728211)";4.8728211;52.3475424;
27268;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8727219,52.3575522)";"POINT(52.3575522,4.8727219)";4.8727219;52.3575522;
27269;"ULMINOR";0;"Onbekend";"";"";"POINT(4.87311,52.3269965)";"POINT(52.3269965,4.87311)";4.87311;52.3269965;
27270;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8729732,52.3458373)";"POINT(52.3458373,4.8729732)";4.8729732;52.3458373;
27271;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8729989,52.3457457)";"POINT(52.3457457,4.8729989)";4.8729989;52.3457457;
27272;"ULMINOR";0;"Onbekend";"";"";"POINT(4.8734758,52.3264548)";"POINT(52.3264548,4.8734758)";4.8734758;52.3264548;
27273;"ULMINOR";0;"Onbekend";"";"";"POINT(4.873481,52.3262946)";"POINT(52.3262946,4.873481)";4.873481;52.3262946;
27274;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8736331,52.351956)";"POINT(52.351956,4.8736331)";4.8736331;52.351956;
27275;"ULCWREDE";0;"Onbekend";"";"";"POINT(4.8738391,52.353337)";"POINT(52.353337,4.8738391)";4.8738391;52.353337;
27276;"ULMINOR";0;"Onbekend";"";"";"POINT(4.8742802,52.3236281)";"POINT(52.3236281,4.8742802)";4.8742802;52.3236281;
27277;"ULMINOR";0;"Onbekend";"";"";"POINT(4.8742812,52.3237959)";"POINT(52.3237959,4.8742812)";4.8742812;52.3237959;
27278;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8741372,52.3448569)";"POINT(52.3448569,4.8741372)";4.8741372;52.3448569;
27279;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8743589,52.3517615)";"POINT(52.3517615,4.8743589)";4.8743589;52.3517615;
27280;"ULCWREDE";0;"Onbekend";"";"";"POINT(4.8744399,52.3503462)";"POINT(52.3503462,4.8744399)";4.8744399;52.3503462;
27281;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8744042,52.3577658)";"POINT(52.3577658,4.8744042)";4.8744042;52.3577658;
27282;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8745139,52.349507)";"POINT(52.349507,4.8745139)";4.8745139;52.349507;
27283;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.874738,52.3448836)";"POINT(52.3448836,4.874738)";4.874738;52.3448836;
27284;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8748839,52.3579299)";"POINT(52.3579299,4.8748839)";4.8748839;52.3579299;
27285;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8749449,52.3574568)";"POINT(52.3574568,4.8749449)";4.8749449;52.3574568;
27286;"ULCWREDE";0;"Onbekend";"";"";"POINT(4.875386,52.3234068)";"POINT(52.3234068,4.875386)";4.875386;52.3234068;
27287;"ULMINOR";0;"Onbekend";"";"";"POINT(4.8753931,52.3234679)";"POINT(52.3234679,4.8753931)";4.8753931;52.3234679;
27288;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.875201,52.3555037)";"POINT(52.3555037,4.875201)";4.875201;52.3555037;
27289;"ULCWREDE";0;"Onbekend";"";"";"POINT(4.8757079,52.3241202)";"POINT(52.3241202,4.8757079)";4.8757079;52.3241202;
27290;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.875468,52.3502852)";"POINT(52.3502852,4.875468)";4.875468;52.3502852;
27291;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8756802,52.3495223)";"POINT(52.3495223,4.8756802)";4.8756802;52.3495223;
27292;"ULCARPIN";2000;"Onbekend";"0-6 m";"";"POINT(4.8758352,52.3458144)";"POINT(52.3458144,4.8758352)";4.8758352;52.3458144;
27293;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8760478,52.3580557)";"POINT(52.3580557,4.8760478)";4.8760478;52.3580557;
27294;"ULCWREDE";0;"Onbekend";"";"";"POINT(4.876641,52.323178)";"POINT(52.323178,4.876641)";4.876641;52.323178;
27295;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8763301,52.3513991)";"POINT(52.3513991,4.8763301)";4.8763301;52.3513991;
27296;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8766,52.3501822)";"POINT(52.3501822,4.8766)";4.8766;52.3501822;
27297;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8766701,52.3743102)";"POINT(52.3743102,4.8766701)";4.8766701;52.3743102;
27298;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8772638,52.3535468)";"POINT(52.3535468,4.8772638)";4.8772638;52.3535468;
27299;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8774049,52.3449904)";"POINT(52.3449904,4.8774049)";4.8774049;52.3449904;
27300;"ULCSARNI";0;"Onbekend";"";"";"POINT(4.8774812,52.3522879)";"POINT(52.3522879,4.8774812)";4.8774812;52.3522879;
27301;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8776009,52.3459555)";"POINT(52.3459555,4.8776009)";4.8776009;52.3459555;
27302;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8775661,52.3535391)";"POINT(52.3535391,4.8775661)";4.8775661;52.3535391;
27303;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8777401,52.3538634)";"POINT(52.3538634,4.8777401)";4.8777401;52.3538634;
27304;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8777411,52.3585097)";"POINT(52.3585097,4.8777411)";4.8777411;52.3585097;
27305;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8779099,52.3450858)";"POINT(52.3450858,4.8779099)";4.8779099;52.3450858;
27306;"ULMINOR";0;"Onbekend";"";"";"POINT(4.8782432,52.3233801)";"POINT(52.3233801,4.8782432)";4.8782432;52.3233801;
27307;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8780448,52.350949)";"POINT(52.350949,4.8780448)";4.8780448;52.350949;
27308;"ULCARPIN";1990;"Onbekend";"6-9 m";"";"POINT(4.8781812,52.3592307)";"POINT(52.3592307,4.8781812)";4.8781812;52.3592307;
27309;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8783081,52.350968)";"POINT(52.350968,4.8783081)";4.8783081;52.350968;
27310;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8785059,52.3451964)";"POINT(52.3451964,4.8785059)";4.8785059;52.3451964;
27311;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8787219,52.3510443)";"POINT(52.3510443,4.8787219)";4.8787219;52.3510443;
27312;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.878886,52.3499495)";"POINT(52.3499495,4.878886)";4.878886;52.3499495;
27313;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8790982,52.3455206)";"POINT(52.3455206,4.8790982)";4.8790982;52.3455206;
27314;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.879081,52.3789832)";"POINT(52.3789832,4.879081)";4.879081;52.3789832;
27315;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8791091,52.3781706)";"POINT(52.3781706,4.8791091)";4.8791091;52.3781706;
27316;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8791339,52.3794333)";"POINT(52.3794333,4.8791339)";4.8791339;52.3794333;
27317;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8792579,52.3784033)";"POINT(52.3784033,4.8792579)";4.8792579;52.3784033;
27318;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8795769,52.3507392)";"POINT(52.3507392,4.8795769)";4.8795769;52.3507392;
27319;"ULMINOR";0;"Onbekend";"";"";"POINT(4.8799112,52.3238722)";"POINT(52.3238722,4.8799112)";4.8799112;52.3238722;
27320;"ULMINOR";0;"Onbekend";"";"";"POINT(4.8798578,52.3296324)";"POINT(52.3296324,4.8798578)";4.8798578;52.3296324;
27321;"ULCWREDE";0;"Onbekend";"";"";"POINT(4.879822,52.3343207)";"POINT(52.3343207,4.879822)";4.879822;52.3343207;
27322;"ULMINOR";0;"Onbekend";"";"";"POINT(4.880079,52.3297965)";"POINT(52.3297965,4.880079)";4.880079;52.3297965;
27323;"ULMINOR";0;"Onbekend";"";"";"POINT(4.8800819,52.3296553)";"POINT(52.3296553,4.8800819)";4.8800819;52.3296553;
27324;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8796861,52.3657614)";"POINT(52.3657614,4.8796861)";4.8796861;52.3657614;
27325;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8798082,52.3555304)";"POINT(52.3555304,4.8798082)";4.8798082;52.3555304;
27326;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.879605,52.3797728)";"POINT(52.3797728,4.879605)";4.879605;52.3797728;
27327;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8798101,52.3772399)";"POINT(52.3772399,4.8798101)";4.8798101;52.3772399;
27328;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8805082,52.3471762)";"POINT(52.3471762,4.8805082)";4.8805082;52.3471762;
27329;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.880265,52.3689162)";"POINT(52.3689162,4.880265)";4.880265;52.3689162;
27330;"ULHOLL";0;"Onbekend";"";"";"POINT(4.8803799,52.3657614)";"POINT(52.3657614,4.8803799)";4.8803799;52.3657614;
27331;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8803852,52.3769194)";"POINT(52.3769194,4.8803852)";4.8803852;52.3769194;
27332;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8805692,52.3650061)";"POINT(52.3650061,4.8805692)";4.8805692;52.3650061;
27333;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8806121,52.3664366)";"POINT(52.3664366,4.8806121)";4.8806121;52.3664366;
27334;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8807981,52.3504759)";"POINT(52.3504759,4.8807981)";4.8807981;52.3504759;
27335;"ULCWREDE";0;"Onbekend";"";"";"POINT(4.8810928,52.3308798)";"POINT(52.3308798,4.8810928)";4.8810928;52.3308798;
27336;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8807461,52.3652159)";"POINT(52.3652159,4.8807461)";4.8807461;52.3652159;
27337;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8808882,52.377381)";"POINT(52.377381,4.8808882)";4.8808882;52.377381;
27338;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.881005,52.3776976)";"POINT(52.3776976,4.881005)";4.881005;52.3776976;
27339;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8813288,52.3511893)";"POINT(52.3511893,4.8813288)";4.8813288;52.3511893;
27340;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.881233,52.3662993)";"POINT(52.3662993,4.881233)";4.881233;52.3662993;
27341;"ULCWREDE";0;"Onbekend";"";"";"POINT(4.8814132,52.3514144)";"POINT(52.3514144,4.8814132)";4.8814132;52.3514144;
27342;"ULCWREDE";0;"Onbekend";"";"";"POINT(4.8815868,52.3472106)";"POINT(52.3472106,4.8815868)";4.8815868;52.3472106;
27343;"ULMINOR";0;"Onbekend";"";"";"POINT(4.881839,52.3317153)";"POINT(52.3317153,4.881839)";4.881839;52.3317153;
27344;"ULCWREDE";0;"Onbekend";"";"";"POINT(4.881727,52.3470313)";"POINT(52.3470313,4.881727)";4.881727;52.3470313;
27345;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8818238,52.3460509)";"POINT(52.3460509,4.8818238)";4.8818238;52.3460509;
27346;"ULCWREDE";0;"Onbekend";"";"";"POINT(4.8820112,52.3344275)";"POINT(52.3344275,4.8820112)";4.8820112;52.3344275;
27347;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.881583,52.3730895)";"POINT(52.3730895,4.881583)";4.881583;52.3730895;
27348;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8818462,52.3500907)";"POINT(52.3500907,4.8818462)";4.8818462;52.3500907;
27349;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8819292,52.3729598)";"POINT(52.3729598,4.8819292)";4.8819292;52.3729598;
27350;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8821809,52.3513762)";"POINT(52.3513762,4.8821809)";4.8821809;52.3513762;
27351;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8820321,52.3674437)";"POINT(52.3674437,4.8820321)";4.8820321;52.3674437;
27352;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8819702,52.3823325)";"POINT(52.3823325,4.8819702)";4.8819702;52.3823325;
27353;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8821428,52.3674666)";"POINT(52.3674666,4.8821428)";4.8821428;52.3674666;
27354;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8824699,52.3471305)";"POINT(52.3471305,4.8824699)";4.8824699;52.3471305;
27355;"ULMINOR";0;"Onbekend";"";"";"POINT(4.8827989,52.324536)";"POINT(52.324536,4.8827989)";4.8827989;52.324536;
27356;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.882622,52.359429)";"POINT(52.359429,4.882622)";4.882622;52.359429;
27357;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8824322,52.384194)";"POINT(52.384194,4.8824322)";4.8824322;52.384194;
27358;"ULCWREDE";0;"Onbekend";"";"";"POINT(4.8831432,52.3236014)";"POINT(52.3236014,4.8831432)";4.8831432;52.3236014;
27359;"ULCWREDE";0;"Onbekend";"";"";"POINT(4.8830411,52.3464667)";"POINT(52.3464667,4.8830411)";4.8830411;52.3464667;
27360;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8830469,52.3478629)";"POINT(52.3478629,4.8830469)";4.8830469;52.3478629;
27361;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.883055,52.3492323)";"POINT(52.3492323,4.883055)";4.883055;52.3492323;
27362;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8830769,52.3544089)";"POINT(52.3544089,4.8830769)";4.8830769;52.3544089;
27363;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8831961,52.3491179)";"POINT(52.3491179,4.8831961)";4.8831961;52.3491179;
27364;"ULCWREDE";0;"Onbekend";"";"";"POINT(4.8834922,52.3238875)";"POINT(52.3238875,4.8834922)";4.8834922;52.3238875;
27365;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.883075,52.3667761)";"POINT(52.3667761,4.883075)";4.883075;52.3667761;
27366;"ULGSERPE";0;"Onbekend";"";"";"POINT(4.8833539,52.3475424)";"POINT(52.3475424,4.8833539)";4.8833539;52.3475424;
27367;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8832819,52.3544623)";"POINT(52.3544623,4.8832819)";4.8832819;52.3544623;
27368;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8831241,52.3854834)";"POINT(52.3854834,4.8831241)";4.8831241;52.3854834;
27369;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8836052,52.3491522)";"POINT(52.3491522,4.8836052)";4.8836052;52.3491522;
27370;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.883652,52.3575026)";"POINT(52.3575026,4.883652)";4.883652;52.3575026;
27371;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8837202,52.3629386)";"POINT(52.3629386,4.8837202)";4.8837202;52.3629386;
27372;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.883929,52.3575827)";"POINT(52.3575827,4.883929)";4.883929;52.3575827;
27373;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8837321,52.3769118)";"POINT(52.3769118,4.8837321)";4.8837321;52.3769118;
27374;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8836381,52.3863379)";"POINT(52.3863379,4.8836381)";4.8836381;52.3863379;
27375;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8841598,52.355683)";"POINT(52.355683,4.8841598)";4.8841598;52.355683;
27376;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8840039,52.3737494)";"POINT(52.3737494,4.8840039)";4.8840039;52.3737494;
27377;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.884165,52.3692786)";"POINT(52.3692786,4.884165)";4.884165;52.3692786;
27378;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.884218,52.3692748)";"POINT(52.3692748,4.884218)";4.884218;52.3692748;
27379;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8841569,52.3766867)";"POINT(52.3766867,4.8841569)";4.8841569;52.3766867;
27380;"ULCWREDE";0;"Onbekend";"";"";"POINT(4.884434,52.3567893)";"POINT(52.3567893,4.884434)";4.884434;52.3567893;
27381;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.884104,52.3864218)";"POINT(52.3864218,4.884104)";4.884104;52.3864218;
27382;"ULCWREDE";0;"Onbekend";"";"";"POINT(4.8844759,52.3556525)";"POINT(52.3556525,4.8844759)";4.8844759;52.3556525;
27383;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.884568,52.34924)";"POINT(52.34924,4.884568)";4.884568;52.34924;
27384;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8846772,52.3564726)";"POINT(52.3564726,4.8846772)";4.8846772;52.3564726;
27385;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8843982,52.3836943)";"POINT(52.3836943,4.8843982)";4.8843982;52.3836943;
27386;"ULMMINOR";0;"Onbekend";"";"";"POINT(4.884423,52.3857619)";"POINT(52.3857619,4.884423)";4.884423;52.3857619;
27387;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8848388,52.3585364)";"POINT(52.3585364,4.8848388)";4.8848388;52.3585364;
27388;"ULGEXONI";0;"Onbekend";"";"";"POINT(4.8849242,52.3518683)";"POINT(52.3518683,4.8849242)";4.8849242;52.3518683;
27389;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8845718,52.3845259)";"POINT(52.3845259,4.8845718)";4.8845718;52.3845259;
27390;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8848889,52.3587462)";"POINT(52.3587462,4.8848889)";4.8848889;52.3587462;
27391;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.884979,52.3771597)";"POINT(52.3771597,4.884979)";4.884979;52.3771597;
27392;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8850868,52.3682753)";"POINT(52.3682753,4.8850868)";4.8850868;52.3682753;
27393;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8849409,52.3817793)";"POINT(52.3817793,4.8849409)";4.8849409;52.3817793;
27394;"ULCWREDE";0;"Onbekend";"";"";"POINT(4.8853648,52.3458258)";"POINT(52.3458258,4.8853648)";4.8853648;52.3458258;
27395;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.88501,52.3876807)";"POINT(52.3876807,4.88501)";4.88501;52.3876807;
27396;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.885072,52.3833243)";"POINT(52.3833243,4.885072)";4.885072;52.3833243;
27397;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8851821,52.3776175)";"POINT(52.3776175,4.8851821)";4.8851821;52.3776175;
27398;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.885092,52.3876654)";"POINT(52.3876654,4.885092)";4.885092;52.3876654;
27399;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8854449,52.35735)";"POINT(52.35735,4.8854449)";4.8854449;52.35735;
27400;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.885525,52.3855139)";"POINT(52.3855139,4.885525)";4.885525;52.3855139;
27401;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8855369,52.3868834)";"POINT(52.3868834,4.8855369)";4.8855369;52.3868834;
27402;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8858402,52.3685118)";"POINT(52.3685118,4.8858402)";4.8858402;52.3685118;
27403;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8857701,52.3815009)";"POINT(52.3815009,4.8857701)";4.8857701;52.3815009;
27404;"ULCWREDE";0;"Onbekend";"";"";"POINT(4.8863199,52.3452155)";"POINT(52.3452155,4.8863199)";4.8863199;52.3452155;
27405;"ULMINOR";0;"Onbekend";"";"";"POINT(4.886625,52.3275649)";"POINT(52.3275649,4.886625)";4.886625;52.3275649;
27406;"ULCWREDE";0;"Onbekend";"";"";"POINT(4.8867118,52.3243262)";"POINT(52.3243262,4.8867118)";4.8867118;52.3243262;
27407;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8862922,52.3666846)";"POINT(52.3666846,4.8862922)";4.8862922;52.3666846;
27408;"ULMMINOR";0;"Onbekend";"";"";"POINT(4.8861768,52.3834654)";"POINT(52.3834654,4.8861768)";4.8861768;52.3834654;
27409;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8862359,52.385121)";"POINT(52.385121,4.8862359)";4.8862359;52.385121;
27410;"ULGCAMPE";0;"Onbekend";"";"";"POINT(4.8862722,52.3828436)";"POINT(52.3828436,4.8862722)";4.8862722;52.3828436;
27411;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8862569,52.3852927)";"POINT(52.3852927,4.8862569)";4.8862569;52.3852927;
27412;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8864849,52.3725669)";"POINT(52.3725669,4.8864849)";4.8864849;52.3725669;
27413;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8863771,52.3861205)";"POINT(52.3861205,4.8863771)";4.8863771;52.3861205;
27414;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.886481,52.3851096)";"POINT(52.3851096,4.886481)";4.886481;52.3851096;
27415;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8866661,52.3857428)";"POINT(52.3857428,4.8866661)";4.8866661;52.3857428;
27416;"ULMINOR";0;"Onbekend";"";"";"POINT(4.8873951,52.3311698)";"POINT(52.3311698,4.8873951)";4.8873951;52.3311698;
27417;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8871028,52.3639495)";"POINT(52.3639495,4.8871028)";4.8871028;52.3639495;
27418;"WN";0;"Onbekend";"";"";"POINT(4.8873241,52.3511168)";"POINT(52.3511168,4.8873241)";4.8873241;52.3511168;
27419;"ULMINOR";0;"Onbekend";"";"";"POINT(4.8873918,52.3459212)";"POINT(52.3459212,4.8873918)";4.8873918;52.3459212;
27420;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8869588,52.3848425)";"POINT(52.3848425,4.8869588)";4.8869588;52.3848425;
27421;"ULMMIN";0;"Onbekend";"";"";"POINT(4.887398,52.3460929)";"POINT(52.3460929,4.887398)";4.887398;52.3460929;
27422;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8869269,52.3880126)";"POINT(52.3880126,4.8869269)";4.8869269;52.3880126;
27423;"ULMINOR";0;"Onbekend";"";"";"POINT(4.8873579,52.3518569)";"POINT(52.3518569,4.8873579)";4.8873579;52.3518569;
27424;"ULCWREDE";0;"Onbekend";"";"";"POINT(4.887428,52.3462378)";"POINT(52.3462378,4.887428)";4.887428;52.3462378;
27425;"ULMINOR";0;"Onbekend";"";"";"POINT(4.887531,52.345307)";"POINT(52.345307,4.887531)";4.887531;52.345307;
27426;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8871462,52.3844878)";"POINT(52.3844878,4.8871462)";4.8871462;52.3844878;
27427;"ULGSERPE";0;"Onbekend";"";"";"POINT(4.8871849,52.3866278)";"POINT(52.3866278,4.8871849)";4.8871849;52.3866278;
27428;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8876011,52.361592)";"POINT(52.361592,4.8876011)";4.8876011;52.361592;
27429;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8874118,52.3844802)";"POINT(52.3844802,4.8874118)";4.8874118;52.3844802;
27430;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8873942,52.388024)";"POINT(52.388024,4.8873942)";4.8873942;52.388024;
27431;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8877928,52.381272)";"POINT(52.381272,4.8877928)";4.8877928;52.381272;
27432;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8880222,52.3629386)";"POINT(52.3629386,4.8880222)";4.8880222;52.3629386;
27433;"ULMINOR";0;"Onbekend";"";"";"POINT(4.8883202,52.347573)";"POINT(52.347573,4.8883202)";4.8883202;52.347573;
27434;"ULMINOR";0;"Onbekend";"";"";"POINT(4.8882592,52.3543135)";"POINT(52.3543135,4.8882592)";4.8882592;52.3543135;
27435;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.888243,52.3622862)";"POINT(52.3622862,4.888243)";4.888243;52.3622862;
27436;"WN";0;"Onbekend";"";"";"POINT(4.8884079,52.3565108)";"POINT(52.3565108,4.8884079)";4.8884079;52.3565108;
27437;"ULCWREDE";0;"Onbekend";"";"";"POINT(4.8888032,52.3275305)";"POINT(52.3275305,4.8888032)";4.8888032;52.3275305;
27438;"ULMINOR";0;"Onbekend";"";"";"POINT(4.8885481,52.3543517)";"POINT(52.3543517,4.8885481)";4.8885481;52.3543517;
27439;"ULMINOR";0;"Onbekend";"";"";"POINT(4.8886239,52.3580443)";"POINT(52.3580443,4.8886239)";4.8886239;52.3580443;
27440;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8884661,52.3850981)";"POINT(52.3850981,4.8884661)";4.8884661;52.3850981;
27441;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8885071,52.3840796)";"POINT(52.3840796,4.8885071)";4.8885071;52.3840796;
27442;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8884962,52.3853995)";"POINT(52.3853995,4.8884962)";4.8884962;52.3853995;
27443;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8886301,52.3859908)";"POINT(52.3859908,4.8886301)";4.8886301;52.3859908;
27444;"WN";0;"Onbekend";"";"";"POINT(4.8890812,52.3512236)";"POINT(52.3512236,4.8890812)";4.8890812;52.3512236;
27445;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8887732,52.3845412)";"POINT(52.3845412,4.8887732)";4.8887732;52.3845412;
27446;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8887842,52.3877265)";"POINT(52.3877265,4.8887842)";4.8887842;52.3877265;
27447;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8888009,52.3864638)";"POINT(52.3864638,4.8888009)";4.8888009;52.3864638;
27448;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8889182,52.377526)";"POINT(52.377526,4.8889182)";4.8889182;52.377526;
27449;"ULMINOR";0;"Onbekend";"";"";"POINT(4.8892729,52.3576361)";"POINT(52.3576361,4.8892729)";4.8892729;52.3576361;
27450;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8891551,52.3878447)";"POINT(52.3878447,4.8891551)";4.8891551;52.3878447;
27451;"ULMINOR";0;"Onbekend";"";"";"POINT(4.8896468,52.3466651)";"POINT(52.3466651,4.8896468)";4.8896468;52.3466651;
27452;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8892009,52.3867308)";"POINT(52.3867308,4.8892009)";4.8892009;52.3867308;
27453;"ULMSARNI";0;"Onbekend";"";"";"POINT(4.8892882,52.3837859)";"POINT(52.3837859,4.8892882)";4.8892882;52.3837859;
