OBJECTNUMMER;ABSREL;Stemdistrict;Stemlocatie;Opgeroepenen;Geldig;Blanco;Ongeldig;Opkomstpercentage;Grootste_partij;Grootste_aantal;Grootste_percentage;Tweede_partij;Tweede_aantal;Tweede_percentage;Verschil_aantal;Verschil_percentage;GROENLINKS;PvdA;D66;VVD;Partij_voor_de_Dieren;Forum_voor_Democratie;VOLT;DENK;SP;CDA;PVV;ChristenUnie_SGP;50PLUS;JEZUS_LEEFT;De_Groenen;vandeRegio_Piratenpartij;_GROENLINKS;_PvdA;_D66;_VVD;_Partij_voor_de_Dieren;_Forum_voor_Democratie;_VOLT;_DENK;_SP;_CDA;_PVV;_ChristenUnie_SGP;_50PLUS;_JEZUS_LEEFT;_De_Groenen;_vandeRegio_Piratenpartij;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
647;"REL";"266+270";"Anne Frankschool";2172;1589;4;3;73.5;"PvdA";0;23.3;"GROENLINKS";0;21.3;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.3;23.3;13.5;16.7;5.9;4.8;5.5;0.1;1.8;3.3;1.2;1.1;1.0;0;0.2;0.3;"POINT(4.8940022,52.3428008)";"POINT(52.3428008,4.8940022)";4.8940022;52.3428008;
648;"ABS";"267+268";"Pastorie Vredeskerk";2954;1371;3;1;46.5;"GROENLINKS";331;0;"PvdA";262;0;69;0;331;262;184;206;89;81;73;12;39;39;20;12;19;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8900459,52.3501631)";"POINT(52.3501631,4.8900459)";4.8900459;52.3501631;
649;"REL";"267+268";"Pastorie Vredeskerk";2954;1371;3;1;46.5;"GROENLINKS";0;24.1;"PvdA";0;19.1;0;5.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.1;19.1;13.4;15.0;6.5;5.9;5.3;0.9;2.8;2.8;1.5;0.9;1.4;0.1;0.1;0.1;"POINT(4.8900459,52.3501631)";"POINT(52.3501631,4.8900459)";4.8900459;52.3501631;
650;"ABS";"274+275+278";"gymzaal De Rivierenschool";4189;2013;3;8;48.3;"GROENLINKS";429;0;"PvdA";425;0;4;0;429;425;257;314;137;98;135;9;54;83;18;17;29;0;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9042299,52.3442351)";"POINT(52.3442351,4.9042299)";4.9042299;52.3442351;
651;"REL";"274+275+278";"gymzaal De Rivierenschool";4189;2013;3;8;48.3;"GROENLINKS";0;21.3;"PvdA";0;21.1;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.3;21.1;12.8;15.6;6.8;4.9;6.7;0.4;2.7;4.1;0.9;0.8;1.4;0;0.3;0.1;"POINT(4.9042299,52.3442351)";"POINT(52.3442351,4.9042299)";4.9042299;52.3442351;
652;"ABS";"276+277";"Remise Lekstraat";3325;1536;0;2;46.3;"GROENLINKS";344;0;"PvdA";297;0;47;0;344;297;206;225;108;107;74;15;43;46;23;16;18;0;6;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.909085,52.3457572)";"POINT(52.3457572,4.909085)";4.909085;52.3457572;
653;"REL";"276+277";"Remise Lekstraat";3325;1536;0;2;46.3;"GROENLINKS";0;22.4;"PvdA";0;19.3;0;3.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22.4;19.3;13.4;14.6;7.0;7.0;4.8;1.0;2.8;3.0;1.5;1.0;1.2;0;0.4;0.5;"POINT(4.909085,52.3457572)";"POINT(52.3457572,4.909085)";4.909085;52.3457572;
654;"ABS";"293+294";"De Mirandabad";3194;1307;1;2;41.0;"PvdA";286;0;"GROENLINKS";247;0;39;0;247;286;164;180;94;109;63;15;32;50;27;14;17;1;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9022791,52.3387267)";"POINT(52.3387267,4.9022791)";4.9022791;52.3387267;
655;"REL";"293+294";"De Mirandabad";3194;1307;1;2;41.0;"PvdA";0;21.9;"GROENLINKS";0;18.9;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18.9;21.9;12.5;13.8;7.2;8.3;4.8;1.1;2.4;3.8;2.1;1.1;1.3;0.1;0.4;0.2;"POINT(4.9022791,52.3387267)";"POINT(52.3387267,4.9022791)";4.9022791;52.3387267;
656;"ABS";"295+296";"Gymzaal bij school De Ark";2226;1033;0;0;46.4;"PvdA";233;0;"VVD";180;0;53;0;138;233;89;180;59;107;34;5;19;58;37;34;35;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8747451,52.3266226)";"POINT(52.3266226,4.8747451)";4.8747451;52.3266226;
657;"REL";"295+296";"Gymzaal bij school De Ark";2226;1033;0;0;46.4;"PvdA";0;22.6;"VVD";0;17.4;0;5.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.4;22.6;8.6;17.4;5.7;10.4;3.3;0.5;1.8;5.6;3.6;3.3;3.4;0;0.3;0.2;"POINT(4.8747451,52.3266226)";"POINT(52.3266226,4.8747451)";4.8747451;52.3266226;
658;"ABS";"302+303";"Portocabin IJselplein";1896;940;2;5;49.9;"PvdA";211;0;"GROENLINKS";189;0;22;0;189;211;110;157;68;63;38;9;33;14;17;13;16;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9017432,52.3475424)";"POINT(52.3475424,4.9017432)";4.9017432;52.3475424;
659;"REL";"302+303";"Portocabin IJselplein";1896;940;2;5;49.9;"PvdA";0;22.4;"GROENLINKS";0;20.1;0;2.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.1;22.4;11.7;16.7;7.2;6.7;4.0;1.0;3.5;1.5;1.8;1.4;1.7;0;0.1;0.1;"POINT(4.9017432,52.3475424)";"POINT(52.3475424,4.9017432)";4.9017432;52.3475424;
660;"ABS";"305+306";"Multifunctioneel Centrum Binnenhof";2410;1482;1;5;61.7;"VVD";324;0;"PvdA";313;0;11;0;176;313;160;324;72;163;45;6;40;76;37;20;42;1;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8782298,52.3323104)";"POINT(52.3323104,4.8782298)";4.8782298;52.3323104;
661;"REL";"305+306";"Multifunctioneel Centrum Binnenhof";2410;1482;1;5;61.7;"VVD";0;21.9;"PvdA";0;21.1;0;0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.9;21.1;10.8;21.9;4.9;11.0;3.0;0.4;2.7;5.1;2.5;1.3;2.8;0.1;0.3;0.1;"POINT(4.8782298,52.3323104)";"POINT(52.3323104,4.8782298)";4.8782298;52.3323104;
662;"ABS";"315+316";"School Tijl Uilenspiegel";2264;965;2;3;42.8;"GROENLINKS";284;0;"PvdA";161;0;123;0;284;161;119;87;63;41;43;89;17;26;12;7;13;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8491719,52.377999)";"POINT(52.377999,4.8491719)";4.8491719;52.377999;
663;"REL";"315+316";"School Tijl Uilenspiegel";2264;965;2;3;42.8;"GROENLINKS";0;29.4;"PvdA";0;16.7;0;12.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29.4;16.7;12.3;9.0;6.5;4.2;4.5;9.2;1.8;2.7;1.2;0.7;1.3;0.1;0.2;0;"POINT(4.8491719,52.377999)";"POINT(52.377999,4.8491719)";4.8491719;52.377999;
664;"ABS";"326+327";"De Volksuniversiteit";2055;501;2;12;25.1;"GROENLINKS";132;0;"PvdA";74;0;58;0;132;74;56;44;33;19;19;70;11;8;5;10;13;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8451402,52.3786475)";"POINT(52.3786475,4.8451402)";4.8451402;52.3786475;
665;"REL";"326+327";"De Volksuniversiteit";2055;501;2;12;25.1;"GROENLINKS";0;26.3;"PvdA";0;14.8;0;11.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26.3;14.8;11.2;8.8;6.6;3.8;3.8;14.0;2.2;1.6;1.0;2.0;2.6;0.2;1.2;0;"POINT(4.8451402,52.3786475)";"POINT(52.3786475,4.8451402)";4.8451402;52.3786475;
666;"ABS";"343+344";"Het Talent";3884;717;1;4;18.6;"DENK";135;0;"PvdA";131;0;4;0;59;131;46;39;19;102;6;135;38;40;53;14;33;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.7990591,52.362805)";"POINT(52.362805,4.7990591)";4.7990591;52.362805;
667;"REL";"343+344";"Het Talent";3884;717;1;4;18.6;"DENK";0;18.8;"PvdA";0;18.3;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.2;18.3;6.4;5.4;2.6;14.2;0.8;18.8;5.3;5.6;7.4;2.0;4.6;0;0.1;0.1;"POINT(4.7990591,52.362805)";"POINT(52.362805,4.7990591)";4.7990591;52.362805;
668;"ABS";"359+361";"Huis van de Wijk De Aker";3204;782;1;3;24.5;"PvdA";165;0;"Forum voor Democratie";107;0;58;0;70;165;51;78;41;107;13;83;22;36;38;31;46;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.7821491,52.3550536)";"POINT(52.3550536,4.7821491)";4.7821491;52.3550536;
669;"REL";"359+361";"Huis van de Wijk De Aker";3204;782;1;3;24.5;"PvdA";0;21.1;"Forum voor Democratie";0;13.7;0;7.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.0;21.1;6.5;10.0;5.2;13.7;1.7;10.6;2.8;4.6;4.9;4.0;5.9;0;0;0.1;"POINT(4.7821491,52.3550536)";"POINT(52.3550536,4.7821491)";4.7821491;52.3550536;
670;"ABS";"364+365";"Horizon Brenner";3100;924;2;0;29.9;"PvdA";185;0;"Forum voor Democratie";128;0;57;0;106;185;47;121;44;128;21;62;47;34;38;17;64;1;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.7754109,52.3508154)";"POINT(52.3508154,4.7754109)";4.7754109;52.3508154;
671;"REL";"364+365";"Horizon Brenner";3100;924;2;0;29.9;"PvdA";0;20.0;"Forum voor Democratie";0;13.9;0;6.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.5;20.0;5.1;13.1;4.8;13.9;2.3;6.7;5.1;3.7;4.1;1.8;6.9;0.1;0.5;0.4;"POINT(4.7754109,52.3508154)";"POINT(52.3508154,4.7754109)";4.7754109;52.3508154;
672;"ABS";"366+367";"Obs de Horizon";3631;1363;1;2;37.6;"PvdA";326;0;"VVD";179;0;147;0;156;326;105;179;77;169;34;78;64;55;38;32;40;1;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.788389,52.3505293)";"POINT(52.3505293,4.788389)";4.788389;52.3505293;
673;"REL";"366+367";"Obs de Horizon";3631;1363;1;2;37.6;"PvdA";0;23.9;"VVD";0;13.1;0;10.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.4;23.9;7.7;13.1;5.6;12.4;2.5;5.7;4.7;4.0;2.8;2.3;2.9;0.1;0.2;0.4;"POINT(4.788389,52.3505293)";"POINT(52.3505293,4.788389)";4.788389;52.3505293;
674;"ABS";"376+377";"Basisschool De Wereldburger - gymgebouw";4014;755;0;3;18.9;"PvdA";151;0;"DENK";129;0;22;0;85;151;52;80;33;82;16;129;36;26;13;26;23;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8000519,52.35315)";"POINT(52.35315,4.8000519)";4.8000519;52.35315;
675;"REL";"376+377";"Basisschool De Wereldburger - gymgebouw";4014;755;0;3;18.9;"PvdA";0;20.0;"DENK";0;17.1;0;2.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.3;20.0;6.9;10.6;4.4;10.9;2.1;17.1;4.8;3.4;1.7;3.4;3.0;0;0;0.4;"POINT(4.8000519,52.35315)";"POINT(52.35315,4.8000519)";4.8000519;52.35315;
676;"ABS";"391+392";"De Spaarndammerhout";2594;1103;6;3;42.9;"GROENLINKS";308;0;"PvdA";211;0;97;0;308;211;154;148;60;54;65;18;20;23;15;5;13;1;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8787558,52.3927886)";"POINT(52.3927886,4.8787558)";4.8787558;52.3927886;
677;"REL";"391+392";"De Spaarndammerhout";2594;1103;6;3;42.9;"GROENLINKS";0;27.9;"PvdA";0;19.1;0;8.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27.9;19.1;14.0;13.4;5.4;4.9;5.9;1.6;1.8;2.1;1.4;0.5;1.2;0.1;0.5;0.3;"POINT(4.8787558,52.3927886)";"POINT(52.3927886,4.8787558)";4.8787558;52.3927886;
678;"ABS";"394+395";"De Bogt Westerbeer";2725;1235;3;6;45.7;"GROENLINKS";355;0;"PvdA";261;0;94;0;355;261;109;67;97;80;46;31;50;26;55;10;37;3;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.87833,52.3890044)";"POINT(52.3890044,4.87833)";4.87833;52.3890044;
679;"REL";"394+395";"De Bogt Westerbeer";2725;1235;3;6;45.7;"GROENLINKS";0;28.7;"PvdA";0;21.1;0;7.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.7;21.1;8.8;5.4;7.9;6.5;3.7;2.5;4.0;2.1;4.5;0.8;3.0;0.2;0.4;0.2;"POINT(4.87833,52.3890044)";"POINT(52.3890044,4.87833)";4.87833;52.3890044;
680;"ABS";"396+397";"De Zeeheld";2751;1120;3;2;40.9;"GROENLINKS";318;0;"PvdA";291;0;27;0;318;291;108;77;91;52;56;12;45;20;11;12;14;2;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8868248,52.3898741)";"POINT(52.3898741,4.8868248)";4.8868248;52.3898741;
681;"REL";"396+397";"De Zeeheld";2751;1120;3;2;40.9;"GROENLINKS";0;28.4;"PvdA";0;26.0;0;2.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.4;26.0;9.6;6.9;8.1;4.6;5.0;1.1;4.0;1.8;1.0;1.1;1.3;0.2;0.5;0.4;"POINT(4.8868248,52.3898741)";"POINT(52.3898741,4.8868248)";4.8868248;52.3898741;
682;"ABS";"398+399";"De Koperen Knoop";2165;1286;7;3;59.9;"GROENLINKS";382;0;"PvdA";268;0;114;0;382;268;138;87;123;78;52;11;57;27;23;13;19;0;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.876704,52.3834616)";"POINT(52.3834616,4.876704)";4.876704;52.3834616;
683;"REL";"398+399";"De Koperen Knoop";2165;1286;7;3;59.9;"GROENLINKS";0;29.7;"PvdA";0;20.8;0;8.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29.7;20.8;10.7;6.8;9.6;6.1;4.0;0.9;4.4;2.1;1.8;1.0;1.5;0;0.5;0.2;"POINT(4.876704,52.3834616)";"POINT(52.3834616,4.876704)";4.876704;52.3834616;
684;"ABS";"401+402";"Westerparkschool";2212;889;0;3;40.3;"GROENLINKS";245;0;"PvdA";200;0;45;0;245;200;95;35;100;40;42;32;44;15;6;6;18;1;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8770401,52.3848807)";"POINT(52.3848807,4.8770401)";4.8770401;52.3848807;
685;"REL";"401+402";"Westerparkschool";2212;889;0;3;40.3;"GROENLINKS";0;27.6;"PvdA";0;22.5;0;5.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27.6;22.5;10.7;3.9;11.2;4.5;4.7;3.6;4.9;1.7;0.7;0.7;2.0;0.1;0.7;0.4;"POINT(4.8770401,52.3848807)";"POINT(52.3848807,4.8770401)";4.8770401;52.3848807;
686;"ABS";"403+404";"School De Bron";2045;865;4;3;42.6;"GROENLINKS";282;0;"PvdA";161;0;121;0;282;161;101;68;84;39;31;13;35;11;14;2;10;0;5;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8744838,52.3823363)";"POINT(52.3823363,4.8744838)";4.8744838;52.3823363;
687;"REL";"403+404";"School De Bron";2045;865;4;3;42.6;"GROENLINKS";0;32.6;"PvdA";0;18.6;0;14.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32.6;18.6;11.7;7.9;9.7;4.5;3.6;1.5;4.0;1.3;1.6;0.2;1.2;0;0.6;1.0;"POINT(4.8744838,52.3823363)";"POINT(52.3823363,4.8744838)";4.8744838;52.3823363;
688;"ABS";"408+409";"Amsta locatie De Poort";3279;1501;0;6;46.0;"GROENLINKS";358;0;"PvdA";329;0;29;0;358;329;192;169;131;60;96;22;45;39;14;9;24;0;7;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8733709,52.3732077)";"POINT(52.3732077,4.8733709)";4.8733709;52.3732077;
689;"REL";"408+409";"Amsta locatie De Poort";3279;1501;0;6;46.0;"GROENLINKS";0;23.9;"PvdA";0;21.9;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23.9;21.9;12.8;11.3;8.7;4.0;6.4;1.5;3.0;2.6;0.9;0.6;1.6;0;0.5;0.4;"POINT(4.8733709,52.3732077)";"POINT(52.3732077,4.8733709)";4.8733709;52.3732077;
690;"ABS";"411+412";"Dependance Westerparkschool";2157;1217;3;4;56.7;"GROENLINKS";344;0;"PvdA";280;0;64;0;344;280;149;66;127;59;78;18;36;20;11;7;12;0;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8729312,52.3794905)";"POINT(52.3794905,4.8729312)";4.8729312;52.3794905;
691;"REL";"411+412";"Dependance Westerparkschool";2157;1217;3;4;56.7;"GROENLINKS";0;28.3;"PvdA";0;23.0;0;5.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.3;23.0;12.2;5.4;10.4;4.8;6.4;1.5;3.0;1.6;0.9;0.6;1.0;0;0.7;0.2;"POINT(4.8729312,52.3794905)";"POINT(52.3794905,4.8729312)";4.8729312;52.3794905;
692;"ABS";"426+427";"Brede School De Kinkerbuurt";1961;827;7;2;42.6;"GROENLINKS";220;0;"PvdA";151;0;69;0;220;151;89;59;92;50;48;23;31;16;12;11;19;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.865762,52.3646552)";"POINT(52.3646552,4.865762)";4.865762;52.3646552;
693;"REL";"426+427";"Brede School De Kinkerbuurt";1961;827;7;2;42.6;"GROENLINKS";0;26.6;"PvdA";0;18.3;0;8.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26.6;18.3;10.8;7.1;11.1;6.0;5.8;2.8;3.7;1.9;1.5;1.3;2.3;0;0.6;0.1;"POINT(4.865762,52.3646552)";"POINT(52.3646552,4.865762)";4.865762;52.3646552;
694;"ABS";"428+429";"Schoolgebouw Winterkoninkje";2229;888;5;6;40.3;"GROENLINKS";272;0;"PvdA";149;0;123;0;272;149;109;67;78;42;43;27;41;11;20;3;18;1;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8630092,52.3653151)";"POINT(52.3653151,4.8630092)";4.8630092;52.3653151;
695;"REL";"428+429";"Schoolgebouw Winterkoninkje";2229;888;5;6;40.3;"GROENLINKS";0;30.6;"PvdA";0;16.8;0;13.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30.6;16.8;12.3;7.5;8.8;4.7;4.8;3.0;4.6;1.2;2.3;0.3;2.0;0.1;0.6;0.2;"POINT(4.8630092,52.3653151)";"POINT(52.3653151,4.8630092)";4.8630092;52.3653151;
696;"ABS";"431+432";"Mentrum";2455;1845;5;2;75.4;"GROENLINKS";515;0;"PvdA";382;0;133;0;515;382;256;211;161;71;110;2;39;46;15;15;11;1;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.873646,52.3646895)";"POINT(52.3646895,4.873646)";4.873646;52.3646895;
697;"REL";"431+432";"Mentrum";2455;1845;5;2;75.4;"GROENLINKS";0;27.9;"PvdA";0;20.7;0;7.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27.9;20.7;13.9;11.4;8.7;3.8;6.0;0.1;2.1;2.5;0.8;0.8;0.6;0.1;0.3;0.3;"POINT(4.873646,52.3646895)";"POINT(52.3646895,4.873646)";4.873646;52.3646895;
698;"ABS";"433+434";"Vondelstede";2279;998;2;2;44.0;"PvdA";265;0;"GROENLINKS";212;0;53;0;212;265;146;136;79;30;53;3;19;16;7;14;11;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8697321,52.3603484)";"POINT(52.3603484,4.8697321)";4.8697321;52.3603484;
699;"REL";"433+434";"Vondelstede";2279;998;2;2;44.0;"PvdA";0;26.6;"GROENLINKS";0;21.2;0;5.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.2;26.6;14.6;13.6;7.9;3.0;5.3;0.3;1.9;1.6;0.7;1.4;1.1;0;0.6;0.1;"POINT(4.8697321,52.3603484)";"POINT(52.3603484,4.8697321)";4.8697321;52.3603484;
700;"ABS";"436+437";"Wackersacademie";2476;1490;0;2;60.3;"GROENLINKS";390;0;"PvdA";281;0;109;0;390;281;244;207;106;42;84;6;43;40;18;7;12;1;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8640482,52.3605849)";"POINT(52.3605849,4.8640482)";4.8640482;52.3605849;
701;"REL";"436+437";"Wackersacademie";2476;1490;0;2;60.3;"GROENLINKS";0;26.2;"PvdA";0;18.9;0;7.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26.2;18.9;16.4;13.9;7.1;2.8;5.6;0.4;2.9;2.7;1.2;0.5;0.8;0.1;0.3;0.3;"POINT(4.8640482,52.3605849)";"POINT(52.3605849,4.8640482)";4.8640482;52.3605849;
702;"ABS";"439+440";"Annie M.G. Schmidt";2093;1412;5;6;68.0;"GROENLINKS";364;0;"PvdA";267;0;97;0;364;267;188;205;117;61;92;6;39;21;14;2;25;0;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8606012,52.360356)";"POINT(52.360356,4.8606012)";4.8606012;52.360356;
703;"REL";"439+440";"Annie M.G. Schmidt";2093;1412;5;6;68.0;"GROENLINKS";0;25.8;"PvdA";0;18.9;0;6.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25.8;18.9;13.3;14.5;8.3;4.3;6.5;0.4;2.8;1.5;1.0;0.1;1.8;0;0.4;0.4;"POINT(4.8606012,52.360356)";"POINT(52.360356,4.8606012)";4.8606012;52.360356;
704;"ABS";"444+447";"Philadelphia Zorg Amsterdam";2335;1059;1;2;45.5;"GROENLINKS";289;0;"PvdA";214;0;75;0;289;214;132;118;73;44;63;3;38;36;17;8;16;0;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8740499,52.3678443)";"POINT(52.3678443,4.8740499)";4.8740499;52.3678443;
705;"REL";"444+447";"Philadelphia Zorg Amsterdam";2335;1059;1;2;45.5;"GROENLINKS";0;27.3;"PvdA";0;20.2;0;7.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27.3;20.2;12.5;11.1;6.9;4.2;5.9;0.3;3.6;3.4;1.6;0.8;1.5;0;0.5;0.3;"POINT(4.8740499,52.3678443)";"POINT(52.3678443,4.8740499)";4.8740499;52.3678443;
706;"ABS";"445+446";"Theater de Cameleon";2169;964;1;3;44.6;"GROENLINKS";271;0;"PvdA";168;0;103;0;271;168;129;144;86;35;59;1;13;26;11;9;5;0;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8559539,52.3586089)";"POINT(52.3586089,4.8559539)";4.8559539;52.3586089;
707;"REL";"445+446";"Theater de Cameleon";2169;964;1;3;44.6;"GROENLINKS";0;28.1;"PvdA";0;17.4;0;10.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.1;17.4;13.4;14.9;8.9;3.6;6.1;0.1;1.3;2.7;1.1;0.9;0.5;0;0.5;0.2;"POINT(4.8559539,52.3586089)";"POINT(52.3586089,4.8559539)";4.8559539;52.3586089;
708;"ABS";"460+461";"Nieuw Vredenburgh";2802;1081;2;3;38.8;"GROENLINKS";286;0;"PvdA";194;0;92;0;286;194;134;113;77;60;54;34;29;36;17;8;28;1;7;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8512518,52.3638274)";"POINT(52.3638274,4.8512518)";4.8512518;52.3638274;
709;"REL";"460+461";"Nieuw Vredenburgh";2802;1081;2;3;38.8;"GROENLINKS";0;26.5;"PvdA";0;17.9;0;8.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26.5;17.9;12.4;10.5;7.1;5.6;5.0;3.1;2.7;3.3;1.6;0.7;2.6;0.1;0.6;0.3;"POINT(4.8512518,52.3638274)";"POINT(52.3638274,4.8512518)";4.8512518;52.3638274;
710;"ABS";"462+463";"Aslan Muziekcentrum";2366;1367;2;4;58.0;"GROENLINKS";343;0;"PvdA";259;0;84;0;343;259;208;164;102;55;83;8;34;41;21;16;23;1;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8524082,52.3616759)";"POINT(52.3616759,4.8524082)";4.8524082;52.3616759;
711;"REL";"462+463";"Aslan Muziekcentrum";2366;1367;2;4;58.0;"GROENLINKS";0;25.1;"PvdA";0;18.9;0;6.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25.1;18.9;15.2;12.0;7.5;4.0;6.1;0.6;2.5;3.0;1.5;1.2;1.7;0.1;0.4;0.3;"POINT(4.8524082,52.3616759)";"POINT(52.3616759,4.8524082)";4.8524082;52.3616759;
712;"ABS";"465+467";"Joop Westerweelschool";2237;972;3;3;43.7;"GROENLINKS";281;0;"PvdA";170;0;111;0;281;170;141;78;63;41;43;56;29;19;14;15;9;3;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8561981,52.3688552)";"POINT(52.3688552,4.8561981)";4.8561981;52.3688552;
713;"REL";"465+467";"Joop Westerweelschool";2237;972;3;3;43.7;"GROENLINKS";0;28.9;"PvdA";0;17.5;0;11.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.9;17.5;14.5;8.0;6.5;4.2;4.4;5.8;3.0;2.0;1.4;1.5;0.9;0.3;0.4;0.6;"POINT(4.8561981,52.3688552)";"POINT(52.3688552,4.8561981)";4.8561981;52.3688552;
714;"ABS";"469+470";"Openbare Bibliotheek Amsterdam";3158;1460;4;7;46.6;"GROENLINKS";431;0;"PvdA";242;0;189;0;431;242;216;140;109;69;80;54;40;30;19;13;10;2;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.85026,52.3693854)";"POINT(52.3693854,4.85026)";4.85026;52.3693854;
715;"REL";"469+470";"Openbare Bibliotheek Amsterdam";3158;1460;4;7;46.6;"GROENLINKS";0;29.5;"PvdA";0;16.6;0;12.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29.5;16.6;14.8;9.6;7.5;4.7;5.5;3.7;2.7;2.1;1.3;0.9;0.7;0.1;0.3;0.1;"POINT(4.85026,52.3693854)";"POINT(52.3693854,4.85026)";4.85026;52.3693854;
