OBJECTNUMMER;ABSREL;Stemdistrict;Stemlocatie;Opgeroepenen;Geldig;Blanco;Ongeldig;Opkomstpercentage;Grootste_partij;Grootste_aantal;Grootste_percentage;Tweede_partij;Tweede_aantal;Tweede_percentage;Verschil_aantal;Verschil_percentage;GROENLINKS;PvdA;D66;VVD;Partij_voor_de_Dieren;Forum_voor_Democratie;VOLT;DENK;SP;CDA;PVV;ChristenUnie_SGP;50PLUS;JEZUS_LEEFT;De_Groenen;vandeRegio_Piratenpartij;_GROENLINKS;_PvdA;_D66;_VVD;_Partij_voor_de_Dieren;_Forum_voor_Democratie;_VOLT;_DENK;_SP;_CDA;_PVV;_ChristenUnie_SGP;_50PLUS;_JEZUS_LEEFT;_De_Groenen;_vandeRegio_Piratenpartij;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
379;"REL";"538";"'t Koggeschip Katholieke Basisschool";1311;315;0;1;24.1;"DENK";0;38.7;"PvdA";0;17.1;0;21.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.1;17.1;6.0;6.0;1.9;7.6;1.3;38.7;1.3;2.5;2.5;0.6;2.9;0;0;0.3;"POINT(4.8025381,52.3829199)";"POINT(52.3829199,4.8025381)";4.8025381;52.3829199;
380;"ABS";"539";"OBA Slotermeer";1477;477;1;3;32.6;"PvdA";119;0;"DENK";104;0;15;0;48;119;21;26;34;31;10;104;23;14;14;13;17;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8202379,52.3793112)";"POINT(52.3793112,4.8202379)";4.8202379;52.3793112;
381;"REL";"539";"OBA Slotermeer";1477;477;1;3;32.6;"PvdA";0;24.9;"DENK";0;21.8;0;3.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.1;24.9;4.4;5.5;7.1;6.5;2.1;21.8;4.8;2.9;2.9;2.7;3.6;0;0;0.6;"POINT(4.8202379,52.3793112)";"POINT(52.3793112,4.8202379)";4.8202379;52.3793112;
382;"ABS";"542";"Timotheusschool";1063;265;0;2;25.1;"DENK";97;0;"PvdA";36;0;61;0;33;36;14;19;8;30;3;97;6;7;7;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8053591,52.3794753)";"POINT(52.3794753,4.8053591)";4.8053591;52.3794753;
383;"REL";"542";"Timotheusschool";1063;265;0;2;25.1;"DENK";0;36.6;"PvdA";0;13.6;0;23.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.5;13.6;5.3;7.2;3.0;11.3;1.1;36.6;2.3;2.6;2.6;0.8;1.1;0;0;0;"POINT(4.8053591,52.3794753)";"POINT(52.3794753,4.8053591)";4.8053591;52.3794753;
384;"ABS";"544";"SBO De Kans";2390;504;2;7;21.5;"DENK";130;0;"PvdA";99;0;31;0;67;99;25;17;29;44;7;130;18;14;26;12;15;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8124392,52.372544)";"POINT(52.372544,4.8124392)";4.8124392;52.372544;
385;"REL";"544";"SBO De Kans";2390;504;2;7;21.5;"DENK";0;25.8;"PvdA";0;19.6;0;6.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.3;19.6;5.0;3.4;5.8;8.7;1.4;25.8;3.6;2.8;5.2;2.4;3.0;0;0.2;0;"POINT(4.8124392,52.372544)";"POINT(52.372544,4.8124392)";4.8124392;52.372544;
386;"ABS";"546";"Spring High";1289;354;0;3;27.7;"GROENLINKS";70;0;"PvdA";67;0;3;0;70;67;23;26;26;35;7;30;20;9;17;5;18;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8315508,52.3766257)";"POINT(52.3766257,4.8315508)";4.8315508;52.3766257;
387;"REL";"546";"Spring High";1289;354;0;3;27.7;"GROENLINKS";0;19.8;"PvdA";0;18.9;0;0.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.8;18.9;6.5;7.3;7.3;9.9;2.0;8.5;5.6;2.5;4.8;1.4;5.1;0;0.3;0;"POINT(4.8315508,52.3766257)";"POINT(52.3766257,4.8315508)";4.8315508;52.3766257;
388;"ABS";"547";"Amsta De Raak";2024;277;0;0;13.7;"DENK";71;0;"PvdA";53;0;18;0;28;53;16;8;11;28;6;71;16;11;11;3;12;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8062231,52.3796851)";"POINT(52.3796851,4.8062231)";4.8062231;52.3796851;
389;"REL";"547";"Amsta De Raak";2024;277;0;0;13.7;"DENK";0;25.6;"PvdA";0;19.1;0;6.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.1;19.1;5.8;2.9;4.0;10.1;2.2;25.6;5.8;4.0;4.0;1.1;4.3;0;0.4;0.7;"POINT(4.8062231,52.3796851)";"POINT(52.3796851,4.8062231)";4.8062231;52.3796851;
390;"ABS";"548";"Noordmansschool";1108;271;0;1;24.5;"PvdA";54;0;"GROENLINKS";50;0;4;0;50;54;18;31;12;28;6;33;11;10;6;2;6;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8244378,52.3759009)";"POINT(52.3759009,4.8244378)";4.8244378;52.3759009;
391;"REL";"548";"Noordmansschool";1108;271;0;1;24.5;"PvdA";0;19.9;"GROENLINKS";0;18.5;0;1.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18.5;19.9;6.6;11.4;4.4;10.3;2.2;12.2;4.1;3.7;2.2;0.7;2.2;0;1.1;0.4;"POINT(4.8244378,52.3759009)";"POINT(52.3759009,4.8244378)";4.8244378;52.3759009;
392;"ABS";"550";"PlusPunt Eigenwijks Geuzenveld";1112;394;0;4;35.8;"DENK";99;0;"GROENLINKS";72;0;27;0;72;66;24;33;15;24;8;99;12;4;12;8;8;1;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8027341,52.3780219)";"POINT(52.3780219,4.8027341)";4.8027341;52.3780219;
393;"REL";"550";"PlusPunt Eigenwijks Geuzenveld";1112;394;0;4;35.8;"DENK";0;25.1;"GROENLINKS";0;18.3;0;6.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18.3;16.8;6.1;8.4;3.8;6.1;2.0;25.1;3.0;1.0;3.0;2.0;2.0;0.3;1.0;1.0;"POINT(4.8027341,52.3780219)";"POINT(52.3780219,4.8027341)";4.8027341;52.3780219;
394;"ABS";"551";"Oase/De Bron";1884;411;2;1;22.0;"GROENLINKS";98;0;"PvdA";95;0;3;0;98;95;35;19;20;28;14;25;16;20;15;14;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8227088,52.3755766)";"POINT(52.3755766,4.8227088)";4.8227088;52.3755766;
395;"REL";"551";"Oase/De Bron";1884;411;2;1;22.0;"GROENLINKS";0;23.8;"PvdA";0;23.1;0;0.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23.8;23.1;8.5;4.6;4.9;6.8;3.4;6.1;3.9;4.9;3.6;3.4;2.7;0.2;0;0;"POINT(4.8227088,52.3755766)";"POINT(52.3755766,4.8227088)";4.8227088;52.3755766;
396;"ABS";"555";"Pieter Jelles Troelstraschool";2311;481;0;1;20.9;"DENK";150;0;"PvdA";90;0;60;0;46;90;19;20;29;57;8;150;14;9;14;5;16;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8066032,52.3752905)";"POINT(52.3752905,4.8066032)";4.8066032;52.3752905;
397;"REL";"555";"Pieter Jelles Troelstraschool";2311;481;0;1;20.9;"DENK";0;31.2;"PvdA";0;18.7;0;12.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.6;18.7;4.0;4.2;6.0;11.9;1.7;31.2;2.9;1.9;2.9;1.0;3.3;0.4;0.2;0.2;"POINT(4.8066032,52.3752905)";"POINT(52.3752905,4.8066032)";4.8066032;52.3752905;
398;"ABS";"556";"Meininger Hotel";432;445;1;1;103.5;"GROENLINKS";150;0;"PvdA";71;0;79;0;150;71;70;42;36;22;24;2;5;13;0;4;1;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8373992,52.3906104)";"POINT(52.3906104,4.8373992)";4.8373992;52.3906104;
399;"REL";"556";"Meininger Hotel";432;445;1;1;103.5;"GROENLINKS";0;33.7;"PvdA";0;16.0;0;17.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33.7;16.0;15.7;9.4;8.1;4.9;5.4;0.4;1.1;2.9;0;0.9;0.2;0;0.7;0.4;"POINT(4.8373992,52.3906104)";"POINT(52.3906104,4.8373992)";4.8373992;52.3906104;
400;"ABS";"561";"Hotelschool The Hague";1104;428;1;1;38.9;"GROENLINKS";107;0;"PvdA";72;0;35;0;107;72;59;64;23;25;19;29;4;14;4;2;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8437889,52.369023)";"POINT(52.369023,4.8437889)";4.8437889;52.369023;
401;"REL";"561";"Hotelschool The Hague";1104;428;1;1;38.9;"GROENLINKS";0;25.0;"PvdA";0;16.8;0;8.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25.0;16.8;13.8;15.0;5.4;5.8;4.4;6.8;0.9;3.3;0.9;0.5;1.2;0;0;0.2;"POINT(4.8437889,52.369023)";"POINT(52.369023,4.8437889)";4.8437889;52.369023;
402;"ABS";"562";"OLVG West";1040;548;0;4;53.1;"GROENLINKS";118;0;"PvdA";101;0;17;0;118;101;92;62;35;34;21;27;13;19;7;10;6;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.839195,52.3712584)";"POINT(52.3712584,4.839195)";4.839195;52.3712584;
403;"REL";"562";"OLVG West";1040;548;0;4;53.1;"GROENLINKS";0;21.5;"PvdA";0;18.4;0;3.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.5;18.4;16.8;11.3;6.4;6.2;3.8;4.9;2.4;3.5;1.3;1.8;1.1;0;0.4;0.2;"POINT(4.839195,52.3712584)";"POINT(52.3712584,4.839195)";4.839195;52.3712584;
404;"ABS";"563";"DENISE";1534;526;0;3;34.5;"DENK";141;0;"GROENLINKS";105;0;36;0;105;68;65;49;19;17;19;141;12;12;6;9;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.837116,52.3660552)";"POINT(52.3660552,4.837116)";4.837116;52.3660552;
405;"REL";"563";"DENISE";1534;526;0;3;34.5;"DENK";0;26.8;"GROENLINKS";0;20.0;0;6.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.0;12.9;12.4;9.3;3.6;3.2;3.6;26.8;2.3;2.3;1.1;1.7;0.6;0;0.2;0;"POINT(4.837116,52.3660552)";"POINT(52.3660552,4.837116)";4.837116;52.3660552;
406;"ABS";"600";"Stadsdeelkantoor Amsterdam-Noord";1030;667;1;4;65.2;"GROENLINKS";186;0;"PvdA";127;0;59;0;186;127;58;52;58;39;22;20;33;14;17;13;22;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9329269,52.4008261)";"POINT(52.4008261,4.9329269)";4.9329269;52.4008261;
407;"REL";"600";"Stadsdeelkantoor Amsterdam-Noord";1030;667;1;4;65.2;"GROENLINKS";0;27.9;"PvdA";0;19.0;0;8.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27.9;19.0;8.7;7.8;8.7;5.8;3.3;3.0;4.9;2.1;2.5;1.9;3.3;0;0.4;0.4;"POINT(4.9329269,52.4008261)";"POINT(52.4008261,4.9329269)";4.9329269;52.4008261;
408;"ABS";"601";"Brede Mgr. Bekkersschool";1961;446;0;3;22.9;"DENK";93;0;"PvdA";89;0;4;0;54;89;24;40;17;32;8;93;19;20;21;4;22;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9590938,52.3918845)";"POINT(52.3918845,4.9590938)";4.9590938;52.3918845;
409;"REL";"601";"Brede Mgr. Bekkersschool";1961;446;0;3;22.9;"DENK";0;20.9;"PvdA";0;20.0;0;0.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.1;20.0;5.4;9.0;3.8;7.2;1.8;20.9;4.3;4.5;4.7;0.9;4.9;0.2;0.4;0;"POINT(4.9590938,52.3918845)";"POINT(52.3918845,4.9590938)";4.9590938;52.3918845;
410;"ABS";"602";"Evean Korthagenhuis";1054;428;0;2;40.8;"PvdA";98;0;"Forum voor Democratie";65;0;33;0;42;98;18;44;20;65;8;10;32;24;30;7;28;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9398811,52.4048354)";"POINT(52.4048354,4.9398811)";4.9398811;52.4048354;
411;"REL";"602";"Evean Korthagenhuis";1054;428;0;2;40.8;"PvdA";0;22.9;"Forum voor Democratie";0;15.2;0;7.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.8;22.9;4.2;10.3;4.7;15.2;1.9;2.3;7.5;5.6;7.0;1.6;6.5;0.2;0;0.2;"POINT(4.9398811,52.4048354)";"POINT(52.4048354,4.9398811)";4.9398811;52.4048354;
412;"ABS";"603";"Het Tolhuis";1805;964;2;5;53.8;"GROENLINKS";280;0;"PvdA";183;0;97;0;280;183;135;124;62;44;43;14;24;24;10;12;5;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9048798,52.3830382)";"POINT(52.3830382,4.9048798)";4.9048798;52.3830382;
413;"REL";"603";"Het Tolhuis";1805;964;2;5;53.8;"GROENLINKS";0;29.0;"PvdA";0;19.0;0;10.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29.0;19.0;14.0;12.9;6.4;4.6;4.5;1.5;2.5;2.5;1.0;1.2;0.5;0;0.1;0.3;"POINT(4.9048798,52.3830382)";"POINT(52.3830382,4.9048798)";4.9048798;52.3830382;
414;"ABS";"604";"Het Schouw";1169;448;0;7;38.9;"PvdA";102;0;"Forum voor Democratie";58;0;44;0;53;102;29;40;36;58;7;6;25;28;28;7;22;1;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9427259,52.3980528)";"POINT(52.3980528,4.9427259)";4.9427259;52.3980528;
415;"REL";"604";"Het Schouw";1169;448;0;7;38.9;"PvdA";0;22.8;"Forum voor Democratie";0;12.9;0;9.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.8;22.8;6.5;8.9;8.0;12.9;1.6;1.3;5.6;6.3;6.3;1.6;4.9;0.2;0.4;0.9;"POINT(4.9427259,52.3980528)";"POINT(52.3980528,4.9427259)";4.9427259;52.3980528;
416;"ABS";"605";"Wijkgebouw Schellingwoude";749;435;0;0;58.1;"GROENLINKS";107;0;"PvdA";99;0;8;0;107;99;46;55;38;24;24;1;17;10;3;2;7;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9650919,52.3837363)";"POINT(52.3837363,4.9650919)";4.9650919;52.3837363;
417;"REL";"605";"Wijkgebouw Schellingwoude";749;435;0;0;58.1;"GROENLINKS";0;24.6;"PvdA";0;22.8;0;1.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.6;22.8;10.6;12.6;8.7;5.5;5.5;0.2;3.9;2.3;0.7;0.5;1.6;0.2;0.2;0;"POINT(4.9650919,52.3837363)";"POINT(52.3837363,4.9650919)";4.9650919;52.3837363;
418;"ABS";"606";"Muziekschool Noord";1071;295;0;5;28.0;"PvdA";58;0;"GROENLINKS";43;0;15;0;43;58;19;17;20;37;8;32;12;10;18;8;12;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.951133,52.3947684)";"POINT(52.3947684,4.951133)";4.951133;52.3947684;
419;"REL";"606";"Muziekschool Noord";1071;295;0;5;28.0;"PvdA";0;19.7;"GROENLINKS";0;14.6;0;5.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.6;19.7;6.4;5.8;6.8;12.5;2.7;10.8;4.1;3.4;6.1;2.7;4.1;0;0.3;0;"POINT(4.951133,52.3947684)";"POINT(52.3947684,4.951133)";4.951133;52.3947684;
420;"ABS";"607";"OBS De Driemaster";1617;440;0;3;27.4;"PvdA";84;0;"GROENLINKS";71;0;13;0;71;84;31;45;18;68;4;32;22;12;15;22;13;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9208648,52.4076926)";"POINT(52.4076926,4.9208648)";4.9208648;52.4076926;
421;"REL";"607";"OBS De Driemaster";1617;440;0;3;27.4;"PvdA";0;19.1;"GROENLINKS";0;16.1;0;3.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.1;19.1;7.0;10.2;4.1;15.5;0.9;7.3;5.0;2.7;3.4;5.0;3.0;0;0;0.7;"POINT(4.9208648,52.4076926)";"POINT(52.4076926,4.9208648)";4.9208648;52.4076926;
422;"ABS";"608";"OBS Oranje Nassauschool";1002;362;0;4;36.5;"GROENLINKS";89;0;"PvdA";66;0;23;0;89;66;27;7;26;59;11;15;15;7;23;5;7;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9155052,52.393479)";"POINT(52.393479,4.9155052)";4.9155052;52.393479;
423;"REL";"608";"OBS Oranje Nassauschool";1002;362;0;4;36.5;"GROENLINKS";0;24.6;"PvdA";0;18.2;0;6.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.6;18.2;7.5;1.9;7.2;16.3;3.0;4.1;4.1;1.9;6.4;1.4;1.9;0;0.8;0.6;"POINT(4.9155052,52.393479)";"POINT(52.393479,4.9155052)";4.9155052;52.393479;
424;"ABS";"610";"Het Zwanenmeer";1559;559;0;2;36.0;"PvdA";114;0;"Forum voor Democratie";80;0;34;0;75;114;30;63;30;80;13;35;34;32;26;10;15;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.949394,52.3953101)";"POINT(52.3953101,4.949394)";4.949394;52.3953101;
425;"REL";"610";"Het Zwanenmeer";1559;559;0;2;36.0;"PvdA";0;20.4;"Forum voor Democratie";0;14.3;0;6.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.4;20.4;5.4;11.3;5.4;14.3;2.3;6.3;6.1;5.7;4.7;1.8;2.7;0;0;0.4;"POINT(4.949394,52.3953101)";"POINT(52.3953101,4.949394)";4.949394;52.3953101;
426;"ABS";"611";"Museum Amsterdam Noord";1372;584;0;1;42.6;"GROENLINKS";172;0;"PvdA";102;0;70;0;172;102;58;40;56;40;28;15;20;5;19;8;17;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9260209,52.3881308)";"POINT(52.3881308,4.9260209)";4.9260209;52.3881308;
427;"REL";"611";"Museum Amsterdam Noord";1372;584;0;1;42.6;"GROENLINKS";0;29.5;"PvdA";0;17.5;0;12.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29.5;17.5;9.9;6.8;9.6;6.8;4.8;2.6;3.4;0.9;3.3;1.4;2.9;0.2;0;0.5;"POINT(4.9260209,52.3881308)";"POINT(52.3881308,4.9260209)";4.9260209;52.3881308;
428;"ABS";"612";"Middelbare School Hogelant";1059;248;0;0;23.4;"PvdA";41;0;"Forum voor Democratie";32;0;9;0;30;41;12;22;13;32;7;26;12;16;16;6;14;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9534452,52.3956915)";"POINT(52.3956915,4.9534452)";4.9534452;52.3956915;
429;"REL";"612";"Middelbare School Hogelant";1059;248;0;0;23.4;"PvdA";0;16.5;"Forum voor Democratie";0;12.9;0;3.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.1;16.5;4.8;8.9;5.2;12.9;2.8;10.5;4.8;6.5;6.5;2.4;5.6;0.4;0;0;"POINT(4.9534452,52.3956915)";"POINT(52.3956915,4.9534452)";4.9534452;52.3956915;
430;"ABS";"613";"Speeltuinvereniging Nieuwendam";630;345;0;1;54.9;"Forum voor Democratie";76;0;"PvdA";58;0;18;0;53;58;24;23;31;76;8;3;17;8;21;7;13;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.950495,52.3894354)";"POINT(52.3894354,4.950495)";4.950495;52.3894354;
431;"REL";"613";"Speeltuinvereniging Nieuwendam";630;345;0;1;54.9;"Forum voor Democratie";0;22.0;"PvdA";0;16.8;0;5.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15.4;16.8;7.0;6.7;9.0;22.0;2.3;0.9;4.9;2.3;6.1;2.0;3.8;0.3;0.3;0.3;"POINT(4.950495,52.3894354)";"POINT(52.3894354,4.950495)";4.950495;52.3894354;
432;"ABS";"614";"Protestantse Gemeente Nieuwendam";1759;850;3;2;48.6;"GROENLINKS";185;0;"PvdA";184;0;1;0;185;184;75;44;67;111;23;9;43;16;53;7;27;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.940572,52.3916365)";"POINT(52.3916365,4.940572)";4.940572;52.3916365;
433;"REL";"614";"Protestantse Gemeente Nieuwendam";1759;850;3;2;48.6;"GROENLINKS";0;21.8;"PvdA";0;21.6;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.8;21.6;8.8;5.2;7.9;13.1;2.7;1.1;5.1;1.9;6.2;0.8;3.2;0;0.7;0;"POINT(4.940572,52.3916365)";"POINT(52.3916365,4.940572)";4.940572;52.3916365;
434;"ABS";"616";"De Die";1439;458;0;2;32.0;"PvdA";117;0;"GROENLINKS";82;0;35;0;82;117;30;46;18;66;13;4;20;21;15;5;17;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9320362,52.3989112)";"POINT(52.3989112,4.9320362)";4.9320362;52.3989112;
435;"REL";"616";"De Die";1439;458;0;2;32.0;"PvdA";0;25.5;"GROENLINKS";0;17.9;0;7.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17.9;25.5;6.6;10.0;3.9;14.4;2.8;0.9;4.4;4.6;3.3;1.1;3.7;0;0.4;0.4;"POINT(4.9320362,52.3989112)";"POINT(52.3989112,4.9320362)";4.9320362;52.3989112;
436;"ABS";"617";"OBS De Klimop";935;322;1;3;34.9;"GROENLINKS";90;0;"PvdA";48;0;42;0;90;48;20;10;39;21;13;27;22;3;14;5;6;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9161289,52.3900763)";"POINT(52.3900763,4.9161289)";4.9161289;52.3900763;
437;"REL";"617";"OBS De Klimop";935;322;1;3;34.9;"GROENLINKS";0;28.0;"PvdA";0;14.9;0;13.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.0;14.9;6.2;3.1;12.1;6.5;4.0;8.4;6.8;0.9;4.3;1.6;1.9;0;0.6;0.6;"POINT(4.9161289,52.3900763)";"POINT(52.3900763,4.9161289)";4.9161289;52.3900763;
438;"ABS";"618";"ROC-TOP ";1333;625;1;2;47.1;"GROENLINKS";246;0;"D66";100;0;146;0;246;71;100;70;44;26;30;6;7;9;3;7;2;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.888706,52.4042365)";"POINT(52.4042365,4.888706)";4.888706;52.4042365;
439;"REL";"618";"ROC-TOP ";1333;625;1;2;47.1;"GROENLINKS";0;39.4;"D66";0;16.0;0;23.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39.4;11.4;16.0;11.2;7.0;4.2;4.8;1.0;1.1;1.4;0.5;1.1;0.3;0;0.2;0.5;"POINT(4.888706,52.4042365)";"POINT(52.4042365,4.888706)";4.888706;52.4042365;
440;"ABS";"619";"Buurtcentrum de Driehoek";1016;453;2;1;44.9;"GROENLINKS";113;0;"PvdA";104;0;9;0;113;104;27;30;28;48;18;7;23;10;24;7;11;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.928591,52.3938834)";"POINT(52.3938834,4.928591)";4.928591;52.3938834;
441;"REL";"619";"Buurtcentrum de Driehoek";1016;453;2;1;44.9;"GROENLINKS";0;24.9;"PvdA";0;23.0;0;1.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24.9;23.0;6.0;6.6;6.2;10.6;4.0;1.5;5.1;2.2;5.3;1.5;2.4;0;0.4;0.2;"POINT(4.928591,52.3938834)";"POINT(52.3938834,4.928591)";4.928591;52.3938834;
442;"ABS";"621";"OBS De Kinderboom";820;301;0;5;37.3;"GROENLINKS";90;0;"PvdA";49;0;41;0;90;49;26;13;22;20;6;23;22;3;14;4;6;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9202731,52.3886)";"POINT(52.3886,4.9202731)";4.9202731;52.3886;
443;"REL";"621";"OBS De Kinderboom";820;301;0;5;37.3;"GROENLINKS";0;29.9;"PvdA";0;16.3;0;13.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29.9;16.3;8.6;4.3;7.3;6.6;2.0;7.6;7.3;1.0;4.7;1.3;2.0;0;1.0;0;"POINT(4.9202731,52.3886)";"POINT(52.3886,4.9202731)";4.9202731;52.3886;
444;"ABS";"622";"OBS Het Vogelnest";1006;243;0;1;24.3;"GROENLINKS";85;0;"PvdA";33;0;52;0;85;33;19;12;24;12;5;23;6;1;10;5;4;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9170158,52.3867919)";"POINT(52.3867919,4.9170158)";4.9170158;52.3867919;
445;"REL";"622";"OBS Het Vogelnest";1006;243;0;1;24.3;"GROENLINKS";0;35.0;"PvdA";0;13.6;0;21.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35.0;13.6;7.8;4.9;9.9;4.9;2.1;9.5;2.5;0.4;4.1;2.1;1.6;0.4;0.8;0.4;"POINT(4.9170158,52.3867919)";"POINT(52.3867919,4.9170158)";4.9170158;52.3867919;
446;"ABS";"624";"Buurtcentrum De Meeuw";1237;628;1;3;51.1;"GROENLINKS";176;0;"PvdA";117;0;59;0;176;117;48;35;40;41;36;36;44;4;23;9;12;3;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9177749,52.3844306)";"POINT(52.3844306,4.9177749)";4.9177749;52.3844306;
447;"REL";"624";"Buurtcentrum De Meeuw";1237;628;1;3;51.1;"GROENLINKS";0;28.0;"PvdA";0;18.6;0;9.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28.0;18.6;7.6;5.6;6.4;6.5;5.7;5.7;7.0;0.6;3.7;1.4;1.9;0.5;0.5;0.2;"POINT(4.9177749,52.3844306)";"POINT(52.3844306,4.9177749)";4.9177749;52.3844306;
448;"ABS";"627";"Gebouw 't Laantje";1129;377;0;0;33.4;"Forum voor Democratie";83;0;"GROENLINKS";64;0;19;0;64;47;19;9;31;83;13;5;29;8;29;2;32;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8906839,52.4099356)";"POINT(52.4099356,4.8906839)";4.8906839;52.4099356;
