OBJECTNUMMER;Stemlocatie;Opgeroepenen;Blanco;Ongeldig;Geldig;Opkomstpercentage;Grootste_partij;Grootste_aantal;Grootste_percentage;Tweede_partij;Tweede_aantal;Tweede_percentage;_1__VVD;_2__PvdA;_3__PVV;_4__SP;_5__CDA;_6__D66;_7__ChristenUnie;_8__GroenLinks;_9__SGP;_10__Partij_voor_de_Dieren;_11__50PLUS;_12__OndernemersPartij;_13__VoorNederland;_14__DENK;_15__NIEUWE_WEGEN;_16__Forum_voor_Democratie;_17__De_Burger_Beweging;_18__Vrijzinnige_Partij;_19__GeenPeil;_20__Piratenpartij;_21__Artikel_1;_22__Niet_Stemmers;_23__Libertarische_Partij;_24__Lokaal_in_de_Kamer;_Overig_totaal;__1__VVD;__2__PvdA;__3__PVV;__4__SP;__5__CDA;__6__D66;__7__ChristenUnie;__8__GroenLinks;__9__SGP;__10__Partij_voor_de_Dieren;__11__50PLUS;__12__OndernemersPartij;__13__VoorNederland;__14__DENK;__15__NIEUWE_WEGEN;__16__Forum_voor_Democratie;__17__De_Burger_Beweging;__18__Vrijzinnige_Partij;__19__GeenPeil;__20__Piratenpartij;__21__Artikel_1;__22__Niet_Stemmers;__23__Libertarische_Partij;__24__Lokaal_in_de_Kamer;__Overig_totaal;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
180;"Marius ten Catehof";1177;1;6;981;83.9;"VVD";264;0;"D66";173;0;264;80;93;65;64;173;14;96;1;62;33;3;1;2;1;16;1;0;1;4;4;2;0;1;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8588259,52.3273093)";"POINT(52.3273093,4.8588259)";4.8588259;52.3273093;
181;"Mazzo";1411;1;5;1272;90.6;"D66";309;0;"GroenLinks";299;0;223;91;50;73;36;309;7;299;1;121;2;0;0;16;3;26;0;1;1;6;6;1;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8791768,52.373181)";"POINT(52.373181,4.8791768)";4.8791768;52.373181;
182;"MC Slotervaart";1463;4;8;1394;96.1;"GroenLinks";292;0;"D66";271;0;232;125;81;64;60;271;18;292;0;92;22;1;8;80;1;21;1;0;0;7;15;0;0;3;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8245962,52.3475615)";"POINT(52.3475615,4.8245962)";4.8245962;52.3475615;
183;"Menno Simonszhuis/Dynamo";824;3;1;765;93.3;"VVD";238;0;"D66";129;0;238;72;65;34;44;129;18;64;1;44;22;0;2;2;1;21;0;0;1;1;4;1;0;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8665192,52.3267867)";"POINT(52.3267867,4.8665192)";4.8665192;52.3267867;
184;"Mentrum";2750;6;4;2767;101.0;"GroenLinks";668;0;"D66";659;0;545;230;76;145;58;659;30;668;5;228;19;1;2;20;2;36;1;0;1;14;25;2;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8736508,52.3646819)";"POINT(52.3646819,4.8736508)";4.8736508;52.3646819;
185;"Mixtup";1459;1;6;1282;88.3;"D66";313;0;"GroenLinks";304;0;247;112;50;58;16;313;6;304;1;113;7;0;4;10;2;22;1;0;0;9;6;0;1;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8904979,52.3574645)";"POINT(52.3574645,4.8904979)";4.8904979;52.3574645;
186;"MKC Zeeburgereiland";1428;0;0;611;42.8;"GroenLinks";180;0;"D66";155;0;90;40;17;18;10;155;4;180;1;46;4;1;1;10;3;7;0;0;0;9;14;0;1;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9699471,52.3724486)";"POINT(52.3724486,4.9699471)";4.9699471;52.3724486;
187;"Molen van Sloten";953;1;1;997;104.8;"VVD";249;0;"D66";177;0;249;52;123;40;58;177;11;125;2;69;48;2;3;6;4;16;0;0;1;5;3;2;1;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.7922132,52.3415534)";"POINT(52.3415534,4.7922132)";4.7922132;52.3415534;
188;"Montessori College Oost";1379;0;6;687;50.3;"GroenLinks";182;0;"D66";150;0;73;53;25;35;16;150;15;182;2;49;4;0;0;44;0;4;0;0;4;7;23;0;0;1;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9298031,52.3580557)";"POINT(52.3580557,4.9298031)";4.9298031;52.3580557;
189;"Montessorischool Steigereiland";1523;3;11;1372;91.0;"D66";311;0;"GroenLinks";291;0;233;114;38;77;39;311;22;291;0;84;10;2;3;72;2;21;3;1;0;7;41;1;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9822099,52.3609778)";"POINT(52.3609778,4.9822099)";4.9822099;52.3609778;
190;"Muiderkerk";1376;3;14;1361;100.1;"GroenLinks";413;0;"D66";308;0;163;85;42;74;14;308;17;413;0;113;18;1;1;52;0;19;0;0;1;13;27;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9244211,52.3616835)";"POINT(52.3616835,4.9244211)";4.9244211;52.3616835;
191;"Multicultureel Centrum";1359;5;13;1132;84.6;"GroenLinks";251;0;"DENK";246;0;88;84;61;63;18;171;11;251;2;71;4;1;1;246;1;8;2;0;1;7;41;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9171412,52.3532492)";"POINT(52.3532492,4.9171412)";4.9171412;52.3532492;
192;"Multifunctioneel Centrum Binnenhof";2683;2;16;2571;96.5;"VVD";743;0;"D66";461;0;743;203;235;142;111;461;42;308;9;114;76;9;4;26;1;46;2;0;0;7;24;7;0;1;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8782351,52.3323027)";"POINT(52.3323027,4.8782351)";4.8782351;52.3323027;
193;"Munduscollege";1293;1;11;760;59.7;"GroenLinks";116;0;"DENK";105;0;86;54;90;69;27;96;13;116;2;43;26;0;4;105;0;9;1;1;1;5;10;0;0;2;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8315561,52.3766142)";"POINT(52.3766142,4.8315561)";4.8315561;52.3766142;
194;"Museum Amsterdam Noord";1167;0;3;610;52.5;"GroenLinks";150;0;"D66";95;0;56;50;66;54;11;95;6;150;1;75;12;0;1;21;0;4;0;1;0;3;4;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9260261,52.3881232)";"POINT(52.3881232,4.9260261)";4.9260261;52.3881232;
195;"Museumwerf `t Kromhout";2679;3;7;1901;71.3;"GroenLinks";577;0;"D66";370;0;195;264;48;130;34;370;19;577;4;157;21;0;0;15;1;22;1;3;0;15;25;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.92045,52.3679663)";"POINT(52.3679663,4.92045)";4.92045;52.3679663;
196;"Muziekschool Noord";1529;4;13;891;59.4;"DENK";156;0;"GroenLinks";139;0;96;65;118;65;16;91;21;139;5;38;30;1;3;156;0;13;0;0;0;6;28;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9511378,52.3947608)";"POINT(52.3947608,4.9511378)";4.9511378;52.3947608;
197;"Narcis-Queridoschool";4831;5;19;2504;52.3;"D66";496;0;"GroenLinks";492;0;272;184;154;176;47;496;21;492;3;176;39;0;5;323;2;36;1;2;4;16;53;1;0;1;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.860645,52.3793646)";"POINT(52.3793646,4.860645)";4.860645;52.3793646;
198;"NH Amsterdam Zuid";1119;1;0;1006;90.0;"VVD";369;0;"D66";199;0;369;81;86;27;44;199;24;91;2;25;18;0;3;1;1;19;0;0;2;7;7;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8800452,52.326657)";"POINT(52.326657,4.8800452)";4.8800452;52.326657;
199;"NH Carlton Amsterdam";946;0;1;682;72.2;"D66";211;0;"VVD";167;0;167;45;15;17;10;211;5;128;0;44;4;0;2;4;0;13;1;0;0;11;4;0;0;1;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8930552,52.3664099)";"POINT(52.3664099,4.8930552)";4.8930552;52.3664099;
200;"NH Grand Hotel Krasnapolsky";903;0;11;1340;149.6;"D66";367;0;"GroenLinks";332;0;266;70;32;45;22;367;9;332;1;114;7;1;2;14;2;24;1;1;1;9;18;1;0;1;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8942478,52.3727042)";"POINT(52.3727042,4.8942478)";4.8942478;52.3727042;
201;"NH Museum Quarter";1485;2;2;936;63.3;"VVD";278;0;"D66";227;0;278;78;26;38;29;227;10;168;1;45;8;1;0;4;0;11;0;1;0;6;3;1;0;1;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8861272,52.3558127)";"POINT(52.3558127,4.8861272)";4.8861272;52.3558127;
202;"Nieuw Vredenburgh";2102;0;11;1633;78.2;"D66";374;0;"GroenLinks";347;0;234;108;94;91;49;374;22;347;3;128;36;1;5;81;1;21;0;0;1;15;20;1;0;1;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8512571,52.3638198)";"POINT(52.3638198,4.8512571)";4.8512571;52.3638198;
203;"Noorderkerk";1995;4;1;1715;86.2;"GroenLinks";384;0;"D66";359;0;269;174;94;109;35;359;20;384;1;173;20;1;1;12;0;33;2;0;2;16;8;2;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8863151,52.3795325)";"POINT(52.3795325,4.8863151)";4.8863151;52.3795325;
204;"Noordmansschool";2279;5;18;1236;55.2;"DENK";289;0;"GroenLinks";192;0;120;93;101;102;32;161;28;192;0;43;35;1;3;289;0;5;0;1;1;4;19;4;0;2;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8244431,52.3758933)";"POINT(52.3758933,4.8244431)";4.8244431;52.3758933;
205;"Nowhere";2242;4;5;957;43.1;"GroenLinks";253;0;"D66";202;0;61;74;46;56;11;202;10;253;2;54;13;3;4;113;1;10;1;0;0;7;31;4;1;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9364188,52.3642737)";"POINT(52.3642737,4.9364188)";4.9364188;52.3642737;
206;"O.B.S. Slootermeerschool";2741;10;39;1632;61.3;"DENK";500;0;"GroenLinks";171;0;133;133;145;111;44;169;40;171;1;61;60;3;4;500;2;13;1;2;1;2;28;3;1;4;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.832164,52.3820235)";"POINT(52.3820235,4.832164)";4.832164;52.3820235;
207;"OBA IJburg";1274;1;5;1172;92.5;"D66";245;0;"GroenLinks";189;0;181;117;78;65;39;245;19;189;1;60;13;1;3;102;1;27;0;0;1;4;26;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9969442,52.3566062)";"POINT(52.3566062,4.9969442)";4.9969442;52.3566062;
208;"OBA Mercatorplein";1189;0;8;1163;98.5;"GroenLinks";281;0;"D66";280;0;203;86;40;75;25;280;7;281;0;72;11;0;1;38;3;11;0;0;0;11;19;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8502648,52.3693778)";"POINT(52.3693778,4.8502648)";4.8502648;52.3693778;
209;"OBA Molenwijk";1281;0;11;1371;107.9;"GroenLinks";191;0;"PVV";189;0;181;115;189;133;86;139;33;191;4;83;56;1;9;82;4;25;0;2;1;7;29;1;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8929832,52.4177901)";"POINT(52.4177901,4.8929832)";4.8929832;52.4177901;
210;"OBA Oosterdokskade";622;1;1;926;149.2;"GroenLinks";286;0;"D66";217;0;107;75;15;47;15;217;11;286;1;80;7;0;0;22;0;11;0;1;1;10;20;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.908385,52.3758093)";"POINT(52.3758093,4.908385)";4.908385;52.3758093;
211;"OBA Osdorp";943;0;5;654;69.9;"DENK";116;0;"GroenLinks";105;0;85;55;51;55;16;73;10;105;0;28;24;3;1;116;0;4;0;0;0;1;27;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.806793,52.3589179)";"POINT(52.3589179,4.806793)";4.806793;52.3589179;
212;"OBA Slotermeer";1457;6;27;1448;101.6;"DENK";536;0;"GroenLinks";190;0;103;93;100;111;43;122;24;190;4;40;25;2;3;536;2;11;0;0;1;3;33;1;0;1;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8202431,52.3793036)";"POINT(52.3793036,4.8202431)";4.8202431;52.3793036;
213;"OBA Van Hallstraat";3037;3;17;2572;85.3;"GroenLinks";633;0;"D66";631;0;403;138;112;104;61;631;24;633;3;176;35;2;5;149;4;31;1;3;0;9;43;2;1;2;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8720529,52.3796584)";"POINT(52.3796584,4.8720529)";4.8720529;52.3796584;
214;"Obrechtkerk";1515;3;4;1734;114.9;"VVD";600;0;"D66";437;0;600;150;32;37;77;437;8;264;2;76;8;0;6;0;0;25;2;0;3;3;3;0;0;1;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.875354,52.3557669)";"POINT(52.3557669,4.875354)";4.875354;52.3557669;
215;"OBS Aldoende";1528;3;6;1341;88.4;"GroenLinks";402;0;"D66";263;0;168;98;38;92;12;263;7;402;2;106;6;0;2;77;0;10;2;0;0;7;48;0;1;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9112389,52.3588797)";"POINT(52.3588797,4.9112389)";4.9112389;52.3588797;
216;"OBS Buikslotermeerschool";1618;0;18;1054;66.3;"GroenLinks";214;0;"D66";119;0;106;112;100;92;36;119;19;214;3;47;26;0;1;110;2;20;0;0;0;9;36;2;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.93484,52.3966834)";"POINT(52.3966834,4.93484)";4.93484;52.3966834;
217;"OBS De Bonkelaar";3371;3;8;1482;44.3;"PVV";304;0;"VVD";242;0;242;113;304;152;60;136;16;140;3;62;71;1;5;85;5;31;2;0;1;9;39;3;0;2;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8897421,52.4210211)";"POINT(52.4210211,4.8897421)";4.8897421;52.4210211;
218;"OBS De Driemaster";1320;3;5;742;56.8;"PVV";106;0;"GroenLinks";95;0;70;90;106;86;20;83;19;95;0;28;34;1;0;66;0;10;0;1;1;6;26;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9208701,52.407685)";"POINT(52.407685,4.9208701)";4.9208701;52.407685;
219;"Obs de Horizon";3405;7;19;2628;77.9;"VVD";484;0;"D66";397;0;484;222;281;190;114;397;59;281;0;75;88;7;14;280;8;36;1;2;1;6;74;5;0;3;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.7883942,52.3505217)";"POINT(52.3505217,4.7883942)";4.7883942;52.3505217;
220;"OBS De Kinderboom";1393;7;6;908;66.1;"GroenLinks";159;0;"DENK";155;0;40;79;97;122;12;86;13;159;0;54;13;0;3;155;3;8;0;0;0;9;53;2;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9202778,52.3885924)";"POINT(52.3885924,4.9202778)";4.9202778;52.3885924;
221;"OBS De Kleine Kapitein";1373;4;0;1221;89.2;"D66";315;0;"GroenLinks";298;0;212;146;34;48;29;315;9;298;1;67;15;2;0;12;3;15;0;1;2;3;9;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9227998,52.3792044)";"POINT(52.3792044,4.9227998)";4.9227998;52.3792044;
222;"OBS De Klimop";1487;1;17;827;56.8;"GroenLinks";152;0;"DENK";125;0;50;65;114;96;11;90;10;152;0;55;18;0;0;125;2;6;1;0;0;5;27;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9161341,52.3900687)";"POINT(52.3900687,4.9161341)";4.9161341;52.3900687;
223;"OBS De Krijtmolen";1531;2;11;1024;67.7;"PVV";171;0;"VVD";143;0;143;86;171;89;57;121;15;121;0;54;46;1;2;61;0;21;0;0;0;5;0;30;1;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8919008,52.4198538)";"POINT(52.4198538,4.8919008)";4.8919008;52.4198538;
224;"OBS De Vier Windstreken";2871;4;32;1707;60.7;"DENK";394;0;"PVV";295;0;112;100;295;205;42;120;39;170;5;44;85;1;7;394;0;24;0;0;0;6;51;1;4;2;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.921953,52.410977)";"POINT(52.410977,4.921953)";4.921953;52.410977;
225;"OBS De Vijfsterren";1642;0;10;1045;64.3;"DENK";225;0;"GroenLinks";150;0;134;96;91;62;52;112;17;150;3;30;16;2;0;225;1;7;2;0;1;1;42;1;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.95912,52.3942877)";"POINT(52.3942877,4.95912)";4.95912;52.3942877;
226;"Obs De Vlaamse Reus";3650;4;8;2635;72.5;"VVD";458;0;"PVV";374;0;458;239;374;213;141;361;39;300;4;115;135;1;6;151;6;42;1;2;0;8;35;1;1;2;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8178022,52.3474661)";"POINT(52.3474661,4.8178022)";4.8178022;52.3474661;
227;"OBS Oranje Nassauschool";2311;4;7;1363;59.5;"PVV";271;0;"GroenLinks";238;0;69;94;271;167;31;151;19;238;2;93;59;1;8;82;2;23;0;0;1;7;43;1;0;1;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9155099,52.3934714)";"POINT(52.3934714,4.9155099)";4.9155099;52.3934714;
228;"OBS Twiskeschool";2145;4;13;1905;89.6;"VVD";324;0;"PVV";311;0;324;134;311;154;106;256;27;286;6;95;74;4;6;36;3;52;1;0;0;9;17;2;0;2;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.902024,52.4189955)";"POINT(52.4189955,4.902024)";4.902024;52.4189955;
229;"Oceaan";1527;0;2;1096;71.9;"GroenLinks";306;0;"D66";297;0;177;101;14;36;22;297;8;306;1;80;0;1;2;13;0;11;0;0;4;6;17;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9466102,52.3714377)";"POINT(52.3714377,4.9466102)";4.9466102;52.3714377;
230;"Olympiaschool";1519;1;1;1144;75.4;"VVD";312;0;"D66";278;0;312;91;49;58;29;278;7;183;1;75;18;2;3;8;0;18;0;0;1;3;6;2;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8622749,52.3433119)";"POINT(52.3433119,4.8622749)";4.8622749;52.3433119;
231;"Olympisch Stadion";1781;1;4;1204;67.9;"VVD";355;0;"D66";309;0;355;81;54;40;37;309;9;204;0;62;10;0;2;9;1;14;1;1;0;6;8;1;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8551228,52.3437964)";"POINT(52.3437964,4.8551228)";4.8551228;52.3437964;
232;"Onze Lieve Vrouwe Gasthuis";1553;1;13;2032;131.7;"GroenLinks";476;0;"D66";418;0;264;186;74;155;51;418;23;476;3;117;28;2;4;136;2;26;1;1;2;0;62;1;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9169252,52.35838)";"POINT(52.35838,4.9169252)";4.9169252;52.35838;
233;"Open Schoolgemeenschap Bijlmer";2724;3;18;1541;57.3;"Artikel 1";258;0;"GroenLinks";239;0;114;190;112;156;39;153;70;239;1;53;49;1;3;85;2;4;1;0;0;5;258;5;0;1;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9653928,52.3186156)";"POINT(52.3186156,4.9653928)";4.9653928;52.3186156;
234;"Oranjekerk";3073;4;10;2766;90.5;"D66";649;0;"GroenLinks";616;0;526;219;87;151;63;649;22;616;3;241;27;4;6;62;1;42;1;0;1;16;26;3;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.895436,52.3529288)";"POINT(52.3529288,4.895436)";4.895436;52.3529288;
235;"Orion College Amsterdam";1106;1;3;624;56.8;"PVV";147;0;"GroenLinks";126;0;47;70;147;73;17;71;3;126;1;39;22;0;2;2;0;0;0;0;0;1;3;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9304178,52.3924452)";"POINT(52.3924452,4.9304178)";4.9304178;52.3924452;
236;"Osdorpse Montessorischool";1006;3;5;805;80.8;"DENK";153;0;"PVV";126;0;86;64;126;77;31;107;10;74;1;19;34;0;0;153;1;7;0;1;1;3;7;1;2;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8026149,52.3539626)";"POINT(52.3539626,4.8026149)";4.8026149;52.3539626;
237;"Ouder en Kindcentrum Pontanusstraat";1391;2;1;1130;81.5;"GroenLinks";318;0;"D66";243;0;120;91;41;64;18;243;12;318;1;80;9;0;2;74;0;10;0;2;1;9;34;1;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9299958,52.3606879)";"POINT(52.3606879,4.9299958)";4.9299958;52.3606879;
238;"Ouderencentrum De Gooyer";1556;1;14;1264;82.2;"GroenLinks";251;0;"D66";194;0;77;121;138;98;20;194;16;251;1;85;31;1;2;141;2;10;3;0;1;7;65;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.926934,52.364308)";"POINT(52.364308,4.926934)";4.926934;52.364308;
239;"Oud-Katholieke Kerk";1572;1;5;1418;90.6;"VVD";408;0;"D66";361;0;408;117;24;51;25;361;15;271;1;100;4;2;2;8;1;17;0;0;0;6;4;1;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8846929,52.3541533)";"POINT(52.3541533,4.8846929)";4.8846929;52.3541533;
240;"Panama Amsterdam";1460;1;5;993;68.4;"D66";268;0;"GroenLinks";233;0;232;77;26;23;11;268;12;233;2;58;5;2;4;11;1;15;0;1;0;5;7;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.930804,52.374848)";"POINT(52.374848,4.930804)";4.930804;52.374848;
241;"Park Plaza Victoria Amsterdam";712;1;1;419;59.1;"D66";94;0;"VVD - GROENLINKS";83;0;83;23;27;22;11;94;4;83;0;36;3;1;0;15;1;6;1;0;4;3;2;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8971932,52.3772551)";"POINT(52.3772551,4.8971932)";4.8971932;52.3772551;
242;"Pastorie Vredeskerk";1599;1;2;1353;84.8;"D66";339;0;"VVD";318;0;318;79;51;74;28;339;17;287;0;85;17;3;0;17;0;17;0;1;0;8;11;0;0;1;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8900511,52.3501555)";"POINT(52.3501555,4.8900511)";4.8900511;52.3501555;
243;"PlusPunt Eigenwijks Geuzenveld";1535;6;19;1319;87.6;"DENK";461;0;"GroenLinks";165;0;105;69;91;97;31;144;29;165;5;34;33;2;2;461;2;4;1;0;0;7;36;1;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8027389,52.3780142)";"POINT(52.3780142,4.8027389)";4.8027389;52.3780142;
244;"Portocabin IJselplein";2893;2;5;1997;69.3;"D66";458;0;"VVD";415;0;415;173;112;117;55;458;22;398;1;131;23;0;4;36;1;17;0;0;0;13;18;2;0;1;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9017479,52.3475348)";"POINT(52.3475348,4.9017479)";4.9017479;52.3475348;
245;"Portocabin naast Station Amsterdam";0;4;16;1459;0;"D66";374;0;"VVD";283;0;283;103;52;69;47;374;39;277;4;54;13;0;5;32;1;24;0;0;1;11;67;1;1;1;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.9483969,52.312451)";"POINT(52.312451,4.9483969)";4.9483969;52.312451;
246;"Portocabin Theophile de Bockstraat";2582;3;9;3270;127.1;"D66";783;0;"VVD";721;0;721;224;169;120;100;783;42;655;4;279;40;1;10;29;2;44;1;0;2;22;17;0;4;1;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8514349,52.3551489)";"POINT(52.3551489,4.8514349)";4.8514349;52.3551489;
247;"Posthoornkerk";1750;2;8;2146;123.2;"GroenLinks";613;0;"D66";480;0;298;221;93;102;42;480;16;613;1;187;23;0;2;9;0;28;0;0;2;14;13;2;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"POINT(4.8904092,52.3811194)";"POINT(52.3811194,4.8904092)";4.8904092;52.3811194;
