OBJECTNUMMER;Soortnaam_NL;Boomnummer;Soortnaam_WTS;Boomtype;Boomhoogte;Plantjaar;Eigenaar;Beheerder;Categorie;SOORT_KORT;SDVIEW;RADIUS;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
48049;"Veldesdoorn";552406;"Acer campestre";"Boom niet vrij uitgroeiend";"15 tot 18 m.";1991;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Acer";"Acer";"T";5;"POINT(4.96047,52.299988)";"POINT(52.299988,4.96047)";4.96047;52.299988;
48050;"Zomereik";552405;"Quercus robur";"Boom niet vrij uitgroeiend";"15 tot 18 m.";1991;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Quercus";"Quercus";"T";5;"POINT(4.960783,52.300177)";"POINT(52.300177,4.960783)";4.960783;52.300177;
48051;"Winterlinde";552404;"Tilia cordata";"Boom niet vrij uitgroeiend";"12 tot 15 m.";1991;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Tilia";"Tilia";"T";4;"POINT(4.961219,52.300169)";"POINT(52.300169,4.961219)";4.961219;52.300169;
48052;"Hollandse linde (cultuurvariëteit)";552403;"Tilia europaea `Pallida`";"Boom niet vrij uitgroeiend";"15 tot 18 m.";1991;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Tilia";"Tilia";"T";5;"POINT(4.962044,52.300479)";"POINT(52.300479,4.962044)";4.962044;52.300479;
48053;"Hollandse iep (cultuurvariëteit)";552154;"Ulmus hollandica `Groeneveld`";"Boom niet vrij uitgroeiend";"6 tot 9 m.";2000;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Ulmus";"Ulmus";"T";2;"POINT(4.969252,52.297684)";"POINT(52.297684,4.969252)";4.969252;52.297684;
48054;"Hollandse iep (cultuurvariëteit)";552153;"Ulmus hollandica `Groeneveld`";"Boom niet vrij uitgroeiend";"9 tot 12 m.";2000;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Ulmus";"Ulmus";"T";3;"POINT(4.96986,52.297584)";"POINT(52.297584,4.96986)";4.96986;52.297584;
48055;"Hollandse iep (cultuurvariëteit)";552152;"Ulmus hollandica `Groeneveld`";"Boom niet vrij uitgroeiend";"9 tot 12 m.";2000;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Ulmus";"Ulmus";"T";3;"POINT(4.96998,52.297625)";"POINT(52.297625,4.96998)";4.96998;52.297625;
48056;"Hollandse iep (cultuurvariëteit)";552151;"Ulmus hollandica `Groeneveld`";"Boom niet vrij uitgroeiend";"9 tot 12 m.";2000;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Ulmus";"Ulmus";"T";3;"POINT(4.970075,52.297658)";"POINT(52.297658,4.970075)";4.970075;52.297658;
48057;"Hollandse iep (cultuurvariëteit)";552149;"Ulmus hollandica `Groeneveld`";"Boom niet vrij uitgroeiend";"6 tot 9 m.";2000;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Ulmus";"Ulmus";"T";2;"POINT(4.969846,52.297738)";"POINT(52.297738,4.969846)";4.969846;52.297738;
48058;"Gewone esdoorn (cultuurvariëteit)";552146;"Acer pseudoplatanus `Negenia`";"Boom niet vrij uitgroeiend";"12 tot 15 m.";2000;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Acer";"Acer";"T";4;"POINT(4.969035,52.29646)";"POINT(52.29646,4.969035)";4.969035;52.29646;
48059;"Witte paardenkastanje";552144;"Aesculus hippocastanum";"Boom niet vrij uitgroeiend";"12 tot 15 m.";2000;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Aesculus";"Aesculus";"T";4;"POINT(4.968795,52.296549)";"POINT(52.296549,4.968795)";4.968795;52.296549;
48060;"Witte paardenkastanje";552143;"Aesculus hippocastanum";"Boom niet vrij uitgroeiend";"12 tot 15 m.";2000;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Aesculus";"Aesculus";"T";4;"POINT(4.96876,52.296745)";"POINT(52.296745,4.96876)";4.96876;52.296745;
48061;"Ruwe berk";552141;"Betula pendula";"Boom niet vrij uitgroeiend";"15 tot 18 m.";2000;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Betula";"Betula";"T";5;"POINT(4.968711,52.296671)";"POINT(52.296671,4.968711)";4.968711;52.296671;
48062;"Yoshinokers";552962;"Prunus yedoensis";"Boom vrij uitgroeiend";"tot 6 m.";1990;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Prunus";"Prunus";"T";1;"POINT(4.966164,52.302155)";"POINT(52.302155,4.966164)";4.966164;52.302155;
48063;"Yoshinokers";552961;"Prunus yedoensis";"Boom niet vrij uitgroeiend";"6 tot 9 m.";1990;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Prunus";"Prunus";"T";2;"POINT(4.966088,52.302126)";"POINT(52.302126,4.966088)";4.966088;52.302126;
48064;"Yoshinokers";552960;"Prunus yedoensis";"Boom vrij uitgroeiend";"6 tot 9 m.";1990;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Prunus";"Prunus";"T";2;"POINT(4.965909,52.30209)";"POINT(52.30209,4.965909)";4.965909;52.30209;
48065;"Hollandse linde";552959;"Tilia europaea";"Boom niet vrij uitgroeiend";"9 tot 12 m.";1990;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Tilia";"Tilia";"T";3;"POINT(4.965846,52.302272)";"POINT(52.302272,4.965846)";4.965846;52.302272;
48066;"Hollandse linde";552958;"Tilia europaea";"Boom niet vrij uitgroeiend";"12 tot 15 m.";1990;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Tilia";"Tilia";"T";4;"POINT(4.965756,52.302208)";"POINT(52.302208,4.965756)";4.965756;52.302208;
48067;"Hartbladige els";552957;"Alnus cordata";"Boom niet vrij uitgroeiend";"15 tot 18 m.";1990;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Alnus";"Alnus";"T";5;"POINT(4.965527,52.302204)";"POINT(52.302204,4.965527)";4.965527;52.302204;
48068;"Hartbladige els";552956;"Alnus cordata";"Boom niet vrij uitgroeiend";"12 tot 15 m.";1990;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Alnus";"Alnus";"T";4;"POINT(4.965433,52.302238)";"POINT(52.302238,4.965433)";4.965433;52.302238;
48069;"Veldiep";552954;"Ulmus minor";"Boom vrij uitgroeiend";"9 tot 12 m.";1990;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Ulmus";"Ulmus";"T";3;"POINT(4.965055,52.302475)";"POINT(52.302475,4.965055)";4.965055;52.302475;
48070;"Gewone haagbeuk";552953;"Carpinus betulus";"Boom niet vrij uitgroeiend";"9 tot 12 m.";1990;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Carpinus";"Carpinus";"T";3;"POINT(4.965304,52.302198)";"POINT(52.302198,4.965304)";4.965304;52.302198;
48071;"Veldiep";552952;"Ulmus minor";"Boom niet vrij uitgroeiend";"9 tot 12 m.";1990;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Ulmus";"Ulmus";"T";3;"POINT(4.965222,52.30225)";"POINT(52.30225,4.965222)";4.965222;52.30225;
48072;"Veldiep";552951;"Ulmus minor";"Boom vrij uitgroeiend";"9 tot 12 m.";1990;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Ulmus";"Ulmus";"T";3;"POINT(4.965226,52.302294)";"POINT(52.302294,4.965226)";4.965226;52.302294;
48073;"Veldiep";552948;"Ulmus minor";"Boom niet vrij uitgroeiend";"15 tot 18 m.";1990;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Ulmus";"Ulmus";"T";5;"POINT(4.965113,52.302438)";"POINT(52.302438,4.965113)";4.965113;52.302438;
48074;"Hollandse iep (cultuurvariëteit)";552947;"Ulmus hollandica `Commelin`";"Boom vrij uitgroeiend";"12 tot 15 m.";1990;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Ulmus";"Ulmus";"T";4;"POINT(4.965006,52.302544)";"POINT(52.302544,4.965006)";4.965006;52.302544;
48075;"Hollandse linde";552946;"Tilia europaea";"Boom niet vrij uitgroeiend";"15 tot 18 m.";1990;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Tilia";"Tilia";"T";5;"POINT(4.965026,52.302953)";"POINT(52.302953,4.965026)";4.965026;52.302953;
48076;"Himalayaberk (cultuurvariëteit)";552945;"Betula utilis `Doorenbos`";"Boom niet vrij uitgroeiend";"9 tot 12 m.";1990;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Betula";"Betula";"T";3;"POINT(4.968385,52.305299)";"POINT(52.305299,4.968385)";4.968385;52.305299;
48077;"Gewone haagbeuk";552685;"Carpinus betulus";"Boom niet vrij uitgroeiend";"12 tot 15 m.";1991;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Carpinus";"Carpinus";"T";4;"POINT(4.971972,52.296694)";"POINT(52.296694,4.971972)";4.971972;52.296694;
48078;"Zoete kers";552684;"Prunus avium";"Boom niet vrij uitgroeiend";"12 tot 15 m.";1991;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Prunus";"Prunus";"T";4;"POINT(4.971917,52.296678)";"POINT(52.296678,4.971917)";4.971917;52.296678;
48079;"Zoete kers";552683;"Prunus avium";"Boom niet vrij uitgroeiend";"9 tot 12 m.";1991;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Prunus";"Prunus";"T";3;"POINT(4.971675,52.296641)";"POINT(52.296641,4.971675)";4.971675;52.296641;
48080;"Zoete kers";552682;"Prunus avium";"Boom niet vrij uitgroeiend";"12 tot 15 m.";1991;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Prunus";"Prunus";"T";4;"POINT(4.971618,52.296949)";"POINT(52.296949,4.971618)";4.971618;52.296949;
48081;"Zoete kers";552681;"Prunus avium";"Boom niet vrij uitgroeiend";"9 tot 12 m.";1991;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Prunus";"Prunus";"T";3;"POINT(4.971598,52.296783)";"POINT(52.296783,4.971598)";4.971598;52.296783;
48082;"Amerikaanse linde (cultuurvariëteit)";552680;"Tilia americana `Nova`";"Boom niet vrij uitgroeiend";"12 tot 15 m.";1991;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Tilia";"Tilia";"T";4;"POINT(4.971426,52.297389)";"POINT(52.297389,4.971426)";4.971426;52.297389;
48083;"Grauwe abeel (cultuurvariëteit)";552679;"Populus canescens `De Moffart`";"Boom niet vrij uitgroeiend";"24 m. en hoger";1991;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Populus";"Populus";"T";8;"POINT(4.971262,52.297437)";"POINT(52.297437,4.971262)";4.971262;52.297437;
48084;"Ruwe berk";552678;"Betula pendula";"Boom niet vrij uitgroeiend";"12 tot 15 m.";1991;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Betula";"Betula";"T";4;"POINT(4.971093,52.297306)";"POINT(52.297306,4.971093)";4.971093;52.297306;
48085;"Zachte berk";552677;"Betula pubescens";"Boom niet vrij uitgroeiend";"12 tot 15 m.";1991;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Betula";"Betula";"T";4;"POINT(4.971139,52.29723)";"POINT(52.29723,4.971139)";4.971139;52.29723;
48086;"Hollandse iep (cultuurvariëteit)";552676;"Ulmus hollandica `Groeneveld`";"Boom niet vrij uitgroeiend";"15 tot 18 m.";1992;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Ulmus";"Ulmus";"T";5;"POINT(4.971238,52.296976)";"POINT(52.296976,4.971238)";4.971238;52.296976;
48087;"Hollandse iep";552675;"Ulmus hollandica";"Boom niet vrij uitgroeiend";"15 tot 18 m.";1992;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Ulmus";"Ulmus";"T";5;"POINT(4.97118,52.297029)";"POINT(52.297029,4.97118)";4.97118;52.297029;
48088;"Ruwe berk";552673;"Betula pendula";"Boom niet vrij uitgroeiend";"12 tot 15 m.";1991;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Betula";"Betula";"T";4;"POINT(4.971296,52.296841)";"POINT(52.296841,4.971296)";4.971296;52.296841;
48089;"Moseik";552672;"Quercus cerris";"Boom niet vrij uitgroeiend";"18 tot 24 m.";1991;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Quercus";"Quercus";"T";7;"POINT(4.972117,52.296582)";"POINT(52.296582,4.972117)";4.972117;52.296582;
48090;"Zomerlinde";552671;"Tilia platyphyllos";"Boom niet vrij uitgroeiend";"18 tot 24 m.";1991;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Tilia";"Tilia";"T";7;"POINT(4.972185,52.296505)";"POINT(52.296505,4.972185)";4.972185;52.296505;
48091;"Hollandse iep (cultuurvariëteit)";552670;"Ulmus hollandica `Groeneveld`";"Boom niet vrij uitgroeiend";"18 tot 24 m.";1992;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Ulmus";"Ulmus";"T";7;"POINT(4.972302,52.296542)";"POINT(52.296542,4.972302)";4.972302;52.296542;
48092;"Hollandse iep (cultuurvariëteit)";552669;"Ulmus hollandica `Groeneveld`";"Boom niet vrij uitgroeiend";"18 tot 24 m.";1992;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Ulmus";"Ulmus";"T";7;"POINT(4.972436,52.296589)";"POINT(52.296589,4.972436)";4.972436;52.296589;
48093;"Meelbes";552668;"Sorbus aria";"Boom niet vrij uitgroeiend";"6 tot 9 m.";1991;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Overig";"Sorbus";"T";2;"POINT(4.97322,52.296678)";"POINT(52.296678,4.97322)";4.97322;52.296678;
48094;"Hollandse linde (cultuurvariëteit)";552402;"Tilia europaea `Pallida`";"Boom niet vrij uitgroeiend";"15 tot 18 m.";1991;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Tilia";"Tilia";"T";5;"POINT(4.96236,52.300229)";"POINT(52.300229,4.96236)";4.96236;52.300229;
48095;"Hollandse linde (cultuurvariëteit)";552401;"Tilia europaea `Zwarte Linde`";"Boom niet vrij uitgroeiend";"15 tot 18 m.";1991;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Tilia";"Tilia";"T";5;"POINT(4.962285,52.300307)";"POINT(52.300307,4.962285)";4.962285;52.300307;
48096;"Hollandse linde (cultuurvariëteit)";552400;"Tilia europaea `Zwarte Linde`";"Boom niet vrij uitgroeiend";"15 tot 18 m.";1991;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Tilia";"Tilia";"T";5;"POINT(4.962223,52.300304)";"POINT(52.300304,4.962223)";4.962223;52.300304;
48097;"Grove den";552399;"Pinus sylvestris";"Boom niet vrij uitgroeiend";"15 tot 18 m.";1991;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Overig";"Pinus";"T";5;"POINT(4.960963,52.299906)";"POINT(52.299906,4.960963)";4.960963;52.299906;
48098;"Ruwe berk";552398;"Betula pendula";"Boom niet vrij uitgroeiend";"15 tot 18 m.";1991;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Betula";"Betula";"T";5;"POINT(4.960925,52.299722)";"POINT(52.299722,4.960925)";4.960925;52.299722;
48099;"Winterlinde";552397;"Tilia cordata";"Boom niet vrij uitgroeiend";"15 tot 18 m.";1991;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Tilia";"Tilia";"T";5;"POINT(4.960964,52.299827)";"POINT(52.299827,4.960964)";4.960964;52.299827;
48100;"Veldesdoorn";552393;"Acer campestre";"Boom niet vrij uitgroeiend";"12 tot 15 m.";1991;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Acer";"Acer";"T";4;"POINT(4.960498,52.299848)";"POINT(52.299848,4.960498)";4.960498;52.299848;
48101;"Hollandse linde (cultuurvariëteit)";552392;"Tilia europaea `Zwarte Linde`";"Boom niet vrij uitgroeiend";"15 tot 18 m.";1991;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Tilia";"Tilia";"T";5;"POINT(4.960593,52.299797)";"POINT(52.299797,4.960593)";4.960593;52.299797;
48102;"Grove den";552390;"Pinus sylvestris";"Boom niet vrij uitgroeiend";"12 tot 15 m.";1991;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Overig";"Pinus";"T";4;"POINT(4.960819,52.299158)";"POINT(52.299158,4.960819)";4.960819;52.299158;
48103;"Tamme kastanje";552389;"Castanea sativa";"Boom vrij uitgroeiend";"9 tot 12 m.";1991;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Overig";"Castanea";"T";3;"POINT(4.960781,52.299227)";"POINT(52.299227,4.960781)";4.960781;52.299227;
48104;"Ruwe berk";552388;"Betula pendula";"Boom vrij uitgroeiend";"18 tot 24 m.";1991;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Betula";"Betula";"T";7;"POINT(4.96075,52.299331)";"POINT(52.299331,4.96075)";4.96075;52.299331;
48105;"Servische spar";552387;"Picea omorika";"Boom vrij uitgroeiend";"6 tot 9 m.";1991;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Overig";"Picea";"T";2;"POINT(4.960701,52.299436)";"POINT(52.299436,4.960701)";4.960701;52.299436;
48106;"Zomereik";552386;"Quercus robur";"Boom niet vrij uitgroeiend";"15 tot 18 m.";1991;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Quercus";"Quercus";"T";5;"POINT(4.960583,52.299461)";"POINT(52.299461,4.960583)";4.960583;52.299461;
48107;"Zachte berk";552140;"Betula pubescens";"Boom niet vrij uitgroeiend";"12 tot 15 m.";2000;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Betula";"Betula";"T";4;"POINT(4.968548,52.296805)";"POINT(52.296805,4.968548)";4.968548;52.296805;
48108;"Zomerlinde";552139;"Tilia platyphyllos";"Boom niet vrij uitgroeiend";"12 tot 15 m.";2000;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Tilia";"Tilia";"T";4;"POINT(4.968656,52.296873)";"POINT(52.296873,4.968656)";4.968656;52.296873;
48109;"Winterlinde (cultuurvariëteit)";552138;"Tilia cordata `Böhlje`";"Boom niet vrij uitgroeiend";"12 tot 15 m.";2000;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Tilia";"Tilia";"T";4;"POINT(4.968546,52.296879)";"POINT(52.296879,4.968546)";4.968546;52.296879;
48110;"Winterlinde (cultuurvariëteit)";552137;"Tilia cordata `Böhlje`";"Boom niet vrij uitgroeiend";"12 tot 15 m.";2000;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Tilia";"Tilia";"T";4;"POINT(4.968912,52.296433)";"POINT(52.296433,4.968912)";4.968912;52.296433;
48111;"Winterlinde (cultuurvariëteit)";552136;"Tilia cordata `Böhlje`";"Boom niet vrij uitgroeiend";"12 tot 15 m.";2000;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Tilia";"Tilia";"T";4;"POINT(4.968915,52.296592)";"POINT(52.296592,4.968915)";4.968915;52.296592;
48112;"Winterlinde (cultuurvariëteit)";552135;"Tilia cordata `Böhlje`";"Boom niet vrij uitgroeiend";"12 tot 15 m.";2000;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Tilia";"Tilia";"T";4;"POINT(4.968773,52.296638)";"POINT(52.296638,4.968773)";4.968773;52.296638;
48113;"Winterlinde (cultuurvariëteit)";552134;"Tilia cordata `Böhlje`";"Boom niet vrij uitgroeiend";"12 tot 15 m.";2000;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Tilia";"Tilia";"T";4;"POINT(4.96866,52.296761)";"POINT(52.296761,4.96866)";4.96866;52.296761;
48114;"Winterlinde (cultuurvariëteit)";552133;"Tilia cordata `Böhlje`";"Boom niet vrij uitgroeiend";"12 tot 15 m.";2000;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Tilia";"Tilia";"T";4;"POINT(4.968607,52.296814)";"POINT(52.296814,4.968607)";4.968607;52.296814;
48115;"Winterlinde (cultuurvariëteit)";552132;"Tilia cordata `Böhlje`";"Boom niet vrij uitgroeiend";"12 tot 15 m.";2000;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Tilia";"Tilia";"T";4;"POINT(4.968478,52.2969)";"POINT(52.2969,4.968478)";4.968478;52.2969;
48116;"Winterlinde (cultuurvariëteit)";552131;"Tilia cordata `Böhlje`";"Boom niet vrij uitgroeiend";"12 tot 15 m.";2000;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Tilia";"Tilia";"T";4;"POINT(4.968481,52.296976)";"POINT(52.296976,4.968481)";4.968481;52.296976;
48117;"Zoete kers";552129;"Prunus avium";"Boom niet vrij uitgroeiend";"6 tot 9 m.";2000;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Prunus";"Prunus";"T";2;"POINT(4.969335,52.296115)";"POINT(52.296115,4.969335)";4.969335;52.296115;
48118;"Kerspruim";552128;"Prunus cerasifera";"Boom niet vrij uitgroeiend";"6 tot 9 m.";2000;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Prunus";"Prunus";"T";2;"POINT(4.969254,52.296085)";"POINT(52.296085,4.969254)";4.969254;52.296085;
48119;"Hollandse linde";552127;"Tilia europaea";"Leiboom";"tot 6 m.";2000;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Tilia";"Tilia";"T";1;"POINT(4.969397,52.296158)";"POINT(52.296158,4.969397)";4.969397;52.296158;
48120;"Hollandse linde";552126;"Tilia europaea";"Leiboom";"tot 6 m.";2000;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Tilia";"Tilia";"T";1;"POINT(4.969431,52.29613)";"POINT(52.29613,4.969431)";4.969431;52.29613;
48121;"Hollandse linde";552125;"Tilia europaea";"Knotboom";"tot 6 m.";2000;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Tilia";"Tilia";"T";1;"POINT(4.969421,52.296092)";"POINT(52.296092,4.969421)";4.969421;52.296092;
48122;"Himalayaberk (cultuurvariëteit)";552943;"Betula utilis `Doorenbos`";"Boom niet vrij uitgroeiend";"9 tot 12 m.";1990;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Betula";"Betula";"T";3;"POINT(4.968708,52.30488)";"POINT(52.30488,4.968708)";4.968708;52.30488;
48123;"Himalayaberk (cultuurvariëteit)";552942;"Betula utilis `Doorenbos`";"Boom niet vrij uitgroeiend";"9 tot 12 m.";1990;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Betula";"Betula";"T";3;"POINT(4.968748,52.304894)";"POINT(52.304894,4.968748)";4.968748;52.304894;
48124;"Himalayaberk (cultuurvariëteit)";552941;"Betula utilis `Doorenbos`";"Boom niet vrij uitgroeiend";"9 tot 12 m.";1990;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Betula";"Betula";"T";3;"POINT(4.968706,52.304943)";"POINT(52.304943,4.968706)";4.968706;52.304943;
48125;"Himalayaberk (cultuurvariëteit)";552940;"Betula utilis `Doorenbos`";"Boom niet vrij uitgroeiend";"9 tot 12 m.";1990;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Betula";"Betula";"T";3;"POINT(4.968672,52.30498)";"POINT(52.30498,4.968672)";4.968672;52.30498;
48126;"Himalayaberk (cultuurvariëteit)";552939;"Betula utilis `Doorenbos`";"Boom niet vrij uitgroeiend";"9 tot 12 m.";1990;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Betula";"Betula";"T";3;"POINT(4.968635,52.30502)";"POINT(52.30502,4.968635)";4.968635;52.30502;
48127;"Himalayaberk (cultuurvariëteit)";552938;"Betula utilis `Doorenbos`";"Boom niet vrij uitgroeiend";"6 tot 9 m.";1990;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Betula";"Betula";"T";2;"POINT(4.968607,52.30505)";"POINT(52.30505,4.968607)";4.968607;52.30505;
48128;"Himalayaberk (cultuurvariëteit)";552937;"Betula utilis `Doorenbos`";"Boom niet vrij uitgroeiend";"9 tot 12 m.";1990;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Betula";"Betula";"T";3;"POINT(4.968417,52.305259)";"POINT(52.305259,4.968417)";4.968417;52.305259;
48129;"Himalayaberk (cultuurvariëteit)";552936;"Betula utilis `Doorenbos`";"Boom niet vrij uitgroeiend";"9 tot 12 m.";1990;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Betula";"Betula";"T";3;"POINT(4.968563,52.305098)";"POINT(52.305098,4.968563)";4.968563;52.305098;
48130;"Himalayaberk (cultuurvariëteit)";552935;"Betula utilis `Doorenbos`";"Boom niet vrij uitgroeiend";"9 tot 12 m.";1990;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Betula";"Betula";"T";3;"POINT(4.96853,52.305134)";"POINT(52.305134,4.96853)";4.96853;52.305134;
48131;"Himalayaberk (cultuurvariëteit)";552934;"Betula utilis `Doorenbos`";"Boom niet vrij uitgroeiend";"6 tot 9 m.";1990;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Betula";"Betula";"T";2;"POINT(4.968493,52.305174)";"POINT(52.305174,4.968493)";4.968493;52.305174;
48132;"Himalayaberk (cultuurvariëteit)";552933;"Betula utilis `Doorenbos`";"Boom niet vrij uitgroeiend";"9 tot 12 m.";1990;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Betula";"Betula";"T";3;"POINT(4.968456,52.305217)";"POINT(52.305217,4.968456)";4.968456;52.305217;
48133;"Himalayaberk (cultuurvariëteit)";552932;"Betula utilis `Doorenbos`";"Boom niet vrij uitgroeiend";"6 tot 9 m.";1990;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Betula";"Betula";"T";2;"POINT(4.968355,52.305329)";"POINT(52.305329,4.968355)";4.968355;52.305329;
48134;"Bolesdoorn";552931;"Acer platanoides `Globosum`";"Knotboom";"tot 6 m.";2006;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Acer";"Acer";"T";1;"POINT(4.967965,52.304392)";"POINT(52.304392,4.967965)";4.967965;52.304392;
48135;"Bolesdoorn";552930;"Acer platanoides `Globosum`";"Knotboom";"tot 6 m.";1990;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Acer";"Acer";"T";1;"POINT(4.967995,52.304351)";"POINT(52.304351,4.967995)";4.967995;52.304351;
48136;"Bolesdoorn";552929;"Acer platanoides `Globosum`";"Knotboom";"tot 6 m.";1990;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Acer";"Acer";"T";1;"POINT(4.968032,52.304317)";"POINT(52.304317,4.968032)";4.968032;52.304317;
48137;"Bolesdoorn";552928;"Acer platanoides `Globosum`";"Knotboom";"tot 6 m.";1990;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Acer";"Acer";"T";1;"POINT(4.968061,52.304288)";"POINT(52.304288,4.968061)";4.968061;52.304288;
48138;"Zweedse meelbes";552667;"Sorbus intermedia";"Boom niet vrij uitgroeiend";"tot 6 m.";1991;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Overig";"Sorbus";"T";1;"POINT(4.973115,52.296717)";"POINT(52.296717,4.973115)";4.973115;52.296717;
48139;"Meelbes (cultuurvariëteit)";552666;"Sorbus aria `Gigantea`";"Boom niet vrij uitgroeiend";"6 tot 9 m.";1991;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Overig";"Sorbus";"T";2;"POINT(4.972022,52.296336)";"POINT(52.296336,4.972022)";4.972022;52.296336;
48140;"Meelbes (cultuurvariëteit)";552665;"Sorbus aria `Gigantea`";"Boom niet vrij uitgroeiend";"6 tot 9 m.";1991;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Overig";"Sorbus";"T";2;"POINT(4.971966,52.296278)";"POINT(52.296278,4.971966)";4.971966;52.296278;
