OBJECTNUMMER;Soortnaam_NL;Boomnummer;Soortnaam_WTS;Boomtype;Boomhoogte;Plantjaar;Eigenaar;Beheerder;Categorie;SOORT_KORT;SDVIEW;RADIUS;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
7385;"Kers (cultuurvariëteit)";600688;"Prunus maackii `Amber Beauty`";"Boom vrij uitgroeiend";"6 tot 9 m.";2009;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Prunus";"Prunus";"T";2;"POINT(4.953333,52.311106)";"POINT(52.311106,4.953333)";4.953333;52.311106;
7386;"Voorjaarskers";600687;"Prunus subhirtella";"Boom vrij uitgroeiend";"tot 6 m.";2009;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Prunus";"Prunus";"T";1;"POINT(4.953288,52.311119)";"POINT(52.311119,4.953288)";4.953288;52.311119;
7387;"Kers (cultuurvariëteit)";600686;"Prunus maackii `Amber Beauty`";"Boom vrij uitgroeiend";"6 tot 9 m.";2009;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Prunus";"Prunus";"T";2;"POINT(4.953324,52.311145)";"POINT(52.311145,4.953324)";4.953324;52.311145;
7388;"Kers (cultuurvariëteit)";600685;"Prunus cv.";"Boom vrij uitgroeiend";"tot 6 m.";2009;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Prunus";"Prunus";"T";1;"POINT(4.953211,52.311319)";"POINT(52.311319,4.953211)";4.953211;52.311319;
7389;"Zomereik";600403;"Quercus robur";"Boom niet vrij uitgroeiend";"9 tot 12 m.";2011;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Quercus";"Quercus";"T";3;"POINT(4.962414,52.310525)";"POINT(52.310525,4.962414)";4.962414;52.310525;
7390;"Zomereik";600402;"Quercus robur";"Boom niet vrij uitgroeiend";"9 tot 12 m.";2011;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Quercus";"Quercus";"T";3;"POINT(4.962498,52.310542)";"POINT(52.310542,4.962498)";4.962498;52.310542;
7391;"Zomereik";600401;"Quercus robur";"Boom niet vrij uitgroeiend";"9 tot 12 m.";2011;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Quercus";"Quercus";"T";3;"POINT(4.962622,52.310567)";"POINT(52.310567,4.962622)";4.962622;52.310567;
7392;"Servische spar";600400;"Picea omorika";"Boom niet vrij uitgroeiend";"tot 6 m.";2011;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Overig";"Picea";"T";1;"POINT(4.963062,52.309677)";"POINT(52.309677,4.963062)";4.963062;52.309677;
7393;"Grove den";600399;"Pinus sylvestris";"Boom vrij uitgroeiend";"6 tot 9 m.";2011;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Overig";"Pinus";"T";2;"POINT(4.962976,52.309636)";"POINT(52.309636,4.962976)";4.962976;52.309636;
7394;"Oostenrijkse den";600398;"Pinus nigra nigra";"Boom vrij uitgroeiend";"6 tot 9 m.";2011;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Overig";"Pinus";"T";2;"POINT(4.964035,52.309685)";"POINT(52.309685,4.964035)";4.964035;52.309685;
7395;"Oostenrijkse den";600397;"Pinus nigra nigra";"Boom vrij uitgroeiend";"9 tot 12 m.";2011;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Overig";"Pinus";"T";3;"POINT(4.9637,52.30964)";"POINT(52.30964,4.9637)";4.9637;52.30964;
7396;"Oostenrijkse den";600396;"Pinus nigra nigra";"Boom vrij uitgroeiend";"6 tot 9 m.";2011;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Overig";"Pinus";"T";2;"POINT(4.963399,52.309804)";"POINT(52.309804,4.963399)";4.963399;52.309804;
7397;"Servische spar";600395;"Picea omorika";"Boom vrij uitgroeiend";"tot 6 m.";2011;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Overig";"Picea";"T";1;"POINT(4.963728,52.310221)";"POINT(52.310221,4.963728)";4.963728;52.310221;
7398;"Oostenrijkse den";600394;"Pinus nigra nigra";"Boom niet vrij uitgroeiend";"6 tot 9 m.";2011;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Overig";"Pinus";"T";2;"POINT(4.964185,52.310489)";"POINT(52.310489,4.964185)";4.964185;52.310489;
7399;"Oostenrijkse den";600393;"Pinus nigra nigra";"Boom vrij uitgroeiend";"tot 6 m.";2011;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Overig";"Pinus";"T";1;"POINT(4.964298,52.310309)";"POINT(52.310309,4.964298)";4.964298;52.310309;
7400;"Servische spar";600392;"Picea omorika";"Boom vrij uitgroeiend";"tot 6 m.";2011;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Overig";"Picea";"T";1;"POINT(4.964517,52.310071)";"POINT(52.310071,4.964517)";4.964517;52.310071;
7401;"Beverboom (cultuurvariëteit)";600389;"Magnolia `Royal Crown`";"Boom vrij uitgroeiend";"tot 6 m.";2011;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Overig";"Magnolia";"T";1;"POINT(4.967492,52.310205)";"POINT(52.310205,4.967492)";4.967492;52.310205;
7402;"Kobushi-magnolia";600388;"Magnolia kobus";"Boom niet vrij uitgroeiend";"tot 6 m.";2011;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Overig";"Magnolia";"T";1;"POINT(4.967422,52.31024)";"POINT(52.31024,4.967422)";4.967422;52.31024;
7403;"Kobushi-magnolia";600387;"Magnolia kobus";"Boom niet vrij uitgroeiend";"tot 6 m.";2011;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Overig";"Magnolia";"T";1;"POINT(4.967366,52.310278)";"POINT(52.310278,4.967366)";4.967366;52.310278;
7404;"Kobushi-magnolia";600386;"Magnolia kobus";"Boom niet vrij uitgroeiend";"tot 6 m.";2011;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Overig";"Magnolia";"T";1;"POINT(4.967313,52.310309)";"POINT(52.310309,4.967313)";4.967313;52.310309;
7405;"Zomereik";600112;"Quercus robur";"Boom niet vrij uitgroeiend";"15 tot 18 m.";1985;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Quercus";"Quercus";"T";5;"POINT(4.937315,52.305004)";"POINT(52.305004,4.937315)";4.937315;52.305004;
7406;"Zomereik";600111;"Quercus robur";"Boom niet vrij uitgroeiend";"15 tot 18 m.";1985;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Quercus";"Quercus";"T";5;"POINT(4.937141,52.305174)";"POINT(52.305174,4.937141)";4.937141;52.305174;
7407;"Zomerlinde (cultuurvariëteit)";600109;"Tilia platyphyllos `Rubra`";"Boom niet vrij uitgroeiend";"6 tot 9 m.";2004;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Tilia";"Tilia";"T";2;"POINT(4.945384,52.300919)";"POINT(52.300919,4.945384)";4.945384;52.300919;
7408;"Zomerlinde (cultuurvariëteit)";600108;"Tilia platyphyllos `Rubra`";"Boom niet vrij uitgroeiend";"9 tot 12 m.";2004;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Tilia";"Tilia";"T";3;"POINT(4.945334,52.300974)";"POINT(52.300974,4.945334)";4.945334;52.300974;
7409;"Zomerlinde (cultuurvariëteit)";600107;"Tilia platyphyllos `Rubra`";"Boom niet vrij uitgroeiend";"9 tot 12 m.";2004;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Tilia";"Tilia";"T";3;"POINT(4.945286,52.301026)";"POINT(52.301026,4.945286)";4.945286;52.301026;
7410;"Zomerlinde (cultuurvariëteit)";600106;"Tilia platyphyllos `Rubra`";"Boom niet vrij uitgroeiend";"9 tot 12 m.";2004;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Tilia";"Tilia";"T";3;"POINT(4.945237,52.301084)";"POINT(52.301084,4.945237)";4.945237;52.301084;
7411;"Zomerlinde (cultuurvariëteit)";600105;"Tilia platyphyllos `Rubra`";"Boom niet vrij uitgroeiend";"9 tot 12 m.";2004;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Tilia";"Tilia";"T";3;"POINT(4.945185,52.301135)";"POINT(52.301135,4.945185)";4.945185;52.301135;
7412;"Zomerlinde (cultuurvariëteit)";600103;"Tilia platyphyllos `Rubra`";"Boom niet vrij uitgroeiend";"9 tot 12 m.";2004;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Tilia";"Tilia";"T";3;"POINT(4.945024,52.301311)";"POINT(52.301311,4.945024)";4.945024;52.301311;
7413;"Zomerlinde (cultuurvariëteit)";600102;"Tilia platyphyllos `Rubra`";"Boom niet vrij uitgroeiend";"9 tot 12 m.";2004;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Tilia";"Tilia";"T";3;"POINT(4.944976,52.301367)";"POINT(52.301367,4.944976)";4.944976;52.301367;
7414;"Zomerlinde (cultuurvariëteit)";600101;"Tilia platyphyllos `Rubra`";"Boom niet vrij uitgroeiend";"9 tot 12 m.";2004;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Tilia";"Tilia";"T";3;"POINT(4.944925,52.30142)";"POINT(52.30142,4.944925)";4.944925;52.30142;
7415;"Zwarte els";600971;"Alnus glutinosa";"Boom niet vrij uitgroeiend";"9 tot 12 m.";1982;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Alnus";"Alnus";"T";3;"POINT(4.99058,52.325984)";"POINT(52.325984,4.99058)";4.99058;52.325984;
7416;"Zachte berk";600970;"Betula pubescens";"Boom niet vrij uitgroeiend";"9 tot 12 m.";1982;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Betula";"Betula";"T";3;"POINT(4.990581,52.325953)";"POINT(52.325953,4.990581)";4.990581;52.325953;
7417;"Zwarte els";600969;"Alnus glutinosa";"Boom niet vrij uitgroeiend";"9 tot 12 m.";1982;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Alnus";"Alnus";"T";3;"POINT(4.990633,52.325865)";"POINT(52.325865,4.990633)";4.990633;52.325865;
7418;"Zachte berk";600967;"Betula pubescens";"Boom niet vrij uitgroeiend";"12 tot 15 m.";1982;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Betula";"Betula";"T";4;"POINT(4.99062,52.32582)";"POINT(52.32582,4.99062)";4.99062;52.32582;
7419;"Zachte berk";600966;"Betula pubescens";"Boom niet vrij uitgroeiend";"9 tot 12 m.";1982;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Betula";"Betula";"T";3;"POINT(4.990654,52.32581)";"POINT(52.32581,4.990654)";4.990654;52.32581;
7420;"Zwarte els";600965;"Alnus glutinosa";"Boom niet vrij uitgroeiend";"9 tot 12 m.";1982;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Alnus";"Alnus";"T";3;"POINT(4.990632,52.325791)";"POINT(52.325791,4.990632)";4.990632;52.325791;
7421;"Zwarte els";600964;"Alnus glutinosa";"Boom niet vrij uitgroeiend";"9 tot 12 m.";1982;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Alnus";"Alnus";"T";3;"POINT(4.990677,52.325774)";"POINT(52.325774,4.990677)";4.990677;52.325774;
7422;"Zachte berk";600963;"Betula pubescens";"Boom niet vrij uitgroeiend";"9 tot 12 m.";1982;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Betula";"Betula";"T";3;"POINT(4.990709,52.325671)";"POINT(52.325671,4.990709)";4.990709;52.325671;
7423;"Zachte berk";600962;"Betula pubescens";"Boom niet vrij uitgroeiend";"6 tot 9 m.";1982;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Betula";"Betula";"T";2;"POINT(4.990696,52.325644)";"POINT(52.325644,4.990696)";4.990696;52.325644;
7424;"Zwarte els";600961;"Alnus glutinosa";"Boom niet vrij uitgroeiend";"9 tot 12 m.";1982;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Alnus";"Alnus";"T";3;"POINT(4.99073,52.325629)";"POINT(52.325629,4.99073)";4.99073;52.325629;
7425;"Zwarte els";600959;"Alnus glutinosa";"Boom niet vrij uitgroeiend";"9 tot 12 m.";1982;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Alnus";"Alnus";"T";3;"POINT(4.990751,52.325589)";"POINT(52.325589,4.990751)";4.990751;52.325589;
7426;"Zwarte els";600958;"Alnus glutinosa";"Boom niet vrij uitgroeiend";"9 tot 12 m.";1982;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Alnus";"Alnus";"T";3;"POINT(4.990759,52.325555)";"POINT(52.325555,4.990759)";4.990759;52.325555;
7427;"Zachte berk";600957;"Betula pubescens";"Boom niet vrij uitgroeiend";"12 tot 15 m.";1982;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Betula";"Betula";"T";4;"POINT(4.99074,52.325534)";"POINT(52.325534,4.99074)";4.99074;52.325534;
7428;"Zwarte els";600956;"Alnus glutinosa";"Boom niet vrij uitgroeiend";"9 tot 12 m.";1982;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Alnus";"Alnus";"T";3;"POINT(4.990766,52.325509)";"POINT(52.325509,4.990766)";4.990766;52.325509;
7429;"Zwarte els";600955;"Alnus glutinosa";"Boom niet vrij uitgroeiend";"9 tot 12 m.";1982;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Alnus";"Alnus";"T";3;"POINT(4.990789,52.325478)";"POINT(52.325478,4.990789)";4.990789;52.325478;
7430;"Zachte berk";600954;"Betula pubescens";"Boom niet vrij uitgroeiend";"12 tot 15 m.";1982;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Betula";"Betula";"T";4;"POINT(4.990805,52.325449)";"POINT(52.325449,4.990805)";4.990805;52.325449;
7431;"Kers (cultuurvariëteit)";600684;"Prunus cv.";"Boom niet vrij uitgroeiend";"tot 6 m.";2009;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Prunus";"Prunus";"T";1;"POINT(4.953178,52.311373)";"POINT(52.311373,4.953178)";4.953178;52.311373;
7432;"Voorjaarskers";600683;"Prunus subhirtella";"Boom vrij uitgroeiend";"tot 6 m.";2009;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Prunus";"Prunus";"T";1;"POINT(4.953147,52.311431)";"POINT(52.311431,4.953147)";4.953147;52.311431;
7433;"Voorjaarskers";600681;"Prunus subhirtella";"Boom vrij uitgroeiend";"tot 6 m.";2009;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Prunus";"Prunus";"T";1;"POINT(4.95312,52.311483)";"POINT(52.311483,4.95312)";4.95312;52.311483;
7434;"Voorjaarskers";600680;"Prunus subhirtella";"Boom vrij uitgroeiend";"tot 6 m.";2009;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Prunus";"Prunus";"T";1;"POINT(4.9528,52.312091)";"POINT(52.312091,4.9528)";4.9528;52.312091;
7435;"Kers (cultuurvariëteit)";600679;"Prunus cv.";"Boom vrij uitgroeiend";"tot 6 m.";2009;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Prunus";"Prunus";"T";1;"POINT(4.952737,52.312098)";"POINT(52.312098,4.952737)";4.952737;52.312098;
7436;"Kers (cultuurvariëteit)";600678;"Prunus sargentii `Rancho`";"Boom niet vrij uitgroeiend";"9 tot 12 m.";2009;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Prunus";"Prunus";"T";3;"POINT(4.952675,52.312111)";"POINT(52.312111,4.952675)";4.952675;52.312111;
7437;"Voorjaarskers";600677;"Prunus subhirtella";"Boom vrij uitgroeiend";"tot 6 m.";2009;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Prunus";"Prunus";"T";1;"POINT(4.952754,52.312136)";"POINT(52.312136,4.952754)";4.952754;52.312136;
7438;"Kers (cultuurvariëteit)";600676;"Prunus sargentii `Charles Sargent`";"Boom niet vrij uitgroeiend";"9 tot 12 m.";2009;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Prunus";"Prunus";"T";3;"POINT(4.956112,52.308441)";"POINT(52.308441,4.956112)";4.956112;52.308441;
7439;"Kers (cultuurvariëteit)";600675;"Prunus sargentii `Charles Sargent`";"Boom niet vrij uitgroeiend";"9 tot 12 m.";2009;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Prunus";"Prunus";"T";3;"POINT(4.956173,52.308432)";"POINT(52.308432,4.956173)";4.956173;52.308432;
7440;"Kers (cultuurvariëteit)";600674;"Prunus sargentii `Charles Sargent`";"Boom niet vrij uitgroeiend";"9 tot 12 m.";2009;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Prunus";"Prunus";"T";3;"POINT(4.956117,52.308494)";"POINT(52.308494,4.956117)";4.956117;52.308494;
7441;"Veldesdoorn";600673;"Acer campestre";"Boom niet vrij uitgroeiend";"9 tot 12 m.";2009;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Acer";"Acer";"T";3;"POINT(4.951668,52.311991)";"POINT(52.311991,4.951668)";4.951668;52.311991;
7442;"Gewone haagbeuk";600672;"Carpinus betulus";"Boom niet vrij uitgroeiend";"9 tot 12 m.";2009;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Carpinus";"Carpinus";"T";3;"POINT(4.951378,52.311898)";"POINT(52.311898,4.951378)";4.951378;52.311898;
7443;"Callery-peer (cultuurvariëteit)";600671;"Pyrus calleryana `Chanticleer`";"Boom niet vrij uitgroeiend";"6 tot 9 m.";2009;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Overig";"Pyrus";"T";2;"POINT(4.953164,52.310544)";"POINT(52.310544,4.953164)";4.953164;52.310544;
7444;"Callery-peer (cultuurvariëteit)";600670;"Pyrus calleryana `Chanticleer`";"Boom niet vrij uitgroeiend";"6 tot 9 m.";2009;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Overig";"Pyrus";"T";2;"POINT(4.95304,52.310625)";"POINT(52.310625,4.95304)";4.95304;52.310625;
7445;"Zuilbeuk";600669;"Fagus sylvatica `Dawyck`";"Boom niet vrij uitgroeiend";"9 tot 12 m.";2009;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Overig";"Fagus";"T";3;"POINT(4.955544,52.308487)";"POINT(52.308487,4.955544)";4.955544;52.308487;
7446;"Gewone esdoorn";600668;"Acer pseudoplatanus";"Boom niet vrij uitgroeiend";"12 tot 15 m.";2009;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Acer";"Acer";"T";4;"POINT(4.955085,52.308057)";"POINT(52.308057,4.955085)";4.955085;52.308057;
7447;"Veldesdoorn (cultuurvariëteit)";600666;"Acer campestre cv.";"Boom niet vrij uitgroeiend";"12 tot 15 m.";2009;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Acer";"Acer";"T";4;"POINT(4.953914,52.309048)";"POINT(52.309048,4.953914)";4.953914;52.309048;
7448;"Beverboom (cultuurvariëteit)";600384;"Magnolia `Royal Crown`";"Boom vrij uitgroeiend";"tot 6 m.";2011;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Overig";"Magnolia";"T";1;"POINT(4.967417,52.310326)";"POINT(52.310326,4.967417)";4.967417;52.310326;
7449;"Iep (cultuurvariëteit)";600383;"Ulmus cv.";"Boom niet vrij uitgroeiend";"tot 6 m.";2011;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Ulmus";"Ulmus";"T";1;"POINT(4.967366,52.310358)";"POINT(52.310358,4.967366)";4.967366;52.310358;
7450;"Beverboom (cultuurvariëteit)";600382;"Magnolia `Royal Crown`";"Boom vrij uitgroeiend";"tot 6 m.";2011;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Overig";"Magnolia";"T";1;"POINT(4.967327,52.310377)";"POINT(52.310377,4.967327)";4.967327;52.310377;
7451;"Beverboom (cultuurvariëteit)";600381;"Magnolia `Royal Crown`";"Boom vrij uitgroeiend";"tot 6 m.";2011;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Overig";"Magnolia";"T";1;"POINT(4.96742,52.310398)";"POINT(52.310398,4.96742)";4.96742;52.310398;
7452;"Beverboom (cultuurvariëteit)";600379;"Magnolia `Royal Crown`";"Boom vrij uitgroeiend";"tot 6 m.";2011;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Overig";"Magnolia";"T";1;"POINT(4.967345,52.310423)";"POINT(52.310423,4.967345)";4.967345;52.310423;
7453;"Beverboom (cultuurvariëteit)";600378;"Magnolia `Royal Crown`";"Boom vrij uitgroeiend";"tot 6 m.";2011;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Overig";"Magnolia";"T";1;"POINT(4.967266,52.310445)";"POINT(52.310445,4.967266)";4.967266;52.310445;
7454;"Beverboom (cultuurvariëteit)";600374;"Magnolia `Royal Crown`";"Boom vrij uitgroeiend";"tot 6 m.";2011;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Overig";"Magnolia";"T";1;"POINT(4.967288,52.31056)";"POINT(52.31056,4.967288)";4.967288;52.31056;
7455;"Schietwilg";600371;"Salix alba";"Boom niet vrij uitgroeiend";"24 m. en hoger";1982;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Salix";"Salix";"T";8;"POINT(4.961946,52.310024)";"POINT(52.310024,4.961946)";4.961946;52.310024;
7456;"Schietwilg";600370;"Salix alba";"Boom niet vrij uitgroeiend";"24 m. en hoger";1982;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Salix";"Salix";"T";8;"POINT(4.961929,52.309945)";"POINT(52.309945,4.961929)";4.961929;52.309945;
7457;"Schietwilg";600368;"Salix alba";"Boom niet vrij uitgroeiend";"24 m. en hoger";1982;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Salix";"Salix";"T";8;"POINT(4.961978,52.309893)";"POINT(52.309893,4.961978)";4.961978;52.309893;
7458;"Zomerlinde (cultuurvariëteit)";600098;"Tilia platyphyllos `Rubra`";"Boom niet vrij uitgroeiend";"9 tot 12 m.";2004;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Tilia";"Tilia";"T";3;"POINT(4.944778,52.301588)";"POINT(52.301588,4.944778)";4.944778;52.301588;
7459;"Zomerlinde (cultuurvariëteit)";600097;"Tilia platyphyllos `Rubra`";"Boom niet vrij uitgroeiend";"6 tot 9 m.";2004;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Tilia";"Tilia";"T";2;"POINT(4.944696,52.30167)";"POINT(52.30167,4.944696)";4.944696;52.30167;
7460;"Gewone esdoorn (cultuurvariëteit)";600095;"Acer pseudoplatanus `Negenia`";"Boom niet vrij uitgroeiend";"12 tot 15 m.";2010;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Acer";"Acer";"T";4;"POINT(4.943984,52.30677)";"POINT(52.30677,4.943984)";4.943984;52.30677;
7461;"Gewone es";600094;"Fraxinus excelsior";"Boom niet vrij uitgroeiend";"15 tot 18 m.";2010;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Fraxinus";"Fraxinus";"T";5;"POINT(4.943122,52.306467)";"POINT(52.306467,4.943122)";4.943122;52.306467;
7462;"Gewone es";600093;"Fraxinus excelsior";"Boom niet vrij uitgroeiend";"15 tot 18 m.";2010;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Fraxinus";"Fraxinus";"T";5;"POINT(4.943862,52.306727)";"POINT(52.306727,4.943862)";4.943862;52.306727;
7463;"Zoete kers (cultuurvariëteit)";600091;"Prunus avium `Plena`";"Boom niet vrij uitgroeiend";"12 tot 15 m.";2010;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Prunus";"Prunus";"T";4;"POINT(4.94301,52.306431)";"POINT(52.306431,4.94301)";4.94301;52.306431;
7464;"Zoete kers (cultuurvariëteit)";600090;"Prunus avium `Plena`";"Boom niet vrij uitgroeiend";"9 tot 12 m.";2010;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Prunus";"Prunus";"T";3;"POINT(4.943396,52.306565)";"POINT(52.306565,4.943396)";4.943396;52.306565;
7465;"Zoete kers (cultuurvariëteit)";600089;"Prunus avium `Plena`";"Boom niet vrij uitgroeiend";"12 tot 15 m.";2010;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Prunus";"Prunus";"T";4;"POINT(4.944107,52.306814)";"POINT(52.306814,4.944107)";4.944107;52.306814;
7466;"Zoete kers (cultuurvariëteit)";600088;"Prunus avium `Plena`";"Boom niet vrij uitgroeiend";"9 tot 12 m.";2010;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Prunus";"Prunus";"T";3;"POINT(4.944176,52.306839)";"POINT(52.306839,4.944176)";4.944176;52.306839;
7467;"Hollandse linde";600087;"Tilia europaea";"Boom niet vrij uitgroeiend";"9 tot 12 m.";1982;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Tilia";"Tilia";"T";3;"POINT(4.947039,52.304785)";"POINT(52.304785,4.947039)";4.947039;52.304785;
7468;"Hollandse linde";600086;"Tilia europaea";"Boom niet vrij uitgroeiend";"12 tot 15 m.";1982;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Tilia";"Tilia";"T";4;"POINT(4.947121,52.304704)";"POINT(52.304704,4.947121)";4.947121;52.304704;
7469;"Hollandse linde";600085;"Tilia europaea";"Boom niet vrij uitgroeiend";"12 tot 15 m.";1982;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Tilia";"Tilia";"T";4;"POINT(4.94719,52.304634)";"POINT(52.304634,4.94719)";4.94719;52.304634;
7470;"Hollandse linde (cultuurvariëteit)";600084;"Tilia europaea `Pallida`";"Boom niet vrij uitgroeiend";"9 tot 12 m.";2010;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Tilia";"Tilia";"T";3;"POINT(4.948276,52.303549)";"POINT(52.303549,4.948276)";4.948276;52.303549;
7471;"Hollandse linde (cultuurvariëteit)";600083;"Tilia europaea `Pallida`";"Boom niet vrij uitgroeiend";"9 tot 12 m.";2010;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Tilia";"Tilia";"T";3;"POINT(4.94819,52.303645)";"POINT(52.303645,4.94819)";4.94819;52.303645;
7472;"Hollandse linde (cultuurvariëteit)";600082;"Tilia europaea `Pallida`";"Boom niet vrij uitgroeiend";"9 tot 12 m.";2010;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Tilia";"Tilia";"T";3;"POINT(4.948141,52.303696)";"POINT(52.303696,4.948141)";4.948141;52.303696;
7473;"Zwarte els";600953;"Alnus glutinosa";"Boom niet vrij uitgroeiend";"12 tot 15 m.";1982;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Alnus";"Alnus";"T";4;"POINT(4.990826,52.32539)";"POINT(52.32539,4.990826)";4.990826;52.32539;
7474;"Zachte berk";600952;"Betula pubescens";"Boom niet vrij uitgroeiend";"12 tot 15 m.";1982;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Betula";"Betula";"T";4;"POINT(4.990826,52.325358)";"POINT(52.325358,4.990826)";4.990826;52.325358;
7475;"Zwarte els";600951;"Alnus glutinosa";"Boom niet vrij uitgroeiend";"9 tot 12 m.";1982;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Alnus";"Alnus";"T";3;"POINT(4.990844,52.325335)";"POINT(52.325335,4.990844)";4.990844;52.325335;
7476;"Zwarte els";600950;"Alnus glutinosa";"Boom niet vrij uitgroeiend";"9 tot 12 m.";1982;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Alnus";"Alnus";"T";3;"POINT(4.990861,52.325304)";"POINT(52.325304,4.990861)";4.990861;52.325304;
7477;"Zachte berk";600948;"Betula pubescens";"Boom niet vrij uitgroeiend";"9 tot 12 m.";1982;"Gemeente Amsterdam";"Stadsdeel Zuidoost";"Betula";"Betula";"T";3;"POINT(4.990879,52.325252)";"POINT(52.325252,4.990879)";4.990879;52.325252;
