OBJECTNUMMER;Topocode;Naam;Adres;Onderzoek;Jaar;Periode;Beschrijving;Webpagina;Foto;Bijschrift;SELECTIE;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
48;"IJD";"Middeleeuws Durgerdam";"IJdoornpolder";"Archeologische Verkenning";"1999";"september–november 1999";"In het puntje van de polder bevinden zich restanten van 13de-eeuwse woonterpen van IJdoordingerdam. Deze voorloper van Durgerdam werd in 1421 verzwolgen door de Zuiderzee. De bewoners kookten in kogelpotten van grijs aardewerk.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-12/?reload=true";"http://www.mapsbma.nl/foto/IJD.jpg";"Een 13de-eeuwse kogelpot ";"Vindplaats";"POLYGON((5.00097 52.37713,5.001983 52.377182,5.00182 52.377932,5.003265 52.377988,5.003847 52.377967,5.003967 52.377975,5.004172 52.378015,5.004191 52.378073,5.004236 52.378074,5.004292 52.37807,5.004332 52.378057,5.004359 52.378034,5.004436 52.378041,5.004519 52.378044,5.004576 52.378037,5.004642 52.37801,5.004681 52.377986,5.004642 52.377548,5.004592 52.376832,5.0046 52.376803,5.004621 52.376783,5.004656 52.376772,5.004801 52.376763,5.004837 52.376748,5.004845 52.376651,5.004825 52.376376,5.005322 52.376366,5.006015 52.376322,5.006061 52.376349,5.006078 52.376527,5.006081 52.376663,5.006147 52.376703,5.006247 52.376697,5.006279 52.376675,5.006309 52.376664,5.006135 52.374858,5.006176 52.374854,5.00625 52.374823,5.006296 52.374791,5.006431 52.374756,5.006493 52.374752,5.00655 52.374761,5.006625 52.374778,5.006707 52.374813,5.006795 52.374825,5.006949 52.374787,5.006999 52.374796,5.00705 52.375143,5.007112 52.375619,5.007186 52.376242,5.007664 52.376252,5.007747 52.376245,5.007664 52.375657,5.007675 52.375637,5.007695 52.375629,5.007792 52.37562,5.007811 52.375605,5.007695 52.374675,5.007994 52.374676,5.00807 52.374695,5.008154 52.374739,5.008186 52.374855,5.00818 52.375053,5.008214 52.375117,5.00823 52.375127,5.008328 52.375148,5.008538 52.375161,5.008623 52.375157,5.008811 52.375138,5.008999 52.375125,5.008957 52.37477,5.008946 52.374455,5.008925 52.374208,5.008904 52.374082,5.008839 52.37391,5.008822 52.373566,5.008852 52.373241,5.008894 52.373179,5.008972 52.373122,5.008772 52.37297,5.008597 52.372891,5.008434 52.372842,5.008151 52.372763,5.008015 52.372743,5.007905 52.372773,5.00732 52.373187,5.006726 52.373579,5.005279 52.374013,5.001893 52.374987,5.001797 52.375039,5.001664 52.375143,5.001575 52.37522,5.001482 52.375308,5.00097 52.37713))";"POLYGON((52.37713 5.00097,52.377182 5.001983,52.377932 5.00182,52.377988 5.003265,52.377967 5.003847,52.377975 5.003967,52.378015 5.004172,52.378073 5.004191,52.378074 5.004236,52.37807 5.004292,52.378057 5.004332,52.378034 5.004359,52.378041 5.004436,52.378044 5.004519,52.378037 5.004576,52.37801 5.004642,52.377986 5.004681,52.377548 5.004642,52.376832 5.004592,52.376803 5.0046,52.376783 5.004621,52.376772 5.004656,52.376763 5.004801,52.376748 5.004837,52.376651 5.004845,52.376376 5.004825,52.376366 5.005322,52.376322 5.006015,52.376349 5.006061,52.376527 5.006078,52.376663 5.006081,52.376703 5.006147,52.376697 5.006247,52.376675 5.006279,52.376664 5.006309,52.374858 5.006135,52.374854 5.006176,52.374823 5.00625,52.374791 5.006296,52.374756 5.006431,52.374752 5.006493,52.374761 5.00655,52.374778 5.006625,52.374813 5.006707,52.374825 5.006795,52.374787 5.006949,52.374796 5.006999,52.375143 5.00705,52.375619 5.007112,52.376242 5.007186,52.376252 5.007664,52.376245 5.007747,52.375657 5.007664,52.375637 5.007675,52.375629 5.007695,52.37562 5.007792,52.375605 5.007811,52.374675 5.007695,52.374676 5.007994,52.374695 5.00807,52.374739 5.008154,52.374855 5.008186,52.375053 5.00818,52.375117 5.008214,52.375127 5.00823,52.375148 5.008328,52.375161 5.008538,52.375157 5.008623,52.375138 5.008811,52.375125 5.008999,52.37477 5.008957,52.374455 5.008946,52.374208 5.008925,52.374082 5.008904,52.37391 5.008839,52.373566 5.008822,52.373241 5.008852,52.373179 5.008894,52.373122 5.008972,52.37297 5.008772,52.372891 5.008597,52.372842 5.008434,52.372763 5.008151,52.372743 5.008015,52.372773 5.007905,52.373187 5.00732,52.373579 5.006726,52.374013 5.005279,52.374987 5.001893,52.375039 5.001797,52.375143 5.001664,52.37522 5.001575,52.375308 5.001482,52.37713 5.00097))";5.0049946;52.37539545;
49;"TULP";"Bolwerk Oosterblokhuis (1663)";"Professor Tulpplein 8-24/Huddekade 19-29";"Archeologische Opgraving";"2005";"juli 2005";"De stadsmuur met bolwerken uit 1663 werd in het begin van de 19de eeuw gesloopt. Op veel plaatsen bleven funderingen in de bodem achter. Deze waren zo stevig, dat er weer op gebouwd werd, zoals op deze locatie met de zijkant van bolwerk Oosterblokhuis.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/publicaties-0/amsterdamse/amsterdamse-0/30-bolwerk/";"http://www.mapsbma.nl/foto/TULP.jpg";"De schuine zijde of face van het bolwerk ";"Vindplaats";"POLYGON((4.906512 52.359869,4.905903 52.35974,4.905793 52.359955,4.905944 52.35998,4.905998 52.359876,4.906113 52.359898,4.906066 52.359983,4.906107 52.359988,4.906095 52.360009,4.9064 52.360067,4.906512 52.359869))";"POLYGON((52.359869 4.906512,52.35974 4.905903,52.359955 4.905793,52.35998 4.905944,52.359876 4.905998,52.359898 4.906113,52.359983 4.906066,52.359988 4.906107,52.360009 4.906095,52.360067 4.9064,52.359869 4.906512))";4.9061625;52.3598906;
50;"OVA";"Mosterdpotten van Luycks (1927-1957)";"Overamstelstraat 139";"Archeologische Verkenning";"2004";"maart 2004";"In de 19de eeuw kwamen er in het landelijke gebied langs de Amstel allerlei fabrieken te staan. Eén daarvan was de mosterd- en zuurwarenfabriek van Luycks.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/publicaties-0/amsterdamse/amsterdamse-0/26-luycksterrein/";"http://www.mapsbma.nl/foto/OVA.jpg";"Een selectie mosterdpotten uit faience en glas";"Vindplaats";"POLYGON((4.912558 52.35064,4.913004 52.35073,4.913057 52.350622,4.912819 52.350523,4.912842 52.350503,4.912687 52.350444,4.912558 52.35064))";"POLYGON((52.35064 4.912558,52.35073 4.913004,52.350622 4.913057,52.350523 4.912819,52.350503 4.912842,52.350444 4.912687,52.35064 4.912558))";4.91281745;52.35057325;
51;"LDW";"18de-eeuwse stal in Bos en Lommer";"Leeuwendalersweg 623-799/Blauwvoetstraat 1-137";"Archeologische Opgraving";"2009";"augustus 2009";"De geschiedenis van de Kolenkitbuurt in Bos en Lommer gaat verder terug dan de jaren 1950. Onder het ophoogzand liggen nog funderingen van schuurtjes, stallen en boerderijtjes die in de 18de eeuw langs de voormalige Sloterdijkermeerweg stonden.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/publicaties-0/amsterdamse/amsterdamse-0/42-zeis-maaiveld/";"http://www.mapsbma.nl/foto/LDW.jpg";"Naast het fundament van de stal ligt een waterkelder";"Vindplaats";"POLYGON((4.839625 52.378044,4.838924 52.376286,4.838204 52.376406,4.838927 52.378147,4.839625 52.378044))";"POLYGON((52.378044 4.839625,52.376286 4.838924,52.376406 4.838204,52.378147 4.838927,52.378044 4.839625))";4.83892465;52.3772036;
52;"SPD1";"IJ-overstromingen";"Spaarndammerdijk 320";"Archeologische Verkenning";"2007";"februari 2007";"De Spaarndammerdijk is rond 1220 aangelegd. Dit bodemprofiel toont dat voor die tijd het water van het IJ regelmatig ver in het land kon doordringen en voor grote schade zorgde. De ondergrond was tot 4 m onder het maaiveld door zee uitgeschuurd.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/publicaties-0/amsterdamse/amsterdamse-0/34-spaarndammerdijk/";"http://www.mapsbma.nl/foto/SPD1.jpg";"Het bodemprofiel gezien in oostelijke richting";"Vindplaats";"POLYGON((4.859352 52.39098,4.859358 52.390951,4.859485 52.390619,4.860152 52.390718,4.860023 52.39107,4.859985 52.391115,4.859948 52.391119,4.859539 52.391035,4.859376 52.390996,4.859352 52.39098))";"POLYGON((52.39098 4.859352,52.390951 4.859358,52.390619 4.859485,52.390718 4.860152,52.39107 4.860023,52.391115 4.859985,52.391119 4.859948,52.391035 4.859539,52.390996 4.859376,52.39098 4.859352))";4.85976195;52.39085645;
53;"AVW1";"Een middeleeuwse weg";"Amstelveenseweg 308-310";"Archeologische Verkenning";"2004";"oktober 2004";"De huidige Amstelveenseweg volgt de loop van een middeleeuwse achterkade. Dit is een waterkering die werd aangelegd voor de veenontginningen in de 12de eeuw.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/publicaties-0/amsterdamse/amsterdamse-0/13-frans/";"http://www.mapsbma.nl/foto/AVW1.jpg";"Aanleg proefsleuf in het Olympisch Kwartier";"Vindplaats";"POLYGON((4.857183 52.347222,4.857275 52.34651,4.855767 52.346307,4.855533 52.346999,4.857183 52.347222))";"POLYGON((52.347222 4.857183,52.34651 4.857275,52.346307 4.855767,52.346999 4.855533,52.347222 4.857183))";4.85641385;52.3467528;
54;"BIL";"Het Kwakerseiland: een 17de-eeuws zaagmolenpark";"Bilderdijkkade 50-56, 458";"Archeologische Verkenning";"2006";"september 2006";"In de 17de eeuw stonden buiten de westelijke stadsmuur molens waar hout werd gezaagd. Rond 1896 verloor dit gebied zijn nijverheidsfunctie en begon de inrichting van de Kinkerbuurt. De grond werd toen met afval opgehoogd, waaronder deze inktpotjes.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/publicaties-0/amsterdamse/amsterdamse-0/9-hallen/";"http://www.mapsbma.nl/foto/BIL.jpg";"Glazen inktpotjes uit de afvalstort";"Vindplaats";"POLYGON((4.869705 52.367803,4.87015 52.367159,4.869357 52.366954,4.869415 52.366872,4.869105 52.366798,4.868582 52.367531,4.869705 52.367803))";"POLYGON((52.367803 4.869705,52.367159 4.87015,52.366954 4.869357,52.366872 4.869415,52.366798 4.869105,52.367531 4.868582,52.367803 4.869705))";4.86937595;52.36728735;
55;"BAW";"Polderbebouwing langs de Kostverlorenvaart";"Baarsjesweg 199";"Archeologische Verkenning";"2005";"mei 2005";"De Kostverlorenvaart liep vroeger door het buitenstedelijke Sloten. Vanaf de 17de eeuw namen op de oostoever de nijverheidsactiviteiten toe en groeide het aantal werkplaatsen. De westoever daarentegen behield juist zijn landelijke karakter.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/publicaties-0/amsterdamse/amsterdamse-0/20-riva-terrein/";"http://www.mapsbma.nl/foto/BAW.jpg";"De Kostverlorenvaart rond 1900";"Vindplaats";"POLYGON((4.86063 52.366652,4.860654 52.366511,4.860706 52.366326,4.860774 52.366171,4.860846 52.366057,4.860321 52.365457,4.859848 52.36561,4.859828 52.365721,4.859818 52.36572,4.859793 52.365925,4.859653 52.36672,4.860318 52.366771,4.860316 52.366777,4.860606 52.3668,4.86063 52.366652))";"POLYGON((52.366652 4.86063,52.366511 4.860654,52.366326 4.860706,52.366171 4.860774,52.366057 4.860846,52.365457 4.860321,52.36561 4.859848,52.365721 4.859828,52.36572 4.859818,52.365925 4.859793,52.36672 4.859653,52.366771 4.860318,52.366777 4.860316,52.3668 4.860606,52.366652 4.86063))";4.8602593;52.3661162;
56;"TKK";"Een 18de-eeuwse fundering op tonnen";"Tweede Kostverlorenkade 105-108";"Archeologische Verkenning";"2006";"januari 2006";"De oevers van de Kostverlorenvaart waren in de 17de eeuw een landelijk gebied met allerlei bedrijfsgebouwtjes. Hier werd op een andere manier gebouwd dan in de stad, zoals blijkt uit de fundering van ingegraven halve tonnen op dit perceel.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/publicaties-0/amsterdamse/amsterdamse-0/2-tweede/";"http://www.mapsbma.nl/foto/TKK.jpg";"Het langshout van de fundering ligt op omgekeerde tonnen";"Vindplaats";"POLYGON((4.862539 52.366515,4.862602 52.366431,4.862608 52.366432,4.862684 52.36632,4.862608 52.366293,4.862012 52.36613,4.861933 52.366238,4.862327 52.366682,4.8624 52.3667,4.862539 52.366515))";"POLYGON((52.366515 4.862539,52.366431 4.862602,52.366432 4.862608,52.36632 4.862684,52.366293 4.862608,52.36613 4.862012,52.366238 4.861933,52.366682 4.862327,52.3667 4.8624,52.366515 4.862539))";4.8623185;52.3664023;
57;"GRA";"De Buiksloterham, een 19de-eeuwse polder";"Grasweg 29";"Archeologische Verkenning";"2004";"maart 2004";"De Buiksloterham was als inham van het IJ te ondiep om als haven te dienen en werd begin 19de eeuw ingepolderd. Het gebied kreeg na de vestiging van een laboratorium in 1913 een industriële bestemming en werd eind 20ste eeuw heringericht tot woonwijk.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/publicaties-0/amsterdamse/amsterdamse-0/19-shell-terrein/";"http://www.mapsbma.nl/foto/GRA.jpg";"Onderzoek aan de voet van gebouw Overhoeks";"Vindplaats";"POLYGON((4.902651 52.385079,4.90276 52.384993,4.901615 52.384423,4.901439 52.384528,4.902651 52.385079))";"POLYGON((52.385079 4.902651,52.384993 4.90276,52.384423 4.901615,52.384528 4.901439,52.385079 4.902651))";4.9021094;52.38473955;
58;"MRJ";"De Buiksloterbreek";"Marjoleinstraat";"Archeologische Verkenning";"2009";"december 2009";"De Buiksloterbreek was een laaggelegen gebied dat door water is uitgeschuurd na een doorbraak van de Waterlandse zeedijk in de 15de eeuw. In de jaren 1960 is de bodem vanwege de drassigheid opgehoogd met enkele meters zand.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/publicaties-0/amsterdamse/amsterdamse-0/51-buiksloterbreek/";"http://www.mapsbma.nl/foto/MRJ.jpg";"De natuurlijke bodem ligt onder meters ophoogzand";"Vindplaats";"POLYGON((4.912246 52.400892,4.911403 52.400878,4.911457 52.401239,4.911467 52.401342,4.911514 52.401511,4.911541 52.401591,4.91159 52.401686,4.911704 52.401843,4.912366 52.401664,4.912348 52.401241,4.912364 52.400897,4.912246 52.400892))";"POLYGON((52.400892 4.912246,52.400878 4.911403,52.401239 4.911457,52.401342 4.911467,52.401511 4.911514,52.401591 4.911541,52.401686 4.91159,52.401843 4.911704,52.401664 4.912366,52.401241 4.912348,52.400897 4.912364,52.400892 4.912246))";4.91189455;52.40134685;
59;"STH1";"Van polder naar Rijksmuseum";"Stadhouderskade 42";"Archeologische Begeleiding";"2006";"mei-augustus 2009";"In de bouwput van het Rijksmuseum werd het oude loopvlak van de Binnendijkse Buitenveldertsche Polder vrij gegraven, dat op ca. 2 m onder NAP lag en in 1876 met bijna 3 m is opgehoogd om het museum te kunnen bouwen.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/publicaties-0/amsterdamse/amsterdamse-0/43-nieuwe/";"http://www.mapsbma.nl/foto/STH1.jpg";"Het poldermaaiveld dagzoomt in de bouwput";"Vindplaats";"MULTIPOLYGON(((4.8848110 52.3606320,4.8850150 52.3605280,4.8850020 52.3605180,4.8850030 52.3605150,4.8853220 52.3603530,4.8853830 52.3603980,4.8855100 52.3603340,4.8855060 52.3603290,4.8855100 52.3603260,4.8855090 52.3603210,4.8854970 52.3603220,4.8854450 52.3602860,4.8853920 52.3602470,4.8853940 52.3602400,4.8853830 52.3602390,4.8852890 52.3601700,4.8852920 52.3601650,4.8852740 52.3601620,4.8852410 52.3601380,4.8852350 52.3601290,4.8852280 52.3601270,4.8851940 52.3601030,4.8851940 52.3600920,4.8851800 52.3600910,4.8851450 52.3600670,4.8851390 52.3600580,4.8851320 52.3600570,4.8850980 52.3600330,4.8851000 52.3600230,4.8850820 52.3600210,4.8850490 52.3599970,4.8850440 52.3599880,4.8850350 52.3599860,4.8850030 52.3599610,4.8850020 52.3599510,4.8849950 52.3599500,4.8849530 52.3599220,4.8848680 52.3598580,4.8848680 52.3598470,4.8848550 52.3598470,4.8848490 52.3598430,4.8847980 52.3598690,4.8847930 52.3598660,4.8847180 52.3599030,4.8847690 52.3599430,4.8844970 52.3600810,4.8843120 52.3601940,4.8843210 52.3601920,4.8846820 52.3604600,4.8846810 52.3604630,4.8846080 52.3605000,4.8846800 52.3605530,4.8846900 52.3605470,4.8846960 52.3605480,4.8848110 52.3606320)),((4.8864460 52.3598590,4.8863160 52.3590130,4.8856700 52.3593340,4.8858050 52.3594390,4.8857270 52.3594790,4.8860910 52.3597480,4.8861690 52.3597120,4.8863490 52.3598540,4.8859360 52.3600640,4.8858240 52.3601160,4.8858660 52.3601450)))";"MULTIPOLYGON(((52.3606320 4.8848110,52.3605280 4.8850150,52.3605180 4.8850020,52.3605150 4.8850030,52.3603530 4.8853220,52.3603980 4.8853830,52.3603340 4.8855100,52.3603290 4.8855060,52.3603260 4.8855100,52.3603210 4.8855090,52.3603220 4.8854970,52.3602860 4.8854450,52.3602470 4.8853920,52.3602400 4.8853940,52.3602390 4.8853830,52.3601700 4.8852890,52.3601650 4.8852920,52.3601620 4.8852740,52.3601380 4.8852410,52.3601290 4.8852350,52.3601270 4.8852280,52.3601030 4.8851940,52.3600920 4.8851940,52.3600910 4.8851800,52.3600670 4.8851450,52.3600580 4.8851390,52.3600570 4.8851320,52.3600330 4.8850980,52.3600230 4.8851000,52.3600210 4.8850820,52.3599970 4.8850490,52.3599880 4.8850440,52.3599860 4.8850350,52.3599610 4.8850030,52.3599510 4.8850020,52.3599500 4.8849950,52.3599220 4.8849530,52.3598580 4.8848680,52.3598470 4.8848680,52.3598470 4.8848550,52.3598430 4.8848490,52.3598690 4.8847980,52.3598660 4.8847930,52.3599030 4.8847180,52.3599430 4.8847690,52.3600810 4.8844970,52.3601940 4.8843120,52.3601920 4.8843210,52.3604600 4.8846820,52.3604630 4.8846810,52.3605000 4.8846080,52.3605530 4.8846800,52.3605470 4.8846900,52.3605480 4.8846960,52.3606320 4.8848110)),((52.3598590 4.8864460,52.3590130 4.8863160,52.3593340 4.8856700,52.3594390 4.8858050,52.3594790 4.8857270,52.3597480 4.8860910,52.3597120 4.8861690,52.3598540 4.8863490,52.3600640 4.8859360,52.3601160 4.8858240,52.3601450 4.8858660)))";4.885384;52.3598155;
67;"IJB1";"Een 16de-eeuws waterschip";"Vaargeul Amsterdam Lemmer";"Archeologische Opgraving";"2009";"september 2009";"Rond 1600 was een waterschip met verse vis in het ruim op weg naar de Amsterdamse vismarkt. Het verging toen in de vaargeul van het Buiten IJ. In 2007 werd het scheepswrak bij baggerwerkzaamheden tussen de IJdoornpolder en IJburg ontdekt.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-c/?reload=true";"http://www.mapsbma.nl/foto/IJB1.jpg";"De resten van het gelichtte waterschip ";"Vindplaats";"POLYGON((5.005993 52.36864,5.005968 52.368628,5.00593 52.368596,5.005913 52.368559,5.005918 52.368521,5.005928 52.368502,5.005944 52.368485,5.005964 52.368469,5.005989 52.368457,5.006045 52.36844,5.006108 52.368436,5.00614 52.368439,5.006169 52.368445,5.006197 52.368455,5.006222 52.368467,5.006244 52.368482,5.006272 52.368516,5.006279 52.368555,5.006274 52.368574,5.006264 52.368593,5.006247 52.36861,5.006228 52.368625,5.006205 52.368637,5.006177 52.368648,5.006147 52.368655,5.006084 52.368659,5.006053 52.368657,5.006022 52.36865,5.005993 52.36864))";"POLYGON((52.36864 5.005993,52.368628 5.005968,52.368596 5.00593,52.368559 5.005913,52.368521 5.005918,52.368502 5.005928,52.368485 5.005944,52.368469 5.005964,52.368457 5.005989,52.36844 5.006045,52.368436 5.006108,52.368439 5.00614,52.368445 5.006169,52.368455 5.006197,52.368467 5.006222,52.368482 5.006244,52.368516 5.006272,52.368555 5.006279,52.368574 5.006274,52.368593 5.006264,52.36861 5.006247,52.368625 5.006228,52.368637 5.006205,52.368648 5.006177,52.368655 5.006147,52.368659 5.006084,52.368657 5.006053,52.36865 5.006022,52.36864 5.005993))";5.0061061;52.3685347;
68;"NZC1";"IJstijd toendra";"Station De Pijp";"Archeologische Begeleiding";"2009";"2007-2009";"Tot op ongeveer 30 m onder Amsterdam vinden we vele zand en kleilagen uit de laatste IJstijd van ongeveer 115.000 tot 10.000 jaar geleden. De rare grillige vormen en plooien die we hier zien zijn ontstaan door het vriezen, dooien en bewegen van de bodem.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/noord-zuidlijn/";"http://www.mapsbma.nl/foto/NZC1.jpg";"Grillige grondlagen uit de laatste IJstijd tussen 16 en 18,5 m diepte";"Vindplaats";"POLYGON((4.890647 52.354282,4.890504 52.354624,4.890454 52.35476,4.890427 52.354911,4.890409 52.35491,4.890409 52.354905,4.890374 52.354901,4.890376 52.354897,4.890207 52.354871,4.890206 52.354877,4.890194 52.354876,4.890325 52.354538,4.890412 52.354375,4.890782 52.353448,4.890822 52.353348,4.890884 52.353134,4.890996 52.352855,4.891014 52.352858,4.891011 52.352863,4.891126 52.352881,4.89117 52.352887,4.891173 52.352881,4.891189 52.352884,4.890767 52.353994,4.890647 52.354282))";"POLYGON((52.354282 4.890647,52.354624 4.890504,52.35476 4.890454,52.354911 4.890427,52.35491 4.890409,52.354905 4.890409,52.354901 4.890374,52.354897 4.890376,52.354871 4.890207,52.354877 4.890206,52.354876 4.890194,52.354538 4.890325,52.354375 4.890412,52.353448 4.890782,52.353348 4.890822,52.353134 4.890884,52.352855 4.890996,52.352858 4.891014,52.352863 4.891011,52.352881 4.891126,52.352887 4.89117,52.352881 4.891173,52.352884 4.891189,52.353994 4.890767,52.354282 4.890647))";4.89070155;52.35386915;
69;"NZV1";"Grachten in Amsterdam";"Station Vijzelstraat";"Archeologische Begeleiding";"2010";"2004-2010";"Toen de grachtengordel (UNESCO werelderfgoed) werd voltooid in 1663 werd ook de Vijzelgracht aangelegd. De gracht werd uitgegraven in slappe veengrond. De gemetselde kademuur was gefundeerd op palen en planken om verzakking tegen te gaan.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/noord-zuidlijn/";"http://www.mapsbma.nl/foto/NZV1.jpg";"De houten fundering van de 17de-eeuwse bakstenen kade";"Vindplaats";"POLYGON((4.891049 52.36086,4.890992 52.360715,4.890934 52.360539,4.890816 52.360154,4.890798 52.360101,4.890793 52.360102,4.890659 52.359735,4.890872 52.359709,4.891044 52.359693,4.891109 52.360082,4.891105 52.360082,4.891106 52.360095,4.891241 52.360529,4.89142 52.361045,4.891494 52.3612,4.891663 52.361621,4.891786 52.361913,4.891508 52.361958,4.891393 52.361689,4.891196 52.361247,4.891139 52.361083,4.891049 52.36086))";"POLYGON((52.36086 4.891049,52.360715 4.890992,52.360539 4.890934,52.360154 4.890816,52.360101 4.890798,52.360102 4.890793,52.359735 4.890659,52.359709 4.890872,52.359693 4.891044,52.360082 4.891109,52.360082 4.891105,52.360095 4.891106,52.360529 4.891241,52.361045 4.89142,52.3612 4.891494,52.361621 4.891663,52.361913 4.891786,52.361958 4.891508,52.361689 4.891393,52.361247 4.891196,52.361083 4.891139,52.36086 4.891049))";4.8912325;52.36081375;
70;"SP5";"Beerput op de binnenplaats";"Spuistraat 30";"Archeologische Opgraving";"2009";"mei 2009";"Beerputten lagen vanwege de stank vaak op de binnenplaats, zoals het geval was bij dit pand. De put is enkele malen geleegd, waarbij de koepel is opengebroken. In de put waren nog scherven van keramiek uit de 17de- tot 19de eeuw achtergebleven.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/publicaties-0/amsterdamse/amsterdamse-0/62-beerput/";"http://www.mapsbma.nl/foto/SP5.jpg";"De gemetselde koepel van de beerput";"Vindplaats";"POLYGON((4.892677 52.376697,4.892743 52.376673,4.892746 52.376666,4.892751 52.37667,4.892941 52.376604,4.89288 52.376561,4.892577 52.376677,4.892628 52.376714,4.892677 52.376697))";"POLYGON((52.376697 4.892677,52.376673 4.892743,52.376666 4.892746,52.37667 4.892751,52.376604 4.892941,52.376561 4.89288,52.376677 4.892577,52.376714 4.892628,52.376697 4.892677))";4.89276885;52.3766257;
71;"ELS";"Een oven uit de 17de eeuw";"Elandsstraat 101";"Archeologische Opgraving";"2010";"juni 2010";"In het begin van de 17de eeuw stond op de binnenplaats van Elandsstraat 103-105 een werkplaats met een ronde oven waarin vloeistoffen verhit werden. Na 1645 werd de werkplaats vervangen door huizen.";"http://www.amsterdam.nl/kunstencultuur/monumenten/publicaties-0/amsterdamse/amsterdamse-0/&#096;-genoegen&#096;/";"http://www.mapsbma.nl/foto/ELS.jpg";"Fundering van de ovenconstructie";"Vindplaats";"POLYGON((4.880629 52.370213,4.880947 52.370302,4.880825 52.370458,4.880509 52.370363,4.880629 52.370213))";"POLYGON((52.370213 4.880629,52.370302 4.880947,52.370458 4.880825,52.370363 4.880509,52.370213 4.880629))";4.880738;52.3703238;
72;"WET1";"Pottenbakkersgang (1613-2002)";"Westerstraat 220-230";"Archeologische Opgraving";"2003";"februari 2003";"Tussen 1625 en 1650 zijn deze percelen bouwrijp gemaakt voor de eerste woonhuizen. De ophoging is uitgevoerd met zand en afval van nabij gelegen pottenbakkerijen. Dit bestond uit elkaar gebakken misbaksels van tegels, borden en dakpannen.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/publicaties-0/amsterdamse/amsterdamse-0/4-scherven/";"http://www.mapsbma.nl/foto/WET1.jpg";"Aan elkaar gebakken dakpannen: afval van de pottenbakker ";"Vindplaats";"POLYGON((4.880553 52.378232,4.880617 52.378243,4.880604 52.378266,4.880708 52.378288,4.880757 52.378172,4.88081 52.378064,4.880533 52.378014,4.880437 52.37821,4.880553 52.378232))";"POLYGON((52.378232 4.880553,52.378243 4.880617,52.378266 4.880604,52.378288 4.880708,52.378172 4.880757,52.378064 4.88081,52.378014 4.880533,52.37821 4.880437,52.378232 4.880553))";4.88063355;52.3781382;
