OBJECTNUMMER;Topocode;Naam;Adres;Onderzoek;Jaar;Periode;Beschrijving;Webpagina;Foto;Bijschrift;SELECTIE;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
92;"OZA12";"Amsterdamse Waterbodems";"Oudezijds Achterburgwal 41-93";"Archeologische Begeleiding";"2012";"oktober 2011-februari 2012";"Deze gracht ligt in het oudste deel van de stad. In de bodem zijn allerlei verschillende voorwerpen verzonken die de rijke geschiedenis van deze buurt vanaf de 15de eeuw weerspiegelen. Ook het moderne uitgaansleven heeft zijn sporen nagelaten.";"https://www.amsterdam.nl/kunst-cultuur/monumenten/publicaties/amsterdamse/waterbodems/";"http://www.mapsbma.nl/foto/OZA12.jpg";"Bierpullen als neerslag van het uitgaansleven";"Vindplaats";"POLYGON((4.8979743 52.3726027,4.8980855 52.3725399,4.8983940 52.3728350,4.8986070 52.3730450,4.8986890 52.3730860,4.8986760 52.3730910,4.8989490 52.3733440,4.8990520 52.3734460,4.8993070 52.3736570,4.8991770 52.3736910))";"POLYGON((52.3726027 4.8979743,52.3725399 4.8980855,52.3728350 4.8983940,52.3730450 4.8986070,52.3730860 4.8986890,52.3730910 4.8986760,52.3733440 4.8989490,52.3734460 4.8990520,52.3736570 4.8993070,52.3736910 4.8991770))";4.89864565;52.37310845;
93;"ZUN3";"Fundament van de 15de-eeuwse kerk";"Achterlaan 12";"Archeologische Begeleiding";"2010";"november 2010";"Door blikseminslag brandde in 1710 de 15de-eeuwse kerk van Zunderdorp af. Alleen de toren bleef gespaard. Uit de ligging van de oude fundering blijkt dat de nieuwe kerk een stuk kleiner is uitgevoerd.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/publicaties-0/amsterdamse/amsterdamse-0/68-oud-zunderdorp/";"http://www.mapsbma.nl/foto/ZUN3.jpg";"De opgegraven steunbeer en de huidige kerk";"Vindplaats";"POLYGON((4.967161 52.406876,4.967371 52.406864,4.967356 52.406791,4.967176 52.406803,4.96714 52.406803,4.967161 52.406876))";"POLYGON((52.406876 4.967161,52.406864 4.967371,52.406791 4.967356,52.406803 4.967176,52.406803 4.96714,52.406876 4.967161))";4.9672656;52.40682095;
94;"WAAG3";"Anthonispoort en stadsmuur";"Nieuwmarkt 4";"Archeologische en bouwhistorische Begeleiding";"2013-2014";"juni 2011";"De Waag op de Nieuwmarkt is in de late 15de eeuw als stadspoort gebouwd. De poortwachters hadden een latrine in één van de torens. De stenen afvoergoot onderaan de toren kwam oorspronkelijk uit op de stadsgracht die voor de poort en de stadsmuur liep.";"https://www.amsterdam.nl/kunst-cultuur/monumenten/publicaties/amsterdamse/95-waag-nieuwmarkt/";"http://www.mapsbma.nl/foto/WAAG2.jpg";"De Sint Eloystoren met afvoergoot uit zandsteen ";"Vindplaats";"POLYGON((4.900216 52.372851,4.900176 52.372839,4.900169 52.372847,4.900151 52.37285,4.900134 52.372845,4.900128 52.372833,4.900137 52.372822,4.900156 52.372819,4.900165 52.372822,4.900216 52.372757,4.900191 52.372747,4.900181 52.372735,4.900179 52.37272,4.900187 52.372709,4.900201 52.3727,4.900221 52.372695,4.900241 52.372696,4.90026 52.372701,4.900272 52.372708,4.900302 52.372668,4.90029 52.372661,4.90029 52.372649,4.900302 52.372641,4.90032 52.372639,4.900327 52.372641,4.90033 52.372638,4.900488 52.372685,4.900485 52.372689,4.900495 52.372693,4.900503 52.3727,4.900501 52.372709,4.900483 52.372718,4.900467 52.372717,4.900439 52.372758,4.900467 52.372762,4.900481 52.372771,4.90049 52.372785,4.900487 52.3728,4.900478 52.372809,4.900459 52.372818,4.900428 52.372819,4.900412 52.372815,4.900407 52.372822,4.900397 52.372819,4.900351 52.372878,4.900362 52.372891,4.900353 52.372902,4.900333 52.372906,4.900317 52.372901,4.90031 52.37289,4.900317 52.372881,4.900216 52.372851))";"POLYGON((52.372851 4.900216,52.372839 4.900176,52.372847 4.900169,52.37285 4.900151,52.372845 4.900134,52.372833 4.900128,52.372822 4.900137,52.372819 4.900156,52.372822 4.900165,52.372757 4.900216,52.372747 4.900191,52.372735 4.900181,52.37272 4.900179,52.372709 4.900187,52.3727 4.900201,52.372695 4.900221,52.372696 4.900241,52.372701 4.90026,52.372708 4.900272,52.372668 4.900302,52.372661 4.90029,52.372649 4.90029,52.372641 4.900302,52.372639 4.90032,52.372641 4.900327,52.372638 4.90033,52.372685 4.900488,52.372689 4.900485,52.372693 4.900495,52.3727 4.900503,52.372709 4.900501,52.372718 4.900483,52.372717 4.900467,52.372758 4.900439,52.372762 4.900467,52.372771 4.900481,52.372785 4.90049,52.3728 4.900487,52.372809 4.900478,52.372818 4.900459,52.372819 4.900428,52.372815 4.900412,52.372822 4.900407,52.372819 4.900397,52.372878 4.900351,52.372891 4.900362,52.372902 4.900353,52.372906 4.900333,52.372901 4.900317,52.37289 4.90031,52.372881 4.900317,52.372851 4.900216))";4.9003255;52.3727576;
95;"MAR8";"Wonen op de stadsmuur";"Marnixstraat 360";"Archeologische Begeleiding";"2013";"juli-september 2013";"In de 19de eeuw werd de 17de-eeuwse stadsmuur vaak niet dieper dan maaiveld gesloopt. Zo kon het gebeuren dat bij funderingsherstel aan dit pand het oude verdedigingswerk direct onder de vloer tevoorschijn kwam.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-13/?reload=true";"http://www.mapsbma.nl/foto/MAR8.jpg";"Een van de gewelfribben van de stadswal";"Vindplaats";"POLYGON((4.879678 52.366127,4.879372 52.36605,4.879415 52.365998,4.8797 52.366071,4.879678 52.366127))";"POLYGON((52.366127 4.879678,52.36605 4.879372,52.365998 4.879415,52.366071 4.8797,52.366127 4.879678))";4.87954595;52.36604945;
96;"ARM1";"Een kelderfles";"Oudezijds Armsteeg 9-33";"Archeologische Begeleiding";"2012";"oktober 2012";"De 18de-eeuwse beerput van dit pand bevatte afval dat een goed beeld geeft van de huishoudelijke voorwerpen uit die tijd. Onder de vondsten was een kelderfles, waarin sterke drank werd bewaard en die met twaalf flessen in een kelder (kist) paste.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-17/?reload=true";"http://www.mapsbma.nl/foto/ARM1.jpg";"De kelderfles uit groen waldglas ";"Vindplaats";"POLYGON((4.899706 52.375528,4.899811 52.375624,4.899651 52.375681,4.899672 52.375705,4.899695 52.375699,4.899718 52.375725,4.899619 52.375758,4.899331 52.375861,4.899279 52.375807,4.899201 52.375716,4.899706 52.375528))";"POLYGON((52.375528 4.899706,52.375624 4.899811,52.375681 4.899651,52.375705 4.899672,52.375699 4.899695,52.375725 4.899718,52.375758 4.899619,52.375861 4.899331,52.375807 4.899279,52.375716 4.899201,52.375528 4.899706))";4.8995161;52.37568155;
97;"HEI1";"Rammelaarfluitje uit de latrine";"Heiligeweg 32";"Archeologische Begeleiding";"2012";"februari-maart 2012";"Uit de beerput van dit huis kwam 18de-eeuws kinderspeelgoed tevoorschijn. Het was een beukenhouten fluitje dat ook als rammelaar diende. Op het tapse uiteinde zat oorspronkelijk een bolletje met daarin kleine steentjes o.i.d.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/publicaties-0/amsterdamse/amsterdamse-0/75-heiligeweg-32/";"http://www.mapsbma.nl/foto/HEI1.jpg";"Het rammelaarfluitje van beukenhout";"Vindplaats";"POLYGON((4.89058 52.367645,4.890558 52.367635,4.890531 52.367642,4.890479 52.367711,4.890548 52.367731,4.890607 52.367655,4.89058 52.367645))";"POLYGON((52.367645 4.89058,52.367635 4.890558,52.367642 4.890531,52.367711 4.890479,52.367731 4.890548,52.367655 4.890607,52.367645 4.89058))";4.890553;52.3676707;
98;"JCK";"Houtzaagmolen De Star (1652)";"Jakob Catskade 37-41/Fagelstraat 44-60";"Archeologische Begeleiding";"2012";"juni 2012";"Onder de huizen aan de Jacob Catskade lag de fundering van paltrokmolen De Star uit 1652. Dit was één van vele houtzaagmolens die tot in de 19de eeuw aan de westzijde van de stad in gebruik waren.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-11/?reload=true";"http://www.mapsbma.nl/foto/JCK.jpg";"De palen van de molenfundering zijn wit gemarkeerd ";"Vindplaats";"POLYGON((4.877052 52.380994,4.877239 52.380698,4.877496 52.380741,4.8773 52.381054,4.877052 52.380994))";"POLYGON((52.380994 4.877052,52.380698 4.877239,52.380741 4.877496,52.381054 4.8773,52.380994 4.877052))";4.87728405;52.3808619;
99;"KRD";"Van weiland naar stad";"Korte Reguliersdwarsstraat 4";"Archeologische Begeleiding";"2012";"juni 2012";"De Reguliersbreestraat en omgeving werden bij een stadsuitbreiding aan het einde van de 16de eeuw aangelegd op een ophoging van zand en puin. In de loop der tijd werd de natuurlijke ondergrond van het oorspronkelijke buitengebied met bijna 4 m opgehoogd.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-14/?reload=true";"http://www.mapsbma.nl/foto/KRD.jpg";"De onderste 2,5 m van het bodemprofiel";"Vindplaats";"POLYGON((4.8954083 52.3662238,4.8954097 52.3662268,4.8953377 52.3662464,4.8952003 52.3660846,4.8955900 52.3661871,4.8955970 52.3661958,4.8956667 52.3662148,4.8956417 52.3662495,4.8956460 52.3662566,4.8955447 52.3662858,4.8954767 52.3662030))";"POLYGON((52.3662238 4.8954083,52.3662268 4.8954097,52.3662464 4.8953377,52.3660846 4.8952003,52.3661871 4.8955900,52.3661958 4.8955970,52.3662148 4.8956667,52.3662495 4.8956417,52.3662566 4.8956460,52.3662858 4.8955447,52.3662030 4.8954767))";4.89543845;52.36617915;
100;"KS";"Molen De Ruyter (1669)";"Kazernestraat 14";"Archeologische Begeleiding";"2012";"juni 2006";"Onder het trappenhuis van dit pand bevond zich de houten fundering van molen De Ruyter. Deze molen dateert oorspronkelijk uit 1626, maar is bij de bouw van de nieuwe stadswal in 1669 op bolwerk Oetewaal geplaatst. De molen is in 1863 gesloopt.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/publicaties-0/amsterdamse/amsterdamse-0/78-molen-ruyter/";"http://www.mapsbma.nl/foto/KS.jpg";"Funderingsresten van molen De Ruyter";"Vindplaats";"POLYGON((4.921451 52.36412,4.921517 52.364161,4.921578 52.364124,4.921451 52.364047,4.921423 52.364064,4.921409 52.364056,4.921378 52.364075,4.921451 52.36412))";"POLYGON((52.36412 4.921451,52.364161 4.921517,52.364124 4.921578,52.364047 4.921451,52.364064 4.921423,52.364056 4.921409,52.364075 4.921378,52.36412 4.921451))";4.92148805;52.3640906;
101;"LN1";"14de-eeuwse ophogingen in de Liesdel";"Lange Niezel 16";"Archeologische Begeleiding";"2012";"juni 2012";"De Liesdel was een moerassig gebied tussen de Warmoesstraat en de Oudezijds Voorburgwal. Voordat men hier eind 14de eeuw ging bouwen werd de ondergrond grootschalig opgehoogd met kleizoden en stedelijk afval, waaronder deze steengoed kruik.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/publicaties-0/amsterdamse/amsterdamse-0/77-ophogingen/";"http://www.mapsbma.nl/foto/LN1.jpg";"Steengoedkruik (1450-1500) uit Siegburg, Duitsland";"Vindplaats";"POLYGON((4.898566 52.374917,4.898629 52.374983,4.898701 52.374956,4.898579 52.374824,4.898504 52.374849,4.898566 52.374917))";"POLYGON((52.374917 4.898566,52.374983 4.898629,52.374956 4.898701,52.374824 4.898579,52.374849 4.898504,52.374917 4.898566))";4.8986125;52.37489;
102;"NES12";"Kerkhof Mariaklooster (1417-1578)";"Nes 116-118";"Archeologische Begeleiding";"2012";"mei-augustus 2012";"Het Mariaklooster uit 1417 was gebouwd rond een kloosterhof. De grafkisten en skeletresten in de bodem van de achterste kelderruimte van Nes 116 waren de archeologische overblijfselen van de laatste begravingen in dit hof in de 16de eeuw.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-f/?reload=true";"http://www.mapsbma.nl/foto/NES12.jpg";"Skeletresten en kistfragmenten";"Vindplaats";"POLYGON((4.893194 52.369705,4.893292 52.369696,4.893319 52.369804,4.893131 52.369824,4.893125 52.369803,4.893077 52.369808,4.893057 52.369714,4.893157 52.369705,4.893157 52.369708,4.893194 52.369705))";"POLYGON((52.369705 4.893194,52.369696 4.893292,52.369804 4.893319,52.369824 4.893131,52.369803 4.893125,52.369808 4.893077,52.369714 4.893057,52.369705 4.893157,52.369708 4.893157,52.369705 4.893194))";4.893198;52.36974775;
103;"DNO";"Afval van Roozenburg";"Rozenburglaan 5-7";"Archeologische Verkenning";"2011";"januari 2011";"In 1628 werd de Watergraafsmeer ingepolderd. Tot in de 19de eeuw was dit een agrarisch gebied zonder woonhuizen, op enkele buitenhuizen na. Huishoudelijk afval in de bodem is daarom schaars, zoals op deze locatie die bij het buiten Roozenburg hoorde.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/publicaties-0/amsterdamse/amsterdamse-0/57-nieuwe-ooster/";"http://www.mapsbma.nl/foto/DNO.jpg";"Scherven uit de polder Watergraafsmeer";"Vindplaats";"POLYGON((4.936669 52.341528,4.93706 52.341265,4.936955 52.341207,4.936295 52.341652,4.936398 52.34171,4.936669 52.341528))";"POLYGON((52.341528 4.936669,52.341265 4.93706,52.341207 4.936955,52.341652 4.936295,52.34171 4.936398,52.341528 4.936669))";4.93668745;52.34144655;
104;"NDD";"Skeletten in een 18de-eeuwse steeg";"Nieuwendammerdijk 305-307";"Archeologische Begeleiding";"2011";"maart 2011";"In de steeg tussen de twee dijkhuizen lagen de skeletten van een man en een vrouw. Waarschijnlijk zijn hun lichamen hier bij een overstroming terecht gekomen. Dit is voor de 18de eeuw gebeurd, omdat de Nieuwendammerdijk daarna werd bebouwd.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/publicaties-0/amsterdamse/amsterdamse-0/menselijke-skeletten/";"http://www.mapsbma.nl/foto/NDD.jpg";"Onderzoek aan de menselijke resten in het veld";"Vindplaats";"POLYGON((4.938655 52.391201,4.938606 52.391202,4.938621 52.391345,4.93866 52.391584,4.938786 52.391575,4.938786 52.39157,4.938754 52.391393,4.938725 52.3912,4.938655 52.391201))";"POLYGON((52.391201 4.938655,52.391202 4.938606,52.391345 4.938621,52.391584 4.93866,52.391575 4.938786,52.39157 4.938786,52.391393 4.938754,52.3912 4.938725,52.391201 4.938655))";4.9387059;52.39137905;
105;"NZS1";"Het IJ";"Stationsplein";"Archeologische Begeleiding";"2012";"2009-2012";"Tot aan de bouw van het Centraal Station in de jaren tachtig van de 19de eeuw was dit het open IJ. Het IJ was hier diep genoeg voor zeeschepen. De IJ-bodem begint op 6 m diepte en bestaat uit dunne laagjes zand en slib die tot meer dan 18 m reiken.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/noord-zuidlijn/";"http://www.mapsbma.nl/foto/NZS1.jpg";"De bodemlaagjes van het IJ gaan tot meer dan 20 meter diepte";"Vindplaats";"POLYGON((4.899272 52.377636,4.899475 52.377846,4.899372 52.377883,4.899533 52.378048,4.899478 52.378293,4.899392 52.378364,4.899507 52.378483,4.90055 52.378105,4.900434 52.377986,4.900289 52.377998,4.899911 52.377912,4.899774 52.377772,4.899692 52.377802,4.899623 52.377731,4.899604 52.377738,4.899445 52.377573,4.899272 52.377636))";"POLYGON((52.377636 4.899272,52.377846 4.899475,52.377883 4.899372,52.378048 4.899533,52.378293 4.899478,52.378364 4.899392,52.378483 4.899507,52.378105 4.90055,52.377986 4.900434,52.377998 4.900289,52.377912 4.899911,52.377772 4.899774,52.377802 4.899692,52.377731 4.899623,52.377738 4.899604,52.377573 4.899445,52.377636 4.899272))";4.89992115;52.37801425;
106;"NZD1";"De Nieuwe Brug";"Damrak";"Archeologische Begeleiding";"2012";"2004-2012";"De Nieuwe Brug was oorspronkelijk een houten brug uit ca. 1350 die rond 1500 is verbouwd. Van klei en stadsafval werd toen onder een deel van de brug dit landhoofd (dijk) aangelegd, met een houten beschoeiing als bescherming tegen het water van het IJ.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/noord-zuidlijn/";"http://www.mapsbma.nl/foto/NZD1.jpg";"De IJ-zijde van het 16de-eeuwse landhoofd van de Nieuwebrug ";"Vindplaats";"POLYGON((4.899446 52.377573,4.899269 52.377637,4.899252 52.377618,4.899259 52.377616,4.898753 52.377127,4.89874 52.377133,4.898179 52.37673,4.898392 52.376611,4.898525 52.3767,4.898945 52.377047,4.898923 52.377055,4.899421 52.377557,4.899429 52.377555,4.899446 52.377573))";"POLYGON((52.377573 4.899446,52.377637 4.899269,52.377618 4.899252,52.377616 4.899259,52.377127 4.898753,52.377133 4.89874,52.37673 4.898179,52.376611 4.898392,52.3767 4.898525,52.377047 4.898945,52.377055 4.898923,52.377557 4.899421,52.377555 4.899429,52.377573 4.899446))";4.8988223;52.37711205;
107;"OOST";"Werf van de VOC (1663-1799)";"Jacob Bontiusplaats 9";"Archeologische Opgraving";"2000";"augustus-september 2000";"Langs de oever van het eiland Oostenburg lagen de houten scheepshellingen van de VOC-werf, waar tussen 1663 en 1800 meer dan 500 Oost-Indiëvaarders werden gebouwd. Tegenwoordig staat hier het INIT gebouw.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/archeologie-0/archeologische-8/?reload=true";"http://www.mapsbma.nl/foto/OOST.jpg";"De oeverbeschoeiing met de middelste VOC scheepshelling";"Vindplaats";"MULTIPOLYGON(((4.928487 52.371433,4.928715 52.371572,4.928773 52.371536,4.928201 52.371186,4.927969 52.371047,4.92796 52.371056,4.927914 52.37108,4.927892 52.371096,4.927847 52.371071,4.927842 52.371073,4.927816 52.371054,4.927798 52.371065,4.927817 52.371076,4.927825 52.371076,4.92787 52.371107,4.927862 52.371112,4.927912 52.371137,4.927896 52.37115,4.927906 52.371162,4.927918 52.371168,4.927915 52.37118,4.92797 52.371215,4.927995 52.371236,4.92799 52.37124,4.92821 52.371398,4.927802 52.371505,4.92764 52.371604,4.927879 52.371751,4.928487 52.371433)),((4.927558 52.371031,4.92757 52.371022,4.927663 52.371077,4.927709 52.37105,4.927553 52.370954,4.927509 52.370931,4.927465 52.370959,4.927505 52.370984,4.92743 52.371037,4.927521 52.371085,4.927578 52.371043,4.927558 52.371031)),((4.927453 52.371341,4.927503 52.371311,4.92745 52.371277,4.927377 52.371321,4.927396 52.371335,4.92742 52.37132,4.927453 52.371341)))";"MULTIPOLYGON(((52.371433 4.928487,52.371572 4.928715,52.371536 4.928773,52.371186 4.928201,52.371047 4.927969,52.371056 4.92796,52.37108 4.927914,52.371096 4.927892,52.371071 4.927847,52.371073 4.927842,52.371054 4.927816,52.371065 4.927798,52.371076 4.927817,52.371076 4.927825,52.371107 4.92787,52.371112 4.927862,52.371137 4.927912,52.37115 4.927896,52.371162 4.927906,52.371168 4.927918,52.37118 4.927915,52.371215 4.92797,52.371236 4.927995,52.37124 4.92799,52.371398 4.92821,52.371505 4.927802,52.371604 4.92764,52.371751 4.927879,52.371433 4.928487)),((52.371031 4.927558,52.371022 4.92757,52.371077 4.927663,52.37105 4.927709,52.370954 4.927553,52.370931 4.927509,52.370959 4.927465,52.370984 4.927505,52.371037 4.92743,52.371085 4.927521,52.371043 4.927578,52.371031 4.927558)),((52.371341 4.927453,52.371311 4.927503,52.371277 4.92745,52.371321 4.927377,52.371335 4.927396,52.37132 4.92742,52.371341 4.927453)))";4.9280851;52.371329;
108;"OOST4";"Werkplaatsen VOC-werf (1663-1799)";"Jacob Bontiusplaats 2-6";"Archeologische Begeleiding";"2008";"april 2009";"Op de scheepswerf van de VOC bevonden zich verschillende gespecialiseerde werkplaatsen, waaronder een grote smederij. Deze smeedtang behoort tot het gereedschap dat hier in de 18de eeuw werd gebruikt.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/publicaties-0/amsterdamse/amsterdamse-0/58-ophogingen/";"http://www.mapsbma.nl/foto/OOST4.jpg";"De smeedtang was gemerkt met 3 kruizen";"Vindplaats";"MULTIPOLYGON(((4.926949 52.371637,4.926748 52.371514,4.926006 52.371988,4.926212 52.37209,4.926949 52.371637)),((4.927605 52.370978,4.927465 52.370899,4.927282 52.371015,4.927422 52.371095,4.927605 52.370978)))";"MULTIPOLYGON(((52.371637 4.926949,52.371514 4.926748,52.371988 4.926006,52.37209 4.926212,52.371637 4.926949)),((52.370978 4.927605,52.370899 4.927465,52.371015 4.927282,52.371095 4.927422,52.370978 4.927605)))";4.9268155;52.3714816;
109;"SAR";"Bolwerk Muiden (1663)";"Sarphatistraat 470";"Archeologische Begeleiding";"2010";"maart 2010";"Achter de voormalige Cavaleriekazerne aan de Sarphatistraat, nu de Rijksakademie van Beeldende Kunsten, liggen de resten van het bolwerk Muiden van de stadswal uit 1663 nog dicht aan het oppervlak.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/publicaties-0/amsterdamse/amsterdamse-0/53-bolwerk-muiden/";"http://www.mapsbma.nl/foto/SAR.jpg";"Projectie van het tracé van de schildmuur";"Vindplaats";"POLYGON((4.918092 52.362382,4.918099 52.362346,4.917997 52.362333,4.917995 52.362343,4.91802 52.362346,4.918014 52.362362,4.917992 52.36236,4.917989 52.362369,4.918017 52.362373,4.918015 52.362388,4.917984 52.362385,4.917983 52.362394,4.918028 52.362398,4.918042 52.362349,4.91808 52.362358,4.918068 52.362405,4.918082 52.362407,4.91809 52.362403,4.918094 52.362392,4.918087 52.362391,4.918092 52.362382))";"POLYGON((52.362382 4.918092,52.362346 4.918099,52.362333 4.917997,52.362343 4.917995,52.362346 4.91802,52.362362 4.918014,52.36236 4.917992,52.362369 4.917989,52.362373 4.918017,52.362388 4.918015,52.362385 4.917984,52.362394 4.917983,52.362398 4.918028,52.362349 4.918042,52.362358 4.91808,52.362405 4.918068,52.362407 4.918082,52.362403 4.91809,52.362392 4.918094,52.362391 4.918087,52.362382 4.918092))";4.918051;52.36235685;
110;"FKD1";"De oranjerie van Frankendaal";"Middenweg 72";"Archeologische Opgraving";"2003";"november 2003";"In de achtertuin van het buitenhuis Frankendael ligt het fundament verborgen van een 18de-eeuwse plantenkas. Het gebouwtje had een typische ruitvormige plattegrond met één gebogen zijde. De houten bovenbouw is in 1835 afgebroken.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/publicaties-0/amsterdamse/amsterdamse-0/27-oranjerie/";"http://www.mapsbma.nl/foto/FKD1.jpg";"Het fundament gezien vanuit het huis Frankendael ";"Vindplaats";"POLYGON((4.933319 52.351117,4.933237 52.351062,4.93318 52.351096,4.933264 52.351149,4.933319 52.351117))";"POLYGON((52.351117 4.933319,52.351062 4.933237,52.351096 4.93318,52.351149 4.933264,52.351117 4.933319))";4.9332595;52.351092;
111;"OOST3";"Werfeiland van de VOC (1663-1799)";"Jacob Bontiusplaats 1";"Archeologische Begeleiding";"2006";"oktober 2006";"Oorspronkelijk lag hier de noordelijke oever van het VOC-eiland. De houten beschoeiing langs deze oever werd in 1852 verwijderd bij de uitbreiding van het eiland richting het IJ.";"http://www.amsterdam.nl/kunst-cultuur-sport/monumenten/publicaties-0/amsterdamse/amsterdamse-0/18-noordwest-oever/";"http://www.mapsbma.nl/foto/OOST3.jpg";"Onderzoeksgebied achter de Van Gendthallen";"Vindplaats";"POLYGON((4.927187 52.372282,4.927574 52.37205,4.927578 52.372052,4.927497 52.371964,4.926955 52.371641,4.926264 52.372064,4.926119 52.372159,4.926236 52.37223,4.926185 52.372264,4.926718 52.372594,4.927187 52.372282))";"POLYGON((52.372282 4.927187,52.37205 4.927574,52.372052 4.927578,52.371964 4.927497,52.371641 4.926955,52.372064 4.926264,52.372159 4.926119,52.37223 4.926236,52.372264 4.926185,52.372594 4.926718,52.372282 4.927187))";4.92685865;52.37210525;
113;"OZV9";"Ons Lieve Heer op Solder";"Oudezijds Voorburgwal 38-40";"Archeologische begeleiding";"2013-2014";"";"Museum Ons’ Lieve Heer op Solder is een grachtenpand met op zolder een unieke katholieke schuilkerk uit de Gouden Eeuw. Bij funderingsherstel is een grote beerput ontdekt met honderden gebruiksvoorwerpen van de gebruikers uit de periode 1700-1775.";"https://www.amsterdam.nl/kunst-cultuur/monumenten/publicaties/amsterdamse/100-lieveheersolder/";"http://www.mapsbma.nl/foto/OZV9.jpg";"";"Vindplaats";"POLYGON((4.899031 52.375115,4.899133 52.375073,4.89916 52.375111,4.899361 52.375044,4.899406 52.375091,4.899432 52.375118,4.899482 52.375164,4.899254 52.375247,4.899297 52.375302,4.899233 52.375319))";"POLYGON((52.375115 4.899031,52.375073 4.899133,52.375111 4.89916,52.375044 4.899361,52.375091 4.899406,52.375118 4.899432,52.375164 4.899482,52.375247 4.899254,52.375302 4.899297,52.375319 4.899233))";4.89926645;52.37516845;
114;"CRU";"Zwaar geschut boven water";"Cruquiusweg 120";"Archeologische Inspectie";"2015";"";"Op 30 juni 2015 werd bij de uitvoering van sloopwerkzaamheden aan een steiger aan het Amsterdam-Rijnkanaal - ter plekke van Cruquiusweg 120 - een kanon aangetroffen in de waterbodem.";" https://www.amsterdam.nl/kunstencultuur/monumenten/publicaties/amsterdamse/amsterdamse-0/84-19de-eeuws-kanon/";"https://www.amsterdam.nl/publish/pages/737648/af_k";"Het kanon uit 1806 weegt 3565 kg ";"Vindplaats";"POLYGON((4.955827 52.368901,4.955808 52.36885,4.955833 52.368665,4.955912 52.368534,4.956038 52.36852,4.956195 52.368503,4.956305 52.368588,4.95628 52.368808,4.956229 52.368896,4.956111 52.368939,4.95591 52.368952))";"POLYGON((52.368901 4.955827,52.36885 4.955808,52.368665 4.955833,52.368534 4.955912,52.36852 4.956038,52.368503 4.956195,52.368588 4.956305,52.368808 4.95628,52.368896 4.956229,52.368939 4.956111,52.368952 4.95591))";4.95606635;52.368714;
141;"MC3";"Het Open Havenfront";"Open Havenfront";"Archeologische Begeleiding aanleg Metro Oostlijn";"1977";"1977";"Aan de monding van de Amstel lag het havenfront van de stad. Het weidse uitzicht over het IJ werd gedomineerd door de schepen die hier voor anker lagen. Het open karakter verdween na 1872 met de aanleg van het stationseiland.";"http://www.mapsbma.nl/documents/TX_MetroOostlijn_10.pdf";"http://www.archeologischekaart.amsterdam/Vindplaatsen/MC3-1.jpg";"suikerklontjestang, Koninkijke Hollandsche Lloyd, koperlegering, 1908-1981";"Vindplaats";"POLYGON((4.900739 52.377713,4.900613 52.377771,4.900319 52.377917,4.900049 52.377668,4.900493 52.377485))";"POLYGON((52.377713 4.900739,52.377771 4.900613,52.377917 4.900319,52.377668 4.900049,52.377485 4.900493))";4.900404;52.3776881;
