OBJECTNUMMER;Functie;Functie_gecorrigeerd;VOT_ID;Adres;Aantal_adressen;Gebruiksdoel;WOZ_gebruik;Hoofdfunctie;Hoofdfunctie_ID;Gebruiksoppervlakte;Footprint;Oppervlakte_gecorrigeerd;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
6405;"kantoor in bedrijfsverzamelgebouw";0;"0363010000994495";"Derkinderenstraat 4";3;"kantoorfunctie";"kantoor in bedrijfsverzamelgebouw";"Kantoren";"K";2919;0;0;"POINT(4.840895,52.358378)";"POINT(52.358378,4.840895)";4.840895;52.358378;
6406;"beroepsonderwijs";0;"0363010000621050";"Derkinderenstraat 44";0;"woonfunctie|bijeenkomstfunctie|kantoorfunctie";"beroepsonderwijs  (LBO / MBO)";"Onderwijs";"O";3976;0;0;"POINT(4.840936,52.359816)";"POINT(52.359816,4.840936)";4.840936;52.359816;
6407;"opslag / distributie";0;"0363010000621051";"Derkinderenstraat 46";0;"gezondheidszorgfunctie";"opslag / distributie";"Opslag en distributie";"E";185;0;0;"POINT(4.840782,52.360436)";"POINT(52.360436,4.840782)";4.840782;52.360436;
6408;"kantoor";0;"0363010000621052";"Derkinderenstraat 48";0;"industriefunctie";"kantoor";"Kantoren";"K";185;0;0;"POINT(4.840765,52.360624)";"POINT(52.360624,4.840765)";4.840765;52.360624;
6409;"winkel";0;"0363010000621053";"Derkinderenstraat 50";0;"winkelfunctie";"winkel";"Detailhandel";"D";92;0;0;"POINT(4.840763,52.360777)";"POINT(52.360777,4.840763)";4.840763;52.360777;
6410;"kantoor";0;"0363010012098294";"Derkinderenstraat 51";0;"kantoorfunctie";"kantoor";"Kantoren";"K";156;0;0;"POINT(4.840232,52.363399)";"POINT(52.363399,4.840232)";4.840232;52.363399;
6411;"winkel";0;"0363010000621054";"Derkinderenstraat 52";0;"bijeenkomstfunctie";"winkel";"Detailhandel";"D";89;0;0;"POINT(4.840761,52.360966)";"POINT(52.360966,4.840761)";4.840761;52.360966;
6412;"kantoor";0;"0363010012098295";"Derkinderenstraat 53";0;"kantoorfunctie";"kantoor";"Kantoren";"K";156;0;0;"POINT(4.840212,52.363776)";"POINT(52.363776,4.840212)";4.840212;52.363776;
6413;"praktijkruimte";0;"0363010000621056";"Derkinderenstraat 54";0;"kantoorfunctie";"praktijkruimte";"Zorg";"Z";91;0;0;"POINT(4.840759,52.361137)";"POINT(52.361137,4.840759)";4.840759;52.361137;
6414;"winkel";0;"0363010000571038";"Derkinderenstraat 60";0;"winkelfunctie";"winkel";"Detailhandel";"D";89;0;0;"POINT(4.84075,52.361846)";"POINT(52.361846,4.84075)";4.84075;52.361846;
6415;"kantoor";0;"0363010000571031";"Derkinderenstraat 62";0;"winkelfunctie";"kantoor";"Kantoren";"K";89;0;0;"POINT(4.840749,52.361945)";"POINT(52.361945,4.840749)";4.840749;52.361945;
6416;"winkel";0;"0363010000571030";"Derkinderenstraat 64";0;"winkelfunctie";"winkel";"Detailhandel";"D";89;0;0;"POINT(4.840748,52.362035)";"POINT(52.362035,4.840748)";4.840748;52.362035;
6417;"winkel";0;"0363010000571023";"Derkinderenstraat 66";0;"winkelfunctie";"winkel";"Detailhandel";"D";89;0;0;"POINT(4.840747,52.362107)";"POINT(52.362107,4.840747)";4.840747;52.362107;
6418;"winkel";0;"0363010001003748";"Derkinderenstraat 68";0;"winkelfunctie";"winkel";"Detailhandel";"D";89;0;0;"POINT(4.840716,52.362206)";"POINT(52.362206,4.840716)";4.840716;52.362206;
6419;"winkel";0;"0363010000571016";"Derkinderenstraat 70";0;"winkelfunctie";"winkel";"Detailhandel";"D";89;0;0;"POINT(4.840729,52.362323)";"POINT(52.362323,4.840729)";4.840729;52.362323;
6420;"winkel";0;"0363010000571015";"Derkinderenstraat 72";0;"winkelfunctie";"winkel";"Detailhandel";"D";89;0;0;"POINT(4.840729,52.362386)";"POINT(52.362386,4.840729)";4.840729;52.362386;
6421;"winkel";0;"0363010000571008";"Derkinderenstraat 74";0;"winkelfunctie";"winkel";"Detailhandel";"D";179;0;0;"POINT(4.840727,52.362485)";"POINT(52.362485,4.840727)";4.840727;52.362485;
6422;"(detail)handel / winkel";0;"0363010000571007";"Derkinderenstraat 76";0;"winkelfunctie";"(detail)handel / winkel";"Detailhandel";"D";0;0;0;"POINT(4.840712,52.362556)";"POINT(52.362556,4.840712)";4.840712;52.362556;
6423;"winkel";0;"0363010000571000";"Derkinderenstraat 78";0;"winkelfunctie";"winkel";"Detailhandel";"D";89;0;0;"POINT(4.840725,52.362655)";"POINT(52.362655,4.840725)";4.840725;52.362655;
6424;"cafetaria / snackbar";0;"0363010000621115";"Derkinderenstraat 80";0;"winkelfunctie";"cafetaria / snackbar";"Horeca";"H";96;0;0;"POINT(4.840723,52.362799)";"POINT(52.362799,4.840723)";4.840723;52.362799;
6425;"kantoor";0;"0363010000621129";"Derkinderenstraat 86";0;"kantoorfunctie";"kantoor";"Kantoren";"K";183;0;0;"POINT(4.840771,52.363689)";"POINT(52.363689,4.840771)";4.840771;52.363689;
6426;"kantoor";0;"0363010000621134";"Derkinderenstraat 88";0;"overige gebruiksfunctie";"kantoor";"Kantoren";"K";115;0;0;"POINT(4.840682,52.363814)";"POINT(52.363814,4.840682)";4.840682;52.363814;
6427;"kerk";0;"0363010000621139";"Derkinderenstraat 90";0;"bijeenkomstfunctie";"kerk";"Religie";"R";664;1;0;"POINT(4.840718,52.364399)";"POINT(52.364399,4.840718)";4.840718;52.364399;
6428;"praktijkruimte";0;"0363010001044811";"Derkinderenstraat 92A";2;"winkelfunctie";"praktijkruimte (tandarts / fysiotherapeut)";"Zorg";"Z";96;0;0;"POINT(4.840656,52.364731)";"POINT(52.364731,4.840656)";4.840656;52.364731;
6429;"kantoor";0;"0363010003716780";"Derkinderenstraat 94B";2;"winkelfunctie";"kantoor";"Kantoren";"K";96;0;0;"POINT(4.84067,52.364794)";"POINT(52.364794,4.84067)";4.84067;52.364794;
6430;"kantoor";0;"0363010003716782";"Derkinderenstraat 96B";2;"winkelfunctie";"kantoor";"Kantoren";"K";96;0;0;"POINT(4.840683,52.364911)";"POINT(52.364911,4.840683)";4.840683;52.364911;
6431;"kantoor";0;"0363010001044814";"Derkinderenstraat 98A";2;"winkelfunctie";"kantoor";"Kantoren";"K";96;0;0;"POINT(4.840653,52.364974)";"POINT(52.364974,4.840653)";4.840653;52.364974;
6432;"praktijkruimte";0;"0363010001037623";"Des Présstraat 12";0;"kantoorfunctie";"praktijkruimte";"Zorg";"Z";79;0;0;"POINT(4.859733,52.350644)";"POINT(52.350644,4.859733)";4.859733;52.350644;
6433;"atelier / werkruimte";0;"0363010000621234";"Des Présstraat 3";0;"industriefunctie";"atelier / werkruimte";"Atelier / werkruimte";"F";587;0;0;"POINT(4.859936,52.350843)";"POINT(52.350843,4.859936)";4.859936;52.350843;
6434;"opslag / distributie";0;"0363010000621589";"Descartesstraat 101";0;"industriefunctie";"opslag / distributie";"Opslag en distributie";"E";576;0;0;"POINT(4.8113,52.375476)";"POINT(52.375476,4.8113)";4.8113;52.375476;
6435;"atelier / werkruimte";0;"0363010000621594";"Descartesstraat 106";0;"industriefunctie";"atelier / werkruimte";"Atelier / werkruimte";"F";39;0;0;"POINT(4.810932,52.375528)";"POINT(52.375528,4.810932)";4.810932;52.375528;
6436;"atelier / werkruimte";0;"0363010000621595";"Descartesstraat 107";0;"industriefunctie";"atelier / werkruimte";"Atelier / werkruimte";"F";45;1;0;"POINT(4.810858,52.375546)";"POINT(52.375546,4.810858)";4.810858;52.375546;
6437;"atelier / werkruimte";0;"0363010000621596";"Descartesstraat 108";0;"industriefunctie";"atelier / werkruimte";"Atelier / werkruimte";"F";48;1;0;"POINT(4.810771,52.375527)";"POINT(52.375527,4.810771)";4.810771;52.375527;
6438;"atelier / werkruimte";0;"0363010000621597";"Descartesstraat 109";0;"industriefunctie";"atelier / werkruimte";"Atelier / werkruimte";"F";35;1;0;"POINT(4.810682,52.375545)";"POINT(52.375545,4.810682)";4.810682;52.375545;
6439;"atelier / werkruimte";0;"0363010000621598";"Descartesstraat 110";0;"industriefunctie";"atelier / werkruimte";"Atelier / werkruimte";"F";47;1;0;"POINT(4.810609,52.375554)";"POINT(52.375554,4.810609)";4.810609;52.375554;
6440;"atelier / werkruimte";0;"0363010000621599";"Descartesstraat 111";0;"industriefunctie";"atelier / werkruimte";"Atelier / werkruimte";"F";267;0;0;"POINT(4.81052,52.37558)";"POINT(52.37558,4.81052)";4.81052;52.37558;
6441;"kantoor";0;"0363010000621600";"Descartesstraat 112";0;"industriefunctie";"kantoor";"Kantoren";"K";45;1;0;"POINT(4.810447,52.375589)";"POINT(52.375589,4.810447)";4.810447;52.375589;
6442;"kantoor";0;"0363010000621601";"Descartesstraat 113";0;"industriefunctie";"kantoor";"Kantoren";"K";44;1;0;"POINT(4.810388,52.375589)";"POINT(52.375589,4.810388)";4.810388;52.375589;
6443;"kantoor";0;"0363010000621602";"Descartesstraat 114";0;"industriefunctie";"kantoor";"Kantoren";"K";45;1;0;"POINT(4.8103,52.375597)";"POINT(52.375597,4.8103)";4.8103;52.375597;
6444;"kantoor";0;"0363010000621603";"Descartesstraat 115";0;"industriefunctie";"kantoor";"Kantoren";"K";49;1;0;"POINT(4.810197,52.375588)";"POINT(52.375588,4.810197)";4.810197;52.375588;
6445;"kantoor";0;"0363010000621604";"Descartesstraat 116";0;"industriefunctie";"kantoor";"Kantoren";"K";35;1;0;"POINT(4.810138,52.375596)";"POINT(52.375596,4.810138)";4.810138;52.375596;
6446;"kantoor";0;"0363010000621605";"Descartesstraat 117";0;"industriefunctie";"kantoor";"Kantoren";"K";48;1;0;"POINT(4.81005,52.375614)";"POINT(52.375614,4.81005)";4.81005;52.375614;
6447;"atelier / werkruimte";0;"0363010000621606";"Descartesstraat 118";0;"industriefunctie";"atelier / werkruimte";"Atelier / werkruimte";"F";39;0;0;"POINT(4.809976,52.375649)";"POINT(52.375649,4.809976)";4.809976;52.375649;
6448;"atelier / werkruimte";0;"0363010000621608";"Descartesstraat 120";0;"industriefunctie";"atelier / werkruimte";"Atelier / werkruimte";"F";39;0;0;"POINT(4.809829,52.37564)";"POINT(52.37564,4.809829)";4.809829;52.37564;
6449;"atelier / werkruimte";0;"0363010000621609";"Descartesstraat 121";0;"industriefunctie";"atelier / werkruimte";"Atelier / werkruimte";"F";151;0;0;"POINT(4.809741,52.375657)";"POINT(52.375657,4.809741)";4.809741;52.375657;
6450;"atelier / werkruimte";0;"0363010000621610";"Descartesstraat 122";0;"industriefunctie";"atelier / werkruimte";"Atelier / werkruimte";"F";48;1;0;"POINT(4.809682,52.375648)";"POINT(52.375648,4.809682)";4.809682;52.375648;
6451;"atelier / werkruimte";0;"0363010000621611";"Descartesstraat 123";0;"industriefunctie";"atelier / werkruimte";"Atelier / werkruimte";"F";35;1;0;"POINT(4.809579,52.375665)";"POINT(52.375665,4.809579)";4.809579;52.375665;
6452;"atelier / werkruimte";0;"0363010000621612";"Descartesstraat 124";0;"industriefunctie";"atelier / werkruimte";"Atelier / werkruimte";"F";49;1;0;"POINT(4.80952,52.375674)";"POINT(52.375674,4.80952)";4.80952;52.375674;
6453;"kerk";0;"0363010000621660";"Deurloostraat 17";0;"bijeenkomstfunctie";"kerk";"Religie";"R";275;0;0;"POINT(4.893731,52.346072)";"POINT(52.346072,4.893731)";4.893731;52.346072;
6454;"winkel";0;"0363010000621616";"Deurloostraat 2/H";0;"winkelfunctie|woonfunctie";"winkel";"Detailhandel";"D";54;0;0;"POINT(4.894683,52.346283)";"POINT(52.346283,4.894683)";4.894683;52.346283;
6455;"café / bar / restaurant";0;"0363010012086857";"Develstein 100A";2;"bijeenkomstfunctie";"café / bar / restaurant";"Horeca";"H";857;0;0;"POINT(4.956516,52.322985)";"POINT(52.322985,4.956516)";4.956516;52.322985;
6456;"café / bar / restaurant";0;"0363010012097184";"Develstein 100B";2;"bijeenkomstfunctie";"café / bar / restaurant";"Horeca";"H";287;0;0;"POINT(4.95656,52.322985)";"POINT(52.322985,4.95656)";4.95656;52.322985;
6457;"café / bar / restaurant";0;"0363010012086859";"Develstein 100C";0;"bijeenkomstfunctie";"café / bar / restaurant";"Horeca";"H";1510;0;0;"POINT(4.956531,52.322958)";"POINT(52.322958,4.956531)";4.956531;52.322958;
6458;"café / bar / restaurant";0;"0363010012086861";"Develstein 100E";2;"bijeenkomstfunctie";"café / bar / restaurant";"Horeca";"H";548;0;0;"POINT(4.956517,52.322958)";"POINT(52.322958,4.956517)";4.956517;52.322958;
6459;"kantoor";0;"0363010012077531";"Deymanstraat 14/H";0;"kantoorfunctie";"kantoor";"Kantoren";"K";66;0;0;"POINT(4.908678,52.357655)";"POINT(52.357655,4.908678)";4.908678;52.357655;
6460;"kantoor";0;"0363010012075451";"Deymanstraat 14A/H";0;"bijeenkomstfunctie";"kantoor";"Kantoren";"K";266;0;0;"POINT(4.908737,52.357647)";"POINT(52.357647,4.908737)";4.908737;52.357647;
6461;"kantoor";0;"0363010011291161";"Deymanstraat 18B";2;"kantoorfunctie";"kantoor";"Kantoren";"K";156;0;0;"POINT(4.909118,52.357738)";"POINT(52.357738,4.909118)";4.909118;52.357738;
6462;"kantoor";0;"0363010011291162";"Deymanstraat 18C";4;"kantoorfunctie";"kantoor";"Kantoren";"K";295;0;0;"POINT(4.908971,52.35771)";"POINT(52.35771,4.908971)";4.908971;52.35771;
6463;"kantoor";0;"0363010011291166";"Deymanstraat 18G";0;"kantoorfunctie";"kantoor";"Kantoren";"K";53;0;0;"POINT(4.908971,52.357701)";"POINT(52.357701,4.908971)";4.908971;52.357701;
6464;"kantoor (hoofdcode)";0;"0363010011291167";"Deymanstraat 18H";0;"kantoorfunctie";"kantoor (hoofdcode)";"Kantoren";"K";51;0;0;"POINT(4.909074,52.357729)";"POINT(52.357729,4.909074)";4.909074;52.357729;
6465;"kantoor";0;"0363010011291168";"Deymanstraat 18K";2;"kantoorfunctie";"kantoor";"Kantoren";"K";107;0;0;"POINT(4.909044,52.357729)";"POINT(52.357729,4.909044)";4.909044;52.357729;
6466;"productie (fabriek)";0;"0363010000622061";"Deymanstraat 5";0;"industriefunctie";"productie (fabriek)";"Bedrijven";"B";2973;0;0;"POINT(4.908558,52.357898)";"POINT(52.357898,4.908558)";4.908558;52.357898;
6467;"winkel";0;"0363010000622175";"Diamantstraat 134";0;"industriefunctie";"winkel";"Detailhandel";"D";146;0;0;"POINT(4.906242,52.350833)";"POINT(52.350833,4.906242)";4.906242;52.350833;
6468;"kantoor";0;"0363010000622189";"Diamantstraat 148";0;"kantoorfunctie";"kantoor";"Kantoren";"K";159;0;0;"POINT(4.906392,52.350564)";"POINT(52.350564,4.906392)";4.906392;52.350564;
6469;"opslag / distributie";0;"0363010000622115";"Diamantstraat 17D";0;"industriefunctie";"opslag / distributie";"Opslag en distributie";"E";364;0;0;"POINT(4.906086,52.351704)";"POINT(52.351704,4.906086)";4.906086;52.351704;
6470;"winkel";0;"0363010000622117";"Diamantstraat 19/H";0;"winkelfunctie";"winkel";"Detailhandel";"D";77;0;0;"POINT(4.905984,52.35165)";"POINT(52.35165,4.905984)";4.905984;52.35165;
6471;"dienstverlening openbaar nut";0;"0363010001016378";"Dick Hilleniuspad 2";0;"overige gebruiksfunctie";"dienstverlening openbaar nut";"Nuts";"N";600;0;0;"POINT(4.97865,52.356443)";"POINT(52.356443,4.97865)";4.97865;52.356443;
6472;"sport / recreatie";0;"0363010012076453";"Dick Hilleniuspad 2B";0;"bijeenkomstfunctie";"sport / recreatie";"Sport en recreatie";"S";185;0;0;"POINT(4.980041,52.356843)";"POINT(52.356843,4.980041)";4.980041;52.356843;
6473;"sport / recreatie";0;"0363010012076454";"Dick Hilleniuspad 2C";0;"bijeenkomstfunctie";"sport / recreatie";"Sport en recreatie";"S";185;0;0;"POINT(4.980394,52.356782)";"POINT(52.356782,4.980394)";4.980394;52.356782;
6474;"cultuur";0;"0363010000912368";"Dickenslaan 173";0;"bijeenkomstfunctie";"cultuur";"Cultuur";"C";306;0;0;"POINT(4.946153,52.323774)";"POINT(52.323774,4.946153)";4.946153;52.323774;
6475;"atelier / werkruimte";0;"0363010000622259";"Diderotstraat 10";0;"industriefunctie";"atelier / werkruimte";"Atelier / werkruimte";"F";35;1;0;"POINT(4.810742,52.375437)";"POINT(52.375437,4.810742)";4.810742;52.375437;
6476;"atelier / werkruimte";0;"0363010000622260";"Diderotstraat 12";0;"industriefunctie";"atelier / werkruimte";"Atelier / werkruimte";"F";42;1;0;"POINT(4.810743,52.375402)";"POINT(52.375402,4.810743)";4.810743;52.375402;
6477;"atelier / werkruimte";0;"0363010001014696";"Diderotstraat 13";0;"industriefunctie";"atelier / werkruimte";"Atelier / werkruimte";"F";274;0;0;"POINT(4.810833,52.375249)";"POINT(52.375249,4.810833)";4.810833;52.375249;
6478;"atelier / werkruimte";0;"0363010000622261";"Diderotstraat 14";0;"industriefunctie";"atelier / werkruimte";"Atelier / werkruimte";"F";42;1;0;"POINT(4.810581,52.375401)";"POINT(52.375401,4.810581)";4.810581;52.375401;
6479;"atelier / werkruimte";0;"0363010000622262";"Diderotstraat 16";0;"industriefunctie";"atelier / werkruimte";"Atelier / werkruimte";"F";35;1;0;"POINT(4.810551,52.375446)";"POINT(52.375446,4.810551)";4.810551;52.375446;
6480;"atelier / werkruimte";0;"0363010000622263";"Diderotstraat 18";0;"industriefunctie";"atelier / werkruimte";"Atelier / werkruimte";"F";36;1;0;"POINT(4.81058,52.375491)";"POINT(52.375491,4.81058)";4.81058;52.375491;
6481;"atelier / werkruimte";0;"0363010000622271";"Diderotstraat 20";0;"industriefunctie";"atelier / werkruimte";"Atelier / werkruimte";"F";35;1;0;"POINT(4.810198,52.375534)";"POINT(52.375534,4.810198)";4.810198;52.375534;
6482;"atelier / werkruimte";0;"0363010000622272";"Diderotstraat 22";0;"industriefunctie";"atelier / werkruimte";"Atelier / werkruimte";"F";35;1;0;"POINT(4.810169,52.375489)";"POINT(52.375489,4.810169)";4.810169;52.375489;
6483;"atelier / werkruimte";0;"0363010001014697";"Diderotstraat 23";0;"industriefunctie";"atelier / werkruimte";"Atelier / werkruimte";"F";40;0;0;"POINT(4.810406,52.375301)";"POINT(52.375301,4.810406)";4.810406;52.375301;
6484;"atelier / werkruimte";0;"0363010000622273";"Diderotstraat 24";0;"industriefunctie";"atelier / werkruimte";"Atelier / werkruimte";"F";42;1;0;"POINT(4.81017,52.375444)";"POINT(52.375444,4.81017)";4.81017;52.375444;
6485;"atelier / werkruimte";0;"0363010001014698";"Diderotstraat 25";0;"industriefunctie";"atelier / werkruimte";"Atelier / werkruimte";"F";40;0;0;"POINT(4.810289,52.375309)";"POINT(52.375309,4.810289)";4.810289;52.375309;
6486;"atelier / werkruimte";0;"0363010000622274";"Diderotstraat 26";0;"industriefunctie";"atelier / werkruimte";"Atelier / werkruimte";"F";42;1;0;"POINT(4.810037,52.375452)";"POINT(52.375452,4.810037)";4.810037;52.375452;
6487;"atelier / werkruimte";0;"0363010000622275";"Diderotstraat 27";0;"industriefunctie";"atelier / werkruimte";"Atelier / werkruimte";"F";47;0;0;"POINT(4.81023,52.375309)";"POINT(52.375309,4.81023)";4.81023;52.375309;
6488;"atelier / werkruimte";0;"0363010000622276";"Diderotstraat 28";0;"industriefunctie";"atelier / werkruimte";"Atelier / werkruimte";"F";35;1;0;"POINT(4.810037,52.375497)";"POINT(52.375497,4.810037)";4.810037;52.375497;
6489;"atelier / werkruimte";0;"0363010000622279";"Diderotstraat 31";0;"industriefunctie";"atelier / werkruimte";"Atelier / werkruimte";"F";47;0;0;"POINT(4.810054,52.375326)";"POINT(52.375326,4.810054)";4.810054;52.375326;
6490;"atelier / werkruimte";0;"0363010000622280";"Diderotstraat 32";0;"industriefunctie";"atelier / werkruimte";"Atelier / werkruimte";"F";206;0;0;"POINT(4.809668,52.375594)";"POINT(52.375594,4.809668)";4.809668;52.375594;
6491;"atelier / werkruimte";0;"0363010000622281";"Diderotstraat 33";0;"industriefunctie";"atelier / werkruimte";"Atelier / werkruimte";"F";46;0;0;"POINT(4.809965,52.375335)";"POINT(52.375335,4.809965)";4.809965;52.375335;
6492;"atelier / werkruimte";0;"0363010000622282";"Diderotstraat 34";0;"industriefunctie";"atelier / werkruimte";"Atelier / werkruimte";"F";36;1;0;"POINT(4.80964,52.375549)";"POINT(52.375549,4.80964)";4.80964;52.375549;
6493;"atelier / werkruimte";0;"0363010000622283";"Diderotstraat 36";0;"industriefunctie";"atelier / werkruimte";"Atelier / werkruimte";"F";43;1;0;"POINT(4.809625,52.375504)";"POINT(52.375504,4.809625)";4.809625;52.375504;
6494;"atelier / werkruimte";0;"0363010000622284";"Diderotstraat 37";0;"industriefunctie";"atelier / werkruimte";"Atelier / werkruimte";"F";98;0;0;"POINT(4.809833,52.375334)";"POINT(52.375334,4.809833)";4.809833;52.375334;
6495;"atelier / werkruimte";0;"0363010000622285";"Diderotstraat 39";0;"industriefunctie";"atelier / werkruimte";"Atelier / werkruimte";"F";46;0;0;"POINT(4.80976,52.375352)";"POINT(52.375352,4.80976)";4.80976;52.375352;
6496;"atelier / werkruimte";0;"0363010001963513";"Diderotstraat 41";0;"overige gebruiksfunctie";"atelier / werkruimte";"Atelier / werkruimte";"F";30;0;0;"POINT(4.809671,52.375369)";"POINT(52.375369,4.809671)";4.809671;52.375369;
6497;"atelier / werkruimte";0;"0363010000622286";"Diderotstraat 43";0;"industriefunctie";"atelier / werkruimte";"Atelier / werkruimte";"F";30;0;0;"POINT(4.809598,52.375369)";"POINT(52.375369,4.809598)";4.809598;52.375369;
6498;"atelier / werkruimte";0;"0363010000622287";"Diderotstraat 45";0;"industriefunctie";"atelier / werkruimte";"Atelier / werkruimte";"F";31;0;0;"POINT(4.809524,52.375387)";"POINT(52.375387,4.809524)";4.809524;52.375387;
6499;"atelier / werkruimte";0;"0363010000622288";"Diderotstraat 47";0;"industriefunctie";"atelier / werkruimte";"Atelier / werkruimte";"F";26;0;0;"POINT(4.809421,52.375395)";"POINT(52.375395,4.809421)";4.809421;52.375395;
6500;"atelier / werkruimte";0;"0363010000622258";"Diderotstraat 8";0;"industriefunctie";"atelier / werkruimte";"Atelier / werkruimte";"F";431;0;0;"POINT(4.810771,52.375483)";"POINT(52.375483,4.810771)";4.810771;52.375483;
6501;"basisschool";0;"0363010001023258";"Diemerparklaan 11";0;"onderwijsfunctie";"basisschool";"Onderwijs";"O";2400;0;0;"POINT(4.993494,52.354453)";"POINT(52.354453,4.993494)";4.993494;52.354453;
6502;"overige gebruiksfunctie";0;"0363010012118507";"Diemerparklaan 110";0;"overige gebruiksfunctie";"overig bedrijf";"Onduidelijke functie";"Q";57;0;0;"POINT(4.999058,52.357689)";"POINT(52.357689,4.999058)";4.999058;52.357689;
6503;"kinderdagverblijf";0;"0363010001043049";"Diemerparklaan 17";0;"bijeenkomstfunctie";"dagverblijf";"Onderwijs";"O";88;0;0;"POINT(4.995552,52.355745)";"POINT(52.355745,4.995552)";4.995552;52.355745;
6504;"kinderdagverblijf";0;"0363010001043050";"Diemerparklaan 19";0;"bijeenkomstfunctie";"dagverblijf";"Onderwijs";"O";88;0;0;"POINT(4.995625,52.3558)";"POINT(52.3558,4.995625)";4.995625;52.3558;
6505;"kinderdagverblijf";0;"0363010001043051";"Diemerparklaan 21";0;"bijeenkomstfunctie";"dagverblijf";"Onderwijs";"O";88;0;0;"POINT(4.995698,52.355845)";"POINT(52.355845,4.995698)";4.995698;52.355845;
6506;"kinderdagverblijf";0;"0363010001043052";"Diemerparklaan 23";0;"bijeenkomstfunctie";"dagverblijf";"Onderwijs";"O";88;0;0;"POINT(4.995756,52.355899)";"POINT(52.355899,4.995756)";4.995756;52.355899;
6507;"kantoor";0;"0363010001043053";"Diemerparklaan 25";0;"overige gebruiksfunctie";"kantoor";"Kantoren";"K";88;0;0;"POINT(4.996063,52.35608)";"POINT(52.35608,4.996063)";4.996063;52.35608;
6508;"kerk";0;"0363010001983730";"Diemerparklaan 27";0;"overige gebruiksfunctie";"kerk";"Religie";"R";65;0;0;"POINT(4.996398,52.356332)";"POINT(52.356332,4.996398)";4.996398;52.356332;
6509;"kerk";0;"0363010012073118";"Diemerparklaan 29";0;"bijeenkomstfunctie";"kerk";"Religie";"R";242;0;0;"POINT(4.996471,52.35636)";"POINT(52.35636,4.996471)";4.996471;52.35636;
6510;"atelier / werkruimte";0;"0363010011909575";"Diemerparklaan 33";0;"kantoorfunctie";"atelier / werkruimte";"Atelier / werkruimte";"F";140;0;0;"POINT(4.996632,52.35645)";"POINT(52.35645,4.996632)";4.996632;52.35645;
6511;"recreatie / sportcentrum";0;"0363010001983733";"Diemerparklaan 35";0;"overige gebruiksfunctie";"recreatie / sportcentrum";"Sport en recreatie";"S";188;0;0;"POINT(4.9965,52.356414)";"POINT(52.356414,4.9965)";4.9965;52.356414;
6512;"overige gebruiksfunctie";0;"0363010001983734";"Diemerparklaan 37";0;"overige gebruiksfunctie";"overig bedrijf";"Onduidelijke functie";"Q";104;0;0;"POINT(4.996603,52.35645)";"POINT(52.35645,4.996603)";4.996603;52.35645;
6513;"kantoor";0;"0363010001039651";"Diemerparklaan 381";0;"industriefunctie";"kantoor";"Kantoren";"K";30;0;0;"POINT(4.997405,52.357001)";"POINT(52.357001,4.997405)";4.997405;52.357001;
6514;"winkel";0;"0363010001031727";"Diemerparklaan 48";0;"kantoorfunctie";"winkel";"Detailhandel";"D";20;0;0;"POINT(4.995732,52.355288)";"POINT(52.355288,4.995732)";4.995732;52.355288;
6515;"winkel";0;"0363010001031728";"Diemerparklaan 50";0;"kantoorfunctie";"winkel";"Detailhandel";"D";47;0;0;"POINT(4.99579,52.355324)";"POINT(52.355324,4.99579)";4.99579;52.355324;
6516;"sporthal / sportzaal / gymnastieklokaal";0;"0363010001983741";"Diemerparklaan 51";0;"overige gebruiksfunctie";"sporthal / sportzaal / gymnastieklokaal";"Sport en recreatie";"S";53;0;0;"POINT(4.996646,52.356495)";"POINT(52.356495,4.996646)";4.996646;52.356495;
6517;"winkel";0;"0363010001031729";"Diemerparklaan 52";0;"winkelfunctie";"winkel";"Detailhandel";"D";89;0;0;"POINT(4.995849,52.355369)";"POINT(52.355369,4.995849)";4.995849;52.355369;
6518;"sporthal / sportzaal / gymnastieklokaal";0;"0363010001983742";"Diemerparklaan 53";4;"overige gebruiksfunctie";"sporthal / sportzaal / gymnastieklokaal";"Sport en recreatie";"S";318;0;0;"POINT(4.996661,52.356504)";"POINT(52.356504,4.996661)";4.996661;52.356504;
6519;"winkelfunctie";0;"0363010001031730";"Diemerparklaan 54";0;"winkelfunctie";"bedrijf";"Detailhandel";"D";40;0;0;"POINT(4.995907,52.355414)";"POINT(52.355414,4.995907)";4.995907;52.355414;
6520;"recreatie / sportcentrum";0;"0363010001983746";"Diemerparklaan 61";3;"overige gebruiksfunctie";"recreatie / sportcentrum";"Sport en recreatie";"S";472;0;0;"POINT(4.99669,52.356531)";"POINT(52.356531,4.99669)";4.99669;52.356531;
6521;"recreatie / sportcentrum";0;"0363010001983749";"Diemerparklaan 67";2;"overige gebruiksfunctie";"recreatie / sportcentrum";"Sport en recreatie";"S";180;0;0;"POINT(4.996719,52.356549)";"POINT(52.356549,4.996719)";4.996719;52.356549;
6522;"overige gebruiksfunctie";0;"0363010001983751";"Diemerparklaan 71";3;"overige gebruiksfunctie";"overig bedrijf";"Onduidelijke functie";"Q";542;0;0;"POINT(4.996734,52.356558)";"POINT(52.356558,4.996734)";4.996734;52.356558;
