OBJECTNUMMER;Soort;Naam;Adres;Website;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
1246;"Volkstuin verblijfsrecreatief";"Tuinpark De Molen";"Buitengouw 20";"www.tuinparkdemolen.webklik.nl";"POLYGON((4.968463 52.390977,4.96867 52.391173,4.969697 52.391421,4.969942 52.391323,4.970041 52.391316,4.970658 52.391457,4.970783 52.391463,4.970819 52.391451,4.97111 52.391042,4.971088 52.390994,4.971163 52.390974,4.971541 52.390459,4.971601 52.390364,4.971661 52.39029,4.971653 52.39025,4.971699 52.390228,4.972101 52.389687,4.972209 52.389547,4.972175 52.389504,4.972245 52.38948,4.972557 52.389053,4.972518 52.389021,4.972595 52.389003,4.972806 52.388703,4.972896 52.388598,4.97287 52.388559,4.972929 52.38854,4.973158 52.388232,4.973204 52.388155,4.972941 52.388082,4.972393 52.387946,4.972032 52.387861,4.970918 52.38759,4.970602 52.38751,4.970034 52.387377,4.969962 52.38739,4.969927 52.387372,4.969808 52.387339,4.969592 52.387317,4.969529 52.387412,4.969871 52.387505,4.969809 52.387614,4.969137 52.388673,4.96912 52.388748,4.969169 52.388792,4.97003 52.388999,4.969645 52.38963,4.969245 52.390245,4.968963 52.390666,4.968761 52.390822,4.968463 52.390977))";"POLYGON((52.390977 4.968463,52.391173 4.96867,52.391421 4.969697,52.391323 4.969942,52.391316 4.970041,52.391457 4.970658,52.391463 4.970783,52.391451 4.970819,52.391042 4.97111,52.390994 4.971088,52.390974 4.971163,52.390459 4.971541,52.390364 4.971601,52.39029 4.971661,52.39025 4.971653,52.390228 4.971699,52.389687 4.972101,52.389547 4.972209,52.389504 4.972175,52.38948 4.972245,52.389053 4.972557,52.389021 4.972518,52.389003 4.972595,52.388703 4.972806,52.388598 4.972896,52.388559 4.97287,52.38854 4.972929,52.388232 4.973158,52.388155 4.973204,52.388082 4.972941,52.387946 4.972393,52.387861 4.972032,52.38759 4.970918,52.38751 4.970602,52.387377 4.970034,52.38739 4.969962,52.387372 4.969927,52.387339 4.969808,52.387317 4.969592,52.387412 4.969529,52.387505 4.969871,52.387614 4.969809,52.388673 4.969137,52.388748 4.96912,52.388792 4.969169,52.388999 4.97003,52.38963 4.969645,52.390245 4.969245,52.390666 4.968963,52.390822 4.968761,52.390977 4.968463))";4.97083495;52.3893916;
1247;"Volkstuin verblijfsrecreatief";"Tuinpark Tuinwijck";"Liergouw 55";"http://www.tuinparktuinwijck.nl/index.php?menu=1&stijl=1";"POLYGON((4.969552 52.38721,4.969581 52.387217,4.969718 52.387186,4.969905 52.387205,4.970174 52.387257,4.970475 52.387323,4.970531 52.38731,4.970578 52.387356,4.971589 52.387588,4.972743 52.387848,4.972958 52.387902,4.973479 52.388015,4.973559 52.387992,4.973946 52.387467,4.97434 52.386936,4.974831 52.386256,4.975165 52.385819,4.975329 52.385129,4.975631 52.383947,4.975609 52.383836,4.975442 52.383758,4.975019 52.383605,4.974147 52.383419,4.974172 52.383338,4.973885 52.383342,4.973212 52.383212,4.972873 52.383893,4.972629 52.384216,4.972303 52.384851,4.972077 52.385194,4.971848 52.385305,4.971112 52.386475,4.971255 52.386588,4.971016 52.386983,4.970657 52.386913,4.969777 52.387127,4.969587 52.387168,4.969552 52.38721))";"POLYGON((52.38721 4.969552,52.387217 4.969581,52.387186 4.969718,52.387205 4.969905,52.387257 4.970174,52.387323 4.970475,52.38731 4.970531,52.387356 4.970578,52.387588 4.971589,52.387848 4.972743,52.387902 4.972958,52.388015 4.973479,52.387992 4.973559,52.387467 4.973946,52.386936 4.97434,52.386256 4.974831,52.385819 4.975165,52.385129 4.975329,52.383947 4.975631,52.383836 4.975609,52.383758 4.975442,52.383605 4.975019,52.383419 4.974147,52.383338 4.974172,52.383342 4.973885,52.383212 4.973212,52.383893 4.972873,52.384216 4.972629,52.384851 4.972303,52.385194 4.972077,52.385305 4.971848,52.386475 4.971112,52.386588 4.971255,52.386983 4.971016,52.386913 4.970657,52.387127 4.969777,52.387168 4.969587,52.38721 4.969552))";4.97259495;52.38559405;
1248;"Volkstuin verblijfsrecreatief";"Tuinpark Kweeklust";"Durgerdammerdijk 1";"www.tuinparkkweeklust.nl";"POLYGON((4.973886 52.379935,4.973906 52.379978,4.974022 52.380042,4.973777 52.380795,4.973536 52.381434,4.973116 52.382413,4.972883 52.382856,4.97279 52.382972,4.97266 52.382984,4.973364 52.383149,4.973733 52.383222,4.973933 52.383239,4.974079 52.38323,4.974267 52.383253,4.97451 52.383294,4.97504 52.383408,4.975804 52.383577,4.976327 52.38163,4.977089 52.381656,4.977299 52.379956,4.977246 52.37991,4.976743 52.379766,4.976466 52.379966,4.975303 52.379416,4.97464 52.37989,4.974485 52.379766,4.973886 52.379935))";"POLYGON((52.379935 4.973886,52.379978 4.973906,52.380042 4.974022,52.380795 4.973777,52.381434 4.973536,52.382413 4.973116,52.382856 4.972883,52.382972 4.97279,52.382984 4.97266,52.383149 4.973364,52.383222 4.973733,52.383239 4.973933,52.38323 4.974079,52.383253 4.974267,52.383294 4.97451,52.383408 4.97504,52.383577 4.975804,52.38163 4.976327,52.381656 4.977089,52.379956 4.977299,52.37991 4.977246,52.379766 4.976743,52.379966 4.976466,52.379416 4.975303,52.37989 4.97464,52.379766 4.974485,52.379935 4.973886))";4.97498515;52.3814913;
1249;"Volkstuin verblijfsrecreatief";"Linnaeus";"Stammerlandweg 25 Driemond";"http://www.volkstuin-linnaeus.nl";"MULTIPOLYGON(((5.016651 52.312794,5.016612 52.31278,5.016581 52.312754,5.016154 52.31198,5.016007 52.311753,5.015893 52.311618,5.01574 52.311476,5.015757 52.311468,5.015711 52.31143,5.014626 52.310758,5.014415 52.310402,5.013978 52.310478,5.014033 52.310579,5.014097 52.310567,5.01459 52.311752,5.014509 52.311765,5.014248 52.311135,5.013702 52.311201,5.013692 52.311172,5.013503 52.311197,5.013508 52.311213,5.013387 52.311228,5.013337 52.311228,5.013296 52.311208,5.013269 52.311136,5.013243 52.311116,5.013189 52.311109,5.01223 52.311175,5.012165 52.311183,5.012142 52.311199,5.012199 52.311531,5.01221 52.311558,5.012236 52.311568,5.012273 52.31157,5.012418 52.311566,5.012425 52.311613,5.012264 52.311618,5.012236 52.311622,5.012222 52.31163,5.012215 52.311651,5.012278 52.312025,5.012311 52.312037,5.012385 52.312035,5.012406 52.312049,5.012417 52.312073,5.012433 52.312087,5.012496 52.312108,5.012516 52.312139,5.01242 52.312152,5.012367 52.312116,5.012263 52.31208,5.012212 52.312036,5.012069 52.311623,5.012029 52.311573,5.011819 52.311564,5.011699 52.311585,5.011639 52.311589,5.011446 52.311584,5.011359 52.31159,5.011293 52.311602,5.011053 52.311662,5.010966 52.311677,5.010857 52.311686,5.010664 52.311682,5.010704 52.311741,5.010686 52.311824,5.010693 52.31194,5.010713 52.312022,5.010894 52.312448,5.010807 52.312463,5.010445 52.31165,5.009835 52.311745,5.00989 52.311873,5.009827 52.311883,5.009779 52.311775,5.009754 52.311756,5.009731 52.311757,5.009245 52.311834,5.009199 52.311847,5.009176 52.311867,5.009165 52.311897,5.00919 52.31204,5.009202 52.31208,5.009519 52.312733,5.009536 52.312743,5.009478 52.312809,5.00965 52.313197,5.009879 52.313159,5.009897 52.313207,5.009672 52.313246,5.009875 52.313703,5.010977 52.313492,5.011009 52.313561,5.009902 52.313771,5.009963 52.313898,5.00988 52.313914,5.009815 52.313785,5.009195 52.313905,5.009266 52.314042,5.009309 52.314139,5.009559 52.314605,5.010165 52.314488,5.010131 52.314417,5.010224 52.314399,5.010271 52.31448,5.010298 52.314501,5.010357 52.314526,5.010444 52.314551,5.011021 52.314696,5.011076 52.314707,5.011118 52.314704,5.011151 52.314688,5.01119 52.314651,5.011724 52.314556,5.011733 52.314546,5.01167 52.314405,5.01176 52.314388,5.011824 52.314523,5.012436 52.314415,5.012519 52.314436,5.012725 52.314505,5.012797 52.314562,5.012822 52.314587,5.012854 52.314632,5.012883 52.314697,5.012887 52.314749,5.01275 52.31478,5.012714 52.314799,5.012714 52.314819,5.012961 52.315348,5.013563 52.315246,5.0135 52.315128,5.01361 52.315109,5.0137 52.315283,5.013712 52.31529,5.013773 52.315294,5.01399 52.315256,5.01403 52.315338,5.013819 52.315376,5.013752 52.315382,5.013707 52.315378,5.013708 52.31541,5.013865 52.315762,5.013887 52.315793,5.013918 52.315808,5.013967 52.315813,5.015056 52.315621,5.015087 52.315613,5.015125 52.315593,5.015136 52.315566,5.015097 52.315484,5.015103 52.315459,5.015121 52.315447,5.015151 52.315448,5.015172 52.315475,5.0153 52.315744,5.015317 52.315751,5.015344 52.315751,5.016181 52.315607,5.016217 52.315597,5.016232 52.31558,5.016231 52.315557,5.016102 52.31528,5.016106 52.315253,5.016126 52.315236,5.016182 52.315223,5.016215 52.315225,5.016254 52.315235,5.016169 52.315102,5.016364 52.315069,5.016771 52.315168,5.016825 52.314833,5.016598 52.314188,5.017259 52.314041,5.016651 52.312794)),((5.016651 52.312794,5.016177 52.311823,5.015757 52.311468,5.01574 52.311476,5.015893 52.311618,5.016007 52.311753,5.016154 52.31198,5.016581 52.312754,5.016612 52.31278,5.016651 52.312794)))";"MULTIPOLYGON(((52.312794 5.016651,52.31278 5.016612,52.312754 5.016581,52.31198 5.016154,52.311753 5.016007,52.311618 5.015893,52.311476 5.01574,52.311468 5.015757,52.31143 5.015711,52.310758 5.014626,52.310402 5.014415,52.310478 5.013978,52.310579 5.014033,52.310567 5.014097,52.311752 5.01459,52.311765 5.014509,52.311135 5.014248,52.311201 5.013702,52.311172 5.013692,52.311197 5.013503,52.311213 5.013508,52.311228 5.013387,52.311228 5.013337,52.311208 5.013296,52.311136 5.013269,52.311116 5.013243,52.311109 5.013189,52.311175 5.01223,52.311183 5.012165,52.311199 5.012142,52.311531 5.012199,52.311558 5.01221,52.311568 5.012236,52.31157 5.012273,52.311566 5.012418,52.311613 5.012425,52.311618 5.012264,52.311622 5.012236,52.31163 5.012222,52.311651 5.012215,52.312025 5.012278,52.312037 5.012311,52.312035 5.012385,52.312049 5.012406,52.312073 5.012417,52.312087 5.012433,52.312108 5.012496,52.312139 5.012516,52.312152 5.01242,52.312116 5.012367,52.31208 5.012263,52.312036 5.012212,52.311623 5.012069,52.311573 5.012029,52.311564 5.011819,52.311585 5.011699,52.311589 5.011639,52.311584 5.011446,52.31159 5.011359,52.311602 5.011293,52.311662 5.011053,52.311677 5.010966,52.311686 5.010857,52.311682 5.010664,52.311741 5.010704,52.311824 5.010686,52.31194 5.010693,52.312022 5.010713,52.312448 5.010894,52.312463 5.010807,52.31165 5.010445,52.311745 5.009835,52.311873 5.00989,52.311883 5.009827,52.311775 5.009779,52.311756 5.009754,52.311757 5.009731,52.311834 5.009245,52.311847 5.009199,52.311867 5.009176,52.311897 5.009165,52.31204 5.00919,52.31208 5.009202,52.312733 5.009519,52.312743 5.009536,52.312809 5.009478,52.313197 5.00965,52.313159 5.009879,52.313207 5.009897,52.313246 5.009672,52.313703 5.009875,52.313492 5.010977,52.313561 5.011009,52.313771 5.009902,52.313898 5.009963,52.313914 5.00988,52.313785 5.009815,52.313905 5.009195,52.314042 5.009266,52.314139 5.009309,52.314605 5.009559,52.314488 5.010165,52.314417 5.010131,52.314399 5.010224,52.31448 5.010271,52.314501 5.010298,52.314526 5.010357,52.314551 5.010444,52.314696 5.011021,52.314707 5.011076,52.314704 5.011118,52.314688 5.011151,52.314651 5.01119,52.314556 5.011724,52.314546 5.011733,52.314405 5.01167,52.314388 5.01176,52.314523 5.011824,52.314415 5.012436,52.314436 5.012519,52.314505 5.012725,52.314562 5.012797,52.314587 5.012822,52.314632 5.012854,52.314697 5.012883,52.314749 5.012887,52.31478 5.01275,52.314799 5.012714,52.314819 5.012714,52.315348 5.012961,52.315246 5.013563,52.315128 5.0135,52.315109 5.01361,52.315283 5.0137,52.31529 5.013712,52.315294 5.013773,52.315256 5.01399,52.315338 5.01403,52.315376 5.013819,52.315382 5.013752,52.315378 5.013707,52.31541 5.013708,52.315762 5.013865,52.315793 5.013887,52.315808 5.013918,52.315813 5.013967,52.315621 5.015056,52.315613 5.015087,52.315593 5.015125,52.315566 5.015136,52.315484 5.015097,52.315459 5.015103,52.315447 5.015121,52.315448 5.015151,52.315475 5.015172,52.315744 5.0153,52.315751 5.015317,52.315751 5.015344,52.315607 5.016181,52.315597 5.016217,52.31558 5.016232,52.315557 5.016231,52.31528 5.016102,52.315253 5.016106,52.315236 5.016126,52.315223 5.016182,52.315225 5.016215,52.315235 5.016254,52.315102 5.016169,52.315069 5.016364,52.315168 5.016771,52.314833 5.016825,52.314188 5.016598,52.314041 5.017259,52.312794 5.016651)),((52.312794 5.016651,52.311823 5.016177,52.311468 5.015757,52.311476 5.01574,52.311618 5.015893,52.311753 5.016007,52.31198 5.016154,52.312754 5.016581,52.31278 5.016612,52.312794 5.016651)))";5.0132201;52.3130919;
1250;"Nutstuin";"Driemond";"Burgemeester Kasteleinstraat";"";"POLYGON((5.011084 52.307501,5.011561 52.307648,5.012243 52.306896,5.013414 52.307279,5.013068 52.306651,5.013566 52.305904,5.014286 52.30608,5.013768 52.305315,5.013237 52.305373,5.013127 52.305331,5.012991 52.305331,5.012849 52.305372,5.012736 52.305425,5.012597 52.305506,5.01249 52.30556,5.01216 52.305806,5.011857 52.30608,5.011746 52.306289,5.011483 52.30665,5.01105 52.307306,5.011084 52.307501))";"POLYGON((52.307501 5.011084,52.307648 5.011561,52.306896 5.012243,52.307279 5.013414,52.306651 5.013068,52.305904 5.013566,52.30608 5.014286,52.305315 5.013768,52.305373 5.013237,52.305331 5.013127,52.305331 5.012991,52.305372 5.012849,52.305425 5.012736,52.305506 5.012597,52.30556 5.01249,52.305806 5.01216,52.30608 5.011857,52.306289 5.011746,52.30665 5.011483,52.307306 5.01105,52.307501 5.011084))";5.01267505;52.3064429;
1251;"Volkstuin verblijfsrecreatief";"Hof van Eden";"Middenmeerpad";"";"POLYGON((4.9526060 52.3502462,4.9525638 52.3502080,4.9512343 52.3494227,4.9510448 52.3494250,4.9509264 52.3494888,4.9509121 52.3494904,4.9501723 52.3499500,4.9504600 52.3501170,4.9504942 52.3501188,4.9506869 52.3502293,4.9507176 52.3502120,4.9517032 52.3508030))";"POLYGON((52.3502462 4.9526060,52.3502080 4.9525638,52.3494227 4.9512343,52.3494250 4.9510448,52.3494888 4.9509264,52.3494904 4.9509121,52.3499500 4.9501723,52.3501170 4.9504600,52.3501188 4.9504942,52.3502293 4.9506869,52.3502120 4.9507176,52.3508030 4.9517032))";4.95139405;52.35010595;
1252;"Volkstuin verblijfsrecreatief";"Het oude Bijenpark";"t.h.v. Sloterweg 787";"http://www.bijenpark.nl/index.htm";"POLYGON((4.816957 52.340889,4.818307 52.340853,4.81829 52.340457,4.818331 52.339545,4.818348 52.339424,4.818348 52.339407,4.818384 52.339266,4.818348 52.339221,4.818222 52.33921,4.818139 52.339222,4.817782 52.339322,4.817698 52.33934,4.817459 52.339376,4.816951 52.339439,4.816957 52.340889))";"POLYGON((52.340889 4.816957,52.340853 4.818307,52.340457 4.81829,52.339545 4.818331,52.339424 4.818348,52.339407 4.818348,52.339266 4.818384,52.339221 4.818348,52.33921 4.818222,52.339222 4.818139,52.339322 4.817782,52.33934 4.817698,52.339376 4.817459,52.339439 4.816951,52.340889 4.816957))";4.81766985;52.34004275;
1253;"Volkstuin verblijfsrecreatief";"Tuinpark VAT Sloten ";"Sloterweg 1173";"http://www.vat-sloten.nl";"POLYGON((4.800192 52.340714,4.799338 52.337741,4.799244 52.337744,4.798634 52.337778,4.797931 52.335994,4.797794 52.336214,4.797745 52.336242,4.797556 52.336432,4.797564 52.336464,4.797519 52.336474,4.797491 52.336493,4.797339 52.336634,4.797114 52.336858,4.796163 52.337786,4.796167 52.337819,4.796202 52.337839,4.79626 52.337857,4.796359 52.337891,4.796758 52.338044,4.796992 52.338126,4.797049 52.338161,4.79708 52.338244,4.797158 52.338783,4.79726 52.339458,4.797279 52.33956,4.797307 52.339735,4.797381 52.340269,4.797394 52.340378,4.797428 52.340579,4.797455 52.340601,4.79749 52.340621,4.797536 52.340631,4.797848 52.340623,4.79805 52.340621,4.798071 52.340617,4.798116 52.340575,4.798182 52.340607,4.798212 52.340614,4.799041 52.340624,4.799212 52.340746,4.800192 52.340714))";"POLYGON((52.340714 4.800192,52.337741 4.799338,52.337744 4.799244,52.337778 4.798634,52.335994 4.797931,52.336214 4.797794,52.336242 4.797745,52.336432 4.797556,52.336464 4.797564,52.336474 4.797519,52.336493 4.797491,52.336634 4.797339,52.336858 4.797114,52.337786 4.796163,52.337819 4.796167,52.337839 4.796202,52.337857 4.79626,52.337891 4.796359,52.338044 4.796758,52.338126 4.796992,52.338161 4.797049,52.338244 4.79708,52.338783 4.797158,52.339458 4.79726,52.33956 4.797279,52.339735 4.797307,52.340269 4.797381,52.340378 4.797394,52.340579 4.797428,52.340601 4.797455,52.340621 4.79749,52.340631 4.797536,52.340623 4.797848,52.340621 4.79805,52.340617 4.798071,52.340575 4.798116,52.340607 4.798182,52.340614 4.798212,52.340624 4.799041,52.340746 4.799212,52.340714 4.800192))";4.7981801;52.33834135;
1254;"Volkstuin verblijfsrecreatief";"Tuinpark Nut en Genoegen";"Sloterdijkweg 22";"http://www.nutengenoegen.magix.net";"POLYGON((4.854224 52.388602,4.855747 52.388603,4.856984 52.388594,4.858049 52.388597,4.85928 52.388606,4.860084 52.388616,4.861022 52.388625,4.863099 52.388639,4.863666 52.388646,4.864826 52.388654,4.864843 52.388052,4.863194 52.388025,4.863589 52.38699,4.863905 52.386324,4.863749 52.386285,4.863473 52.38623,4.863035 52.386123,4.862545 52.386021,4.861324 52.385899,4.860895 52.385878,4.860076 52.385862,4.859394 52.385857,4.859237 52.385858,4.856263 52.385901,4.856251 52.385912,4.856277 52.38591,4.855103 52.386992,4.855829 52.38739,4.855822 52.387395,4.855829 52.387399,4.854224 52.388602))";"POLYGON((52.388602 4.854224,52.388603 4.855747,52.388594 4.856984,52.388597 4.858049,52.388606 4.85928,52.388616 4.860084,52.388625 4.861022,52.388639 4.863099,52.388646 4.863666,52.388654 4.864826,52.388052 4.864843,52.388025 4.863194,52.38699 4.863589,52.386324 4.863905,52.386285 4.863749,52.38623 4.863473,52.386123 4.863035,52.386021 4.862545,52.385899 4.861324,52.385878 4.860895,52.385862 4.860076,52.385857 4.859394,52.385858 4.859237,52.385901 4.856263,52.385912 4.856251,52.38591 4.856277,52.386992 4.855103,52.38739 4.855829,52.387395 4.855822,52.387399 4.855829,52.388602 4.854224))";4.85953495;52.3872916;
1255;"Volkstuin dagrecreatief";"Zonnehoek";"Archangelweg 3";"www.zonnehoekamsterdam.nl";"MULTIPOLYGON(((4.869068 52.393314,4.869142 52.393421,4.869665 52.393521,4.870099 52.393653,4.870614 52.393855,4.870951 52.394032,4.871239 52.39424,4.8715 52.394485,4.87165 52.394713,4.871803 52.394715,4.872651 52.393034,4.872429 52.393047,4.871935 52.393095,4.87084 52.393204,4.870183 52.393255,4.869068 52.393314)),((4.870502 52.393978,4.870422 52.393937,4.869931 52.393727,4.869401 52.393591,4.868841 52.39349,4.868083 52.393467,4.867864 52.393633,4.871298 52.395264,4.871514 52.394982,4.871432 52.39478,4.871274 52.394561,4.870949 52.394252,4.870731 52.394093,4.870502 52.393978)))";"MULTIPOLYGON(((52.393314 4.869068,52.393421 4.869142,52.393521 4.869665,52.393653 4.870099,52.393855 4.870614,52.394032 4.870951,52.39424 4.871239,52.394485 4.8715,52.394713 4.87165,52.394715 4.871803,52.393034 4.872651,52.393047 4.872429,52.393095 4.871935,52.393204 4.87084,52.393255 4.870183,52.393314 4.869068)),((52.393978 4.870502,52.393937 4.870422,52.393727 4.869931,52.393591 4.869401,52.39349 4.868841,52.393467 4.868083,52.393633 4.867864,52.395264 4.871298,52.394982 4.871514,52.39478 4.871432,52.394561 4.871274,52.394252 4.870949,52.394093 4.870731,52.393978 4.870502)))";4.87025995;52.3941447;
1256;"Nutstuin";"Lutkemeer";"Lutekemeerweg";"";"POLYGON((4.761091 52.35577,4.7595 52.356538,4.760465 52.357284,4.762062 52.356538,4.761091 52.35577))";"POLYGON((52.35577 4.761091,52.356538 4.7595,52.357284 4.760465,52.356538 4.762062,52.35577 4.761091))";4.7607851;52.3565432;
1257;"Nutstuin";"De Swaenen";"Beemsterstraat";"";"POLYGON((4.950361 52.402318,4.952359 52.401328,4.951966 52.401015,4.949923 52.402026,4.950361 52.402318))";"POLYGON((52.402318 4.950361,52.401328 4.952359,52.401015 4.951966,52.402026 4.949923,52.402318 4.950361))";4.9511452;52.4016444;
1258;"Volkstuin verblijfsrecreatief";"Volkstuinpark De Bongerd";"Kadoelenpad 21";"http://www.volkstuinparkdebongerd.nl";"POLYGON((4.9089790 52.4185038,4.9086141 52.4178962,4.9076040 52.4181250,4.9075577 52.4181157,4.9073497 52.4177478,4.9072675 52.4175309,4.9073156 52.4175108,4.9072129 52.4173589,4.9071102 52.4170720,4.9071224 52.4169512,4.9070750 52.4166079,4.9079425 52.4164063,4.9079046 52.4162002,4.9078150 52.4160547,4.9071967 52.4162060,4.9073140 52.4156063,4.9074590 52.4154749,4.9078011 52.4150920,4.9079778 52.4150964,4.9084777 52.4150659,4.9085189 52.4150722,4.9093194 52.4157598,4.9093345 52.4157623,4.9098967 52.4162246,4.9101280 52.4163410,4.9113238 52.4160270,4.9117051 52.4165133,4.9118053 52.4166359,4.9118916 52.4167577,4.9119448 52.4168100,4.9119969 52.4168733,4.9120249 52.4169218,4.9120289 52.4169481,4.9120154 52.4169780,4.9119604 52.4170283,4.9115797 52.4171332,4.9109393 52.4173018,4.9106554 52.4173755,4.9104953 52.4174180,4.9104146 52.4174512,4.9100100 52.4175816,4.9098465 52.4176873,4.9096522 52.4178259,4.9095021 52.4180002,4.9094470 52.4181251,4.9093860 52.4184186,4.9093800 52.4184263,4.9091793 52.4184905,4.9090498 52.4185270,4.9090220 52.4185246))";"POLYGON((52.4185038 4.9089790,52.4178962 4.9086141,52.4181250 4.9076040,52.4181157 4.9075577,52.4177478 4.9073497,52.4175309 4.9072675,52.4175108 4.9073156,52.4173589 4.9072129,52.4170720 4.9071102,52.4169512 4.9071224,52.4166079 4.9070750,52.4164063 4.9079425,52.4162002 4.9079046,52.4160547 4.9078150,52.4162060 4.9071967,52.4156063 4.9073140,52.4154749 4.9074590,52.4150920 4.9078011,52.4150964 4.9079778,52.4150659 4.9084777,52.4150722 4.9085189,52.4157598 4.9093194,52.4157623 4.9093345,52.4162246 4.9098967,52.4163410 4.9101280,52.4160270 4.9113238,52.4165133 4.9117051,52.4166359 4.9118053,52.4167577 4.9118916,52.4168100 4.9119448,52.4168733 4.9119969,52.4169218 4.9120249,52.4169481 4.9120289,52.4169780 4.9120154,52.4170283 4.9119604,52.4171332 4.9115797,52.4173018 4.9109393,52.4173755 4.9106554,52.4174180 4.9104953,52.4174512 4.9104146,52.4175816 4.9100100,52.4176873 4.9098465,52.4178259 4.9096522,52.4180002 4.9095021,52.4181251 4.9094470,52.4184186 4.9093860,52.4184263 4.9093800,52.4184905 4.9091793,52.4185270 4.9090498,52.4185246 4.9090220))";4.90955685;52.41678875;
1259;"Nutstuin";"De Ark";"Nico Broekhuysenweg";"";"POLYGON((4.7797161 52.3768434,4.7805700 52.3768462,4.7805377 52.3780896,4.7796924 52.3780670))";"POLYGON((52.3768434 4.7797161,52.3768462 4.7805700,52.3780896 4.7805377,52.3780670 4.7796924))";4.7801361;52.3774592;
1260;"Volkstuin verblijfsrecreatief";"Tuinvereniging Frankendal";"Stammerlandweg 27 Driemond";"www.vtvfrankendael.nl";"POLYGON((5.015757 52.311468,5.016177 52.311823,5.016651 52.312794,5.016659 52.312797,5.016734 52.312797,5.016873 52.313039,5.017391 52.313976,5.01757 52.314357,5.017626 52.314347,5.018012 52.315169,5.018099 52.315292,5.018359 52.313802,5.018609 52.312429,5.018701 52.311811,5.018578 52.311801,5.018609 52.311672,5.018739 52.310955,5.018736 52.310923,5.018721 52.310904,5.018691 52.31089,5.018611 52.310869,5.018058 52.310786,5.017479 52.310726,5.017104 52.310727,5.016664 52.310751,5.016407 52.310785,5.016149 52.310833,5.01583 52.310935,5.015594 52.311022,5.015484 52.311078,5.015461 52.311106,5.015453 52.311124,5.015634 52.311248,5.015822 52.311367,5.01588 52.311412,5.015757 52.311468))";"POLYGON((52.311468 5.015757,52.311823 5.016177,52.312794 5.016651,52.312797 5.016659,52.312797 5.016734,52.313039 5.016873,52.313976 5.017391,52.314357 5.01757,52.314347 5.017626,52.315169 5.018012,52.315292 5.018099,52.313802 5.018359,52.312429 5.018609,52.311811 5.018701,52.311801 5.018578,52.311672 5.018609,52.310955 5.018739,52.310923 5.018736,52.310904 5.018721,52.31089 5.018691,52.310869 5.018611,52.310786 5.018058,52.310726 5.017479,52.310727 5.017104,52.310751 5.016664,52.310785 5.016407,52.310833 5.016149,52.310935 5.01583,52.311022 5.015594,52.311078 5.015484,52.311106 5.015461,52.311124 5.015453,52.311248 5.015634,52.311367 5.015822,52.311412 5.01588,52.311468 5.015757))";5.0171001;52.31299275;
1261;"Volkstuin verblijfsrecreatief";"Tuinpark Buikslotermeer";"Buitengouw";"http://www.tuinparkbuikslotermeer.nl";"POLYGON((4.959873 52.398654,4.962062 52.39983,4.963566 52.398858,4.964278 52.3982,4.965052 52.397517,4.965934 52.396492,4.966943 52.39515,4.964004 52.394314,4.962532 52.396226,4.961758 52.396934,4.960794 52.397807,4.959873 52.398654))";"POLYGON((52.398654 4.959873,52.39983 4.962062,52.398858 4.963566,52.3982 4.964278,52.397517 4.965052,52.396492 4.965934,52.39515 4.966943,52.394314 4.964004,52.396226 4.962532,52.396934 4.961758,52.397807 4.960794,52.398654 4.959873))";4.9634099;52.39704195;
1262;"Volkstuin verblijfsrecreatief";"Nieuwe Diep";"Diemerzeedijk";"";"POLYGON((4.973926 52.357497,4.973408 52.357342,4.973178 52.357862,4.973389 52.357921,4.973348 52.35869,4.973244 52.360122,4.973146 52.360182,4.972452 52.360187,4.972461 52.360485,4.973017 52.360513,4.973298 52.360495,4.973469 52.360431,4.973617 52.360282,4.973636 52.360154,4.973719 52.35878,4.973774 52.35779,4.973926 52.357497))";"POLYGON((52.357497 4.973926,52.357342 4.973408,52.357862 4.973178,52.357921 4.973389,52.35869 4.973348,52.360122 4.973244,52.360182 4.973146,52.360187 4.972452,52.360485 4.972461,52.360513 4.973017,52.360495 4.973298,52.360431 4.973469,52.360282 4.973617,52.360154 4.973636,52.35878 4.973719,52.35779 4.973774,52.357497 4.973926))";4.97319485;52.35889305;
1263;"Nutstuin";"Reigersbos";"Reigersbospad";"";"POLYGON((4.975933 52.300037,4.975237 52.299806,4.975135 52.299871,4.974899 52.300131,4.974959 52.300239,4.974505 52.300752,4.974513 52.300823,4.974598 52.300871,4.974825 52.300948,4.975262 52.30106,4.975393 52.301065,4.975492 52.301002,4.975568 52.300928,4.975659 52.300812,4.975651 52.300749,4.97557 52.300708,4.975465 52.300679,4.975429 52.300639,4.975442 52.300593,4.975936 52.300117,4.975958 52.300074,4.975933 52.300037))";"POLYGON((52.300037 4.975933,52.299806 4.975237,52.299871 4.975135,52.300131 4.974899,52.300239 4.974959,52.300752 4.974505,52.300823 4.974513,52.300871 4.974598,52.300948 4.974825,52.30106 4.975262,52.301065 4.975393,52.301002 4.975492,52.300928 4.975568,52.300812 4.975659,52.300749 4.975651,52.300708 4.97557,52.300679 4.975465,52.300639 4.975429,52.300593 4.975442,52.300117 4.975936,52.300074 4.975958,52.300037 4.975933))";4.975235;52.3004443;
