Title;EnglishTitle;PageLink;MapLink;Kaartlaag;Geometry;Entity;MapDescriptionTitle;MapDescription;MapDescriptionSource
BRT TOP10NL;Hoogte lijn;https://api.pdok.nl/brt/top10nl/ogc/v1?f=json;https://api.pdok.nl/brt/top10nl/ogc/v1/collections/hoogte_lijn?f=html;pdok_brt_top10nl_hoogte_lijn_18434460;;;Hoogte lijn;"Service description: TOP10NL is een digitaal objectgericht kaartbestand wat ten grondslag ligt aan de topografische kaart 1:10000 en wat veelvuldig in diverse GIS- en CAD-systemen wordt gebruikt voor ondergrond, analyse-, en beheers- en planningsactiviteiten.

Collection description: Virtuele objecten met informatie over de hoogte van het terrein of de diepte van het water. Geometrietype is lijn.

Keywords: BRT, TOP10NL, basisregistratie topografie, dieptelijn, hoogte, hoogtelijn, hoogtelijnen, hoogwaterlijn, kadaster, laagwaterlijn, peil, peil: winterpeil, peil: zomerpeil, topografie, topografische kaart, vector tiles";PDOK OGC API Features landing page and collection metadata
BRT TOP10NL;Hoogte punt;https://api.pdok.nl/brt/top10nl/ogc/v1?f=json;https://api.pdok.nl/brt/top10nl/ogc/v1/collections/hoogte_punt?f=html;pdok_brt_top10nl_hoogte_punt_da0cef6f;;;Hoogte punt;"Service description: TOP10NL is een digitaal objectgericht kaartbestand wat ten grondslag ligt aan de topografische kaart 1:10000 en wat veelvuldig in diverse GIS- en CAD-systemen wordt gebruikt voor ondergrond, analyse-, en beheers- en planningsactiviteiten.

Collection description: Hoogte

Keywords: BRT, TOP10NL, basisregistratie topografie, dieptepunt, hoogte, hoogtepunt, hoogtepunten, kadaster, peil, peil: winterpeil, peil: zomerpeil, topografie, topografische kaart, vector tiles";PDOK OGC API Features landing page and collection metadata
BRT TOP10NL;Inrichtingselement lijn;https://api.pdok.nl/brt/top10nl/ogc/v1?f=json;https://api.pdok.nl/brt/top10nl/ogc/v1/collections/inrichtingselement_lijn?f=html;pdok_brt_top10nl_inrichtingselement_lijn_65414b54;;;Inrichtingselement lijn;"Service description: TOP10NL is een digitaal objectgericht kaartbestand wat ten grondslag ligt aan de topografische kaart 1:10000 en wat veelvuldig in diverse GIS- en CAD-systemen wordt gebruikt voor ondergrond, analyse-, en beheers- en planningsactiviteiten.

Collection description: Ruimtelijk object, punt of lijnvormig, al dan niet ter detaillering dan wel ter inrichting van de overige benoemde ruimtelijke objecten of een ander inrichtingselement. Geometrietype is lijn.

Keywords: BRT, TOP10NL, aanlegsteiger, basisregistratie topografie, bomenrij, calamiteitendoorgang, geluidswering, golfbreker, haag, heg, hekwerk, hoogspanningsleiding, inrichtingselement, inrichtingselementen, kabelbaan, kadaster, koedam, kogelvanger schietbaan, krib, leiding, muur, paalwerk, plaatsnaambord, sluisdeur, stormvloedkering, strekdam, stuw, tol, topografie, topografische kaart, vector tiles, verkeersgeleider, wegafsluiting";PDOK OGC API Features landing page and collection metadata
BRT TOP10NL;Inrichtingselement punt;https://api.pdok.nl/brt/top10nl/ogc/v1?f=json;https://api.pdok.nl/brt/top10nl/ogc/v1/collections/inrichtingselement_punt?f=html;pdok_brt_top10nl_inrichtingselement_punt_abac9b7f;;;Inrichtingselement punt;"Service description: TOP10NL is een digitaal objectgericht kaartbestand wat ten grondslag ligt aan de topografische kaart 1:10000 en wat veelvuldig in diverse GIS- en CAD-systemen wordt gebruikt voor ondergrond, analyse-, en beheers- en planningsactiviteiten.

Collection description: Ruimtelijk object, punt of lijnvormig, al dan niet ter detaillering dan wel ter inrichting van de overige benoemde ruimtelijke objecten of een ander inrichtingselement. Geometrietype is punt.

Keywords: BRT, GPS kernnetpunt, RD punt, TOP10NL, baak, basisregistratie topografie, boom, botenhelling, busstation, calamiteitendoorgang, dukdalf, gaswinning, gedenkteken, golfmeetpaal, grenspunt, havenhoofd, helikopterlandingsplatform, hoogspanningsmast, hunebed, inrichtingselement, inrichtingselementen, kaap, kabelbaanmast, kadaster, kilometerpaal, kilometerpaal water, kilometerpaalspoorweg, kilometerraaibord, kilometerraaipaal, klokkenstoel, koedam, kogelvanger schietbaan, kraan, kruis, luchtvaartlicht, markant object, metrostation, monument, oliepompinstallatie, paal, peilschaal, pijler, plaatsnaambord, radiobaken, radiotelescoop, scheepvaartlicht, schietbaan, seinmast, sluisdeur, sneltramhalte, strandpaal, stuw, tol, topografie, topografische kaart, treinstation, uitzichtpunt, vector tiles, vlampijp, vliedberg, wegwijzer, windmolentje, zendmast, zichtbaar wrak";PDOK OGC API Features landing page and collection metadata
BRT TOP10NL;Plaats multivlak;https://api.pdok.nl/brt/top10nl/ogc/v1?f=json;https://api.pdok.nl/brt/top10nl/ogc/v1/collections/plaats_multivlak?f=html;pdok_brt_top10nl_plaats_multivlak_b32361ba;;;Plaats multivlak;"Service description: TOP10NL is een digitaal objectgericht kaartbestand wat ten grondslag ligt aan de topografische kaart 1:10000 en wat veelvuldig in diverse GIS- en CAD-systemen wordt gebruikt voor ondergrond, analyse-, en beheers- en planningsactiviteiten.

Collection description: Geografisch gebied gekenmerkt door een concentratie van gebouwen gebruikt voor wonen en werken. Geometrietype is multivlak.

Keywords: BRT, TOP10NL, basisregistratie topografie, buurt, buurtschap, deelkern, gehucht, industriekern, kadaster, plaats, plaatsen, recreatiekern, stadsdeel, topografie, topografische kaart, vector tiles, wijk, woonkern";PDOK OGC API Features landing page and collection metadata
BRT TOP10NL;Plaats punt;https://api.pdok.nl/brt/top10nl/ogc/v1?f=json;https://api.pdok.nl/brt/top10nl/ogc/v1/collections/plaats_punt?f=html;pdok_brt_top10nl_plaats_punt_0891e9fa;;;Plaats punt;"Service description: TOP10NL is een digitaal objectgericht kaartbestand wat ten grondslag ligt aan de topografische kaart 1:10000 en wat veelvuldig in diverse GIS- en CAD-systemen wordt gebruikt voor ondergrond, analyse-, en beheers- en planningsactiviteiten.

Collection description: Geografisch gebied gekenmerkt door een concentratie van gebouwen gebruikt voor wonen en werken. Geometrietype is punt.

Keywords: BRT, TOP10NL, basisregistratie topografie, buurt, buurtschap, deelkern, gehucht, kadaster, plaats, plaatsen, stadsdeel, topografie, topografische kaart, vector tiles, wijk";PDOK OGC API Features landing page and collection metadata
BRT TOP10NL;Plaats vlak;https://api.pdok.nl/brt/top10nl/ogc/v1?f=json;https://api.pdok.nl/brt/top10nl/ogc/v1/collections/plaats_vlak?f=html;pdok_brt_top10nl_plaats_vlak_f62d8637;;;Plaats vlak;"Service description: TOP10NL is een digitaal objectgericht kaartbestand wat ten grondslag ligt aan de topografische kaart 1:10000 en wat veelvuldig in diverse GIS- en CAD-systemen wordt gebruikt voor ondergrond, analyse-, en beheers- en planningsactiviteiten.

Collection description: Geografisch gebied gekenmerkt door een concentratie van gebouwen gebruikt voor wonen en werken. Geometrietype is vlak.

Keywords: BRT, TOP10NL, basisregistratie topografie, buurt, buurtschap, deelkern, gehucht, industriekern, kadaster, plaats, plaatsen, recreatiekern, stadsdeel, topografie, topografische kaart, vector tiles, wijk, woonkern";PDOK OGC API Features landing page and collection metadata
BRT TOP10NL;Plantopografie vlak;https://api.pdok.nl/brt/top10nl/ogc/v1?f=json;https://api.pdok.nl/brt/top10nl/ogc/v1/collections/plantopografie_vlak?f=html;pdok_brt_top10nl_plantopografie_vlak_19954264;;;Plantopografie vlak;"Service description: TOP10NL is een digitaal objectgericht kaartbestand wat ten grondslag ligt aan de topografische kaart 1:10000 en wat veelvuldig in diverse GIS- en CAD-systemen wordt gebruikt voor ondergrond, analyse-, en beheers- en planningsactiviteiten.

Collection description: Ruimtelijk object dat wel gepland is, maar nog niet in uitvoering is; meestal een groot infrastructureel object. Geometrietype is vlak.

Keywords: BRT, TOP10NL, basisregistratie topografie, kadaster, overig, plantopografie, plantopografieën, spoorbaan, topografie, topografische kaart, vector tiles, water, weg";PDOK OGC API Features landing page and collection metadata
BRT TOP10NL;Registratief gebied multivlak;https://api.pdok.nl/brt/top10nl/ogc/v1?f=json;https://api.pdok.nl/brt/top10nl/ogc/v1/collections/registratief_gebied_multivlak?f=html;pdok_brt_top10nl_registratief_gebied_multivlak_88891208;;;Registratief gebied multivlak;"Service description: TOP10NL is een digitaal objectgericht kaartbestand wat ten grondslag ligt aan de topografische kaart 1:10000 en wat veelvuldig in diverse GIS- en CAD-systemen wordt gebruikt voor ondergrond, analyse-, en beheers- en planningsactiviteiten.

Collection description: Op basis van wet- en regelgeving afgebakend gebied dat als eenheid geldt van politieke/bestuurlijke verantwoordelijkheid of voor bedrijfsvoering. Geometrietype is multivlak.

Keywords: BRT, TOP10NL, basisregistratie topografie, gemeente, kadaster, land, provincie, registratief gebied, registratieve gebied, registratieve gebieden, territoriale zee, topografie, topografische kaart, vector tiles, waterschap";PDOK OGC API Features landing page and collection metadata
BRT TOP10NL;Registratief gebied vlak;https://api.pdok.nl/brt/top10nl/ogc/v1?f=json;https://api.pdok.nl/brt/top10nl/ogc/v1/collections/registratief_gebied_vlak?f=html;pdok_brt_top10nl_registratief_gebied_vlak_b1e301ba;;;Registratief gebied vlak;"Service description: TOP10NL is een digitaal objectgericht kaartbestand wat ten grondslag ligt aan de topografische kaart 1:10000 en wat veelvuldig in diverse GIS- en CAD-systemen wordt gebruikt voor ondergrond, analyse-, en beheers- en planningsactiviteiten.

Collection description: Op basis van wet- en regelgeving afgebakend gebied dat als eenheid geldt van politieke/bestuurlijke verantwoordelijkheid of voor bedrijfsvoering. Geometrietype is vlak.

Keywords: BRT, TOP10NL, basisregistratie topografie, gemeente, kadaster, land, provincie, registratief gebied, registratieve gebied, registratieve gebieden, territoriale zee, topografie, topografische kaart, vector tiles, waterschap";PDOK OGC API Features landing page and collection metadata
BRT TOP10NL;Reliëf;https://api.pdok.nl/brt/top10nl/ogc/v1?f=json;https://api.pdok.nl/brt/top10nl/ogc/v1/collections/relief_lijn?f=html;pdok_brt_top10nl_relief_lijn_01f58ec8;;;Reliëf;"Service description: TOP10NL is een digitaal objectgericht kaartbestand wat ten grondslag ligt aan de topografische kaart 1:10000 en wat veelvuldig in diverse GIS- en CAD-systemen wordt gebruikt voor ondergrond, analyse-, en beheers- en planningsactiviteiten.

Collection description: Object dat tot doel heeft hoogteverschillen in het landschap te representeren. Geometrietype is lijn.

Keywords: BRT, TOP10NL, aardrand, basisregistratie topografie, hoogteverschil, kadaster, reliëf, reliëfs, steile rand, talud, topografie, topografische kaart, vector tiles, wal";PDOK OGC API Features landing page and collection metadata
BRT TOP10NL;Reliëf talud hoge zijde;https://api.pdok.nl/brt/top10nl/ogc/v1?f=json;https://api.pdok.nl/brt/top10nl/ogc/v1/collections/relief_talud_hoge_zijde_lijn?f=html;pdok_brt_top10nl_relief_talud_hoge_zijde_lijn_fd3ed86d;;;Reliëf talud hoge zijde;"Service description: TOP10NL is een digitaal objectgericht kaartbestand wat ten grondslag ligt aan de topografische kaart 1:10000 en wat veelvuldig in diverse GIS- en CAD-systemen wordt gebruikt voor ondergrond, analyse-, en beheers- en planningsactiviteiten.

Collection description: Object dat tot doel heeft hoogteverschillen in het landschap te representeren. Geometrietype is lijn.

Keywords: BRT, TOP10NL, aardrand, basisregistratie topografie, hoogteverschil, kadaster, reliëf, reliëfs, steile rand, talud, topografie, topografische kaart, vector tiles, wal";PDOK OGC API Features landing page and collection metadata
BRT TOP10NL;Reliëf talud lage zijde;https://api.pdok.nl/brt/top10nl/ogc/v1?f=json;https://api.pdok.nl/brt/top10nl/ogc/v1/collections/relief_talud_lage_zijde_lijn?f=html;pdok_brt_top10nl_relief_talud_lage_zijde_lijn_93e7a7ef;;;Reliëf talud lage zijde;"Service description: TOP10NL is een digitaal objectgericht kaartbestand wat ten grondslag ligt aan de topografische kaart 1:10000 en wat veelvuldig in diverse GIS- en CAD-systemen wordt gebruikt voor ondergrond, analyse-, en beheers- en planningsactiviteiten.

Collection description: Object dat tot doel heeft hoogteverschillen in het landschap te representeren. Geometrietype is lijn.

Keywords: BRT, TOP10NL, aardrand, basisregistratie topografie, hoogteverschil, kadaster, reliëf, reliëfs, steile rand, talud, topografie, topografische kaart, vector tiles, wal";PDOK OGC API Features landing page and collection metadata
BRT TOP10NL;Spoorbaandeel lijn;https://api.pdok.nl/brt/top10nl/ogc/v1?f=json;https://api.pdok.nl/brt/top10nl/ogc/v1/collections/spoorbaandeel_lijn?f=html;pdok_brt_top10nl_spoorbaandeel_lijn_93520d78;;;Spoorbaandeel lijn;"Service description: TOP10NL is een digitaal objectgericht kaartbestand wat ten grondslag ligt aan de topografische kaart 1:10000 en wat veelvuldig in diverse GIS- en CAD-systemen wordt gebruikt voor ondergrond, analyse-, en beheers- en planningsactiviteiten.

Collection description: Kleinste functioneel onafhankelijk stukje spoorbaan met gelijkblijvende, homogene eigenschappen en relaties dat er binnen een spoorwegnet wordt onderscheiden. Geometrietype is lijn.

Keywords: BRT, TOP10NL, basisregistratie topografie, gemengd, gemengd gebruik, goederenvervoer, in tunnel, kadaster, metro, museumlijn, normaalspoor, op beweegbaar deel van brug, op vast deel van brug, overkluisd, personenvervoer, smalspoor, sneltram, spoorbaandeel, spoorbaandelen, topografie, topografische kaart, tram, trein, vector tiles, verbinding";PDOK OGC API Features landing page and collection metadata
BRT TOP10NL;Spoorbaandeel punt;https://api.pdok.nl/brt/top10nl/ogc/v1?f=json;https://api.pdok.nl/brt/top10nl/ogc/v1/collections/spoorbaandeel_punt?f=html;pdok_brt_top10nl_spoorbaandeel_punt_f067f4b9;;;Spoorbaandeel punt;"Service description: TOP10NL is een digitaal objectgericht kaartbestand wat ten grondslag ligt aan de topografische kaart 1:10000 en wat veelvuldig in diverse GIS- en CAD-systemen wordt gebruikt voor ondergrond, analyse-, en beheers- en planningsactiviteiten.

Collection description: Kleinste functioneel onafhankelijk stukje spoorbaan met gelijkblijvende, homogene eigenschappen en relaties dat er binnen een spoorwegnet wordt onderscheiden. Geometrietype is punt.

Keywords: BRT, TOP10NL, basisregistratie topografie, gemengd, gemengd gebruik, goederenvervoer, in tunnel, kadaster, kruising, metro, normaalspoor, op beweegbaar deel van brug, op vast deel van brug, overkluisd, personenvervoer, smalspoor, sneltram, spoorbaandeel, spoorbaandelen, topografie, topografische kaart, tram, trein, vector tiles";PDOK OGC API Features landing page and collection metadata
BRT TOP10NL;Terrein vlak;https://api.pdok.nl/brt/top10nl/ogc/v1?f=json;https://api.pdok.nl/brt/top10nl/ogc/v1/collections/terrein_vlak?f=html;pdok_brt_top10nl_terrein_vlak_115b4fef;;;Terrein vlak;"Service description: TOP10NL is een digitaal objectgericht kaartbestand wat ten grondslag ligt aan de topografische kaart 1:10000 en wat veelvuldig in diverse GIS- en CAD-systemen wordt gebruikt voor ondergrond, analyse-, en beheers- en planningsactiviteiten.

Collection description: Zichtbaar begrensd stuk grond, niet zijnde een van de andere opdelende ruimtelijke objecten (wegdeel of waterdeel). Geometrietype is vlak.

Keywords: BRT, TOP10NL, basisregistratie topografie, drinkwaterbekken, droge sloot, greppel, haven, in afsluitbare duiker, in afsluitbare grondduiker, in duiker, in grondduiker, in sluis, kadaster, natuurbad, op brug, overkluisd, topografie, topografische kaart, vector tiles, viskwekerij, vistrap, vloeiveld, waterdeel, waterdelen, waterloop, waterval, waterzuivering, zwembad";PDOK OGC API Features landing page and collection metadata
BRT TOP10NL;Waterdeel lijn;https://api.pdok.nl/brt/top10nl/ogc/v1?f=json;https://api.pdok.nl/brt/top10nl/ogc/v1/collections/waterdeel_lijn?f=html;pdok_brt_top10nl_waterdeel_lijn_7b40ecf2;;;Waterdeel lijn;"Service description: TOP10NL is een digitaal objectgericht kaartbestand wat ten grondslag ligt aan de topografische kaart 1:10000 en wat veelvuldig in diverse GIS- en CAD-systemen wordt gebruikt voor ondergrond, analyse-, en beheers- en planningsactiviteiten.

Collection description: Kleinste functioneel onafhankelijk stukje water met gelijkblijvende, homogene eigenschappen en relaties dat er binnen een water wordt onderscheiden. Geometrietype is vlak.

Keywords: BRT, TOP10NL, basisregistratie topografie, drinkwaterbekken, droge sloot, greppel, haven, in afsluitbare duiker, in afsluitbare grondduiker, in duiker, in grondduiker, in sluis, kadaster, natuurbad, op brug, overkluisd, topografie, topografische kaart, vector tiles, viskwekerij, vistrap, vloeiveld, waterdeel, waterdelen, waterloop, waterval, waterzuivering, zwembad";PDOK OGC API Features landing page and collection metadata
BRT TOP10NL;Waterdeel punt;https://api.pdok.nl/brt/top10nl/ogc/v1?f=json;https://api.pdok.nl/brt/top10nl/ogc/v1/collections/waterdeel_punt?f=html;pdok_brt_top10nl_waterdeel_punt_1869b0b7;;;Waterdeel punt;"Service description: TOP10NL is een digitaal objectgericht kaartbestand wat ten grondslag ligt aan de topografische kaart 1:10000 en wat veelvuldig in diverse GIS- en CAD-systemen wordt gebruikt voor ondergrond, analyse-, en beheers- en planningsactiviteiten.

Collection description: Kleinste functioneel onafhankelijk stukje water met gelijkblijvende, homogene eigenschappen en relaties dat er binnen een water wordt onderscheiden. Geometrietype is punt.

Keywords: BRT, TOP10NL, basisregistratie topografie, bron, kadaster, overkluisd, topografie, topografische kaart, vector tiles, vistrap, waterdeel, waterdelen, waterval, wel";PDOK OGC API Features landing page and collection metadata
